sign_oac_no,job_status,job_status_descrp,efiling_filed,sign_oac_registration,latest_action_date,applicant_professional_title,rank,dense_rank
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/24/2017 00:00:00,RA,1,5
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/24/2017 00:00:00,RA,1,5
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/24/2017 00:00:00,RA,1,5
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/25/2017 00:00:00,RA,1,6
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/25/2017 00:00:00,RA,1,6
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/25/2017 00:00:00,RA,1,6
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/25/2017 00:00:00,RA,1,6
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/25/2017 00:00:00,RA,1,6
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/25/2017 00:00:00,RA,1,6
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/25/2017 00:00:00,RA,1,6
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/25/2017 00:00:00,RA,1,6
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/25/2017 00:00:00,RA,1,6
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/25/2017 00:00:00,RA,1,6
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/25/2017 00:00:00,RA,1,6
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/25/2017 00:00:00,RA,1,6
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/25/2017 00:00:00,RA,1,6
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/25/2017 00:00:00,RA,1,6
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/25/2017 00:00:00,RA,1,6
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/25/2017 00:00:00,RA,1,6
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/25/2017 00:00:00,RA,1,6
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/25/2017 00:00:00,RA,1,6
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/25/2017 00:00:00,RA,1,6
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/25/2017 00:00:00,RA,1,6
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,09/08/2017 00:00:00,RA,1,7
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,09/08/2017 00:00:00,RA,1,7
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,09/08/2017 00:00:00,RA,1,7
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,09/08/2017 00:00:00,RA,1,7
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,09/08/2017 00:00:00,RA,1,7
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,09/08/2017 00:00:00,RA,1,7
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,09/08/2017 00:00:00,RA,1,7
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,09/08/2017 00:00:00,RA,1,7
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,09/08/2017 00:00:00,RA,1,7
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,09/08/2017 00:00:00,RA,1,7
      ,R,APPLICATION PROCESSED - ENTIRE          ,Y,      ,09/12/2017 00:00:00,PE,1,8
      ,R,APPLICATION PROCESSED - ENTIRE          ,Y,      ,09/12/2017 00:00:00,PE,1,8
      ,R,APPLICATION PROCESSED - ENTIRE          ,Y,      ,09/12/2017 00:00:00,PE,1,8
      ,R,APPLICATION PROCESSED - ENTIRE          ,Y,      ,09/12/2017 00:00:00,PE,1,8
      ,R,APPLICATION PROCESSED - ENTIRE          ,Y,      ,09/12/2017 00:00:00,PE,1,8
      ,R,APPLICATION PROCESSED - ENTIRE          ,Y,      ,09/12/2017 00:00:00,PE,1,8
      ,R,APPLICATION PROCESSED - ENTIRE          ,Y,      ,09/12/2017 00:00:00,PE,1,8
      ,R,APPLICATION PROCESSED - ENTIRE          ,Y,      ,09/12/2017 00:00:00,PE,1,8
      ,R,APPLICATION PROCESSED - ENTIRE          ,Y,      ,09/12/2017 00:00:00,PE,1,8
      ,R,APPLICATION PROCESSED - ENTIRE          ,Y,      ,09/12/2017 00:00:00,PE,1,8
      ,R,APPLICATION PROCESSED - ENTIRE          ,Y,      ,09/12/2017 00:00:00,PE,1,8
      ,R,APPLICATION PROCESSED - ENTIRE          ,Y,      ,09/12/2017 00:00:00,PE,1,8
      ,R,APPLICATION PROCESSED - ENTIRE          ,Y,      ,09/12/2017 00:00:00,PE,1,8
      ,R,APPLICATION PROCESSED - ENTIRE          ,Y,      ,09/12/2017 00:00:00,PE,1,8
      ,R,APPLICATION PROCESSED - ENTIRE          ,Y,      ,09/12/2017 00:00:00,PE,1,8
      ,R,APPLICATION PROCESSED - ENTIRE          ,Y,      ,09/12/2017 00:00:00,PE,1,8
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,09/14/2017 00:00:00,RA,1,9
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,09/14/2017 00:00:00,RA,1,9
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,09/14/2017 00:00:00,RA,1,9
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,09/14/2017 00:00:00,RA,1,9
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,09/14/2017 00:00:00,RA,1,9
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,09/14/2017 00:00:00,RA,1,9
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,09/14/2017 00:00:00,RA,1,9
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,09/14/2017 00:00:00,RA,1,9
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,09/14/2017 00:00:00,RA,1,9
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,09/14/2017 00:00:00,RA,1,9
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,09/14/2017 00:00:00,RA,1,9
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,09/14/2017 00:00:00,RA,1,9
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,09/14/2017 00:00:00,RA,1,9
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,09/14/2017 00:00:00,RA,1,9
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,09/14/2017 00:00:00,RA,1,9
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,09/14/2017 00:00:00,RA,1,9
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,09/14/2017 00:00:00,RA,1,9
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,09/14/2017 00:00:00,RA,1,9
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,09/14/2017 00:00:00,RA,1,9
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,09/14/2017 00:00:00,RA,1,9
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,09/14/2017 00:00:00,RA,1,9
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,09/14/2017 00:00:00,RA,1,9
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,09/14/2017 00:00:00,RA,1,9
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,09/14/2017 00:00:00,RA,1,9
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,09/14/2017 00:00:00,RA,1,9
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,09/14/2017 00:00:00,RA,1,9
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,09/14/2017 00:00:00,RA,1,9
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,09/14/2017 00:00:00,RA,1,9
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,09/14/2017 00:00:00,RA,1,9
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,09/14/2017 00:00:00,RA,1,9
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,09/20/2017 00:00:00,PE,1,10
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,09/20/2017 00:00:00,PE,1,10
      ,R,APPLICATION PROCESSED - ENTIRE          ,Y,      ,10/03/2017 00:00:00,PE,1,11
      ,R,APPLICATION PROCESSED - ENTIRE          ,Y,      ,10/03/2017 00:00:00,PE,1,11
      ,R,APPLICATION PROCESSED - ENTIRE          ,Y,      ,10/03/2017 00:00:00,PE,1,11
      ,R,APPLICATION PROCESSED - ENTIRE          ,Y,      ,10/03/2017 00:00:00,PE,1,11
      ,R,APPLICATION PROCESSED - ENTIRE          ,Y,      ,10/04/2017 00:00:00,PE,1,12
      ,R,APPLICATION PROCESSED - ENTIRE          ,Y,      ,10/04/2017 00:00:00,PE,1,12
      ,R,APPLICATION PROCESSED - ENTIRE          ,Y,      ,10/04/2017 00:00:00,PE,1,12
      ,R,APPLICATION PROCESSED - ENTIRE          ,Y,      ,10/04/2017 00:00:00,PE,1,12
      ,R,APPLICATION PROCESSED - ENTIRE          ,Y,      ,10/04/2017 00:00:00,PE,1,12
      ,R,APPLICATION PROCESSED - ENTIRE          ,Y,      ,10/04/2017 00:00:00,PE,1,12
      ,R,APPLICATION PROCESSED - ENTIRE          ,Y,      ,10/04/2017 00:00:00,PE,1,12
      ,R,APPLICATION PROCESSED - ENTIRE          ,Y,      ,10/04/2017 00:00:00,PE,1,12
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,10/05/2017 00:00:00,RA,1,13
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,10/05/2017 00:00:00,RA,1,13
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,10/05/2017 00:00:00,RA,1,13
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,10/05/2017 00:00:00,RA,1,13
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,10/05/2017 00:00:00,RA,1,13
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,10/05/2017 00:00:00,RA,1,13
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,10/05/2017 00:00:00,RA,1,13
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,10/05/2017 00:00:00,RA,1,13
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,10/05/2017 00:00:00,RA,1,13
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,10/05/2017 00:00:00,RA,1,13
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,10/05/2017 00:00:00,RA,1,13
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,10/05/2017 00:00:00,RA,1,13
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,10/05/2017 00:00:00,RA,1,13
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,10/05/2017 00:00:00,RA,1,13
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,10/05/2017 00:00:00,RA,1,13
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,10/05/2017 00:00:00,RA,1,13
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,10/05/2017 00:00:00,RA,1,13
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,10/05/2017 00:00:00,RA,1,13
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,10/05/2017 00:00:00,RA,1,13
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,10/05/2017 00:00:00,RA,1,13
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,10/11/2017 00:00:00,PE,1,14
      ,R,APPLICATION PROCESSED - ENTIRE          ,Y,      ,10/11/2017 00:00:00,PE,1,14
      ,R,APPLICATION PROCESSED - ENTIRE          ,Y,      ,10/11/2017 00:00:00,PE,1,14
      ,R,APPLICATION PROCESSED - ENTIRE          ,Y,      ,10/11/2017 00:00:00,PE,1,14
      ,R,APPLICATION PROCESSED - ENTIRE          ,Y,      ,10/11/2017 00:00:00,PE,1,14
      ,R,APPLICATION PROCESSED - ENTIRE          ,Y,      ,10/11/2017 00:00:00,PE,1,14
      ,R,APPLICATION PROCESSED - ENTIRE          ,Y,      ,10/11/2017 00:00:00,PE,1,14
      ,D,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,08/02/2017 00:00:00,RA,1,1
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,08/02/2017 00:00:00,RA,1,1
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,08/03/2017 00:00:00,PE,1,2
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,08/03/2017 00:00:00,PE,1,2
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,08/03/2017 00:00:00,PE,1,2
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,08/03/2017 00:00:00,PE,1,2
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,08/03/2017 00:00:00,PE,1,2
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,08/03/2017 00:00:00,PE,1,2
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,08/03/2017 00:00:00,PE,1,2
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,08/03/2017 00:00:00,PE,1,2
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,08/16/2017 00:00:00,RA,1,3
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,08/17/2017 00:00:00,RA,1,4
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,08/17/2017 00:00:00,PE,1,4
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,08/17/2017 00:00:00,RA,1,4
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,08/17/2017 00:00:00,RA,1,4
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,08/17/2017 00:00:00,PE,1,4
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,08/17/2017 00:00:00,RA,1,4
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,08/18/2017 00:00:00,RA,1,5
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,08/18/2017 00:00:00,RA,1,5
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,08/18/2017 00:00:00,PE,1,5
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,08/28/2017 00:00:00,PE,1,6
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,08/29/2017 00:00:00,PE,1,7
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,08/29/2017 00:00:00,PE,1,7
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,08/29/2017 00:00:00,PE,1,7
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,08/29/2017 00:00:00,PE,1,7
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,08/29/2017 00:00:00,PE,1,7
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,08/29/2017 00:00:00,PE,1,7
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,08/30/2017 00:00:00,PE,1,8
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,08/30/2017 00:00:00,PE,1,8
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,08/30/2017 00:00:00,PE,1,8
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,08/30/2017 00:00:00,PE,1,8
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,08/30/2017 00:00:00,PE,1,8
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,08/30/2017 00:00:00,PE,1,8
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,08/31/2017 00:00:00,RA,1,9
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,08/31/2017 00:00:00,RA,1,9
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,08/31/2017 00:00:00,RA,1,9
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,09/06/2017 00:00:00,PE,1,10
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,09/06/2017 00:00:00,PE,1,10
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,09/11/2017 00:00:00,PE,1,11
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,09/12/2017 00:00:00,PE,1,12
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,09/12/2017 00:00:00,PE,1,12
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,09/12/2017 00:00:00,PE,1,12
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,09/12/2017 00:00:00,PE,1,12
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,09/12/2017 00:00:00,PE,1,12
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,09/12/2017 00:00:00,PE,1,12
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,09/12/2017 00:00:00,PE,1,12
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,09/12/2017 00:00:00,PE,1,12
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,09/12/2017 00:00:00,PE,1,12
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,09/12/2017 00:00:00,PE,1,12
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,09/12/2017 00:00:00,PE,1,12
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,09/12/2017 00:00:00,PE,1,12
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,09/12/2017 00:00:00,PE,1,12
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,09/12/2017 00:00:00,PE,1,12
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,09/12/2017 00:00:00,PE,1,12
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,09/12/2017 00:00:00,PE,1,12
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,09/12/2017 00:00:00,PE,1,12
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,09/12/2017 00:00:00,PE,1,12
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,09/12/2017 00:00:00,PE,1,12
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,09/12/2017 00:00:00,PE,1,12
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,09/12/2017 00:00:00,PE,1,12
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,09/12/2017 00:00:00,PE,1,12
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,09/12/2017 00:00:00,PE,1,12
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,09/12/2017 00:00:00,PE,1,12
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,09/12/2017 00:00:00,PE,1,12
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,09/12/2017 00:00:00,PE,1,12
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,09/12/2017 00:00:00,PE,1,12
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,09/12/2017 00:00:00,PE,1,12
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,09/12/2017 00:00:00,PE,1,12
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,09/12/2017 00:00:00,PE,1,12
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,09/12/2017 00:00:00,PE,1,12
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,09/12/2017 00:00:00,PE,1,12
      ,R,PERMIT ISSUED - ENTIRE JOB/WORK         ,Y,      ,09/12/2017 00:00:00,PE,1,12
