sign_oac_no,job_status,job_status_descrp,efiling_filed,sign_oac_registration,latest_action_date,applicant_professional_title,rank,dense_rank
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,07/28/2017 00:00:00,RA,1,1
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/15/2017 00:00:00,RA,1,2
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/15/2017 00:00:00,RA,1,2
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/15/2017 00:00:00,RA,1,2
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/15/2017 00:00:00,RA,1,2
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/15/2017 00:00:00,RA,1,2
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/15/2017 00:00:00,RA,1,2
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/15/2017 00:00:00,RA,1,2
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/15/2017 00:00:00,RA,1,2
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/15/2017 00:00:00,RA,1,2
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/15/2017 00:00:00,RA,1,2
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/16/2017 00:00:00,RA,1,3
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/16/2017 00:00:00,RA,1,3
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/16/2017 00:00:00,RA,1,3
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/16/2017 00:00:00,RA,1,3
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/16/2017 00:00:00,RA,1,3
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/16/2017 00:00:00,RA,1,3
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/16/2017 00:00:00,RA,1,3
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/16/2017 00:00:00,RA,1,3
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/16/2017 00:00:00,RA,1,3
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/16/2017 00:00:00,RA,1,3
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/16/2017 00:00:00,RA,1,3
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/16/2017 00:00:00,RA,1,3
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/16/2017 00:00:00,RA,1,3
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/16/2017 00:00:00,RA,1,3
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/16/2017 00:00:00,RA,1,3
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/16/2017 00:00:00,RA,1,3
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/16/2017 00:00:00,RA,1,3
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/16/2017 00:00:00,RA,1,3
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/16/2017 00:00:00,RA,1,3
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/16/2017 00:00:00,RA,1,3
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/18/2017 00:00:00,PE,1,4
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/18/2017 00:00:00,PE,1,4
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/18/2017 00:00:00,PE,1,4
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/18/2017 00:00:00,PE,1,4
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/24/2017 00:00:00,RA,1,5
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/24/2017 00:00:00,RA,1,5
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/24/2017 00:00:00,RA,1,5
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/24/2017 00:00:00,RA,1,5
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/24/2017 00:00:00,RA,1,5
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/24/2017 00:00:00,RA,1,5
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/24/2017 00:00:00,RA,1,5
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/24/2017 00:00:00,RA,1,5
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/24/2017 00:00:00,RA,1,5
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/24/2017 00:00:00,RA,1,5
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/24/2017 00:00:00,RA,1,5
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/24/2017 00:00:00,RA,1,5
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/24/2017 00:00:00,RA,1,5
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/24/2017 00:00:00,RA,1,5
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/24/2017 00:00:00,RA,1,5
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/24/2017 00:00:00,RA,1,5
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/24/2017 00:00:00,RA,1,5
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/24/2017 00:00:00,RA,1,5
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/24/2017 00:00:00,RA,1,5
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/24/2017 00:00:00,RA,1,5
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/24/2017 00:00:00,RA,1,5
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/24/2017 00:00:00,RA,1,5
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/24/2017 00:00:00,RA,1,5
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/24/2017 00:00:00,RA,1,5
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/24/2017 00:00:00,RA,1,5
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/24/2017 00:00:00,RA,1,5
      ,D,APPLICATION PROCESSED - ENTIRE          ,Y,      ,08/24/2017 00:00:00,RA,1,5
