group_column1,group_column2,total,average,count
Half day,NYCEEC,26.3,4.383333333333334,6
,NYCEEC,11.1,3.6999999999999997,3
Full day,District School,274.70000000000016,3.7121621621621643,74
,District School,4.3,4.3,1
Full day,NYCEEC,154.7,3.773170731707317,41
