lotstatusid,areaid,category,count,avg_value,total_value,max_value
702,40,low tonnage,5,1.114,5.57,3.2
702,39,medium tonnage,7,11.847142857142856,82.92999999999999,17.32
702,39,low tonnage,27,1.365925925925926,36.88,5.0
702,39,high tonnage,12,164.8175,1977.81,598.22
702,40,high tonnage,3,201.91,605.73,299.93
