lotid,total_lot_billing
185409,0.0
207691,0.0
28725,
182361,0.0
67726,870.08
210567,0.0
147281,
31105,
134136,
40251,
10285,
79234,410.87
101001,
177491,0.0
211158,0.0
126197,
152654,
111750,
182954,0.0
75266,
209541,0.0
161575,
36588,
181903,0.0
66271,
130151,
167219,
94024,
109674,731.56
49531,
41841,
51402,
148982,
3501,
80421,
32165,
7338,
106434,
134747,
8132,
56436,
112453,
45939,
75626,
122541,
107635,
204033,0.0
13967,
163786,
131159,
