property_id,property_name,address_1,latitude,longitude,total,count,average
8139,200,200  East  42nd  St.,40.750698,-73.974306,7.2,1,7.2
1069082,51 Madison,51 Madison Avenue,40.743023,-73.986402,5.7,1,5.7
1460459,909 Third Avenue,909 Third Avenue,40.758744,-73.968618,5.4,1,5.4
1143922,NE - 111 WALL STREET,111 WALL STREET,40.704553,-74.006636,5.3,1,5.3
1548095,RIVERDALE (1798),40 W 225TH ST #50,40.873644,-73.907962,5.1,1,5.1
1633958,X460-0201311,244 East 163rd Street,40.827607,-73.918681,4.9,1,4.9
7365,1155,1155  Avenue  of  the  Americas,40.756631,-73.982826,4.0,1,4.0
1719778,Court Square Place,24-01 44th Road,40.748206,-73.943731,3.9,1,3.9
1634273,K989-0301732,415 89th Street,40.619931,-74.028086,3.6,1,3.6
1633734,X171-0201229,1717 Fulton Avenue,40.841596,-73.897767,3.0,1,3.0
1634279,Q012-0400012,42-00 72nd Street,40.742633,-73.892805,2.7,1,2.7
1634747,Q196-0400172,71-25 113th Street,40.722782,-73.837946,2.3,1,2.3
1634685,K217-0300221,1100 Newkirk Avenue,40.63398,-73.966558,2.2,1,2.2
1633444,R020-0500043,161 Park Avenue,40.636598,-74.132919,2.2,1,2.2
1634002,K247-0300250,7000 21st Avenue,40.612273,-73.986713,2.1,1,2.1
1634641,X074-0200112,730 Bryant Avenue,40.815455,-73.88577,2.0,1,2.0
1633076,X087-0200127,1935 Bussing Avenue,40.895104,-73.845968,1.6,1,1.6
1634020,K321-0300309,180 7th Avenue,40.67146,-73.977783,1.5,1,1.5
1633290,X166-0200207,250 East 164th Street,40.828696,-73.917668,1.5,1,1.5
1633221,X127-0200170,1560 Purdy Street,40.837931,-73.853524,1.5,1,1.5
1633391,K615-0300350,1 Wells Street,40.678276,-73.87596,1.4,1,1.4
1633761,K095-0300106,345 Van Sicklen Street,40.595698,-73.97518,1.4,1,1.4
1634584,X138-0200182,2060 Lafayette Avenue,40.822665,-73.853366,1.4,1,1.4
1633776,K135-0300142,684 Linden Boulevard,40.65364,-73.933114,1.4,1,1.4
1634289,Q048-0400043,155-02 108th Avenue,40.694119,-73.797003,1.4,1,1.4
1633524,X090-0200131,1116 Sheridan Avenue,40.831992,-73.91796,1.3,1,1.3
1634661,K044-0300066,432 Monroe Street,40.686592,-73.940747,1.3,1,1.3
1633786,Q111-0400098,37-15 13th Street,40.758831,-73.93938,1.3,1,1.3
1634460,K151-0300153,763 Knickerbocker Avenue,40.693293,-73.90864,1.3,1,1.3
1633098,K104-0300114,9115 5th Avenue,40.618415,-74.028842,1.3,1,1.3
1634433,K015-0300019,71 Sullivan Street,40.677343,-74.011558,1.3,1,1.3
1634231,K175-0300178,226 Bristol Street,40.665878,-73.911705,1.3,1,1.3
1634225,Q127-0400113,98-01 25th Avenue,40.764646,-73.871641,1.3,1,1.3
1633579,K227-0300232,6500 16th Avenue,40.62191,-73.995022,1.3,1,1.3
1634246,K306-0300301,970 Vermont Street,40.655997,-73.886547,1.3,1,1.3
1633179,Q038-0400036,135-21 241st Street,40.671561,-73.734043,1.3,1,1.3
1836372,Q816-0401635,445 Beach 135th Street,40.577026,-73.854539,1.2,1,1.2
1633064,X040-0200076,468 East 140th Street,40.809534,-73.919903,1.2,1,1.2
1634133,M140-0100125,123 Ridge Street,40.71925,-73.983056,1.2,1,1.2
1633610,K430-0300346,29 Fort Greene Place,40.688834,-73.976905,1.2,1,1.2
1633415,Q169-0400153,18-25 212th Street,40.782298,-73.779099,1.2,1,1.2
1634492,K209-0300212,2609 East 7th Street,40.586845,-73.96198,1.2,1,1.2
1633929,X048-0200085,1290 Spofford Avenue,40.814425,-73.886953,1.1,1,1.1
1633541,K026-0300051,1010 Lafayette Avenue,40.69211,-73.931857,1.1,1,1.1
1633875,X131-0200174,885 Bolton Avenue,40.823526,-73.859662,1.0,1,1.0
1634305,Q207-0400179,159-15 88th Street,40.658089,-73.844432,1.0,1,1.0
1633968,K100-0300111,2951 West 3rd Street,40.57732,-73.971313,1.0,1,1.0
1633474,M108-0100099,1615 Madison Avenue,40.795146,-73.948368,0.9,1,0.9
1634405,X060-0200095,888 Rev J A Polite Avenue,40.820403,-73.898912,0.9,1,0.9
