created_date,closed_date,incident_zip,complaint_type,descriptor,category,count,avg_value,total_value,max_value
2022-04-15 16:02:57,2022-04-15 16:56:09,11377.0,Drinking,In Public,High Y Coord,1,210535.0,210535.0,210535.0
2022-04-14 13:12:00,2022-04-15 10:40:00,11385.0,Water System,Hydrant Running (WC3),Medium Y Coord,1,196186.0,196186.0,196186.0
2022-04-14 23:15:59,2022-04-15 00:28:58,10463.0,Noise - Vehicle,Car/Truck Music,High Y Coord,1,259980.0,259980.0,259980.0
2022-04-14 17:11:51,2022-04-16 18:16:46,11211.0,HEAT/HOT WATER,ENTIRE BUILDING,Medium Y Coord,1,199560.0,199560.0,199560.0
2022-04-15 11:27:52,2022-04-17 15:02:03,10016.0,HEAT/HOT WATER,APARTMENT ONLY,High Y Coord,1,210457.0,210457.0,210457.0
2022-04-15 22:37:00,2022-04-16 06:18:00,11368.0,Derelict Vehicles,Derelict Vehicles,High Y Coord,1,209782.0,209782.0,209782.0
2022-04-15 12:48:36,2022-04-20 21:08:44,10014.0,PLUMBING,WATER SUPPLY,High Y Coord,1,208428.0,208428.0,208428.0
2022-04-14 07:46:35,2022-04-14 09:34:36,11105.0,Blocked Driveway,No Access,High Y Coord,1,222405.0,222405.0,222405.0
2022-04-16 22:33:00,2022-04-16 22:54:21,10002.0,Illegal Parking,Blocked Bike Lane,High Y Coord,1,201751.0,201751.0,201751.0
2022-04-14 09:58:45,2022-04-27 15:43:27,10458.0,PAINT/PLASTER,CEILING,High Y Coord,1,259140.0,259140.0,259140.0
2022-04-15 11:03:00,2022-04-26 11:57:00,11692.0,Water System,Dirty Water (WE),Medium Y Coord,1,154765.0,154765.0,154765.0
2022-04-14 17:12:10,2022-04-14 19:28:21,11105.0,Animal in a Park,Dog Off Leash,High Y Coord,1,220515.0,220515.0,220515.0
2022-04-15 12:21:08,2022-06-13 06:55:41,10458.0,GENERAL,DAMP SPOT,High Y Coord,1,251865.0,251865.0,251865.0
2022-04-15 01:48:21,2022-04-15 04:15:06,11213.0,Noise - Street/Sidewalk,Loud Music/Party,Medium Y Coord,1,183933.0,183933.0,183933.0
2022-04-14 09:03:15,2022-04-25 14:17:00,11418.0,Street Condition,Pothole,Medium Y Coord,1,192872.0,192872.0,192872.0
2022-04-14 11:07:55,2023-06-20 11:56:51,11221.0,Graffiti,Graffiti,Medium Y Coord,1,193093.0,193093.0,193093.0
2022-04-15 08:12:55,2022-06-03 00:00:00,11209.0,Building/Use,Illegal Conversion Of Residential Building/Space,Medium Y Coord,1,167404.0,167404.0,167404.0
2022-04-15 10:33:42,2022-05-31 10:43:15,10454.0,FLOORING/STAIRS,FLOOR,High Y Coord,1,233160.0,233160.0,233160.0
2022-04-15 06:58:15,2022-04-15 11:43:22,10470.0,Illegal Parking,Blocked Hydrant,High Y Coord,1,266912.0,266912.0,266912.0
2022-04-14 10:00:43,2022-04-14 11:30:21,11201.0,Illegal Parking,Posted Parking Sign Violation,Medium Y Coord,1,191323.0,191323.0,191323.0
2022-04-15 12:21:08,2022-06-13 06:55:41,10458.0,GENERAL,BELL/BUZZER/INTERCOM,High Y Coord,1,251865.0,251865.0,251865.0
2022-04-15 12:43:04,2022-05-09 00:00:00,10021.0,Special Projects Inspection Team (SPIT),Illegal Hotel Rooms In Residential Building,High Y Coord,1,220267.0,220267.0,220267.0
2022-04-15 14:11:01,2022-04-18 10:06:56,11372.0,Consumer Complaint,Vendor,High Y Coord,1,212251.0,212251.0,212251.0
2022-04-14 09:37:41,2022-10-19 11:32:26,10017.0,ELEVATOR,MAINTENANCE,High Y Coord,1,213147.0,213147.0,213147.0
2022-04-14 09:40:45,2022-04-18 00:00:00,10040.0,Boilers,Boiler - Defective/Inoperative/No Permit,High Y Coord,1,251647.0,251647.0,251647.0
2022-04-14 23:45:26,2022-04-15 03:06:28,11219.0,Blocked Driveway,No Access,Medium Y Coord,1,173840.0,173840.0,173840.0
2022-04-15 11:30:24,2025-05-13 15:44:43,10021.0,New Tree Request,For One Address,High Y Coord,1,219901.0,219901.0,219901.0
2022-04-16 00:18:28,2022-04-16 00:40:30,11101.0,Noise - Residential,Loud Music/Party,High Y Coord,1,214185.0,214185.0,214185.0
2022-04-14 07:25:03,2022-05-24 06:54:39,10017.0,Taxi Complaint,Driver Complaint - Passenger,High Y Coord,1,212845.0,212845.0,212845.0
2022-04-15 08:45:53,2022-04-15 09:57:15,11234.0,Abandoned Vehicle,With License Plate,Medium Y Coord,1,162649.0,162649.0,162649.0
2022-04-14 16:51:45,2022-04-14 16:57:52,10035.0,Noise - Street/Sidewalk,Loud Music/Party,High Y Coord,1,231267.0,231267.0,231267.0
2022-04-14 10:14:45,2022-04-16 17:56:44,11208.0,HEAT/HOT WATER,APARTMENT ONLY,Medium Y Coord,1,182780.0,182780.0,182780.0
2022-04-15 15:03:21,2023-04-06 09:38:34,11235.0,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Medium Y Coord,1,154448.0,154448.0,154448.0
2022-04-14 09:31:33,2022-05-06 17:55:04,10456.0,PLUMBING,TOILET,High Y Coord,2,242000.0,484000.0,242000.0
2022-04-16 20:43:58,2022-04-20 18:07:08,11375.0,HEAT/HOT WATER,ENTIRE BUILDING,High Y Coord,1,202405.0,202405.0,202405.0
2022-04-15 10:32:00,2022-04-15 11:00:00,10465.0,Water Conservation,Illegal Use Of A Hydrant (CIN),High Y Coord,1,236864.0,236864.0,236864.0
2022-04-16 17:29:23,2022-04-16 19:20:44,10463.0,Noise - Residential,Loud Music/Party,High Y Coord,1,258102.0,258102.0,258102.0
2022-04-15 16:08:20,2022-04-15 19:00:37,11208.0,Panhandling,,Medium Y Coord,1,188994.0,188994.0,188994.0
2022-04-14 07:03:53,2023-06-09 11:34:01,10016.0,Noise - Helicopter,Other,High Y Coord,1,209219.0,209219.0,209219.0
2022-04-14 20:58:55,2022-04-14 21:53:31,11230.0,Noise - Vehicle,Engine Idling,Medium Y Coord,1,168876.0,168876.0,168876.0
2022-04-14 15:26:09,2022-04-14 20:34:57,10466.0,Noise - Residential,Loud Music/Party,High Y Coord,3,264470.0,793410.0,264470.0
2022-04-14 16:15:22,2022-04-19 15:49:05,11436.0,Damaged Tree,Branch Cracked and Will Fall,Medium Y Coord,1,185935.0,185935.0,185935.0
2022-04-15 15:22:50,2024-06-03 20:02:17,11379.0,Food Establishment,Food Temperature,Medium Y Coord,1,199564.0,199564.0,199564.0
2022-04-14 17:23:52,2022-04-14 17:47:51,10314.0,Blocked Driveway,Partial Access,Medium Y Coord,1,154308.0,154308.0,154308.0
2022-04-16 16:10:45,2022-04-16 16:18:55,11366.0,Noise - Vehicle,Car/Truck Horn,High Y Coord,1,203443.0,203443.0,203443.0
2022-04-14 20:16:14,2022-04-14 21:07:22,10460.0,Illegal Parking,Double Parked Blocking Vehicle,High Y Coord,1,245795.0,245795.0,245795.0
2022-04-15 21:23:59,2022-04-15 22:08:30,10026.0,Noise - Vehicle,Car/Truck Music,High Y Coord,1,231952.0,231952.0,231952.0
2022-04-15 23:51:36,2022-04-16 05:58:35,10013.0,Encampment,,High Y Coord,1,201963.0,201963.0,201963.0
2022-04-15 13:21:11,2022-04-30 14:15:00,10453.0,Street Condition,Pothole,High Y Coord,1,250912.0,250912.0,250912.0
