census_tract,citycouncil,record_count,total_amount,avg_amount,max_amount,min_amount
39.0,49.0,11,121.0,11.0,11.0,11.0
27.0,49.0,8,88.0,11.0,11.0,11.0
187.03,49.0,13,143.0,11.0,11.0,11.0
128.06,50.0,34,374.0,11.0,11.0,11.0
112.01,50.0,7,77.0,11.0,11.0,11.0
