expiration_date,permit_type,residential,issuance_date,permit_status,permittee_s_license,rank,dense_rank
2013-07-16 00:00:00,EQ,,2013-04-24 00:00:00,ISSUED,38109,1,1
2013-07-16 00:00:00,EQ,,2013-04-24 00:00:00,ISSUED,38109,1,1
2013-07-16 00:00:00,EQ,,2013-04-24 00:00:00,ISSUED,38109,1,1
2013-07-16 00:00:00,EQ,,2013-04-24 00:00:00,ISSUED,38109,1,1
2013-07-16 00:00:00,EQ,,2013-04-24 00:00:00,ISSUED,38109,1,1
2013-07-16 00:00:00,EQ,,2013-04-24 00:00:00,ISSUED,38109,1,1
2013-07-16 00:00:00,EQ,,2013-04-24 00:00:00,ISSUED,38109,1,1
2013-07-16 00:00:00,EQ,,2013-04-24 00:00:00,ISSUED,38109,1,1
2013-07-16 00:00:00,EQ,,2013-04-24 00:00:00,ISSUED,38109,1,1
2013-07-16 00:00:00,EQ,,2013-04-24 00:00:00,ISSUED,38109,1,1
2013-08-26 00:00:00,EQ,True,2013-04-24 00:00:00,ISSUED,601135,1,2
2013-08-26 00:00:00,EQ,True,2013-04-24 00:00:00,ISSUED,601135,1,2
2013-08-26 00:00:00,EQ,True,2013-04-24 00:00:00,ISSUED,601135,1,2
2013-08-26 00:00:00,EQ,True,2013-04-24 00:00:00,ISSUED,601135,1,2
2014-02-17 00:00:00,EQ,,2013-04-24 00:00:00,ISSUED,603389,1,5
2014-02-17 00:00:00,EQ,,2013-04-24 00:00:00,ISSUED,603389,1,5
2014-02-17 00:00:00,EQ,,2013-04-24 00:00:00,ISSUED,603389,1,5
2014-02-17 00:00:00,EQ,,2013-04-24 00:00:00,ISSUED,603389,1,5
2014-02-17 00:00:00,EQ,,2013-04-24 00:00:00,ISSUED,603389,1,5
2014-03-06 00:00:00,EQ,,2013-04-24 00:00:00,ISSUED,601339,1,6
2013-10-20 00:00:00,NB,True,2013-04-24 00:00:00,ISSUED,20902,1,1
2013-10-20 00:00:00,NB,True,2013-04-24 00:00:00,ISSUED,20902,1,1
2013-10-20 00:00:00,NB,True,2013-04-24 00:00:00,ISSUED,20902,1,1
2013-10-20 00:00:00,NB,True,2013-04-24 00:00:00,ISSUED,20902,1,1
2013-09-28 00:00:00,AL,,2013-04-24 00:00:00,ISSUED,607064,1,2
2013-12-19 00:00:00,AL,,2013-04-24 00:00:00,ISSUED,601448,1,3
2014-04-01 00:00:00,PL,True,2013-04-24 00:00:00,ISSUED,1321,1,1
2014-04-24 00:00:00,PL,,2013-04-24 00:00:00,ISSUED,957,1,3
2014-04-24 00:00:00,PL,,2013-04-24 00:00:00,ISSUED,2253,1,3
2014-04-24 00:00:00,PL,True,2013-04-24 00:00:00,ISSUED,1392,1,3
2014-04-24 00:00:00,PL,True,2013-04-24 00:00:00,ISSUED,1321,1,3
2013-06-28 00:00:00,EW,True,2013-04-24 00:00:00,ISSUED,605750,1,1
2013-06-28 00:00:00,EW,True,2013-04-24 00:00:00,ISSUED,605750,1,1
2013-07-07 00:00:00,EW,,2013-04-24 00:00:00,ISSUED,604206,1,2
2013-07-07 00:00:00,EW,,2013-04-24 00:00:00,ISSUED,604206,1,2
2013-07-12 00:00:00,EW,True,2013-04-24 00:00:00,ISSUED,608191,1,3
2013-07-12 00:00:00,EW,True,2013-04-24 00:00:00,ISSUED,608191,1,3
2013-08-07 00:00:00,EW,True,2013-04-24 00:00:00,ISSUED,609317,1,4
2013-10-20 00:00:00,EW,True,2013-04-24 00:00:00,ISSUED,601653,1,6
2013-10-20 00:00:00,EW,True,2013-04-24 00:00:00,ISSUED,601653,1,6
2013-10-20 00:00:00,EW,True,2013-04-24 00:00:00,ISSUED,601653,1,6
2013-10-20 00:00:00,EW,True,2013-04-24 00:00:00,ISSUED,601653,1,6
2013-10-20 00:00:00,EW,True,2013-04-24 00:00:00,ISSUED,601653,1,6
2013-10-20 00:00:00,EW,True,2013-04-24 00:00:00,ISSUED,601653,1,6
2013-10-20 00:00:00,EW,True,2013-04-24 00:00:00,ISSUED,601653,1,6
2013-10-20 00:00:00,EW,True,2013-04-24 00:00:00,ISSUED,601653,1,6
2013-11-01 00:00:00,EW,True,2013-04-24 00:00:00,ISSUED,35319,1,7
2013-11-06 00:00:00,EW,True,2013-04-24 00:00:00,ISSUED,6569,1,8
2013-11-09 00:00:00,EW,True,2013-04-24 00:00:00,ISSUED,38898,1,9
2013-11-09 00:00:00,EW,,2013-04-24 00:00:00,ISSUED,38898,1,9
2013-11-09 00:00:00,EW,,2013-04-24 00:00:00,ISSUED,38898,1,9
2013-11-09 00:00:00,EW,,2013-04-24 00:00:00,ISSUED,38898,1,9
2013-11-09 00:00:00,EW,True,2013-04-24 00:00:00,ISSUED,38898,1,9
2013-11-09 00:00:00,EW,True,2013-04-24 00:00:00,ISSUED,38898,1,9
2013-11-09 00:00:00,EW,True,2013-04-24 00:00:00,ISSUED,38898,1,9
2013-11-09 00:00:00,EW,True,2013-04-24 00:00:00,ISSUED,38898,1,9
2013-11-09 00:00:00,EW,True,2013-04-24 00:00:00,ISSUED,38898,1,9
2013-12-31 00:00:00,EW,,2013-04-24 00:00:00,ISSUED,12866,1,10
2014-02-12 00:00:00,EW,,2013-04-24 00:00:00,ISSUED,602843,1,11
2014-02-12 00:00:00,EW,True,2013-04-24 00:00:00,ISSUED,602843,1,11
2014-04-02 00:00:00,EW,,2013-04-24 00:00:00,ISSUED,610563,1,13
2014-04-02 00:00:00,EW,,2013-04-24 00:00:00,ISSUED,610563,1,13
2014-04-02 00:00:00,EW,,2013-04-24 00:00:00,ISSUED,610563,1,13
2014-04-02 00:00:00,EW,,2013-04-24 00:00:00,ISSUED,610563,1,13
2014-04-02 00:00:00,EW,,2013-04-24 00:00:00,ISSUED,610563,1,13
2014-04-02 00:00:00,EW,,2013-04-24 00:00:00,ISSUED,610563,1,13
2014-04-02 00:00:00,EW,,2013-04-24 00:00:00,ISSUED,610563,1,13
2014-04-02 00:00:00,EW,,2013-04-24 00:00:00,ISSUED,610563,1,13
2014-04-19 00:00:00,EW,,2013-04-24 00:00:00,ISSUED,33363,1,15
2014-04-24 00:00:00,EW,True,2013-04-24 00:00:00,ISSUED,1509,1,17
2014-04-24 00:00:00,EW,True,2013-04-24 00:00:00,ISSUED,1509,1,17
2014-04-24 00:00:00,EW,True,2013-04-24 00:00:00,ISSUED,35899,1,17
2014-04-24 00:00:00,EW,True,2013-04-24 00:00:00,ISSUED,1509,1,17
2014-04-24 00:00:00,EW,True,2013-04-24 00:00:00,ISSUED,35899,1,17
2014-04-24 00:00:00,EW,True,2013-04-24 00:00:00,ISSUED,29178,1,17
2014-04-24 00:00:00,EW,True,2013-04-24 00:00:00,ISSUED,1509,1,17
2014-04-24 00:00:00,EW,,2013-04-24 00:00:00,ISSUED,136,1,17
2014-04-24 00:00:00,EW,,2013-04-24 00:00:00,ISSUED,814,1,17
2014-04-24 00:00:00,EW,,2013-04-24 00:00:00,ISSUED,185,1,17
2014-04-24 00:00:00,EW,,2013-04-24 00:00:00,ISSUED,310,1,17
2014-04-24 00:00:00,EW,True,2013-04-24 00:00:00,ISSUED,29178,1,17
2014-04-29 00:00:00,EW,,2013-04-24 00:00:00,ISSUED,600374,1,18
2014-04-29 00:00:00,EW,,2013-04-24 00:00:00,ISSUED,600374,1,18
2013-08-26 00:00:00,FO,True,2013-04-24 00:00:00,ISSUED,601135,1,1
