fact_column,total_dimension1,average_dimension2
K-12 School,245809.0,
Medical Office,1927126.6,90.95
Retail Store,74707195.5,21.476666666666663
Convenience Store without Gas Station,18711056.6,22.35
Other - Restaurant/Bar,14669112.7,
,128120423.29999997,35.22828571428572
Bank Branch,109029470.39999999,13.800000000000002
Restaurant,50878046.3,28.590000000000003
Parking,29697682.9,51.65
Manufacturing/Industrial Plant,4567435.0,
