t1_bin,t3_bin,t1_block,t5_block,t1_inspection_date,t4_inspection_date,meet_standards,total,count,average
1016929.0,1016929.0,859,859,2020-12-19,2020-12-19,Y,3,3,1.0
1053222.0,1053222.0,1717,1717,2020-02-20,2020-02-20,Y,2,2,1.0
1029901.0,1029901.0,1143,1143,2020-12-08,2020-12-08,Y,2,2,1.0
1042466.0,1042466.0,1401,1401,2017-08-15,2017-08-15,Y,2,2,1.0
1080768.0,1080768.0,850,850,2020-06-27,2020-06-27,Y,2,2,1.0
1015782.0,1015782.0,832,832,2018-10-22,2018-10-22,Y,1,1,1.0
1043139.0,1043139.0,1410,1410,2016-07-08,2016-07-08,Y,1,1,1.0
