objectid,t2_objectid,bin,latitude,t2_longitude,citycouncil,pssite,rank,dense_rank
138870,138870,5015239.0,40.623164,-74.091264,49.0,Street,1,1
138870,138870,5015239.0,40.623164,-74.091264,49.0,Street,1,1
148452,148452,3140613.0,40.63334,-74.002929,38.0,Street,1,2
138841,138841,5015169.0,40.625728,-74.090828,49.0,Street,1,3
138841,138841,5015169.0,40.625728,-74.090828,49.0,Street,1,3
149236,149236,4244091.0,40.694756,-73.731228,27.0,Street,1,4
140843,140843,5015227.0,40.622941,-74.092464,49.0,Street,1,5
140843,140843,5015227.0,40.622941,-74.092464,49.0,Street,1,5
139235,139235,3029868.0,40.677841,-73.943574,36.0,Street,1,6
150826,150826,5056405.0,40.56071,-74.112024,50.0,Street,1,7
140436,140436,5015255.0,40.622834,-74.089275,49.0,Street,1,8
140436,140436,5015255.0,40.622834,-74.089275,49.0,Street,1,8
140456,140456,5015231.0,40.621895,-74.093111,49.0,Street,1,9
140456,140456,5015231.0,40.621895,-74.093111,49.0,Street,1,9
149227,149227,1051847.0,40.788706,-73.947752,8.0,Street,1,10
150835,150835,5057127.0,40.559705,-74.112728,50.0,Street,1,11
150037,150037,3393791.0,40.576632,-73.987408,47.0,Street,1,12
122024,122024,5019599.0,40.606762,-74.130483,49.0,Street,1,13
146025,146025,4616756.0,40.784084,-73.780447,19.0,Street,1,14
146025,146025,4616756.0,40.784084,-73.780447,19.0,Street,1,14
148425,148425,5113450.0,40.561866,-74.116521,50.0,Street,1,15
148425,148425,5113450.0,40.561866,-74.116521,50.0,Street,1,15
148425,148425,5113450.0,40.561866,-74.116521,50.0,Street,1,15
148425,148425,5113450.0,40.561866,-74.116521,50.0,Street,1,15
148825,148825,5109648.0,40.561866,-74.116521,50.0,Street,1,16
148825,148825,5109648.0,40.561866,-74.116521,50.0,Street,1,16
148825,148825,5109648.0,40.561866,-74.116521,50.0,Street,1,16
148825,148825,5109648.0,40.561866,-74.116521,50.0,Street,1,16
146041,146041,5109676.0,40.562376,-74.115248,50.0,Street,1,17
146041,146041,5109676.0,40.562376,-74.115248,50.0,Street,1,17
140467,140467,5023879.0,40.636455,-74.130707,49.0,Street,1,17
146041,146041,5109676.0,40.562376,-74.115248,50.0,Street,1,17
149228,149228,5109698.0,40.562915,-74.116329,50.0,Street,1,18
149228,149228,5109698.0,40.562915,-74.116329,50.0,Street,1,18
149228,149228,5109698.0,40.562915,-74.116329,50.0,Street,1,18
149228,149228,5109698.0,40.562915,-74.116329,50.0,Street,1,18
149228,149228,5109698.0,40.562915,-74.116329,50.0,Street,1,18
149228,149228,5109698.0,40.562915,-74.116329,50.0,Street,1,18
145240,145240,5109700.0,40.562915,-74.116329,50.0,Street,1,19
145240,145240,5109700.0,40.562915,-74.116329,50.0,Street,1,19
145240,145240,5109700.0,40.562915,-74.116329,50.0,Street,1,19
145240,145240,5109700.0,40.562915,-74.116329,50.0,Street,1,19
145240,145240,5109700.0,40.562915,-74.116329,50.0,Street,1,19
145240,145240,5109700.0,40.562915,-74.116329,50.0,Street,1,19
149641,149641,5056436.0,40.559826,-74.111933,50.0,Street,1,20
125222,125222,5021099.0,40.601239,-74.130901,49.0,Street,1,21
125222,125222,5021099.0,40.601239,-74.130901,49.0,Street,1,21
125222,125222,5021099.0,40.601239,-74.130901,49.0,Street,1,21
125222,125222,5021099.0,40.601239,-74.130901,49.0,Street,1,21
125222,125222,5021099.0,40.601239,-74.130901,49.0,Street,1,21
