fact_column,total_dimension1,average_dimension2,int_c_code,seg_ind,intcity
IND,0.0,11201.0,IND,N,Brooklyn
IND,0.0,10021.0,IND,N,New York
IND,40.0,10965.0,,N,
IND,0.0,10021.0,IND,N,
IND,0.0,11596.0,IND,N,East Williston
IND,0.0,7059.0,IND,N,Warren
