program_name,class_most_recent_assessment_year,total,count,average
P.S. 126 Jacob August Riis,2015-16 School Year,1.0,1,1.0
P.S. 73 Bronx,2015-16 School Year,1.0,1,1.0
Yeshiva Jesode Hatorah,2015-16 School Year,1.0,1,1.0
P.S. 230 Doris L. Cohen,2015-16 School Year,0.995,2,0.995
P.S. 244 Richard R. Green,2015-16 School Year,0.9550000000000001,4,0.9550000000000001
ACE Early Childhood Center,2015-16 School Year,0.9400000000000001,7,0.9400000000000001
"Al Madinah School, Inc.",2015-16 School Year,0.9400000000000001,7,0.9400000000000001
The Maurice Sendak Community School,2015-16 School Year,0.9400000000000001,7,0.9400000000000001
Bushwick United HDFC 2,2015-16 School Year,0.935,4,0.935
