floor_id,job_filing_number,item_detail,category,count,avg_value,total_value,max_value
BF3D7914-FADD-E811-811A-005056B627E6,Q00095186-I1-EL,'',low usage,1,0.0,0,0
00176498-4302-E911-811C-005056B627E4,S00111165-I1-EL,'',low usage,2,0.0,0,0
0,Q00031510-I1-EL,"'1 #6 SER , 1 #6 FED'",low usage,146,0.0,0,0
F78C27F6-0B5A-E911-8120-005056B627E6,M00151878-I1-EL,'',low usage,1,0.0,0,0
FFC3AABE-8D55-E911-8120-005056B627E4,M00149313-I1-EL,'',high usage,1,153.0,153,153
D77CDDDF-3AC7-E811-811B-005056B627E4,Q00084789-I1-EL,'',low usage,1,0.0,0,0
0,M00057830-P2,'24 pole 125A',low usage,146,0.0,0,0
3A934D7E-5D22-E811-8117-005056B627E4,M00010953-P1,'',low usage,1,0.0,0,0
0,M00102760-I1-EL,'1 - 20 circ.',low usage,146,0.0,0,0
0,Q00110910-I1-EL,'24-circuit',low usage,146,0.0,0,0
0,B00113302-I1-EL,'4/3 riser',low usage,146,0.0,0,0
0,M00129674-I1-EL,'#3AWG',low usage,146,0.0,0,0
190FF191-3F17-E811-8117-005056B627E4,B00021428-I1-EL,'',low usage,2,0.0,0,0
FFD511FC-252A-E811-8117-005056B627E4,B00022415-P1,'',low usage,1,0.0,0,0
FFEC446D-ED44-E811-8117-005056B627E4,M00037236-I1-EL,'',low usage,1,0.0,0,0
0,M00021133-I1-EL,'2@30A',low usage,146,0.0,0,0
0,X00005975-I1-EL,'8/16',low usage,146,0.0,0,0
002BF73A-F319-E911-811D-8CFAEDA547D3,X00120385-I1-EL,'',low usage,1,0.0,0,0
0,Q00102407-I1-EL,'3@10 1@8',low usage,146,0.0,0,0
0,B00140882-I1-EL,'',low usage,146,0.0,0,0
0,M00017097-I1-EL,'30 circuits',low usage,146,0.0,0,0
0,B00057237-I1-EL,'60 CKT',low usage,146,0.0,0,0
0,M00028669-I1-EL,'St Johnson',low usage,146,0.0,0,0
0,Q00011903-I1-EL,'3#2',low usage,146,0.0,0,0
FF0E544E-A0FF-E811-811C-005056B627E4,M00110249-I1-EL,'',low usage,2,0.0,0,0
0,M00056524-I1-EL,"'36sets2/0, 3sets3/0, 4 sets4/0'",low usage,146,0.0,0,0
0,B00020834-P1,'4/000',low usage,146,0.0,0,0
0,Q00062773-I1-EL,'3-#6 & 1-#8G',low usage,146,0.0,0,0
0,M00048916-I1-EL,"'(1) 200A, (3) 100A'",low usage,146,0.0,0,0
0,B00070958-I1-EL,'1-100 amps',low usage,146,0.0,0,0
0,M00086802-I1-EL,'',low usage,146,0.0,0,0
0,B00021609-I1-EL,"'3x#6,3x3x#10'",low usage,146,0.0,0,0
0,X00071214-I1-EL,'',low usage,146,0.0,0,0
0,S00030450-I1-EL,"'2@20AMP, 1@15AMP'",low usage,146,0.0,0,0
0,S00013685-I1-EL,'3 #2 awg',low usage,146,0.0,0,0
0,Q00139707-I1-EL,'',low usage,146,0.0,0,0
0,Q00109399-I1-EL,'30 amps for fire alarm',low usage,146,0.0,0,0
0,M00066228-I1-EL,'',low usage,146,0.0,0,0
DE7F7D43-0568-E811-8119-005056B627E6,M00049832-I1-EL,'',low usage,4,0.0,0,0
0,X00066440-I1-EL,'1 SET OF 3/O',low usage,146,0.0,0,0
0,B00006279-P2,'42 circuit breaker panels',low usage,146,0.0,0,0
91BCA85D-7C21-E811-8117-005056B627E4,Q00024949-I1-EL,'',low usage,1,0.0,0,0
FF90011B-0D52-E911-8120-005056B627E4,Q00148178-I1-EL,'',low usage,1,0.0,0,0
0,X00038684-I1-EL,'100 amp',low usage,146,0.0,0,0
690C9775-5721-E811-8117-005056B627E4,Q00023122-S1-EL,'',low usage,1,0.0,0,0
FFC09EAC-F153-E911-8120-005056B627E4,Q00148726-I1-EL,'',low usage,1,0.0,0,0
0,X00099962-I1-EL,'1 X 2400A',low usage,146,0.0,0,0
0,X00080477-I1-EL,'45 amps',low usage,146,0.0,0,0
FF9E8962-17DD-E811-811A-005056B627E6,Q00094590-I1-EL,'',low usage,1,0.0,0,0
0,Q00154457-I1-EL,"'3x#6,3x#10,2x2x#10'",low usage,146,0.0,0,0
