report_year,electricity_weather_normalized_1,total_location_based_ghg_1,avoided_emissions_onsite_1,electricity_weather_normalized,national_median_total_location
2022,1133.7,95.7,0,664513.3,5.7
2022,9.8,30.3,0,329678,335.1
2022,8.4,8.5,0,1889168.9,1437.7
2022,4.6,7.6,0,142740.8,183.3
2022,66.2,7.3,0,684938.9,159.3
2022,4.8,7.1,0,198312.3,242.2
2022,5.1,7.1,0,233469.4,320.4
2022,15.2,6.9,0,417763.8,145.6
2022,5.3,6.3,0,146693.5,177.9
2022,15.1,6.2,0,1737972.7,699
