bin,bin,dsny_section,dsny_zone,categoriesaccepted,additionalmaterialinformation,point_1,total_congressional_district
4283794.0,4283794.0,QE136,QE,Clothing/Personal Accessories,,"{'type': 'Point', 'coordinates': [-73.74499500032, 40.6665900004314]}",5.0
4212730.0,4212730.0,QE122,QE,"Clothing/Personal Accessories, Footwear",,"{'type': 'Point', 'coordinates': [-73.7781329996392, 40.7135589999511]}",5.0
4100748.0,4100748.0,QE073,QE,"Clothing/Personal Accessories, Footwear",,"{'type': 'Point', 'coordinates': [-73.8335439999566, 40.7702710000098]}",6.0
4534092.0,4534092.0,QE082,QE,"Appliances, Arts/Crafts, Books/Media, Clothing/Personal Accessories, Electronics, Food/Beverage, Footwear, Musical Instruments, Office Furniture/Furnishings, Toys/Games",,"{'type': 'Point', 'coordinates': [-73.7843579998228, 40.7134070001361]}",5.0
4437977.0,4437977.0,QE075,QE,"Clothing/Personal Accessories, Footwear",,"{'type': 'Point', 'coordinates': [-73.8418590002936, 40.7848559999077]}",42.0
