existing_stories,in_compliance_with_nycecc,total,count,average
,False,1691208.08,32,52850.2525
14.0,True,1574865.0,1,1574865.0
,True,375150.0,7,53592.857142857145
7.0,False,362356.0,2,181178.0
14.0,False,216750.0,1,216750.0
12.0,False,110000.0,1,110000.0
58.0,True,70000.0,1,70000.0
1.0,False,70000.0,3,23333.333333333332
6.0,False,32500.0,1,32500.0
9.0,False,20000.0,1,20000.0
3.0,False,11000.0,2,5500.0
2.0,False,6000.0,1,6000.0
7.0,True,5000.0,1,5000.0
