little_e,signoff_date,category,count,avg_value,total_value,max_value
False,2023-09-11 00:00:00,Low Cost,1,100000.0,100000.0,100000.0
False,2023-01-26 00:00:00,Low Cost,1,1000.0,1000.0,1000.0
False,2019-06-03 00:00:00,Low Cost,2,21425.0,42850.0,38850.0
False,2025-01-13 00:00:00,Medium Cost,1,101372.6,101372.6,101372.6
True,2023-04-27 00:00:00,Low Cost,1,100.0,100.0,100.0
False,2023-12-29 00:00:00,Low Cost,1,1.0,1.0,1.0
False,2025-03-18 00:00:00,High Cost,1,1574865.0,1574865.0,1574865.0
False,2019-09-10 00:00:00,Low Cost,1,1150.0,1150.0,1150.0
False,2023-09-18 00:00:00,Low Cost,1,30000.0,30000.0,30000.0
False,2020-10-07 00:00:00,Low Cost,1,1000.0,1000.0,1000.0
False,2025-12-15 00:00:00,Low Cost,1,10000.0,10000.0,10000.0
False,2024-03-14 00:00:00,Low Cost,1,10000.0,10000.0,10000.0
False,2024-02-23 00:00:00,Low Cost,1,4000.0,4000.0,4000.0
False,2020-10-16 00:00:00,Low Cost,1,7000.0,7000.0,7000.0
False,2024-01-23 00:00:00,Low Cost,1,6000.0,6000.0,6000.0
False,2024-10-25 00:00:00,Low Cost,1,5000.0,5000.0,5000.0
False,2023-02-17 00:00:00,Medium Cost,1,110000.0,110000.0,110000.0
False,2025-01-28 00:00:00,Low Cost,1,37500.0,37500.0,37500.0
False,2022-12-27 00:00:00,Low Cost,1,6000.0,6000.0,6000.0
False,2024-01-05 00:00:00,Low Cost,1,20000.0,20000.0,20000.0
False,2024-06-24 00:00:00,Medium Cost,1,150000.0,150000.0,150000.0
False,2022-05-02 00:00:00,Low Cost,1,70000.0,70000.0,70000.0
False,2024-04-11 00:00:00,Low Cost,1,57438.0,57438.0,57438.0
