latitude,longitude,retail_store_number_of_walk,hotel_gym_fitness_center,fuel_oil_2_use_kbtu,parent_property_name,hotel_gross_floor_area_ft,district_chilled_water_use,city,wholesale_club_supercenter,office_worker_density_number,hospital_general_medical_6,estimated_data_flag_natural,annual_maximum_demand_meter,primary_property_type_self,barracks_gross_floor_area,water_use_intensity_all_water,indirect_ghg_emissions,outdoor_water_use_all_water,multifamily_housing_number_3,data_center_national_median,site_energy_use_kbtu,retail_store_percent_that,estimated_data_flag_fuel,number_of_buildings,municipally_supplied_potable_1,data_center_ups_system,alert_gross_floor_area_is,electricity_use_grid_purchase_3,medical_office_number_of,data_center_it_energy,multifamily_housing_percent,data_center_energy_estimates,museum_gross_floor_area_ft,default_values,percent_of_electricity_that,self_storage_facility_gross,restaurant_weekly_operating,hospital_general_medical_10,largest_property_use_type,weather_normalized_site_1,supermarket_grocery_number_1,alert_property_has_no_uses,weather_normalized_site_3,pre_school_daycare_gross,mailing_center_post_office,estimated_values_water,alert_energy_no_meters,data_center_it_site_energy,temporary_values,data_center_it_equipment,percent_of_recs_retained,net_emissions_metric_tons,community_board,alert_energy_meter_has_single,outpatient_rehabilitation,financial_office_number_of_1,parent_property_id,last_modified_date_property,food_sales_gross_floor_area,data_center_gross_floor_area,indirect_ghg_emissions_metric
40.756802,-73.974271,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,New York City,Not Available,3.76573,Not Available,No,Not Available,Office,Not Available,18.03,5.8,Not Available,Not Available,Not Available,61487089.8,Not Available,Not Available,1,14018.5,Not Available,Ok,10237540,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,Office,0,Not Available,Ok,10209897.5,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,4684.8,105.0,Ok,Not Available,10,Not Applicable: Standalone Property,07/20/2020 05:41 PM EDT,Not Available,Not Available,4537.7
40.536639,-74.163815,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Staten Island,Not Available,Not Available,Not Available,No,0500087E (8030604),K-12 School,Not Available,Not Available,1.4,Not Available,Not Available,Not Available,5295918.5,Not Available,Not Available,1,Not Available,Not Available,Ok,384080,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0,Not Available,Ok,379021.8,Not Available,Not Available,Unable to Check (not enough data),Ok,Not Available,No,Not Available,Not Available,410.6,503.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,04/17/2020 12:53 PM EDT,Not Available,Not Available,111
40.674135,-73.89643,Not Available,Not Available,1745175.5,Not Applicable: Standalone Property,Not Available,Not Available,Brooklyn,Not Available,Not Available,Not Available,No,0300381E (7943427),K-12 School,Not Available,41.58,2.1,Not Available,Not Available,Not Available,13524006.6,Not Available,Not Available,1,7485.1,Not Available,Ok,1407600,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.4,Not Available,Ok,1399133,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,881.7,305.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/17/2020 03:49 PM EDT,Not Available,Not Available,381.6
40.681572,-73.945446,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Brooklyn,Not Available,Not Available,Not Available,No,0300262E (7899916),K-12 School,Not Available,Not Available,1.2,Not Available,Not Available,Not Available,9456414.3,Not Available,Not Available,1,Not Available,Not Available,Ok,772320,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0,Not Available,Ok,770029.1,Not Available,Not Available,Unable to Check (not enough data),Ok,Not Available,No,Not Available,Not Available,707,303.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/05/2020 05:49 PM EDT,Not Available,Not Available,209.4
40.817721,-73.902421,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Bronx,Not Available,Not Available,Not Available,No,0200173E (8080100),K-12 School,Not Available,Not Available,1.2,Not Available,Not Available,Not Available,6346753.1,Not Available,Not Available,1,Not Available,Not Available,Ok,373600,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.1,Not Available,Ok,373600,Not Available,Not Available,Unable to Check (not enough data),Ok,Not Available,No,Not Available,Not Available,467.2,202.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/18/2020 02:30 PM EDT,Not Available,Not Available,101.3
40.86079,-73.930672,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,New York,Not Available,Not Available,Not Available,No,0101276E (7936393),K-12 School,Not Available,112.1,1.3,Not Available,Not Available,Not Available,8994025.6,Not Available,Not Available,1,23541.2,Not Available,Ok,969600,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0,Not Available,Ok,969599.9,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,689.5,112.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/12/2020 09:16 PM EDT,Not Available,Not Available,262.9
40.641157,-73.993482,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Brooklyn,Not Available,Not Available,Not Available,No,0300138E (7896380),K-12 School,Not Available,44.98,1.3,Not Available,Not Available,Not Available,7286651.3,Not Available,Not Available,1,4641.7,Not Available,Ok,497600,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0,Not Available,Ok,497599.9,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,554.3,312.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/27/2020 04:16 PM EDT,Not Available,Not Available,134.9
40.815449,-73.944061,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,New York,Not Available,Not Available,Not Available,No,0101509E (7978022),K-12 School,Not Available,118.46,3.1,Not Available,Not Available,Not Available,5969361.3,Not Available,Not Available,1,10637.3,Not Available,Ok,1036800,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.3,Not Available,Ok,1034433.1,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,410.3,110.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,05/01/2020 05:14 PM EDT,Not Available,Not Available,281.1
40.72252,-73.990728,Not Available,Not Available,621276,Not Applicable: Standalone Property,Not Available,Not Available,New York,Not Available,Not Available,Not Available,No,0100088E (7937418),K-12 School,Not Available,Not Available,1.3,Not Available,Not Available,Not Available,6371225.1,Not Available,Not Available,1,Not Available,Not Available,Ok,429440,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.5,Not Available,Ok,429440,Not Available,Not Available,Unable to Check (not enough data),Ok,Not Available,No,Not Available,Not Available,390.1,103.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/12/2020 09:16 PM EDT,Not Available,Not Available,116.4
40.720924,-73.86135,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Queens,Not Available,Not Available,Not Available,No,0400156E (8015799),K-12 School,Not Available,62.47,1.1,Not Available,Not Available,Not Available,5411053.2,Not Available,Not Available,1,5488.4,Not Available,Ok,345760,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0,Not Available,Ok,347171,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,412.3,406.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/19/2020 08:30 AM EDT,Not Available,Not Available,93.7
40.720659,-74.010098,Not Available,Not Available,56856,Not Applicable: Standalone Property,Not Available,Not Available,NEW YORK,Not Available,4.23696,Not Available,No,Not Available,Office,Not Available,11.51,2.7,Not Available,Not Available,Not Available,94230316,Not Available,Not Available,1,21334,Not Available,Ok,16214480,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,Office,0.2,Not Available,Ok,16214482.6,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,6799.2,101.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,06/24/2020 02:29 PM EDT,Not Available,Not Available,4916.1
40.680318,-73.910644,Not Available,Not Available,552138,Not Applicable: Standalone Property,Not Available,Not Available,Brooklyn,Not Available,Not Available,Not Available,No,0300090E (7877797),K-12 School,Not Available,48.4,1.4,Not Available,Not Available,Not Available,6422979.7,Not Available,Not Available,1,4356.3,Not Available,Ok,476800,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.5,Not Available,Ok,476800,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,395.7,316.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/17/2020 04:20 PM EDT,Not Available,Not Available,129.3
40.606353,-73.820445,Not Available,Not Available,1549464,Not Applicable: Standalone Property,Not Available,Not Available,Queens,Not Available,Not Available,Not Available,Not Available,0400042E (7978846),K-12 School,Not Available,35.11,3.9,Not Available,Not Available,Not Available,2730016,Not Available,Not Available,1,842.7,Not Available,Ok,346000,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,Not Available,Not Available,Ok,346000,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,208.8,414.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/18/2020 07:40 PM EDT,Not Available,Not Available,93.8
40.711425,-74.015442,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,New York,Not Available,3.32844,Not Available,No,Not Available,Office,Not Available,21.74,1.6,Not Available,Not Available,Not Available,125236132.1,Not Available,Not Available,1,32292.6,N+1,Ok,25988790,Not Available,"No IT Energy Configuration Selected, Uninterruptible Power Supply (UPS) supports only IT Equipment (preferred)",Not Available,100% Yes,Not Available,No,0,Not Available,Not Available,Not Available,Office,0,Not Available,Ok,25935257.8,Not Available,Not Available,No,Ok,Not Available,No,0,Not Available,2422.1,101.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,04/30/2020 12:08 PM EDT,Not Available,73536,2399.8
40.840422,-73.91091,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Bronx,Not Available,Not Available,Not Available,No,0200228E (8106339),K-12 School,Not Available,Not Available,1.2,Not Available,Not Available,Not Available,22743209.9,Not Available,Not Available,1,Not Available,Not Available,Ok,1519200,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.5,Not Available,Ok,1519199.8,Not Available,Not Available,Unable to Check (not enough data),Ok,Not Available,No,Not Available,Not Available,1344.6,204.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/11/2020 05:36 PM EDT,Not Available,Not Available,411.9
40.638686,-73.971651,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Brooklyn,Not Available,Not Available,Not Available,No,0300082E (7875868),K-12 School,Not Available,50.1,1,Not Available,Not Available,Not Available,7497666.6,Not Available,Not Available,1,7995.8,Not Available,Ok,599200,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0,Not Available,Ok,599199.9,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,569.6,312.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/11/2020 05:35 PM EDT,Not Available,Not Available,162.5
40.902205,-73.854829,Not Available,Not Available,1666350.2,Not Applicable: Standalone Property,Not Available,Not Available,Bronx,Not Available,Not Available,Not Available,No,0200052E (8032694),K-12 School,Not Available,Not Available,1.6,Not Available,Not Available,Not Available,2929472.1,Not Available,Not Available,1,Not Available,Not Available,Ok,298160,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0,Not Available,Ok,298160,Not Available,Not Available,Unable to Check (not enough data),Ok,Not Available,No,Not Available,Not Available,217.6,212.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/12/2020 09:16 PM EDT,Not Available,Not Available,80.8
40.731729,-73.717859,Not Available,Not Available,883200,Not Applicable: Standalone Property,Not Available,Not Available,Queens,Not Available,Not Available,Not Available,No,0400119E (8013723),K-12 School,Not Available,Not Available,0.9,Not Available,Not Available,Not Available,5026496.8,Not Available,Not Available,1,Not Available,Not Available,Ok,291822,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.3,Not Available,Ok,291822,Not Available,Not Available,Unable to Check (not enough data),Ok,Not Available,No,Not Available,Not Available,317.1,413.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,04/13/2020 03:27 PM EDT,Not Available,Not Available,84.3
40.753612,-73.992417,Not Available,Not Available,11129148.1,Not Applicable: Standalone Property,Not Available,Not Available,New York,Not Available,2.45919,Not Available,No,Not Available,Office,Not Available,Not Available,3.7,Not Available,Not Available,Not Available,52143904.1,Not Available,Not Available,1,Not Available,Not Available,Ok,10363930,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,90,Not Available,Office,0.1,Not Available,Ok,10199330.9,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,4120.9,105.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,04/16/2020 05:21 PM EDT,Not Available,Not Available,2994.8
40.866706,-73.923948,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,New York,Not Available,Not Available,Not Available,No,0101387E (7936399),K-12 School,Not Available,112.03,2.4,Not Available,Not Available,Not Available,5701170.5,Not Available,Not Available,1,10228,Not Available,Ok,799200,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.3,Not Available,Ok,784438.6,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,374.7,112.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/11/2020 05:36 PM EDT,Not Available,Not Available,216.7
40.660306,-73.907355,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Brooklyn,Not Available,Not Available,Not Available,No,0300063E (7875848),K-12 School,Not Available,13.88,1.1,Not Available,Not Available,Not Available,6338001.5,Not Available,Not Available,1,1516.2,Not Available,Ok,400640,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0,Not Available,Ok,400639.9,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,488.9,316.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,05/01/2020 05:06 PM EDT,Not Available,Not Available,115.8
,,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,New York,Not Available,2.87249,Not Available,Not Available,Not Available,Office,Not Available,11.08,5.9,Not Available,Not Available,Not Available,85674641.4,Not Available,Not Available,1,12524.4,Not Available,Ok,15245330,Not Available,No IT Energy Configuration Selected,Not Available,100% Yes,Not Available,No,0,Not Available,Not Available,Not Available,Office,Not Available,Not Available,Ok,15093475.4,Not Available,Not Available,No,Ok,Not Available,No,0,Not Available,6640.1,,Ok,Not Available,Not Available,Not Applicable: Standalone Property,07/27/2020 06:09 PM EDT,Not Available,1800,6640.1
40.750504,-73.978865,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,New York,Not Available,3.514,Not Available,No,Not Available,Office,Not Available,16.01,6.7,Not Available,Not Available,Not Available,86220452.9,Not Available,Not Available,1,15435.1,Not Available,Ok,12070330,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,56.35,Not Available,Office,Not Available,Not Available,Ok,12070326.5,4702,Not Available,No,Ok,Not Available,No,Not Available,Not Available,6474.4,106.0,Ok,Not Available,80,Not Applicable: Standalone Property,07/29/2020 10:00 AM EDT,Not Available,Not Available,6459.2
40.852398,-73.866617,Not Available,Not Available,4564073.7,Not Applicable: Standalone Property,Not Available,Not Available,Bronx,Not Available,Not Available,Not Available,No,0200148E (8080120),K-12 School,Not Available,Not Available,1.5,Not Available,Not Available,Not Available,6786226.8,Not Available,Not Available,1,Not Available,Not Available,Ok,605760,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0,Not Available,Ok,604267.4,Not Available,Not Available,Unable to Check (not enough data),Ok,Not Available,No,Not Available,Not Available,511.2,211.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/11/2020 05:35 PM EDT,Not Available,Not Available,164.2
40.818874,-73.905927,Not Available,Not Available,5849820,Not Applicable: Standalone Property,Not Available,Not Available,Bronx,Not Available,Not Available,Not Available,No,0200203E (8080441),K-12 School,Not Available,Not Available,1,Not Available,Not Available,Not Available,9351096.4,Not Available,Not Available,1,Not Available,Not Available,Ok,1007906.3,Not Available,Not Available,Not Available,Not Available,Not Available,No,24.35805,Not Available,Not Available,Not Available,K-12 School,0,Not Available,Ok,762399.9,Not Available,Not Available,Unable to Check (not enough data),Ok,Not Available,No,Not Available,100,644.1,201.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/17/2020 01:44 PM EDT,Not Available,Not Available,206.7
40.754201,-73.760636,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Queens,Not Available,Not Available,Not Available,No,0400176E (8025639),K-12 School,Not Available,63.86,1.1,Not Available,Not Available,Not Available,5506491.2,Not Available,Not Available,1,6059,Not Available,Ok,373600,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0,Not Available,Ok,373599.9,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,418.5,411.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/11/2020 05:35 PM EDT,Not Available,Not Available,101.3
40.751356,-73.937445,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Queens,Not Available,Not Available,Not Available,No,0400220E (8030753),K-12 School,Not Available,2.33,1.2,Not Available,Not Available,Not Available,9724931.6,Not Available,Not Available,1,341.3,Not Available,Ok,673280,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.5,Not Available,Ok,673279.9,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,577.1,401.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/19/2020 09:10 AM EDT,Not Available,Not Available,182.5
40.830995,-73.902705,Not Available,Not Available,841938.1,Not Applicable: Standalone Property,Not Available,Not Available,Bronx,Not Available,Not Available,Not Available,No,0200098E (8052415),K-12 School,Not Available,83.74,2.1,Not Available,Not Available,Not Available,8129081.1,Not Available,Not Available,1,8513.9,Not Available,Ok,752240,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.5,Not Available,Ok,750618.3,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,530.6,203.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,05/01/2020 05:14 PM EDT,Not Available,Not Available,217.4
40.797302,-73.936365,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,New York,Not Available,Not Available,Not Available,No,0100137E (7936389),K-12 School,Not Available,0,1,Not Available,Not Available,Not Available,6542946.4,Not Available,Not Available,1,0,Not Available,Ok,374240,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0,Not Available,Ok,374240,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,503.4,111.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,05/01/2020 05:28 PM EDT,Not Available,Not Available,108.1
40.839378,-73.925714,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Bronx,Not Available,Not Available,Not Available,No,0200049E (8032650),K-12 School,Not Available,9.08,1.1,Not Available,Not Available,Not Available,4764833.5,Not Available,Not Available,1,741.4,Not Available,Ok,327120,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.4,Not Available,Ok,327120,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,282.5,204.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/12/2020 09:16 PM EDT,Not Available,Not Available,88.7
40.854701,-73.913197,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Bronx,Not Available,Not Available,Not Available,No,0200062E (8032658),K-12 School,Not Available,Not Available,1.8,Not Available,Not Available,Not Available,8817548.7,Not Available,Not Available,1,Not Available,Not Available,Ok,1004000,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.4,Not Available,Ok,1003999.9,Not Available,Not Available,Unable to Check (not enough data),Ok,Not Available,No,Not Available,Not Available,558.6,205.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/17/2020 01:44 PM EDT,Not Available,Not Available,272.2
40.755366,-73.927169,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Queens,Not Available,Not Available,Not Available,No,0401494E (8032142),K-12 School,Not Available,371.89,3.6,Not Available,Not Available,Not Available,3868840.2,Not Available,Not Available,1,17129,Not Available,Ok,620000,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.4,Not Available,Ok,619999.9,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,261.2,401.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/11/2020 05:35 PM EDT,Not Available,Not Available,168.1
,,Not Available,Not Available,40826393,NYP Columbia (West Campus),Not Available,Not Available,New York,Not Available,Not Available,1786,No,Not Available,Hospital (General Medical & Surgical),Not Available,0.07,0.3,Not Available,Not Available,Not Available,943574609.7,Not Available,Not Available,5,285.3,Not Available,Ok,95603190,Not Available,Not Available,Not Available,Not Available,Not Available,Yes,0,Not Available,Not Available,3.32648,Hospital (General Medical & Surgical),2.5,Not Available,Ok,95603180,Not Available,Not Available,No,Ok,Not Available,Yes,Not Available,Not Available,54640.6,,Ok,Not Available,Not Available,28400,09/14/2020 11:56 AM EDT,Not Available,Not Available,1262.2
40.874313,-73.868157,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Bronx,Not Available,Not Available,Not Available,No,0200077E (8438994),K-12 School,Not Available,68.97,1.4,Not Available,Not Available,Not Available,3978467.1,Not Available,Not Available,1,5881.6,Not Available,Ok,435600,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.3,Not Available,Ok,435599.9,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,250.5,212.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/11/2020 05:36 PM EDT,Not Available,Not Available,118.1
40.690202,-73.961478,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Brooklyn,Not Available,Not Available,Not Available,No,0300271E (7934759),K-12 School,Not Available,Not Available,1,Not Available,Not Available,Not Available,6961879.2,Not Available,Not Available,1,Not Available,Not Available,Ok,328000,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0,Not Available,Ok,328000,Not Available,Not Available,Unable to Check (not enough data),Ok,Not Available,No,Not Available,Not Available,528.8,302.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/17/2020 03:49 PM EDT,Not Available,Not Available,88.9
40.5825,-73.973122,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Brooklyn,Not Available,Not Available,Not Available,No,0300298E (7934771),K-12 School,Not Available,38.5,1.2,Not Available,Not Available,Not Available,8621843.1,Not Available,Not Available,1,7022.7,Not Available,Ok,783600,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.3,Not Available,Ok,783599.9,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,528.4,313.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/18/2020 06:20 PM EDT,Not Available,Not Available,212.5
40.887582,-73.859733,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Bronx,Not Available,Not Available,Not Available,No,0200055E (8108179),K-12 School,Not Available,Not Available,1,Not Available,Not Available,Not Available,6434470.2,Not Available,Not Available,1,Not Available,Not Available,Ok,344800,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.1,Not Available,Ok,344304.2,Not Available,Not Available,Unable to Check (not enough data),Ok,Not Available,No,Not Available,Not Available,478.2,212.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/12/2020 09:16 PM EDT,Not Available,Not Available,93.5
40.864196,-73.817352,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Bronx,Not Available,Not Available,Not Available,No,0200202E (8080439),K-12 School,Not Available,Not Available,5.1,Not Available,Not Available,Not Available,11018677.4,Not Available,Not Available,1,Not Available,Not Available,Ok,626400,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0,Not Available,Ok,626399.9,Not Available,Not Available,Unable to Check (not enough data),Ok,Not Available,No,Not Available,Not Available,758.7,210.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/17/2020 01:44 PM EDT,Not Available,Not Available,755.1
40.760852,-73.941143,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Queens,Not Available,Not Available,Not Available,No,0400068E (8124358),K-12 School,Not Available,66.31,1,Not Available,Not Available,Not Available,4705253.1,Not Available,Not Available,1,7566,Not Available,Ok,407000,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.3,Not Available,Ok,406999.9,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,299.6,401.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,05/01/2020 05:48 PM EDT,Not Available,Not Available,117.6
40.765826,-73.9328,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Queens,Not Available,Not Available,Not Available,No,0401241E (8030745),K-12 School,Not Available,74.36,4.6,Not Available,Not Available,Not Available,30202019.5,Not Available,Not Available,1,25673.5,Not Available,Ok,5538400,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.3,Not Available,Ok,5538399.4,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,2200.8,401.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,05/01/2020 09:14 PM EDT,Not Available,Not Available,1600.4
40.660024,-73.987637,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Brooklyn,Not Available,Not Available,Not Available,No,0300099E (7877769),K-12 School,Not Available,26.49,0.7,Not Available,Not Available,Not Available,7414341.8,Not Available,Not Available,1,4514.2,Not Available,Ok,426800,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.3,Not Available,Ok,426800,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,439.8,307.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,05/01/2020 05:29 PM EDT,Not Available,Not Available,123.3
