property_id,property_name,non_refrigerated_warehouse_3,k_12_school_computer_density,parking_gross_floor_area,retail_store_open_or_closed,supermarket_grocery_number_2,onsite_renewable_system,retail_store_walk_in,parking_open_parking_lot,generation_date,council_district,retail_store_cash_register,bin,address_2,senior_care_community_number_4,data_center_it_energy,electricity_onsite_renewable,senior_care_community_number_5,latitude,green_power_offsite_kwh,retail_store_percent_that,hospital_general_medical_6,k_12_school_percent_that,national_median_source_eui,water_alerts,percent_better_than_national_1,residence_hall_dormitory_2,date_property_last_modified,diesel_2_use_kbtu,k_12_school_high_school,medical_office_weekly,non_refrigerated_warehouse_2,metered_areas_energy,residence_hall_dormitory_1,energy_star_score,district_chilled_water_use,indoor_water_intensity_all,estimated_data_flag_fuel_2,energy_star_certification_3,hotel_gross_floor_area_ft,onsite_renewable_system_1,senior_care_community_number_6,hotel_percent_that_can_be,weather_normalized_site_eui,hospital_general_medical_2,hospital_general_medical_1
2610721,107 ARLO RD ENT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-05-29T12:05:35.000,49.0,Not Available,5117037.0,Not Available,Not Available,IT Energy is not currently metered at this facility - Apply estimates.,Not Available,Not Available,40.620222,Not Available,Not Available,Not Available,Not Available,Not Available,There is no water use for the time period specified.,Not Available,Not Available,28-MAY-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,0,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,135.4,Not Available,Not Available
1548095,RIVERDALE (1798),Not Available,Not Available,188517,0.31,Not Available,Not Available,0.04,0,2013-04-19T13:10:21.000,10.0,0.24,1086533.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.873644,Not Available,100,Not Available,Not Available,348.1,Less than 1 year of data<br>,-27.8,Not Available,17-APR-13,Not Available,Not Available,Not Available,Not Available,Whole Facility Energy Consumption,Not Available,74,0,10.37,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,77,Not Available,Not Available
1682124,CPT 360 Lexington LLC,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-04-09T13:37:13.000,4.0,Not Available,1036145.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.750429,377.35,Not Available,Not Available,Not Available,269.8,Not Available,-34.2,Not Available,05-APR-13,Not Available,Not Available,Not Available,Not Available,Whole Facility Energy Consumption,Not Available,82,0,35.79,Not Available,"2009, 2011, 2012",Not Available,Not Available,Not Available,Not Available,65.5,Not Available,Not Available
2591543,TRUSTEES OF THE MASONIC HALL,Not Available,Not Available,Not Available,1.72,Not Available,Not Available,0,Not Available,2013-03-05T14:38:45.000,3.0,0.75,1015575.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.742441,Not Available,100,Not Available,Not Available,256.6,Less than 1 year of data<br>,-31,Not Available,04-MAR-13,Not Available,Not Available,Not Available,Not Available,Whole Facility Energy Consumption,Not Available,79,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,68.2,Not Available,Not Available
2386534,250 East 87th Street,Not Available,Not Available,46496,0,Not Available,Not Available,0,0,2013-05-24T12:31:46.000,5.0,0.31,1048799.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.779011,Not Available,100,Not Available,Not Available,Not Available,There is no water use for the time period specified.,Not Available,Not Available,15-MAY-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,0,0,0,No,Not Available,Not Available,Not Available,Not Available,Not Available,63.3,Not Available,Not Available
2562944,1267-69 Sheridan Realty L.L.C.,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-04-17T12:09:15.000,13.0,Not Available,2048553.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.852799,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,15-APR-13,Not Available,Not Available,Not Available,Not Available,Whole Facility Energy Consumption,Not Available,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,101.1,Not Available,Not Available
2491127,66 W 12th St,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-05-30T16:33:15.000,3.0,Not Available,1083136.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.735744,Not Available,Not Available,Not Available,Not Available,244,Not Available,-22.4,Not Available,08-MAY-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,0,0,19.99,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,96.1,Not Available,Not Available
2604287,One Gracie Square Corporation,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-05-10T09:43:41.000,5.0,Not Available,1051388.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.773538,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27-APR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,0,0,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,80.7,Not Available,Not Available
2503855,Trinity- 304 Hudson Street,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-04-11T12:13:34.000,3.0,Not Available,1009742.0,Not Available,Not Available,IT Energy is not currently metered at this facility - Apply estimates.,Not Available,Not Available,40.726009,Not Available,Not Available,Not Available,Not Available,274.2,There is no water use for the time period specified.,-4.9,Not Available,09-APR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,54,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,95.6,Not Available,Not Available
2383991,233 East 69th Street,Not Available,Not Available,10000,Not Available,Not Available,Not Available,Not Available,0,2013-05-24T12:31:46.000,4.0,Not Available,1072223.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.767258,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,15-MAY-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,0,0,109.13,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,123.7,Not Available,Not Available
2602848,"Bomel Realty Company, LLC",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-03-15T12:10:25.000,40.0,Not Available,3117070.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.647895,Not Available,Not Available,Not Available,Not Available,Not Available,Less than 1 year of data<br>,Not Available,Not Available,08-MAR-13,Not Available,Not Available,Not Available,Not Available,Whole Facility Energy Consumption,Not Available,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,70.4,Not Available,Not Available
2539059,Winter- 599 11th Ave,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-04-24T15:39:54.000,3.0,Not Available,1027098.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.762497,Not Available,Not Available,Not Available,Not Available,148,Not Available,-37.6,Not Available,12-APR-13,Not Available,Not Available,Not Available,100,No Selection Made,Not Available,83,0,10.68,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,39.5,Not Available,Not Available
2609900,Inter Active,Not Available,Not Available,29362,Not Available,Not Available,Not Available,Not Available,0,2013-05-23T10:01:33.000,3.0,Not Available,1012280.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.745134,Not Available,Not Available,Not Available,Not Available,304.9,Not Available,8,Not Available,20-MAY-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,42,0,19.14,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,164.5,Not Available,Not Available
1425251,501 7th,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-05-19T17:06:07.000,3.0,Not Available,1015253.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.752984,Not Available,Not Available,Not Available,Not Available,283.4,Not Available,-26.8,Not Available,17-MAY-13,Not Available,Not Available,Not Available,Not Available,Whole Facility Energy Consumption,Not Available,75,0,19.53,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,81.9,Not Available,Not Available
2587543,MMS426 - West 107th street,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-05-13T14:02:14.000,7.0,Not Available,1081588.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.800158,Not Available,Not Available,Not Available,Not Available,28,Not Available,159.3,Not Available,26-FEB-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,24.6,Not Available,Not Available
2562061,"2527 Valentine Realty, L.L.C.",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-04-17T12:09:15.000,13.0,Not Available,2048553.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.852799,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,04-APR-13,Not Available,Not Available,Not Available,Not Available,Whole Facility Energy Consumption,Not Available,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,114.6,Not Available,Not Available
2397693,Silk Halpern- 136 E 57th st,Not Available,Not Available,Not Available,0.15,Not Available,Not Available,0,Not Available,2013-04-26T11:00:12.000,4.0,0.15,1036888.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.760822,Not Available,100,Not Available,Not Available,268.9,Not Available,-26,Not Available,25-APR-13,Not Available,Not Available,Not Available,Not Available,Whole Facility Energy Consumption,Not Available,74,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,97.1,Not Available,Not Available
2564769,120 West 72nd Street,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-04-28T08:40:20.000,6.0,Not Available,1087731.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.777663,Not Available,Not Available,Not Available,Not Available,Not Available,There is no water use for the time period specified.,Not Available,Not Available,16-APR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,0,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,68.9,Not Available,Not Available
1151970,1133,Not Available,Not Available,44888,0.11,Not Available,Not Available,0.04,19081,2013-05-29T16:04:21.000,4.0,0.26,1080824.0,Not Available,Not Available,IT Energy is not currently metered at this facility - Apply estimates.,Not Available,Not Available,40.755942,Not Available,100,Not Available,Not Available,348.8,Not Available,-23,Not Available,29-APR-13,Not Available,Not Available,Not Available,Not Available,Whole Facility Energy Consumption,Not Available,73,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,115.9,Not Available,Not Available
2397647,Silk Halpern- 6 E 45th St,Not Available,Not Available,Not Available,1.9,Not Available,Not Available,0,Not Available,2013-04-26T11:00:12.000,4.0,0.82,1035379.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.755219,Not Available,100,Not Available,Not Available,298,Not Available,20.3,Not Available,24-APR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,33,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,170.2,Not Available,Not Available
2364085,620 Fifth Avenue (Bld 3),Not Available,Not Available,Not Available,0,Not Available,Not Available,0,Not Available,2013-04-24T16:46:39.000,4.0,0.3,1075692.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.758323,Not Available,100,Not Available,Not Available,227,Not Available,115.3,Not Available,19-APR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,3,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,245.8,Not Available,Not Available
2379738,NY District Council of Carpenters Pension Fund,Not Available,Not Available,2000,Not Available,Not Available,Not Available,Not Available,0,2013-05-30T13:07:40.000,3.0,Not Available,1010382.0,Not Available,Not Available,Uninterruptible Power Supply (UPS) supports only IT equipment. (Preferred),Not Available,Not Available,40.729135,Not Available,Not Available,Not Available,Not Available,348.5,Not Available,-12.9,Not Available,11-MAR-13,Not Available,Not Available,Not Available,Not Available,Whole Facility Energy Consumption,Not Available,64,0,15.72,Not Available,2012,Not Available,Not Available,Not Available,Not Available,99.2,Not Available,Not Available
1720205,1250 Broadway,Not Available,Not Available,49572,Not Available,Not Available,Not Available,Not Available,0,2013-05-28T11:07:38.000,4.0,Not Available,1015805.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.747571,Not Available,Not Available,Not Available,Not Available,331.1,Not Available,-38.5,Not Available,16-MAY-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,86,0,Not Available,Not Available,2009,Not Available,Not Available,Not Available,Not Available,88.5,Not Available,Not Available
1511892,745 Fifth Ave.,Not Available,Not Available,Not Available,0,Not Available,Not Available,0,Not Available,2013-05-13T12:18:13.000,4.0,0.51,1036079.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.763326,Not Available,100,Not Available,Not Available,297.1,Not Available,-22.5,Not Available,07-MAY-13,Not Available,Not Available,Not Available,Not Available,Whole Facility Energy Consumption,Not Available,71,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,79.6,Not Available,Not Available
2596985,Andrew Jackson Realty Co.,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-04-24T10:19:44.000,29.0,Not Available,4051286.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.724925,Not Available,Not Available,Not Available,Not Available,Not Available,Overlapping meter entries<br>,Not Available,Not Available,22-APR-13,Not Available,Not Available,Not Available,Not Available,Common Area Energy Consumption Only,Not Available,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2597674,CBS-513,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-05-20T16:30:09.000,6.0,Not Available,1027065.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.768656,Not Available,Not Available,Not Available,Not Available,164,Not Available,86.3,Not Available,14-MAY-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,114.3,Not Available,Not Available
1752465,1285 Ave of the Americas (JLL),Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-04-26T16:43:37.000,4.0,Not Available,1023158.0,Not Available,Not Available,IT Energy is not currently metered at this facility - Apply estimates.,Not Available,Not Available,40.760753,Not Available,Not Available,Not Available,Not Available,382.9,Not Available,-16.1,Not Available,03-APR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,66,0,14.67,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,123.7,Not Available,Not Available
1457889,330 Madison,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-05-28T09:53:26.000,4.0,Not Available,1035348.0,Not Available,Not Available,IT Energy is not currently metered at this facility - Apply estimates.,Not Available,Not Available,40.753383,Not Available,Not Available,Not Available,Not Available,336.8,Not Available,-39.7,Not Available,18-APR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,88,0,11.26,Not Available,2008,Not Available,Not Available,Not Available,Not Available,72.4,Not Available,Not Available
1847014,1755 Broadway & 235 W 56th St,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-04-22T14:15:57.000,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,05-APR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,90.3,Not Available,Not Available
2591254,BOWLING GREEN ASSOC. L.P.,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-05-14T14:34:08.000,1.0,Not Available,1000044.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.705019,Not Available,Not Available,Not Available,Not Available,308,Less than 1 year of data<br>,-29.8,Not Available,12-MAR-13,Not Available,Not Available,Not Available,Not Available,Whole Facility Energy Consumption,Not Available,78,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,81.7,Not Available,Not Available
2384018,32 East 76th Street,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-05-24T12:31:46.000,4.0,Not Available,1076779.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.774253,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,12-APR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,0,0,12.12,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,20.2,Not Available,Not Available
1328180,The Muse Hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-03-08T15:24:08.000,4.0,Not Available,1022645.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.757814,Not Available,Not Available,Not Available,Not Available,224,Not Available,18,Not Available,05-MAR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,31,0,Not Available,Not Available,Not Available,132000,Not Available,Not Available,90,124.3,Not Available,Not Available
2612591,1461 SHORE PKWY PLPM,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-05-29T12:05:35.000,43.0,Not Available,3336455.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.598335,Not Available,Not Available,Not Available,Not Available,Not Available,There is no water use for the time period specified.,Not Available,Not Available,28-MAY-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,0,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,69.5,Not Available,Not Available
2364095,50 Rock (Bld 7),Not Available,Not Available,Not Available,0,Not Available,Not Available,0,Not Available,2013-04-24T16:44:45.000,4.0,0.3,1083859.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.75938,Not Available,100,Not Available,Not Available,265.4,Not Available,-0.6,Not Available,19-APR-13,Not Available,Not Available,Not Available,Not Available,Whole Facility Energy Consumption,Not Available,50,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,142.9,Not Available,Not Available
2587400,MMS406 - 571 Riverside Dr,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-05-13T14:02:14.000,7.0,Not Available,1059941.0,2351 12th ave,Not Available,Not Available,Not Available,Not Available,40.82073,Not Available,Not Available,Not Available,Not Available,127,Not Available,-33.9,Not Available,04-FEB-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,48.5,Not Available,Not Available
2383852,1160 Park Avenue,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-05-24T12:31:46.000,4.0,Not Available,1047074.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.784254,Not Available,Not Available,Not Available,Not Available,127,There is no water use for the time period specified.,-61.5,Not Available,15-MAY-13,Not Available,Not Available,65,Not Available,No Selection Made,Not Available,0,0,0,No,Not Available,Not Available,Not Available,Not Available,Not Available,27.8,Not Available,Not Available
1775992,350 Madison Ave,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-02-28T09:37:29.000,4.0,Not Available,1035377.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.754374,Not Available,Not Available,Not Available,Not Available,244.8,Not Available,-1.6,Not Available,24-JAN-13,Not Available,Not Available,Not Available,Not Available,Whole Facility Energy Consumption,Not Available,51,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,92,Not Available,Not Available
2494990,2 MetroTech Center,Not Available,Not Available,92500,Not Available,Not Available,Not Available,Not Available,0,2013-04-29T11:49:44.000,33.0,Not Available,3255603.0,Not Available,Not Available,Uninterruptible Power Supply (UPS) supports only IT equipment. (Preferred),Not Available,Not Available,40.693718,Not Available,Not Available,Not Available,Not Available,691.6,Not Available,-34.5,Not Available,18-MAR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,96,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,162.6,Not Available,Not Available
2533749,5 Penn Plaza,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-03-15T16:21:02.000,3.0,Not Available,1013547.0,Not Available,Not Available,IT Energy is not currently metered at this facility - Apply estimates.,Not Available,Not Available,40.751861,Not Available,Not Available,Not Available,Not Available,319.4,Not Available,-24.5,Not Available,15-FEB-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,75,0,Not Available,Not Available,2012,Not Available,Not Available,Not Available,Not Available,88.7,Not Available,Not Available
2614201,610 Park Avenue,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-05-28T17:59:58.000,4.0,Not Available,1041086.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.766497,Not Available,Not Available,Not Available,Not Available,Not Available,There is no water use for the time period specified.,Not Available,Not Available,27-MAY-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,0,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,70.7,Not Available,Not Available
2383854,250 East 40th Street - The Highpoint,Not Available,Not Available,Not Available,0,Not Available,Not Available,0,Not Available,2013-05-24T12:31:46.000,4.0,0.43,1076162.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.748664,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,15-MAY-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,0,0,45.94,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,90.6,Not Available,Not Available
1274618,375 Hudson,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-04-15T11:16:47.000,3.0,Not Available,1010379.0,Not Available,Not Available,IT Energy is not currently metered at this facility - Apply estimates.,Not Available,Not Available,40.728435,Not Available,Not Available,Not Available,Not Available,325.4,Not Available,-42.1,Not Available,06-MAR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,91,0,Not Available,Not Available,"2007, 2009, 2010, 2012",Not Available,Not Available,Not Available,Not Available,62.4,Not Available,Not Available
2564792,40 Mercer Street Condominium,Not Available,Not Available,21000,Not Available,Not Available,Not Available,Not Available,0,2013-04-28T08:26:55.000,1.0,Not Available,1087559.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.721447,Not Available,Not Available,Not Available,Not Available,Not Available,Less than 1 year of data<br>,Not Available,Not Available,26-APR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,0,0,20.26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,80.6,Not Available,Not Available
2614780,188 East 70th Street - Trafalgar House,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-05-21T17:15:16.000,4.0,Not Available,1042610.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.768609,Not Available,Not Available,Not Available,Not Available,Not Available,There is no water use for the time period specified.,Not Available,Not Available,18-APR-13,Not Available,Not Available,Not Available,Not Available,Whole Facility Energy Consumption,Not Available,0,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,74,Not Available,Not Available
2551614,"Sherman Terrace Cooperative, Inc.",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-04-25T11:45:27.000,16.0,Not Available,2002499.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.829613,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,17-APR-13,Not Available,Not Available,Not Available,Not Available,Whole Facility Energy Consumption,Not Available,0,0,24.09,No,Not Available,Not Available,Not Available,Not Available,Not Available,90.4,Not Available,Not Available
2533066,80 Riverside Boulevard,Not Available,Not Available,49917,Not Available,Not Available,Not Available,Not Available,0,2013-04-28T08:40:20.000,6.0,Not Available,1087720.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.775485,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,16-APR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,0,0,24.55,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,59,Not Available,Not Available
2539064,Winter- 3 E 28th St,Not Available,Not Available,Not Available,0,Not Available,Not Available,0,Not Available,2013-04-24T15:39:54.000,4.0,0.16,1016898.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.744541,Not Available,70,Not Available,Not Available,268.5,Not Available,-45.1,Not Available,12-APR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,90,0,6758.89,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,61.8,Not Available,Not Available
1513225,Park Avenue Tower,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-04-29T12:00:22.000,4.0,Not Available,1035771.0,Not Available,Not Available,IT Energy is not currently metered at this facility - Apply estimates.,Not Available,Not Available,40.760718,Not Available,Not Available,Not Available,Not Available,340.7,Not Available,-17.6,Not Available,25-APR-13,Not Available,Not Available,Not Available,Not Available,Whole Facility Energy Consumption,Not Available,68,0,18.76,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,93.5,Not Available,Not Available
1241668,0555 Levittown,Not Available,Not Available,Not Available,Not Available,13,Not Available,Not Available,Not Available,2013-05-15T10:33:11.000,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,653.6,Not Available,-22.3,Not Available,11-APR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,82,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,204,Not Available,Not Available
2587536,MMS419 - 2nd Ave,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-05-13T14:02:14.000,2.0,Not Available,1006080.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.7246,Not Available,Not Available,Not Available,Not Available,28,Not Available,175.4,Not Available,26-FEB-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,0,0,3.67,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,37.7,Not Available,Not Available
2383823,235 East 49th Street,Not Available,1.71,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-05-24T12:31:46.000,4.0,Not Available,1038229.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.75483,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,15-MAY-13,Not Available,0,Not Available,Not Available,No Selection Made,Not Available,0,0,21.68,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,50.2,Not Available,Not Available
2536772,10 WEST 47TH STREET ASSOC,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-04-16T15:38:08.000,4.0,Not Available,1034340.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.756932,Not Available,Not Available,Not Available,Not Available,164,Not Available,58.5,Not Available,15-APR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,0,0,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,108.2,Not Available,Not Available
1357969,The Ford Foundation,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-04-25T14:27:42.000,4.0,Not Available,1038659.0,Not Available,Not Available,IT Energy is not currently metered at this facility - Apply estimates.,Not Available,Not Available,40.750156,Not Available,Not Available,Not Available,Not Available,246.2,Not Available,-26.9,Not Available,16-JAN-13,Not Available,Not Available,Not Available,Not Available,Whole Facility Energy Consumption,Not Available,76,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,72.4,Not Available,Not Available
