property_id,address_1,parking_partially_enclosed,hotel_cooking_facilities,parking_completely_enclosed,worship_facility_weekly,multifamily_housing_percent_1,direct_ghg_emissions_mtco2e,indoor_water_use_all_water,senior_care_community_number,data_center_pue,indirect_ghg_emissions_mtco2e,non_refrigerated_warehouse_1,year_ending,fuel_oil_5_6_use_kbtu,estimated_data_flag_district,other_use_kbtu,bank_branch_computer_density,retail_store_weekly_operating,data_center_it_source_energy,bank_branch_gross_floor_area,postcode,source_eui_kbtu_ft,senior_care_community_average,electricity_use_grid_purchase,target_energy_star_score,senior_care_community_percent,energy_star_certification_1,office_weekly_operating_hours,estimated_data_flag_district_1,medical_office_gross_floor,refrigerated_warehouse_worker,water_current_date,primary_property_type_self,estimated_data_flag_1,community_board,site_eui_kbtu_ft,estimated_data_flag_fuel,egrid_output_emissions_rate,service_and_product_provider,hotel_type_of_laundry_facility,office_worker_density_number,data_center_ups_output_site,multifamily_housing_resident,retail_store_computer_density,k_12_school_gross_floor_area
2559051,146 Beach 24th Street,Not Available,Not Available,Not Available,Not Available,10,190.95,9086.8,Not Available,Not Available,70.69,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,11691,66.7,Not Available,752904.69,0,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,31-DEC-12,Multifamily Housing,Not Available,414.0,46.2,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2611745,272-86 Grand Central Parkway,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,40.93,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,11005,3609.1,Not Available,216116.08,0,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,31-DEC-12,Other,Not Available,413.0,1080.6,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1241553,230 E. Sandford Blvd.,Not Available,Not Available,Not Available,Not Available,Not Available,423.64,Not Available,Not Available,Not Available,1155.21,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10603,452.1,Not Available,12304212.32,75,Not Available,Eligible,Not Available,Not Available,Not Available,Not Available,01-JAN-00,Supermarket/Grocery,Not Available,,185.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2595446,22-24 78th Street,Not Available,Not Available,Not Available,Not Available,29.69,376.2,1508.4,Not Available,Not Available,187.79,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,11370,111,Not Available,2000154.12,0,Not Available,Not Eligible: Rating must be 75 or above,40,Not Available,Not Available,Not Available,31-DEC-12,Multifamily Housing,Not Available,401.0,71.5,Not Available,Not Available,,Not Available,3.1,Not Available,No specific resident population,Not Available,Not Available
1958942,450 Park Avenue,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3330.5,Not Available,Not Available,3106.57,Not Available,2012-12-31T00:00:00.000,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,10022,285.5,Not Available,23699837.3,0,Not Available,Not Eligible: Rating must be 75 or above,55,Not Available,Not Available,Not Available,29-FEB-12,Office,Not Available,105.0,107.4,Not Available,Not Available,"SCIenergy, Inc.",Not Available,4.62,Not Available,Not Available,Not Available,Not Available
1422222,415 Madison Avenue,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3756,Not Available,Not Available,1288.46,Not Available,2012-12-31T00:00:00.000,Not Available,No,Not Available,0.6,Not Available,Not Available,25139,10017,186.4,Not Available,12877988.65,0,Not Available,Not Eligible: Current period ending over 120 days,65,Not Available,Not Available,Not Available,28-FEB-13,Office,Not Available,105.0,58.5,Not Available,Not Available,"MCEnergy, Inc.",Not Available,3.7,Not Available,Not Available,Not Available,Not Available
2598352,327 Central Park West,Not Available,Not Available,Not Available,Not Available,2,409.67,Not Available,Not Available,Not Available,222.89,Not Available,2012-12-31T00:00:00.000,5025858.54,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10025,128.5,Not Available,2373970.76,0,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,5000,Not Available,01-JAN-00,Multifamily Housing,Not Available,107.0,74,Not Available,Not Available,Energy Investment Systems,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2591965,239 East 79th Street,Not Available,Not Available,Not Available,Not Available,Not Available,869.26,Not Available,Not Available,Not Available,360.76,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10075,96.6,Not Available,3842481.17,0,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,31-DEC-11,Multifamily Housing,Not Available,108.0,65.1,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2612655,174 Hudson Street,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,580.4,Not Available,Not Available,218.78,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10013,150.4,Not Available,2330259.52,0,Not Available,Eligible,46,Not Available,Not Available,Not Available,31-DEC-12,Office,Not Available,101.0,45,Not Available,Not Available,,Not Available,2.8,Not Available,Not Available,Not Available,Not Available
1241786,351 Merrick Rd,Not Available,Not Available,Not Available,Not Available,Not Available,190.16,Not Available,Not Available,Not Available,1978.84,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,11701,541,Not Available,10449079.4,75,Not Available,Eligible,Not Available,Not Available,Not Available,Not Available,01-JAN-00,Supermarket/Grocery,Not Available,,196.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2564817,420 West 23rd Street,Not Available,Not Available,Not Available,Not Available,20,119.03,1626.2,Not Available,Not Available,147.87,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10011,147.3,Not Available,1574943.21,0,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,31-DEC-12,Multifamily Housing,Not Available,104.0,73.9,Not Available,Not Available,Greenwich Energy Solutions,Not Available,Not Available,Not Available,No specific resident population,Not Available,Not Available
2596933,373 Fifth Avenue,Not Available,0,Not Available,Not Available,Not Available,36.72,2594.2,Not Available,Not Available,111.61,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10016,238.7,Not Available,1188756.16,0,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,28-FEB-13,Hotel,Not Available,105.0,95.6,Not Available,Not Available,,0,Not Available,Not Available,Not Available,Not Available,Not Available
2430719,137 Varick St,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5598.9,Not Available,Not Available,395.28,Not Available,2012-12-31T00:00:00.000,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,10013,146.4,Not Available,3410080.47,0,Not Available,Eligible,37,Not Available,Not Available,Not Available,31-DEC-12,Office,Not Available,102.0,50.9,Not Available,Not Available,"CodeGreen Solutions, Inc.",Not Available,3.93,Not Available,Not Available,Not Available,Not Available
2559051,146 Beach 24th Street,Not Available,Not Available,Not Available,Not Available,10,190.95,9086.8,Not Available,Not Available,70.69,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,11691,66.7,Not Available,752904.69,0,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,31-DEC-12,Multifamily Housing,Not Available,414.0,46.2,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2601578,387 Southern BLVD,Not Available,Not Available,Not Available,Not Available,Not Available,308.98,Not Available,Not Available,Not Available,10.19,80,2012-12-31T00:00:00.000,3899360.27,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10454,46.3,Not Available,108552.78,0,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,01-JAN-00,Warehouse (Unrefrigerated),Not Available,201.0,43.2,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2560572,114 HORATIO STREET,Not Available,Not Available,Not Available,Not Available,Not Available,300.47,Not Available,Not Available,Not Available,229.53,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10014,126.5,Not Available,2444712,0,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,31-DEC-12,Multifamily Housing,Not Available,102.0,72.7,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2612674,800 Ave H,Not Available,Not Available,Not Available,Not Available,10,271.6,2792.2,Not Available,Not Available,78.01,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,11230,104.9,Not Available,830922.39,0,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,31-DEC-12,Multifamily Housing,Not Available,314.0,76.7,Not Available,Not Available,"Code Green Solutions, Inc.",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1409173,2 Court Square,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4967.1,Not Available,Not Available,Not Available,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,11120,168.7,Not Available,25083659.2,0,Not Available,Not Eligible: Less than one year since the period ending date of the last ENERGY STAR application.,55,Not Available,Not Available,Not Available,31-DEC-12,Office,Not Available,402.0,57.1,No,Not Available,,Not Available,1.68,Not Available,Not Available,Not Available,Not Available
2586202,411 FIFTH AVENUE,Not Available,Not Available,Not Available,Not Available,Not Available,116.03,Not Available,Not Available,Not Available,537.21,Not Available,2012-12-31T00:00:00.000,1463210.6,Not Available,Not Available,0.69,Not Available,Not Available,14409,10016,163.6,Not Available,5721868.81,0,Not Available,Not Eligible: Less than one year since the period ending date of the last ENERGY STAR application.,55,Not Available,Not Available,Not Available,31-DEC-12,Office,Not Available,105.0,57.1,Not Available,Not Available,,Not Available,1.48,Not Available,Not Available,Not Available,Not Available
2558903,2121 Cedar Avenue,Not Available,Not Available,Not Available,Not Available,10,243.14,4646.4,Not Available,Not Available,103.84,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10468,120.4,Not Available,1105982.88,0,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,31-DEC-12,Multifamily Housing,Not Available,207.0,80.6,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2595904,288 Lexington Ave.,Not Available,Not Available,Not Available,Not Available,Not Available,214.88,2902.2,Not Available,Not Available,66.92,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10016,83,Not Available,712759.98,0,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,31-DEC-12,Multifamily Housing,Not Available,106.0,56.8,No,Not Available,Pride Property Management,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2565227,148 WEST 37TH STREET,Not Available,Not Available,Not Available,Not Available,Not Available,316.73,Not Available,Not Available,Not Available,251.85,Not Available,2012-12-31T00:00:00.000,3995524.79,Not Available,Not Available,Not Available,60,Not Available,Not Available,10018,126.7,Not Available,2682517.9,0,Not Available,Eligible,55,Not Available,Not Available,Not Available,31-DEC-12,Office,Not Available,105.0,65.2,Not Available,Not Available,,Not Available,2.02,Not Available,Not Available,0.97,Not Available
1575697,866 UN Plaza,0,Not Available,42674,Not Available,Not Available,Not Available,28029.2,Not Available,Not Available,3261.21,Not Available,2012-12-31T00:00:00.000,Not Available,No,Not Available,2.19,Not Available,Not Available,5484,10017,217.6,Not Available,16777244.15,0,Not Available,Not Eligible: Current period ending over 120 days,68,Not Available,Not Available,Not Available,28-FEB-13,Office,Not Available,106.0,101.3,Not Available,Not Available,,Not Available,3.24,Not Available,Not Available,Not Available,Not Available
2614193,8855 BAY PKWY HCM,Not Available,Not Available,Not Available,Not Available,Not Available,474.22,0,Not Available,Not Available,235.06,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,11214,131.8,Not Available,2503642.65,0,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,31-DEC-12,Multifamily Housing,Not Available,311.0,85,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2473663,150 E 69th Street,0,Not Available,35000,Not Available,8,3241.28,Not Available,Not Available,Not Available,1776.82,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,80,Not Available,Not Available,10065,143.5,Not Available,18924938.66,0,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,01-JAN-00,Multifamily Housing,Not Available,108.0,90.2,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,0.69,Not Available
255285300.00%,150 Brielle Avenue,Not Available,Not Available,Not Available,Not Available,10,167.6,Not Available,Not Available,Not Available,74.92,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10314,97.3,Not Available,797941.33,0,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,30-NOV-12,Multifamily Housing,Not Available,502.0,64.4,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2564808,891 Park Avenue,Not Available,Not Available,Not Available,Not Available,8,96.48,632.4,Not Available,Not Available,50.95,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10075,116.2,Not Available,542645.72,0,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,31-DEC-12,Multifamily Housing,Not Available,108.0,68.7,No,Not Available,Greenwich Energy Solutions,Not Available,Not Available,Not Available,No specific resident population,Not Available,Not Available
2563032,1919 Williamsbridge Road,Not Available,Not Available,Not Available,40,20,832.71,Not Available,Not Available,Not Available,225.57,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,60,Not Available,Not Available,10461,132.4,Not Available,2402563.21,0,Not Available,Not Eligible: Rating must be 75 or above,48,Not Available,Not Available,Not Available,01-JAN-00,Multifamily Housing,Not Available,211.0,93.6,Not Available,Not Available,,Not Available,3.86,Not Available,No specific resident population,0.95,Not Available
2386552,1230 Park Avenue,Not Available,Not Available,Not Available,Not Available,8,645.02,4878.2,Not Available,Not Available,213.16,Not Available,2012-12-31T00:00:00.000,4788826.21,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10128,126.5,Not Available,2270399.28,0,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,31-DEC-12,Multifamily Housing,Not Available,108.0,84,No,Not Available,Greenwich Energy Solutions,Not Available,Not Available,Not Available,No specific resident population,Not Available,Not Available
2564698,1235 Park Avenue,Not Available,Not Available,Not Available,Not Available,20,485.33,4180.2,Not Available,Not Available,190.02,Not Available,2012-12-31T00:00:00.000,6007745.89,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10128,119.8,Not Available,2023945.13,0,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,31-DEC-12,Multifamily Housing,Not Available,108.0,75.6,Not Available,Not Available,Greenwich Energy Solutions,Not Available,Not Available,Not Available,No specific resident population,Not Available,Not Available
2539004,205-07 Hillside Avenue,Not Available,Not Available,Not Available,Not Available,Not Available,40.99,1699,Not Available,Not Available,126.05,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,2.2,69,Not Available,10640,11432,53.3,Not Available,1342555.57,0,Not Available,Not Eligible: Rating must be 75 or above,65,Not Available,Not Available,Not Available,31-JAN-13,Other,Not Available,408.0,21.3,Not Available,Not Available,,Not Available,2.3,Not Available,Not Available,0.34,Not Available
2386839,235 East 73rd Street,Not Available,Not Available,Not Available,Not Available,20,322.94,2600.7,Not Available,Not Available,2.06,Not Available,2012-12-31T00:00:00.000,4014362.68,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10021,44.1,Not Available,21892.01,0,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,31-DEC-12,Multifamily Housing,Not Available,108.0,43.1,Not Available,Not Available,Greenwich Energy Solutions,Not Available,Not Available,Not Available,No specific resident population,Not Available,Not Available
1465336,1740 Broadway,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,8364.1,Not Available,Not Available,4088.21,Not Available,2012-12-31T00:00:00.000,Not Available,No,Not Available,Not Available,80,Not Available,Not Available,10019,199.8,Not Available,27786358.4,0,Not Available,Not Eligible: Less than one year since the period ending date of the last ENERGY STAR application.,80,Not Available,Not Available,Not Available,31-DEC-12,Office,Not Available,105.0,80.5,Not Available,Not Available,,Not Available,2.33,Not Available,Not Available,0.84,Not Available
2606988,1170 Ocean Ave,Not Available,Not Available,Not Available,Not Available,Not Available,194.59,Not Available,Not Available,Not Available,99.79,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,11230,108.5,Not Available,1062909.8,0,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,01-JAN-00,Multifamily Housing,Not Available,314.0,69.4,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2503789,205 Hudson Street,Not Available,Not Available,Not Available,Not Available,Not Available,573.28,0,Not Available,Not Available,834.86,Not Available,2012-12-31T00:00:00.000,6220108.92,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10013,98.9,Not Available,8892112.26,0,Not Available,Not Eligible: Rating must be 75 or above,29,Not Available,Not Available,Not Available,31-DEC-12,Office,Not Available,101.0,43.8,Not Available,Not Available,"CodeGreen Solutions, Inc.",Not Available,1.38,Not Available,Not Available,Not Available,Not Available
2558914,1700 Grand Concourse,0,Not Available,5760,Not Available,10,Not Available,0,Not Available,Not Available,313.6,Not Available,2012-12-31T00:00:00.000,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10457,74.9,Not Available,3340158.2,0,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,01-JAN-00,Multifamily Housing,Not Available,204.0,22.4,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1241667,2350 N. Ocean Ave.,Not Available,Not Available,Not Available,Not Available,Not Available,201.57,Not Available,Not Available,Not Available,2058.81,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,11738,549.7,Not Available,10871397.71,75,Not Available,Eligible,Not Available,Not Available,Not Available,Not Available,01-JAN-00,Supermarket/Grocery,Not Available,,200.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2551982,1235 Grand Concourse,Not Available,Not Available,Not Available,Not Available,18,1327.85,Not Available,Not Available,Not Available,235.8,Not Available,2012-12-31T00:00:00.000,16223664.29,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10452,246.3,Not Available,2511561,0,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,01-JAN-00,Multifamily Housing,Not Available,204.0,187.9,Not Available,Not Available,,Not Available,Not Available,Not Available,No specific resident population,Not Available,Not Available
2550379,930 Saint Nicholas Avenue,Not Available,Not Available,Not Available,Not Available,18,292.11,3372.8,Not Available,Not Available,73.85,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10032,128,Not Available,786538.42,0,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,31-DEC-12,Multifamily Housing,Not Available,112.0,92,No,Not Available,,Not Available,Not Available,Not Available,No specific resident population,Not Available,Not Available
2263463,"630, 650 W 168th Street",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,154826175,Not Available,Not Available,Not Available,Not Available,10032,812.9,Not Available,127407866.2,0,Not Available,Not Eligible: Rating must be 75 or above,168,Not Available,Not Available,Not Available,31-DEC-12,Office,Not Available,,396.8,Not Available,Not Available,,Not Available,17.01,Not Available,Not Available,Not Available,Not Available
1423319,641 Lexington Avenue,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5037.6,Not Available,Not Available,4814.39,Not Available,2012-12-31T00:00:00.000,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,10022,269.8,Not Available,22200422.69,0,Not Available,Not Eligible: Rating must be 75 or above,65,Not Available,Not Available,Not Available,31-DEC-12,Office,Not Available,106.0,132.1,Not Available,Not Available,"MCEnergy, Inc.",Not Available,2.23,Not Available,Not Available,Not Available,Not Available
2546572,1160 5th Avenue,Not Available,Not Available,Not Available,Not Available,10,424.46,29236.7,Not Available,Not Available,216.16,Not Available,2012-12-31T00:00:00.000,5195457.87,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10029,132.9,Not Available,2302380.41,0,Not Available,Not Eligible: Rating must be 75 or above,40,Not Available,Not Available,Not Available,31-DEC-12,Multifamily Housing,Not Available,111.0,78,Not Available,Not Available,,Not Available,3.58,Not Available,Not Available,Not Available,Not Available
2533060,100 Riverside Boulevard,Not Available,Not Available,Not Available,Not Available,20,1105.75,0,Not Available,Not Available,1296.5,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10069,159.6,Not Available,13809065.11,0,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,31-DEC-12,Multifamily Housing,Not Available,107.0,81.3,Not Available,Not Available,Greenwich Energy Solutions,Not Available,Not Available,Not Available,No specific resident population,Not Available,Not Available
250332900.00%,419 Park Ave South,Not Available,Not Available,Not Available,Not Available,Not Available,537.08,4548.4,Not Available,Not Available,831.05,Not Available,2012-12-31T00:00:00.000,4145886.03,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10016,216,Not Available,8851561.97,0,Not Available,Eligible,47,Not Available,Not Available,Not Available,30-SEP-10,Office,Not Available,105.0,96.5,Not Available,Not Available,"Code Green Solutions, Inc.",Not Available,3.51,Not Available,Not Available,Not Available,Not Available
1423551,560 Lexington Avenue,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4559.3,Not Available,Not Available,2001.64,Not Available,2012-12-31T00:00:00.000,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,10022,202.7,Not Available,18928171.31,0,Not Available,Eligible,65,Not Available,Not Available,Not Available,31-DEC-12,Office,Not Available,105.0,66.2,Not Available,Not Available,"MCEnergy, Inc.",Not Available,2.17,Not Available,Not Available,Not Available,Not Available
2564793,133 West 22nd Street,Not Available,Not Available,Not Available,Not Available,20,133.4,5642.3,Not Available,Not Available,81.59,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10011,41.1,Not Available,869013.62,0,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,31-DEC-12,Multifamily Housing,Not Available,104.0,25.1,Not Available,Not Available,Greenwich Energy Solutions,Not Available,Not Available,Not Available,No specific resident population,Not Available,Not Available
1463909,640 Fifth Avenue,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,7686.4,Not Available,Not Available,2851.99,Not Available,2012-12-31T00:00:00.000,Not Available,No,Not Available,Not Available,91,Not Available,Not Available,10019,266.2,Not Available,26948759.66,0,Not Available,Not Eligible: Rating must be 75 or above,88,Not Available,Not Available,Not Available,28-FEB-13,Office,Not Available,105.0,87,Not Available,Not Available,,Not Available,3.28,Not Available,Not Available,0,Not Available
1429866,520 8th AVe,Not Available,Not Available,Not Available,Not Available,Not Available,1142.87,Not Available,Not Available,Not Available,3414.94,Not Available,2012-12-31T00:00:00.000,11277302.42,Not Available,Not Available,1.92,50,Not Available,2600,10018,169.8,Not Available,36372725.67,0,Not Available,Not Eligible: Less than one year since the period ending date of the last ENERGY STAR application.,68,Not Available,Not Available,Not Available,31-DEC-08,Office,Not Available,105.0,64.5,Not Available,Not Available,,Not Available,2.43,Not Available,Not Available,0.12,Not Available
1329076,599 Lexington,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,22660.9,Not Available,Not Available,7542.52,Not Available,2012-12-31T00:00:00.000,Not Available,No,Not Available,1.33,94,Not Available,1500,10022,257.4,Not Available,80327201.51,0,Not Available,Not Eligible: Rating must be 75 or above,81,Not Available,Not Available,Not Available,28-FEB-13,Office,Not Available,,77.1,Not Available,Not Available,,Not Available,3.32,Not Available,Not Available,0.64,Not Available
2606043,1669-75 University Avenue,Not Available,Not Available,Not Available,Not Available,30,246.48,6423.9,Not Available,Not Available,165.48,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10453,108.8,Not Available,1762533.54,0,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,28-FEB-13,Multifamily Housing,Not Available,205.0,64.8,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2397412,12 East 97th Street,Not Available,Not Available,Not Available,Not Available,15,493.4,Not Available,Not Available,Not Available,133.9,Not Available,2012-12-31T00:00:00.000,6381451.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10029,100.5,Not Available,1645531.7,Not Available,Not Available,No,Not Available,Not Available,1000,Not Available,2012-12-31,Multifamily Housing,Not Available,111.0,70,Not Available,Not Available,,Not Available,Not Available,Not Available,"NO_SPECIFIC_RESIDENT_POPULATION,",Not Available,Not Available
2306542,540 Madison Avenue,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3439.1,Not Available,2012-12-31T00:00:00.000,Not Available,No,Not Available,0.82,Not Available,Not Available,12214,10022,336.4,Not Available,23868991.31,0,Not Available,Not Eligible: Rating must be 75 or above,60,Not Available,Not Available,Not Available,30-NOV-12,Office,Not Available,105.0,133.9,Not Available,Not Available,,Not Available,2.16,Not Available,Not Available,Not Available,Not Available
2379772,330 W 34th St,Not Available,Not Available,Not Available,Not Available,Not Available,424.18,17316.9,Not Available,Not Available,2280.03,Not Available,2012-12-31T00:00:00.000,4700609.59,Not Available,Not Available,Not Available,40,Not Available,Not Available,10001,136.8,Not Available,24284749.53,0,Not Available,Eligible,65,Not Available,Not Available,Not Available,31-JAN-13,Office,Not Available,104.0,47.2,Not Available,Not Available,,Not Available,3.86,Not Available,Not Available,0.46,Not Available
1974028,399 Park Avenue,Not Available,Not Available,Not Available,Not Available,Not Available,81.27,27813,Not Available,Not Available,14340.5,Not Available,2012-12-31T00:00:00.000,Not Available,No,Not Available,1.68,168,Not Available,33970,10022,266.4,Not Available,123326198.2,0,Not Available,Not Eligible: Rating must be 75 or above,70,Not Available,Not Available,Not Available,28-FEB-13,Office,Not Available,105.0,93.4,Not Available,Not Available,,Not Available,2.61,Not Available,Not Available,0.88,Not Available
