site_id,ppt_id,latitude,longitude,address,city,active_date,cross_street_1
bx-02-108937,108937,40.8208896,-73.8940408,994 EAST 163 STREET,Bronx,2022-05-30 20:00:00.000,FOX STREET
mn-01-138237,138237,40.716682,-74.002253,60 LAFAYETTE STREET,Manhattan,2018-02-06 19:00:00.000,FRANKLIN STREET
bk-16-160026,160026,40.6689514,-73.9064478,98 BELMONT AVENUE,Brooklyn,2024-04-14 20:00:00.000,MOTHER GASTON BOULEVARD
bx-05-119607,119607,40.8582102,-73.9028148,48 EAST 183 STREET,Bronx,2022-09-26 20:00:00.000,EAST 182 STREET
mn-02-123586,123586,40.72492489,-74.00579536,118 VARICK STREET,Manhattan,2020-10-01 20:00:00.000,DOMINICK STREET
mn-03-123791,123791,40.72943593,-73.98382369,182 1 AVENUE,Manhattan,2017-05-30 20:00:00.000,EAST 11 STREET
bk-09-127716,127716,40.66734613,-73.95080928,900 NOSTRAND AVENUE,Brooklyn,2017-04-27 20:00:00.000,CARROLL STREET
bk-05-145932,145932,40.67647467,-73.89716745,62 PENNSYLVANIA AVENUE,Brooklyn,2018-02-05 19:00:00.000,FULTON STREET
mn-05-122633,122633,40.76664932,-73.9793497,936 7 AVENUE,Manhattan,2016-10-24 20:00:00.000,WEST 59 STREET
mn-04-136045,136045,40.76462448,-73.99196653,735 10 AVENUE,Manhattan,2018-04-29 20:00:00.000,WEST 50 STREET
mn-12-gf0370,GF0370,40.868946,-73.9159497,5030 BROADWAY,Manhattan,,10 AVENUE
bk-17-127012,127012,40.652771,-73.94987,1380 NOSTRAND AVENUE,Brooklyn,2017-06-08 20:00:00.000,LINDEN BOULEVARD
bx-05-146097,146097,40.850173,-73.91028173,1 EAST 177 STREET,Bronx,2018-07-12 20:00:00.000,JEROME AVENUE
mn-04-136316,136316,40.75488084,-73.99166162,575 8 AVENUE,Manhattan,2018-05-15 20:00:00.000,WEST 38 STREET
mn-04-139460,139460,40.764744,-73.98447,907 8 AVENUE,Manhattan,2016-04-14 20:00:00.000,WEST 54 STREET
mn-04-134450,134450,40.7391558,-73.99938138,74 7 AVENUE,Manhattan,2019-02-13 19:00:00.000,WEST 15 STREET
bk-05-145943,145943,40.683506,-73.872079,241 CRESCENT STREET,Brooklyn,2017-11-20 19:00:00.000,FULTON STREET
bk-03-126644,126644,40.679232,-73.927098,1803 FULTON STREET,Brooklyn,2016-11-08 19:00:00.000,ROCHESTER AVENUE
mn-02-138004,138004,40.725666,-74.00627426,260 SPRING STREET,Manhattan,2019-01-15 19:00:00.000,VARICK STREET
bk-05-126737,126737,40.69102143,-73.86809486,2 ELDERT LANE,Brooklyn,2018-03-27 20:00:00.000,JAMAICA AVENUE
mn-05-123155,123155,40.736141,-73.989183,38 UNION SQUARE EAST,Manhattan,2018-02-08 19:00:00.000,EAST 16 STREET
bk-16-150795,150795,40.6759851,-73.916601,268 SARATOGA AVENUE,Brooklyn,2022-08-30 20:00:00.000,PACIFIC STREET
mn-02-120512,120512,40.73439251,-73.99915159,425 6 AVENUE,Manhattan,2018-04-24 20:00:00.000,WEST 9 STREET
bk-13-145054,145054,40.5786241,-73.9723169,2928 WEST 5 STREET,Brooklyn,2024-08-21 20:00:00.000,NEPTUNE AVENUE
bx-02-118974,118974,40.8164562,-73.8876715,798 HUNTS POINT AVENUE,Bronx,2022-05-01 20:00:00.000,COSTER STREET
bx-01-131467,131467,40.81216272,-73.91646687,436 BROOK AVENUE,Bronx,2018-05-30 20:00:00.000,EAST 145 STREET
bx-07-153911,153911,40.8669715,-73.8843348,2861 WEBSTER AVENUE,Bronx,2022-09-26 20:00:00.000,EAST 199 STREET
mn-05-123077,123077,40.739409,-73.986712,100 EAST 22 STREET,Manhattan,2017-08-06 20:00:00.000,PARK AVENUE
bk-02-126505,126505,40.683625,-73.977006,171 FLATBUSH AVENUE,Brooklyn,2017-07-24 20:00:00.000,ATLANTIC AVENUE
mn-06-133338,133338,40.734031,-73.986488,147 3 AVENUE,Manhattan,2018-04-03 20:00:00.000,EAST 15 STREET
bk-02-126565,126565,40.688851,-73.980613,605 FULTON STREET,Brooklyn,2017-01-19 19:00:00.000,FLATBUSH AVENUE EXTENSION
mn-04-108109,108109,40.75364209,-73.99256281,523 8 AVENUE,Manhattan,2016-04-11 20:00:00.000,WEST 36 STREET
bk-18-127156,127156,40.6190126,-73.9162139,6301 MILL LANE,Brooklyn,2025-03-30 20:00:00.000,MILL LANE
mn-03-123344,123344,40.7164842,-73.9891563,357 GRAND STREET,Manhattan,2022-10-26 20:00:00.000,GRAND STREET
mn-03-123260,123260,40.726263,-73.989248,72 2 AVENUE,Manhattan,2016-11-15 19:00:00.000,EAST 4 STREET
bx-06-146096,146096,40.84647676,-73.89639316,4201 3 AVENUE,Bronx,2018-07-25 20:00:00.000,EAST TREMONT AVENUE
mn-04-142001,142001,40.75866608,-73.98890049,701 8 AVENUE,Manhattan,2016-04-10 20:00:00.000,WEST 44 STREET
bx-07-145690,145690,40.867038,-73.896537,30 EAST KINGSBRIDGE ROAD,Bronx,2016-11-07 19:00:00.000,MORRIS AVENUE
bk-06-gf34904,GF34904,40.6758529,-74.0148937,130 VAN BRUNT STREET,Brooklyn,,VAN BRUNT STREET
bx-07-119718,119718,40.8729442,-73.8786393,300 EAST 204 STREET,Bronx,2022-04-05 20:00:00.000,EAST MOSHOLU PARKWAY NORTH
mn-03-108162,108162,40.71716821,-73.99907941,210 CANAL STREET,Manhattan,2016-12-14 19:00:00.000,BAXTER STREET
bx-05-152147,152147,40.8520248,-73.9026539,219 EAST BURNSIDE AVENUE,Bronx,2023-05-08 20:00:00.000,EAST BURNSIDE AVENUE
bx-04-119157,119157,40.839445,-73.915848,96 EAST 170 STREET,Bronx,2016-09-14 20:00:00.000,WALTON AVENUE
bx-07-114037,114037,40.8737327,-73.879019,266 EAST 205 STREET,Bronx,2022-03-31 20:00:00.000,EAST 204 STREET
bx-07-119724,119724,40.8727297,-73.875333,3177 WEBSTER AVENUE,Bronx,2022-09-26 20:00:00.000,E 205TH STREET
bk-02-108355,108355,40.68681157,-73.98496961,98 BOND STREET,Brooklyn,2018-01-31 19:00:00.000,ATLANTIC AVENUE
bx-01-145819,145819,40.81751219,-73.92888643,135 EAST 146 STREET,Bronx,2017-06-27 20:00:00.000,GERARD AVENUE
mn-03-134173,134173,40.7139997,-73.9899828,165 EAST BROADWAY,Manhattan,2022-12-12 19:00:00.000,RUTGERS STREET
bk-07-145865,145865,40.65413323,-74.00440376,941 4 AVENUE,Brooklyn,2017-08-22 20:00:00.000,36 STREET
mn-04-140298,140298,40.75219823,-74.00475581,281 11 AVENUE,Manhattan,2017-06-26 20:00:00.000,WEST 28 STREET
bk-07-125917,125917,40.66355007,-73.99124562,620 5 AVENUE,Brooklyn,2018-01-15 19:00:00.000,17 STREET
bk-02-145910,145910,40.68940822,-73.9887287,66 SMITH STREET,Brooklyn,2017-10-05 20:00:00.000,STATE STREET
bk-09-151273,151273,40.6677063,-73.9311434,301 UTICA AVENUE,Brooklyn,2023-01-04 19:00:00.000,UNION ST
bx-02-145646,145646,40.8193276,-73.8894699,890 HUNTS POINT AVENUE,Bronx,2022-05-01 20:00:00.000,GARRISON AVENUE
bk-02-135003,135003,40.69123398,-73.98638427,156 LAWRENCE STREET,Brooklyn,2017-04-19 20:00:00.000,FULTON STREET
mn-05-122269,122269,40.74272274,-73.9927995,712 6 AVENUE,Manhattan,2018-07-08 20:00:00.000,WEST 23 STREET
bx-10-160008,160008,40.8366002,-73.8443608,1331 HERSCHELL STREET,Bronx,2024-12-16 19:00:00.000,HERSCHELL STREET
bk-04-153264,153264,40.7075395,-73.9219553,427 TROUTMAN STREET,Brooklyn,2025-01-08 19:00:00.000,ST NICHOLAS AVENUE
bx-05-159988,159988,40.8520713,-73.8983959,363 EAST 180 STREET,Bronx,2024-04-07 20:00:00.000,E 180TH STREET
mn-03-123803,123803,40.73274736,-73.98610741,226 EAST 14 STREET,Manhattan,2016-10-27 20:00:00.000,3 AVENUE
