site_id,ppt_id,latitude,longitude,address,city,active_date,cross_street_1
mn-02-133430,133430,40.716869,-73.997578,183 CANAL STREET,Manhattan,2016-12-14 19:00:00.000,MOTT STREET
bx-05-116200,116200,40.8464399,-73.9172755,67 FEATHERBED LANE,Bronx,2022-04-12 20:00:00.000,GRAND AVENUE
mn-05-122656,122656,40.762366,-73.982552,200 WEST 52 STREET,Manhattan,2016-11-09 19:00:00.000,7 AVENUE
mn-04-136184,136184,40.76766312,-73.98948974,826 10 AVENUE,Manhattan,2017-10-31 20:00:00.000,10 AVENUE
bk-16-159993,159993,40.6653401,-73.9213909,38 SUTTER AVENUE,Brooklyn,2024-06-26 20:00:00.000,SUTTER AVENUE
bk-01-146006,146006,40.71449771,-73.9610955,175 GRAND STREET,Brooklyn,2018-01-31 19:00:00.000,BEDFORD AVENUE
bk-08-145992,145992,40.675141,-73.956281,685 FRANKLIN AVENUE,Brooklyn,2018-01-31 19:00:00.000,PROSPECT PLACE
bx-01-145842,145842,40.81431,-73.930217,261 WALTON AVENUE,Bronx,2017-06-27 20:00:00.000,EAST 140 STREET
bk-06-145918,145918,40.68455252,-73.99476547,281 COURT STREET,Brooklyn,2017-11-20 19:00:00.000,DOUGLASS STREET
mn-05-122631,122631,40.766148,-73.979721,916 7 AVENUE,Manhattan,2017-07-11 20:00:00.000,WEST 57 STREET
bk-03-144136,144136,40.6785723,-73.9189999,1986 FULTON STREET,Brooklyn,2023-01-16 19:00:00.000,FULTON STREET
mn-03-123814,123814,40.728027,-73.987965,118 2 AVENUE,Manhattan,2016-09-12 20:00:00.000,EAST 7 STREET
mn-05-108540,108540,40.74611567,-73.99079235,100 WEST 28 STREET,Manhattan,2019-02-03 19:00:00.000,6 AVENUE
bk-16-158252,158252,40.6811003,-73.9114697,78 ROCKAWAY AVENUE,Brooklyn,2023-06-11 20:00:00.000,SUMPTER STREET
mn-02-123606,123606,40.72797798,-74.00698658,98 KING STREET,Manhattan,2017-05-09 20:00:00.000,HUDSON STREET
bk-06-125928,125928,40.6807318,-73.97744609,63 5 AVENUE,Brooklyn,2017-06-22 20:00:00.000,ST MARKS AVENUE
bx-08-145850,145850,40.86869849,-73.9021009,119 WEST KINGSBRIDGE ROAD,Bronx,2017-07-31 20:00:00.000,UNIVERSITY AVENUE
mn-04-139998,139998,40.76445589,-73.99181959,728 10 AVENUE,Manhattan,2018-04-29 20:00:00.000,WEST 50 STREET
bx-07-145924,145924,40.86810029,-73.90070588,82 WEST KINGSBRIDGE ROAD,Bronx,2018-01-21 19:00:00.000,UNIVERSITY AVENUE
bk-05-145944,145944,40.67789498,-73.90299005,2460 FULTON STREET,Brooklyn,2018-01-15 19:00:00.000,SINDEREN AVENUE
bk-06-145870,145870,40.68317963,-73.99541762,321 COURT STREET,Brooklyn,2017-11-20 19:00:00.000,DEGRAW STREET
bk-03-127093,127093,40.679143,-73.925474,1805 FULTON STREET,Brooklyn,2017-01-16 19:00:00.000,PATCHEN AVENUE
bk-03-145757,145757,40.680059,-73.94226,1473 FULTON STREET,Brooklyn,2017-03-23 20:00:00.000,TOMPKINS AVENUE
bk-01-145858,145858,40.719511,-73.946853,434 MANHATTAN AVENUE,Brooklyn,2017-08-14 20:00:00.000,BAYARD STREET
mn-04-134597,134597,40.7383024,-73.99629565,555 6 AVENUE,Manhattan,2018-04-10 20:00:00.000,WEST 15 STREET
bk-08-145831,145831,40.677504,-73.94969703,575 NOSTRAND AVENUE,Brooklyn,2017-05-07 20:00:00.000,PACIFIC STREET
bx-02-118973,118973,40.8176553,-73.8884619,848 HUNTS POINT AVENUE,Bronx,2022-06-22 20:00:00.000,GILBERT PLACE
mn-04-122623,122623,40.76601142,-73.98354761,947 8 AVENUE,Manhattan,2016-07-06 20:00:00.000,WEST 56 STREET
bx-01-123212,123212,40.81855965,-73.91430035,2976A 3 AVENUE,Bronx,2017-03-29 20:00:00.000,EAST 153 STREET
mn-04-143655,143655,40.75123392,-74.0051459,260 11 AVENUE,Manhattan,2017-10-05 20:00:00.000,WEST 27 STREET
bk-02-126433,126433,40.689026,-73.980862,395 FLATBUSH AVENUE EXTENSION,Brooklyn,2017-07-24 20:00:00.000,FULTON STREET
mn-05-122775,122775,40.75009208,-73.98779173,1313 BROADWAY,Manhattan,2016-07-17 20:00:00.000,WEST 34 STREET
bx-02-145554,145554,40.8218381,-73.8976484,931 WESTCHESTER AVENUE,Bronx,2022-05-01 20:00:00.000,ROGERS PLACE
bk-04-155147,155147,40.6950044,-73.9154071,222 PALMETTO STREET,Brooklyn,2022-09-15 20:00:00.000,WILSON AVENUE
bx-01-146049,146049,40.81207894,-73.92658962,289 MORRIS AVENUE,Bronx,2018-07-01 20:00:00.000,EAST 139 STREET
bk-04-150039,150039,40.6994752,-73.9358433,544 BUSHWICK AVENUE,Brooklyn,2022-10-24 20:00:00.000,BEAVER STREET
qu-03-gf44732,GF44732,40.7565604,-73.8768487,91-01 NORTHERN BOULEVARD,Queens,,91st Street
bk-06-145896,145896,40.680323,-73.978034,667 WARREN STREET,Brooklyn,2017-09-04 20:00:00.000,5 AVENUE
mn-02-123540,123540,40.73967748,-74.00273531,75 8 AVENUE,Manhattan,2016-04-14 20:00:00.000,WEST 14 STREET
mn-03-138884,138884,40.72921987,-73.98397945,180 1 AVENUE,Manhattan,2017-10-05 20:00:00.000,EAST 11 STREET
bx-01-119011,119011,40.80681954,-73.9176574,548 EAST 138 STREET,Bronx,2018-07-25 20:00:00.000,ST ANN'S AVENUE
bk-06-126514,126514,40.67963858,-73.97437146,248 FLATBUSH AVENUE,Brooklyn,2018-01-15 19:00:00.000,ST MARKS AVENUE
mn-04-123541,123541,40.73971856,-74.00221656,265 WEST 14 STREET,Manhattan,2016-04-06 20:00:00.000,8 AVENUE
bk-05-114742,114742,40.684317,-73.869636,3418 FULTON STREET,Brooklyn,2018-03-11 20:00:00.000,LINCOLN AVENUE
bk-16-155175,155175,40.6693682,-73.9124331,1642 PITKIN AVENUE,Brooklyn,2022-09-14 20:00:00.000,BRISTOL STREET
bk-07-141113,141113,40.65974544,-73.99898564,776 4 AVENUE,Brooklyn,2017-04-12 20:00:00.000,26 STREET
bx-01-119027,119027,40.81312832,-73.90899141,718 EAST 149 STREET,Bronx,2018-06-24 20:00:00.000,JACKSON AVENUE
bx-07-119874,119874,40.86782871,-73.8995757,56 WEST KINGSBRIDGE ROAD,Bronx,2016-07-18 20:00:00.000,GRAND AVENUE
bk-06-160078,160078,40.674758,-74.0158376,459 VAN BRUNT STREET,Brooklyn,2025-03-13 20:00:00.000,REED STREET
mn-02-123120,123120,40.73598356,-73.99799012,475 6 AVENUE,Manhattan,2018-06-11 20:00:00.000,WEST 12 STREET
mn-05-122615,122615,40.76464619,-73.98422945,908 8 AVENUE,Manhattan,2016-03-31 20:00:00.000,WEST 54 STREET
mn-03-123273,123273,40.72745986,-73.98837167,104 2 AVENUE,Manhattan,2016-09-18 20:00:00.000,EAST 6 STREET
mn-01-123431,123431,40.716033,-74.00257,45 LAFAYETTE STREET,Manhattan,2016-07-20 20:00:00.000,CATHERINE LANE
bk-16-126638,126638,40.678079,-73.908374,2208 FULTON STREET,Brooklyn,2017-01-16 19:00:00.000,EASTERN PARKWAY
bx-05-145839,145839,40.84833,-73.9099,69 EAST 176 STREET,Bronx,2017-06-12 20:00:00.000,TOWNSEND AVENUE
bk-04-159328,159328,40.6992378,-73.9159378,1493 MYRTLE AVENUE,Brooklyn,2023-02-16 19:00:00.000,MYRTLE AVENUE
bk-06-125930,125930,40.67761961,-73.97973799,168 5 AVENUE,Brooklyn,2017-04-02 20:00:00.000,DEGRAW STREET
mn-05-108040,108040,40.742139,-73.983048,131 EAST 27 STREET,Manhattan,2017-10-05 20:00:00.000,LEXINGTON AVENUE
bk-06-145875,145875,40.68240987,-73.99346713,280 SMITH STREET,Brooklyn,2017-09-17 20:00:00.000,SACKETT STREET
bk-14-126532,126532,40.64287503,-73.95757439,1133 FLATBUSH AVENUE,Brooklyn,2018-02-13 19:00:00.000,CLARENDON ROAD
bk-16-158935,158935,40.6525475,-73.9079935,9829 DITMAS AVENUE,Brooklyn,,BRISTOL STREET
mn-01-122911,122911,40.71693937,-74.00622249,227 CHURCH STREET,Manhattan,2018-05-01 20:00:00.000,WORTH STREET
bk-06-145894,145894,40.67224181,-73.98362685,337 5 AVENUE,Brooklyn,2017-10-26 20:00:00.000,4 STREET
mn-05-121624,121624,40.74642561,-73.98581619,2 EAST 31 STREET,Manhattan,2017-06-04 20:00:00.000,5 AVENUE
bk-02-127466,127466,40.693311,-73.9676714,143 WAVERLY AVENUE,Brooklyn,2023-04-09 20:00:00.000,Waverly Avenue
mn-02-123678,123678,40.73290856,-74.00387699,50 GROVE STREET,Manhattan,2019-02-12 19:00:00.000,BLEECKER STREET
mn-04-115165,115165,40.74267426,-73.996549,183 7 AVENUE,Manhattan,2018-05-10 20:00:00.000,WEST 21 STREET
bx-07-119719,119719,40.8678557,-73.8842536,378 BEDFORD PARK BOULEVARD,Bronx,2022-05-01 20:00:00.000,EAST 199 STREET
mn-04-135797,135797,40.76233629,-73.99336769,656 10 AVENUE,Manhattan,2019-01-24 19:00:00.000,WEST 46 STREET
mn-03-107871,107871,40.72018834,-73.99306771,18 DELANCEY STREET,Manhattan,2016-10-27 20:00:00.000,CHRYSTIE AVENUE
bx-02-113121,113121,40.8169525,-73.8957114,809 SOUTHERN BOULEVARD,Bronx,2022-05-24 20:00:00.000,LONGWOOD AVENUE
bx-07-145933,145933,40.86676519,-73.89780278,2616 JEROME AVENUE,Bronx,2017-11-02 20:00:00.000,EAST 193 STREET
mn-04-134551,134551,40.74162142,-74.00132086,139 8 AVENUE,Manhattan,2017-06-27 20:00:00.000,WEST 17 STREET
mn-05-122858,122858,40.76298745,-73.97425395,2 WEST 57 STREET,Manhattan,2017-07-11 20:00:00.000,5 AVENUE
bk-06-gf34899,GF34899,40.6781059,-74.0142949,184 CONOVER STREET,Brooklyn,,WOLCOTT STREET
bk-06-145872,145872,40.67950101,-73.97846492,110 5 AVENUE,Brooklyn,2017-08-14 20:00:00.000,BALTIC STREET
bx-01-146023,146023,40.81212659,-73.9205525,374 WILLIS AVENUE,Bronx,2018-04-18 20:00:00.000,EAST 143 STREET
mn-05-122442,122442,40.74861534,-73.99248875,362 7 AVENUE,Manhattan,2016-12-08 19:00:00.000,WEST 30 STREET
mn-05-122647,122647,40.7647181,-73.98047755,879 7 AVENUE,Manhattan,2016-11-17 19:00:00.000,WEST 56 STREET
qu-01-gf44792,GF44792,40.7521201,-73.9425724,22-09 QUEENS PLAZA NORTH,Queens,,Queens Plaza N
bk-09-126559,126559,40.658911,-73.960426,597 FLATBUSH AVENUE,Brooklyn,2018-05-10 20:00:00.000,RUTLAND ROAD
bk-17-126297,126297,40.65102676,-73.94651287,3301 CHURCH AVENUE,Brooklyn,2017-10-29 20:00:00.000,NEW YORK AVENUE
mn-04-137461,137461,40.76704736,-73.98993307,800 10 AVENUE,Manhattan,2018-02-07 19:00:00.000,WEST 54 STREET
mn-03-138575,138575,40.73108,-73.985739,192 2 AVENUE,Manhattan,2016-09-18 20:00:00.000,EAST 12 STREET
bk-16-160038,160038,40.6732003,-73.9058603,121 LIBERTY AVENUE,Brooklyn,2024-06-26 20:00:00.000,LIBERTY AVENUE
bx-05-119612,119612,40.8539059,-73.9140421,127 WEST BURNSIDE AVENUE,Bronx,2022-06-20 20:00:00.000,ANDREWS AVENUE SOUTH
mn-05-122609,122609,40.76361577,-73.98498723,870 8 AVENUE,Manhattan,2016-11-15 19:00:00.000,WEST 52 STREET
bk-06-gf34902,GF34902,40.6796566,-74.0151821,44 FERRIS STREET,Brooklyn,,SULLIVAN STREET
qu-03-gf44819,GF44819,40.7642912,-73.8948328,75-20 ASTORIA BOULEVARD,Queens,,ASTORIA BOULEVARD SOUTH
mn-03-108516,108516,40.72779351,-73.98532503,133 1 AVENUE,Manhattan,2017-05-29 20:00:00.000,ST MARKS PLACE
mn-04-122625,122625,40.76560072,-73.98384519,933 8 AVENUE,Manhattan,2016-04-12 20:00:00.000,WEST 55 STREET
bk-16-gf34604,GF34604,40.6653401,-73.9213909,38 SUTTER AVENUE,Brooklyn,,SUTTER AVENUE
bk-01-160081,160081,40.7110817,-73.9286196,161 VARICK AVENUE,Brookyln,2025-03-13 20:00:00.000,SCHOLES STREET
mn-05-121991,121991,40.75431145,-73.98833004,550 7 AVENUE,Manhattan,2017-01-17 19:00:00.000,WEST 39 STREET
bk-04-127489,127489,40.6910423,-73.908632,569 WILSON AVENUE,Brooklyn,2023-03-13 20:00:00.000,ELDERT STREET
bx-10-gf22749,GF22749,40.8349727,-73.8456956,2365 WATERBURY AVENUE,Bronx,,Zerega Ave
bx-04-145838,145838,40.84388121,-73.91292955,1605 WALTON AVENUE,Bronx,2017-07-04 20:00:00.000,EAST MT EDEN AVENUE
mn-01-145538,145538,40.72287042,-74.00797977,200 HUDSON STREET,Manhattan,2017-10-09 20:00:00.000,DESBROSSES STREET
mn-05-122658,122658,40.75937884,-73.98463666,704 7 AVENUE,Manhattan,2018-03-07 19:00:00.000,WEST 47 STREET
mn-03-123820,123820,40.725641,-73.989698,54 2 AVENUE,Manhattan,2016-09-14 20:00:00.000,EAST 3 STREET
bx-02-155725,155725,40.8145769,-73.89693,751 BRUCKNER BOULEVARD,Bronx,2022-12-19 19:00:00.000,SOUTHERN BLVD
mn-05-108433,108433,40.754171,-73.991871,550 8 AVENUE,Manhattan,2016-04-05 20:00:00.000,WEST 37 STREET
bx-05-119634,119634,40.8612722,-73.8919913,2505 WEBSTER AVENUE,Bronx,2022-05-02 20:00:00.000,E FORDHAM RD
bx-01-146074,146074,40.81939415,-73.91616313,680 MELROSE AVENUE,Bronx,2018-05-01 20:00:00.000,EAST 154 STREET
bx-05-111503,111503,40.85054841,-73.90095411,305 EAST BURNSIDE AVENUE,Bronx,2017-06-12 20:00:00.000,VALENTINE AVENUE
mn-02-123542,123542,40.736387,-73.994742,18 WEST 14 STREET,Manhattan,2016-12-27 19:00:00.000,5 AVENUE
bx-06-101312,101312,40.84183354,-73.88597436,1917 SOUTHERN BOULEVARD,Bronx,2018-07-11 20:00:00.000,ELSMERE PLACE
mn-04-135516,135516,40.74359974,-74.00358788,129 9 AVENUE,Manhattan,2018-05-08 20:00:00.000,WEST 19 STREET
bx-01-146046,146046,40.81255748,-73.92624362,301 MORRIS AVENUE,Bronx,2018-07-01 20:00:00.000,EAST 139 STREET
mn-04-122068,122068,40.75342475,-73.9927184,519 8 AVENUE,Manhattan,2016-04-11 20:00:00.000,WEST 36 STREET
bk-14-145814,145814,40.64617918,-73.95820347,1016 FLATBUSH AVENUE,Brooklyn,2017-09-14 20:00:00.000,REGENT PLACE
bk-07-125904,125904,40.662588,-73.992259,650 5 AVENUE,Brooklyn,2018-02-05 19:00:00.000,19 STREET
bk-08-145908,145908,40.68023805,-73.96451072,888 PACIFIC STREET,Brooklyn,2018-01-04 19:00:00.000,UNDERHILL AVENUE
bk-08-126832,126832,40.67064687,-73.95035244,777 NOSTRAND AVENUE,Brooklyn,2017-02-22 19:00:00.000,LINCOLN PLACE
mn-04-140000,140000,40.76515921,-73.99131194,748 10 AVENUE,Manhattan,2018-01-07 19:00:00.000,WEST 51 STREET
mn-05-123023,123023,40.73803969,-73.9923767,1 WEST 17 STREET,Manhattan,2018-02-19 19:00:00.000,5 AVENUE
mn-02-135935,135935,40.726889,-74.007487,325 HUDSON STREET,Manhattan,2017-04-09 20:00:00.000,VANDAM STREET
bx-02-152409,152409,40.8180479,-73.8994977,928 LONGWOOD AVENUE,Bronx,2022-08-29 20:00:00.000,LONGWOOD AVENUE
mn-03-107697,107697,40.72815774,-73.98812504,121 2 AVENUE,Manhattan,2016-12-11 19:00:00.000,EAST 7 STREET
mn-03-123367,123367,40.719215,-73.98985,84 DELANCEY STREET,Manhattan,2016-12-27 19:00:00.000,ORCHARD STREET
mn-03-108422,108422,40.71791958,-73.99494009,113 BOWERY,Manhattan,2016-09-18 20:00:00.000,GRAND STREET
mn-02-133831,133831,40.734036,-73.991208,62 EAST 13 STREET,Manhattan,2016-11-09 19:00:00.000,BROADWAY
bx-10-gf22747,GF22747,40.8366002,-73.8443608,1331 HERSCHELL STREET,Bronx,,HERSCHELL STREET
qu-07-gf44798,GF44798,40.7696857,-73.8464649,30-19 122 STREET,Queens,,122ND STREET
mn-01-137026,137026,40.72311759,-74.00813878,195 HUDSON STREET,Manhattan,2017-11-14 19:00:00.000,DESBROSSES STREET
bk-06-145874,145874,40.66653858,-73.98837832,515 5 AVENUE,Brooklyn,2017-08-21 20:00:00.000,13 STREET
bk-06-145909,145909,40.666904,-73.991789,548 4 AVENUE,Brooklyn,2018-01-04 19:00:00.000,15 STREET
bk-16-gf34736,GF34736,40.6661916,-73.9177138,105 SUTTER AVENUE,Brooklyn,,SUTTER AVENUE
bk-01-109091,109091,40.70154219,-73.94216928,24 GRAHAM AVENUE,Brooklyn,2017-08-02 20:00:00.000,DEBEVOISE STREET
mn-03-128751,128751,40.72823169,-73.98781752,124 2 AVENUE,Manhattan,2016-09-12 20:00:00.000,EAST 7 STREET
mn-05-122096,122096,40.75786907,-73.98570283,1515 BROADWAY,Manhattan,2018-04-15 20:00:00.000,WEST 45 STREET
bk-06-145905,145905,40.68430374,-73.9921845,220 SMITH STREET,Brooklyn,2017-09-17 20:00:00.000,BUTLER STREET
bk-03-145843,145843,40.678818,-73.949579,545 NOSTRAND AVENUE,Brooklyn,2017-05-30 20:00:00.000,HERKIMER PLACE
mn-05-122629,122629,40.76451317,-73.97719468,1401 6 AVENUE,Manhattan,2017-05-07 20:00:00.000,WEST 57 STREET
bk-06-145871,145871,40.68103872,-73.97573017,459 BERGEN STREET,Brooklyn,2017-08-14 20:00:00.000,FLATBUSH AVENUE
bk-09-126569,126569,40.660852,-73.960581,535 FLATBUSH AVENUE,Brooklyn,2017-03-06 19:00:00.000,LINCOLN ROAD
mn-05-122180,122180,40.746624,-73.988399,1216 BROADWAY,Manhattan,2016-07-17 20:00:00.000,WEST 30 STREET
mn-04-122470,122470,40.76778999,-73.98965898,829 10 AVENUE,Manhattan,2017-11-01 20:00:00.000,WEST 55 STREET
bx-07-145840,145840,40.86366546,-73.90051187,2495 JEROME AVENUE,Bronx,2017-06-12 20:00:00.000,EAST FORDHAM ROAD
bx-02-123197,123197,40.8249375,-73.8916355,1041 WEST FARMS ROAD,Bronx,2022-04-27 20:00:00.000,SOUTHERN BOULEVARD
mn-05-122814,122814,40.75495098,-73.98389868,1100 6 AVENUE,Manhattan,2018-04-02 20:00:00.000,WEST 42 STREET
bx-02-123176,123176,40.8232189,-73.8916939,945 ALDUS STREET,Bronx,2023-06-14 20:00:00.000,ALDUS STREET
mn-02-123600,123600,40.73025769,-74.00662855,1 ST. LUKE'S PLACE,Manhattan,2017-01-25 19:00:00.000,HUDSON STREET
bx-04-119048,119048,40.831467,-73.921747,105 EAST 165 STREET,Bronx,2016-06-14 20:00:00.000,WALTON AVENUE
bk-17-127011,127011,40.65532,-73.949966,1295 NOSTRAND AVENUE,Brooklyn,2018-03-29 20:00:00.000,CLARKSON AVENUE
bk-03-145808,145808,40.680015,-73.943843,1422 FULTON STREET,Brooklyn,2017-06-11 20:00:00.000,BROOKLYN AVENUE
bk-04-150849,150849,40.7081743,-73.9201161,321 STARR STREET,Brooklyn,2024-05-05 20:00:00.000,CYPRESS AVENUE
bx-07-119710,119710,40.8797606,-73.8755175,269 EAST GUN HILL ROAD,Bronx,2024-06-18 20:00:00.000,PUTNAM PLACE
bk-01-126207,126207,40.70877985,-73.95918257,268 BROADWAY,Brooklyn,2018-01-30 19:00:00.000,HAVEMEYER STREET
