trip_id,uniqueid,qsunset,qgender,qday1triptravelcode25,qday1triptravelcode10,qday1triptravelcode16,qborough_end,qdisability7,qday1triptravelcode09,qdisability9,qday1tripstartnoon,qwelfare1,qtemphigh,qday1triptravelcode18,qday1triptransitto1,qdisability5,qday1triptravelcode15,qshare4,qshare6,qday1triptravelcode07,qage,job,qday1triptransitto4,qday1triptransitfrom5,qsustainablemode,qday1triptravelcode05,qntacode_start,qday1triptransitto2,qday1triptravelcode08,qday1tripendcode,qday1triptransitfrom3,qday1triptravelcode06,qday1trippark,qday,qshare2,qshare1,qday1triptravelcode24,qdisability3,qday1triplength_flt,qday1tripend,qdisability2,qday1triptransitto6,surveyzone_end,surveyzone_start,qday1triptravelcode26,qsmartphone
3100492,100492,20.05,Male,No,No,No,The Bronx,Yes,No,No,,No,71.0,No,,No,No,No,Yes,No,51,Online,,,No,No,BX22,,No,Home,,No,On the street,Sunday,No,No,No,No,10,Home,No,,Northern Bronx,Northern Bronx,No,Yes
1103243,103243,20.25,Female,No,No,No,Manhattan,Yes,No,No,,No,71.0,No,Yes,No,No,No,Yes,No,30,Online,No,No,Yes,No,MN09,No,No,Work,No,No,,Tuesday,No,No,No,No,38,Work,No,No,Manhattan Core,Northern Manhattan,No,Yes
1102340,102340,20.2,Female,No,No,No,The Bronx,No,No,No,,Yes,68.0,No,No,Yes,No,No,No,No,39,Online,No,No,Yes,Yes,BX63,Yes,No,,No,No,,Tuesday,No,No,No,No,2,,No,No,Northern Bronx,Southern Bronx,No,No
2100140,100140,19.58,Male,No,No,No,Manhattan,Yes,No,No,Home,No,77.0,No,,No,No,No,Yes,No,51,Online,,,Yes,No,MN13,,No,Work,,No,,Sunday,No,No,No,No,23,Work,No,,Manhattan Core,Manhattan Core,No,Yes
1100063,100063,19.56,Female,No,No,No,Manhattan,Yes,No,No,,No,76.0,No,Yes,No,No,No,Yes,No,49,Online,No,No,Yes,No,QN70,No,No,Work,No,No,,Friday,No,No,No,No,65,Work,No,No,Manhattan Core,Inner Queens,No,Yes
1105363,105363,,Female,No,No,No,Manhattan,Yes,No,No,,No,,No,Yes,No,No,No,Yes,No,25,Online,No,No,Yes,No,MN31,No,No,Restaurant or bar,No,No,,Sunday,No,No,No,No,31,Restaurant or bar,No,No,Manhattan Core,Manhattan Core,No,Yes
1102972,102972,20.24,Male,No,No,No,Queens,Yes,No,No,,No,75.0,No,,No,No,No,Yes,No,38,Online,,,No,No,QN37,,No,Work,,No,On the street,Sunday,No,No,No,No,20,Work,No,,Middle Queens,Outer Queens,No,Yes
1100208,100208,19.59,Female,No,No,No,Manhattan,Yes,No,No,,No,74.0,No,,No,No,No,Yes,No,62,Online,,,Yes,No,MN12,,No,Doctor's office or hospital,,No,,Monday,No,No,No,No,15,Doctor's office or hospital,No,,Manhattan Core,Manhattan Core,No,Yes
1102891,102891,20.23,Female,No,No,No,Manhattan,Yes,No,No,,No,71.0,No,Yes,No,No,No,Yes,No,36,Online,No,No,Yes,No,QN31,No,Yes,"Retail store (e.g. clothing, electronic, hardware, etc.)",No,No,,Sunday,No,No,No,No,40,"Retail store (e.g. clothing, electronic, hardware, etc.)",No,No,Manhattan Core,Inner Queens,No,Yes
1102024,102024,20.17,Male,No,No,No,Staten Island,Yes,No,No,,No,80.0,No,,No,No,No,Yes,No,54,Online,,,No,No,SI35,,No,"Grocery store or market (including deli, bodega, etc.)",,No,In another parking garage or lot,Saturday,No,No,No,No,10,"Grocery store or market (including deli, bodega, etc.)",No,,Staten Island,Staten Island,No,Yes
1104780,104780,,Female,No,No,No,Queens,Yes,No,No,,No,,No,,No,No,No,No,No,25,Online,,,Yes,No,QN48,,No,Friend or family member's home,,No,,Thursday,No,No,No,No,30,Friend or family member's home,No,,Outer Queens,Outer Queens,No,Yes
1103212,103212,20.24,Male,No,No,No,Queens,Yes,No,No,,No,71.0,No,,No,No,No,Yes,No,27,Online,,,No,No,QN41,,No,Work,,No,In another parking garage or lot,Tuesday,No,No,No,No,25,Work,No,,Outer Queens,Outer Queens,No,Yes
53200330,50200330,20.02,Male,No,No,No,Queens,Yes,No,No,,No,73.0,No,,No,No,No,Yes,No,62,Phone,,,Yes,No,,,No,Park/Recreational area/Gym,,No,,Thursday,No,No,No,No,15,Park/Recreational area/Gym,No,,Middle Queens,Middle Queens,No,No
11202351,10202351,20.2,Female,No,No,No,Queens,Yes,No,No,Home,No,68.0,No,,No,No,No,Yes,No,63,Phone,,,Yes,No,,,No,Child's daycare facility or school,,No,,Wednesday,No,No,No,No,40,Child's daycare facility or school,No,,Outer Queens,Outer Queens,No,No
1104395,104395,,Female,No,No,No,Manhattan,Yes,No,No,,No,,No,Yes,No,No,No,Yes,No,29,Online,No,No,Yes,No,MN31,No,No,Home,No,No,,Tuesday,No,No,No,No,45,Home,No,No,Northern Manhattan,Manhattan Core,No,Yes
1105414,105414,,Male,No,No,No,The Bronx,No,No,No,,Yes,,No,,No,No,No,No,No,20,Online,,,Yes,No,MN17,,No,Home,,No,,Sunday,No,Yes,No,No,2,Home,No,,Northern Bronx,Manhattan Core,No,Yes
1103087,103087,20.24,Female,No,No,No,Staten Island,Yes,No,No,,No,75.0,No,,No,No,No,No,No,34,Online,,,No,No,SI35,,No,Work,,No,In another parking garage or lot,Monday,No,Yes,No,No,20,Work,No,,Staten Island,Staten Island,No,Yes
1105361,105361,,Male,No,No,No,Queens,Yes,No,No,Home,No,,No,,No,No,No,Yes,No,53,Online,,,No,No,QN34,,No,Home,,No,On the street,Sunday,No,No,No,No,15,Home,No,,Outer Queens,Outer Queens,No,Yes
1101805,101805,20.12,Male,No,No,No,Queens,No,No,No,,No,79.0,No,,Yes,No,No,Yes,No,45,Online,,,No,No,QN61,,No,Other,,No,,Sunday,No,No,Yes,Yes,25,Other,No,,Outer Queens,Middle Queens,No,Yes
11203629,10203629,20.26,Male,No,No,No,,Yes,No,No,Home,No,82.0,No,,No,No,No,Yes,No,46,Phone,,,Yes,No,,,No,Home,,No,,Thursday,No,No,No,No,40,Home,No,,,,No,Yes
12200837,10200837,20.09,Male,No,No,No,,Yes,No,No,Work,No,67.0,No,,No,No,No,No,No,53,Phone,,,Yes,No,,,No,Home,,No,,Thursday,No,Yes,No,No,20,Home,No,,,,No,Yes
1103909,103909,,Female,No,No,No,Manhattan,No,No,No,,Yes,,No,,No,No,No,Yes,No,42,Online,,,No,No,MN22,,No,Other,,No,,Tuesday,No,No,Yes,No,0,Other,No,,Manhattan Core,Manhattan Core,No,No
1104905,104905,,Female,No,No,No,Manhattan,No,No,No,,No,,No,Yes,No,No,No,Yes,No,23,Online,No,No,Yes,No,MN36,No,No,Work,No,No,,Friday,No,No,No,No,50,Work,No,No,Manhattan Core,Northern Manhattan,No,Yes
1105448,105448,,Female,No,No,No,Manhattan,Yes,No,No,,No,,No,,No,No,No,Yes,No,39,Online,,,Yes,No,MN13,,No,Work,,No,,Sunday,No,No,No,No,60,Work,No,,Manhattan Core,Manhattan Core,No,Yes
2100075,100075,19.56,Female,No,No,No,Brooklyn,No,No,No,Work,Yes,76.0,No,,No,No,No,Yes,No,57,Online,,,Yes,No,BK26,,No,"Grocery store or market (including deli, bodega, etc.)",,No,,Friday,No,No,No,No,10,"Grocery store or market (including deli, bodega, etc.)",No,,Outer Brooklyn,Outer Brooklyn,No,Yes
1104032,104032,,Female,No,No,No,Brooklyn,Yes,No,No,,No,,No,Yes,No,No,No,Yes,No,64,Online,No,No,Yes,No,MN36,No,No,Other,No,No,,Friday,No,No,No,No,70,Other,No,No,Inner Brooklyn,Northern Manhattan,No,Yes
1103832,103832,,Male,No,No,No,The Bronx,No,No,No,,No,,No,Yes,No,No,No,Yes,No,28,Online,No,No,Yes,No,BX39,No,No,School,No,No,,Monday,No,No,No,Yes,60,School,No,No,Southern Bronx,Southern Bronx,No,Yes
1103406,103406,20.26,Female,No,No,No,Manhattan,Yes,No,No,,No,82.0,No,Yes,No,No,No,Yes,No,56,Online,No,No,Yes,No,QN31,No,No,Work,No,No,,Thursday,No,No,No,No,45,Work,No,No,Manhattan Core,Inner Queens,No,Yes
3100289,100289,20.0,Male,No,No,No,Manhattan,Yes,No,No,,No,77.0,No,,No,No,No,Yes,No,65,Online,,,Yes,No,MN28,,No,Other,,No,,Tuesday,No,No,No,No,20,Other,No,,Manhattan Core,Manhattan Core,No,Yes
1104049,104049,,Male,No,No,No,Manhattan,Yes,No,No,,No,,No,Yes,No,No,No,Yes,No,37,Online,No,No,Yes,No,QN63,No,No,Work,Yes,No,,Friday,No,No,No,No,50,Work,No,No,Manhattan Core,Inner Queens,No,Yes
1102305,102305,20.2,Female,No,No,No,Manhattan,Yes,No,No,,No,78.0,No,,No,No,No,No,No,26,Online,,,Yes,No,MN14,,No,Child's daycare facility or school,,No,,Tuesday,No,Yes,No,No,5,Child's daycare facility or school,No,,Manhattan Core,Manhattan Core,No,Yes
1104551,104551,,Male,No,No,No,Manhattan,Yes,No,No,,No,,No,Yes,No,No,No,Yes,No,27,Online,No,No,Yes,No,MN01,No,No,Restaurant or bar,No,No,,Wednesday,No,No,No,No,45,Restaurant or bar,No,No,Manhattan Core,Northern Manhattan,No,Yes
1103577,103577,20.27,Female,No,No,No,The Bronx,Yes,No,No,,Yes,73.0,No,,No,No,No,Yes,No,27,Online,,,Yes,No,BX28,,No,Home,,No,,Saturday,No,No,No,No,15,Home,No,,Northern Bronx,Northern Bronx,No,Yes
11202274,10202274,20.2,Female,No,No,No,Brooklyn,Yes,No,No,Home,No,68.0,No,,No,No,No,Yes,No,21,Phone,,,Yes,No,,,No,Work,,No,,Wednesday,No,No,No,No,15,Work,No,,,,No,No
1103181,103181,20.24,Female,No,No,No,Manhattan,Yes,No,No,,No,71.0,No,Yes,No,No,No,Yes,No,28,Online,No,No,Yes,No,QN70,No,No,Work,No,No,,Tuesday,No,No,No,No,30,Work,No,No,Manhattan Core,Inner Queens,No,Yes
1100203,100203,19.59,Female,No,No,No,Queens,Yes,No,No,,No,74.0,No,,No,No,No,Yes,No,68,Online,,,No,No,QN46,,No,Other,,No,In another parking garage or lot,Monday,No,No,No,No,30,Other,No,,Outer Queens,Outer Queens,No,No
1101219,101219,20.11,Female,No,No,No,Staten Island,Yes,No,No,,No,81.0,No,,No,No,No,Yes,No,41,Online,,,No,No,SI35,,No,"Grocery store or market (including deli, bodega, etc.)",,No,In another parking garage or lot,Saturday,No,No,No,No,5,"Grocery store or market (including deli, bodega, etc.)",No,,Staten Island,Staten Island,No,Yes
1101285,101285,20.11,Female,No,No,No,Manhattan,Yes,No,No,,No,81.0,No,Yes,No,No,No,Yes,No,40,Online,No,No,Yes,No,MN34,No,No,Park/Recreational area/Gym,No,No,,Saturday,No,No,No,No,30,Park/Recreational area/Gym,No,No,Manhattan Core,Northern Manhattan,No,Yes
1105443,105443,,Female,No,No,No,Manhattan,Yes,No,No,,No,,No,,No,No,No,Yes,No,26,Online,,,Yes,No,MN50,,No,Restaurant or bar,,No,,Sunday,No,No,No,No,10,Restaurant or bar,No,,Manhattan Core,Manhattan Core,No,Yes
1100605,100605,20.06,Female,No,No,No,Manhattan,Yes,No,No,,No,88.0,No,Yes,No,No,No,Yes,No,67,Online,No,No,Yes,No,BX22,No,No,Restaurant or bar,No,No,,Monday,No,No,No,No,45,Restaurant or bar,No,No,Manhattan Core,Northern Bronx,No,Yes
1103403,103403,20.26,Male,No,No,No,Staten Island,No,No,No,,No,82.0,No,,No,No,No,Yes,No,74,Online,,,No,No,SI11,,No,"Retail store (e.g. clothing, electronic, hardware, etc.)",,No,In another parking garage or lot,Thursday,No,No,No,No,10,"Retail store (e.g. clothing, electronic, hardware, etc.)",No,,Staten Island,Staten Island,No,Yes
1100688,100688,20.08,Female,No,No,No,Brooklyn,No,No,No,,Yes,71.0,No,Yes,No,No,No,No,No,24,Online,No,No,Yes,No,MN17,No,No,Home,No,No,,Tuesday,No,No,No,No,60,Home,No,No,Outer Brooklyn,Manhattan Core,No,Yes
