trip_id,uniqueid,qsunset,qgender,qday1triptravelcode25,qday1triptravelcode10,qday1triptravelcode16,qborough_end,qdisability7,qday1triptravelcode09,qdisability9,qday1tripstartnoon,qwelfare1,qtemphigh,qday1triptravelcode18,qday1triptransitto1,qdisability5,qday1triptravelcode15,qshare4,qshare6,qday1triptravelcode07,qage,job,qday1triptransitto4,qday1triptransitfrom5,qsustainablemode,qday1triptravelcode05,qntacode_start,qday1triptransitto2,qday1triptravelcode08,qday1tripendcode,qday1triptransitfrom3,qday1triptravelcode06,qday1trippark,qday,qshare2,qshare1,qday1triptravelcode24,qdisability3,qday1triplength_flt,qday1tripend,qdisability2,qday1triptransitto6,surveyzone_end,surveyzone_start,qday1triptravelcode26,qsmartphone
1100344,100344,20.02,Male,No,No,No,Manhattan,Yes,No,No,,No,73.0,No,,No,No,No,Yes,No,27,Online,,,Yes,No,MN20,,No,Work,,No,,Thursday,No,No,No,No,44,Work,No,,Manhattan Core,Manhattan Core,No,Yes
2100116,100116,19.57,Male,No,No,No,Queens,Yes,No,No,,Yes,66.0,No,,No,No,No,Yes,No,58,Online,,,Yes,No,QN53,,No,Other,,No,,Friday,No,No,No,No,15,Other,No,,Middle Queens,Middle Queens,No,Yes
11201764,10201764,20.16,Male,No,No,No,,Yes,No,No,,No,89.0,No,,No,No,No,Yes,No,999,Phone,,,Yes,No,,,No,Home,,No,,Friday,No,No,No,No,2,Home,No,,,,No,No
1105480,105480,,Female,No,No,No,Brooklyn,Yes,No,No,Home,No,,No,,No,No,No,Yes,No,50,Online,,,Yes,No,BK61,,No,Other,,No,,Sunday,No,No,No,No,20,Other,No,,Inner Brooklyn,Inner Brooklyn,No,Yes
2104365,104365,,Male,No,No,No,Queens,Yes,No,No,,No,,No,,No,No,No,Yes,No,33,Online,,,Yes,No,QN44,,No,Home,,No,,Tuesday,No,No,No,No,52,Home,No,,Outer Queens,Outer Queens,No,Yes
1100474,100474,20.05,Male,No,No,No,The Bronx,Yes,No,No,,No,71.0,No,,No,No,No,Yes,No,58,Online,,,Yes,No,BX13,,No,Home,,No,,Sunday,No,No,No,No,120,Home,No,,Northern Bronx,Northern Bronx,No,Yes
1102033,102033,20.17,Male,No,No,No,Staten Island,No,No,No,,Yes,80.0,No,,No,No,Yes,No,No,30,Online,,,No,No,SI05,,No,Grand Central Station,,No,On the street,Saturday,No,Yes,No,Yes,30,Outside of New York City,No,,Staten Island,Staten Island,No,Yes
1103068,103068,20.24,Female,No,No,No,Manhattan,Yes,No,No,,No,75.0,No,,No,No,No,No,No,27,Online,,,Yes,No,MN04,,No,Work,,No,,Monday,No,Yes,No,No,10,Work,No,,Northern Manhattan,Northern Manhattan,No,Yes
1105006,105006,,Male,No,No,No,Queens,No,No,No,,No,,No,,No,No,No,Yes,No,18,Online,,,No,No,QN41,,No,,,No,In another parking garage or lot,Friday,No,No,No,No,10,,No,,Outer Queens,Outer Queens,No,Yes
1100257,100257,20.0,Female,No,No,No,Manhattan,Yes,No,No,,No,77.0,No,Yes,No,No,No,Yes,No,53,Online,No,No,Yes,No,MN50,No,No,Work,No,No,,Tuesday,No,No,No,No,20,Work,No,No,Manhattan Core,Manhattan Core,No,Yes
1101799,101799,20.12,Female,No,No,No,Manhattan,Yes,No,No,,No,79.0,No,,No,No,No,Yes,No,30,Online,,,Yes,No,BX39,,No,Work,,No,,Sunday,No,No,No,No,45,Work,No,,Manhattan Core,Southern Bronx,No,Yes
11201895,10201895,20.17,Female,No,No,No,The Bronx,Yes,No,No,,No,80.0,No,Yes,No,No,No,Yes,No,60,Phone,No,No,Yes,No,,No,No,Other,No,No,,Saturday,No,No,No,No,30,Other,No,No,,,No,Yes
1104803,104803,,Female,No,No,No,The Bronx,Yes,No,No,,No,,No,No,No,No,No,Yes,No,48,Online,No,No,Yes,No,BX62,No,No,Doctor's office or hospital,No,No,,Thursday,No,No,No,No,60,Doctor's office or hospital,No,No,Northern Bronx,Northern Bronx,No,Yes
1104941,104941,,Male,No,No,No,Brooklyn,Yes,No,No,,No,,No,,No,No,No,Yes,No,41,Online,,,No,No,SI48,,No,Work,,No,On the street,Friday,No,No,No,No,65,Work,No,,Inner Brooklyn,Staten Island,No,Yes
1102893,102893,20.23,Female,No,No,No,The Bronx,Yes,No,No,,No,71.0,No,,No,No,No,Yes,No,50,Online,,,No,No,BX36,,No,"Grocery store or market (including deli, bodega, etc.)",,No,In another parking garage or lot,Sunday,No,No,No,No,20,"Grocery store or market (including deli, bodega, etc.)",No,,Northern Bronx,Southern Bronx,No,Yes
1100748,100748,20.08,Female,No,No,No,Manhattan,Yes,No,No,,No,71.0,No,No,No,No,No,No,No,41,Online,Yes,No,Yes,No,QN08,No,No,Work,No,No,,Wednesday,No,No,No,No,60,Work,No,No,Manhattan Core,Outer Queens,No,Yes
1100635,100635,20.07,Male,No,No,No,Queens,Yes,No,No,,No,64.0,No,,No,No,No,Yes,No,63,Online,,,No,No,QN42,,No,School,,No,In another parking garage or lot,Tuesday,No,No,No,No,30,School,No,,Outer Queens,Outer Queens,No,Yes
1105412,105412,,Male,No,No,No,Manhattan,Yes,No,No,,No,,No,,No,No,No,Yes,No,32,Online,,,No,No,MN04,,No,"Grocery store or market (including deli, bodega, etc.)",,No,On the street,Sunday,No,No,No,No,40,"Grocery store or market (including deli, bodega, etc.)",No,,Manhattan Core,Northern Manhattan,No,Yes
1100563,100563,20.06,Male,No,No,No,Queens,No,No,No,,No,88.0,No,,No,No,No,Yes,No,65,Online,,,Yes,No,QN37,,No,Home,,No,,Monday,No,No,No,Yes,1,Home,No,,Outer Queens,Outer Queens,No,No
1101794,101794,20.12,Female,No,No,No,Manhattan,Yes,No,No,,No,79.0,Yes,Yes,No,No,No,No,No,36,Online,No,No,No,No,MN17,No,No,Home,Yes,No,On the street,Sunday,No,No,No,No,50,Home,No,No,Northern Manhattan,Manhattan Core,No,Yes
1103131,103131,20.24,Female,No,No,No,Staten Island,Yes,No,No,,No,71.0,No,,No,No,No,Yes,No,21,Online,,,No,No,SI35,,No,Other,,No,Other,Tuesday,No,No,No,No,15,Other,No,,Staten Island,Staten Island,No,Yes
1100647,100647,20.07,Female,No,No,No,Queens,Yes,No,No,,No,64.0,No,,No,No,No,Yes,No,62,Online,,,No,No,QN49,,No,Work,,No,On the street,Tuesday,No,No,No,No,5,Work,No,,Outer Queens,Outer Queens,No,Yes
1103884,103884,,Male,No,No,No,Manhattan,Yes,No,No,Restaurant or bar,No,,No,,No,No,No,Yes,No,34,Online,,,Yes,No,MN04,,No,Restaurant or bar,,No,,Tuesday,No,No,No,No,7,Restaurant or bar,No,,Northern Manhattan,Northern Manhattan,No,Yes
11200043,10200043,19.55,Female,No,No,No,Manhattan,Yes,No,No,,No,84.0,No,Yes,No,No,No,Yes,No,999,Phone,No,No,Yes,No,,No,No,Work,No,No,,Thursday,No,No,No,No,30,Work,No,No,,,No,No
1102228,102228,20.19,Female,No,No,No,The Bronx,No,No,No,,Yes,89.0,No,No,No,No,No,No,No,20,Online,No,No,Yes,No,BX75,No,No,Home,No,No,,Monday,No,Yes,No,Yes,45,Home,No,No,Northern Bronx,Southern Bronx,No,Yes
1102181,102181,20.19,Male,No,No,No,Manhattan,Yes,No,No,,No,89.0,No,,No,No,No,Yes,No,20,Online,,,Yes,No,MN33,,No,Home,,No,,Sunday,No,No,No,No,20,Home,No,,Northern Manhattan,Northern Manhattan,No,Yes
1100309,100309,20.01,Female,No,No,No,Brooklyn,Yes,No,No,,No,66.0,No,,No,No,No,Yes,No,60,Online,,,No,No,BK58,,No,Work,,No,On the street,Wednesday,No,No,No,No,18,Work,No,,Outer Brooklyn,Outer Brooklyn,No,Yes
1105021,105021,,Male,No,No,No,Manhattan,Yes,No,No,,No,,No,Yes,No,No,No,Yes,No,64,Online,No,No,Yes,No,MN35,No,No,Work,No,No,,Friday,No,No,No,No,45,Work,No,No,Manhattan Core,Northern Manhattan,No,Yes
1100700,100700,20.08,Male,No,No,No,The Bronx,Yes,No,No,,No,71.0,No,Yes,No,No,No,No,No,45,Online,No,No,Yes,No,MN09,No,No,Work,No,No,,Wednesday,No,Yes,No,No,45,Work,No,No,Northern Bronx,Northern Manhattan,No,Yes
1105431,105431,,Male,No,No,No,Queens,Yes,No,No,,No,,No,,No,No,No,Yes,No,42,Online,,,Yes,No,QN17,,No,Restaurant or bar,,No,,Sunday,No,No,No,No,10,Restaurant or bar,No,,Middle Queens,Middle Queens,No,Yes
12201515,10201515,20.16,Male,No,No,No,,Yes,No,No,Home,No,86.0,No,,No,No,No,Yes,No,78,Phone,,,No,No,,,No,Home,,No,In another parking garage or lot,Thursday,No,No,No,No,1,Home,No,,,,No,Yes
1104400,104400,,Male,No,No,No,Staten Island,Yes,No,No,,No,,No,,No,No,No,No,No,55,Online,,,No,No,SI05,,No,Work,,No,On the street,Tuesday,No,Yes,No,No,8,Work,No,,Staten Island,Staten Island,No,Yes
1100564,100564,20.06,Female,No,No,No,Manhattan,Yes,No,No,,No,88.0,No,Yes,No,No,No,Yes,No,37,Online,No,No,Yes,Yes,QN54,No,No,Work,No,No,,Monday,No,No,No,No,75,Work,No,No,Manhattan Core,Middle Queens,No,Yes
1101819,101819,20.12,Female,No,No,No,Staten Island,Yes,No,No,,No,79.0,No,,No,No,No,No,No,36,Online,,,No,No,SI11,,No,"Retail store (e.g. clothing, electronic, hardware, etc.)",,No,On the street,Sunday,No,No,No,No,10,"Retail store (e.g. clothing, electronic, hardware, etc.)",No,,Staten Island,Staten Island,No,Yes
1102863,102863,20.23,Female,No,No,No,The Bronx,Yes,No,No,,Yes,71.0,No,,No,No,No,Yes,No,45,Online,,,Yes,No,BX52,,No,,,No,,Sunday,No,No,No,No,5,,No,,Northern Bronx,Northern Bronx,No,No
1101818,101818,20.12,Male,No,No,No,Queens,Yes,No,No,,No,79.0,No,,No,No,No,Yes,No,34,Online,,,No,No,QN33,,No,"Retail store (e.g. clothing, electronic, hardware, etc.)",,No,In another parking garage or lot,Sunday,No,No,No,No,25,"Retail store (e.g. clothing, electronic, hardware, etc.)",No,,Outer Queens,Outer Queens,No,Yes
3103077,103077,20.24,Female,No,No,No,Queens,Yes,No,No,,No,75.0,No,,No,No,No,Yes,No,62,Online,,,Yes,No,QN22,,No,Home,,No,,Monday,No,No,No,No,1,Home,No,,Middle Queens,Middle Queens,No,Yes
1102303,102303,20.2,Male,No,No,No,Staten Island,Yes,No,No,Home,No,78.0,No,,No,No,No,Yes,No,68,Online,,,Yes,No,SI24,,No,Home,,No,,Tuesday,No,No,No,No,60,Home,No,,Staten Island,Staten Island,No,Yes
1102418,102418,20.2,Female,No,No,No,Queens,Yes,No,No,,No,68.0,No,,No,No,No,Yes,No,53,Online,,,No,No,QN63,,No,Work,,No,In another parking garage or lot,Wednesday,No,No,No,No,35,Work,No,,Outer Queens,Inner Queens,No,Yes
1100663,100663,20.07,Male,No,No,No,Queens,Yes,No,No,,No,64.0,No,Yes,No,No,No,Yes,No,68,Online,No,No,Yes,No,QN34,No,No,Home,No,No,,Tuesday,No,No,No,No,60,Home,No,No,Outer Queens,Outer Queens,No,Yes
1100163,100163,19.58,Male,No,No,No,Manhattan,Yes,No,No,,No,77.0,No,,No,No,No,Yes,No,46,Online,,,Yes,No,MN31,,No,Other,,No,,Sunday,No,No,No,No,120,Other,No,,Manhattan Core,Manhattan Core,No,Yes
11200224,10200224,19.57,Male,No,No,No,Brooklyn,Yes,No,No,,No,66.0,No,,No,No,No,Yes,No,70,Phone,,,Yes,No,,,No,Other,,No,,Saturday,No,No,No,No,10,Other,No,,,,No,Yes
2100143,100143,19.58,Female,No,No,No,Queens,Yes,No,No,School,No,77.0,No,,No,No,No,Yes,No,49,Online,,,No,No,QN70,,No,Home,,No,On the street,Sunday,No,No,No,No,25,Home,No,,Inner Queens,Inner Queens,No,Yes
11203240,10203240,20.24,Male,No,No,No,Staten Island,Yes,No,No,,Yes,71.0,No,Yes,No,No,No,Yes,No,45,Phone,No,No,Yes,No,,No,No,Work,No,No,,Tuesday,No,No,No,No,90,Work,No,No,Staten Island,Staten Island,No,Yes
5100749,100749,20.08,Female,No,No,No,Brooklyn,Yes,No,No,,No,71.0,No,,No,No,No,Yes,No,40,Online,,,Yes,No,BK37,,No,Home,,No,,Wednesday,No,No,No,No,10,Home,No,,Inner Brooklyn,Inner Brooklyn,No,Yes
1103691,103691,20.27,Female,No,No,No,Manhattan,Yes,No,No,,No,73.0,No,Yes,No,No,No,Yes,No,34,Online,No,No,Yes,No,MN01,No,No,Work,No,No,,Saturday,No,No,No,No,55,Work,No,No,Manhattan Core,Northern Manhattan,No,Yes
2100181,100181,19.58,Female,No,No,No,Queens,No,No,No,,No,77.0,No,,No,No,No,Yes,No,49,Online,,,No,No,QN38,,No,Home,,No,In a garage or lot in your apartment building,Sunday,No,No,No,Yes,35,Home,No,,Outer Queens,Outer Queens,No,Yes
1105436,105436,,Female,No,No,No,Manhattan,Yes,No,No,,No,,No,,No,No,No,No,No,52,Online,,,No,No,MN12,,No,Airport,,No,On the street,Sunday,No,No,No,No,60,Outside of New York City,No,,Manhattan Core,Manhattan Core,No,Yes
1100318,100318,20.01,Male,No,No,No,Manhattan,Yes,No,No,,No,66.0,No,,No,No,No,Yes,No,76,Online,,,Yes,No,MN20,,No,"Grocery store or market (including deli, bodega, etc.)",,No,,Wednesday,No,No,No,No,30,"Grocery store or market (including deli, bodega, etc.)",No,,Manhattan Core,Manhattan Core,No,No
1104789,104789,,Female,No,No,No,Manhattan,Yes,No,No,,No,,No,Yes,No,No,No,Yes,No,43,Online,No,No,Yes,No,QN17,No,No,Work,No,No,,Thursday,No,No,No,No,40,Work,No,No,Manhattan Core,Middle Queens,No,Yes
1101993,101993,20.16,Female,No,No,No,Queens,No,No,No,,No,89.0,No,,No,No,No,Yes,No,75,Online,,,Yes,No,QN41,,No,Home,,No,,Friday,No,No,No,No,60,Home,No,,Middle Queens,Outer Queens,No,Yes
1101800,101800,20.12,Male,No,No,No,Brooklyn,Yes,No,No,,No,79.0,No,,No,No,No,Yes,No,23,Online,,,Yes,No,BK96,,No,Home,,No,,Sunday,No,No,No,No,15,Home,No,,Inner Brooklyn,Outer Brooklyn,No,No
1101885,101885,20.14,Female,No,No,No,Brooklyn,Yes,No,No,,No,81.0,No,Yes,No,No,No,Yes,No,42,Online,No,No,Yes,No,BK61,No,No,Work,No,No,,Tuesday,No,No,No,No,40,Work,No,No,Outer Brooklyn,Inner Brooklyn,No,Yes
1103472,103472,20.26,Female,No,No,No,Queens,Yes,No,No,,No,83.0,No,,No,No,No,Yes,No,53,Online,,,Yes,No,QN70,,No,Friend or family member's home,,No,,Friday,No,No,No,No,10,Friend or family member's home,No,,Inner Queens,Inner Queens,No,No
1100686,100686,20.08,Male,Yes,No,No,Queens,Yes,No,No,,Yes,71.0,No,,No,No,No,Yes,No,58,Online,,,No,No,QN03,,No,,,No,,Tuesday,No,No,No,No,0,,No,,Outer Queens,Outer Queens,No,Yes
5105414,105414,,Male,No,No,No,Manhattan,No,No,No,Work,Yes,,No,,No,No,No,No,No,20,Online,,,Yes,No,QN41,,No,"Grocery store or market (including deli, bodega, etc.)",,No,,Sunday,No,Yes,No,No,38,"Grocery store or market (including deli, bodega, etc.)",No,,Manhattan Core,Outer Queens,No,Yes
1100218,100218,19.59,Female,No,No,No,Brooklyn,Yes,No,No,Home,No,74.0,No,,No,No,No,Yes,No,41,Online,,,No,No,BK28,,No,School,,No,On the street,Monday,No,No,No,No,5,School,No,,Outer Brooklyn,Outer Brooklyn,No,Yes
