bike_store_6,residence_rent_own,scooter_typical_charge_1,diary_platform,reduced_bike_1,increased_veh_5,bike_store_2,r_num_vehicles,increased_bike_997,increased_bike_1,packages,reduced_veh_2,ev_purchase_barriers_1,increased_veh_8,increased_bike_2,increased_veh_6,ev_purchase_barriers_3,participation_group,reduced_veh_3,scooter_typical_charge_6,bike_store_9,ev_typical_charge_7,scooter_typical_charge_5,num_vehicles,bike_store_3,ev_typical_charge_4,ev_typical_charge_2,hh_weight,reduced_veh_997
995,2,995,browser,995,995,995,0,995,995,7,995,995,995,995,995,995,1,995,995,995,995,995,0,995,995,995,177.2807831,995
0,999,995,browser,995,995,0,2,995,995,4,995,995,995,995,995,995,1,995,995,0,995,995,2,0,995,995,1251.149276,995
0,1,995,browser,995,995,0,1,995,995,2,995,995,995,995,995,995,1,995,995,0,995,995,1,0,995,995,473.5614648,995
995,2,995,rmove,995,995,995,0,995,995,1,995,995,995,995,995,995,9,995,995,995,995,995,0,995,995,995,1364.7577,995
995,2,995,call,995,995,995,0,995,995,2,995,995,995,995,995,995,5,995,995,995,995,995,0,995,995,995,2219.452901,995
0,1,1,rmove,995,995,0,1,995,995,1,995,995,995,995,995,995,9,995,0,0,995,0,1,0,995,995,198.8704178,995
995,2,995,rmove,995,995,995,0,995,995,1,995,995,995,995,995,995,9,995,995,995,995,995,0,995,995,995,7508.041956,995
0,2,995,rmove,995,995,0,0,0,0,1,995,995,995,0,995,995,9,995,995,0,995,995,0,0,995,995,2434.342713,995
0,2,995,browser,995,0,0,1,0,1,1,995,1,0,0,0,1,1,995,995,0,995,995,1,0,995,995,492.4388446,995
995,1,995,call,995,995,995,1,995,995,2,995,1,995,995,995,1,5,995,995,995,995,995,1,995,995,995,2229.77987,995
995,1,995,browser,995,995,995,2,995,995,7,995,0,995,995,995,0,1,995,995,995,995,995,2,995,995,995,218.4229043,995
995,1,1,rmove,995,995,995,1,995,995,1,1,995,995,995,995,995,9,0,0,995,995,0,1,995,995,995,1945.170204,0
995,2,995,rmove,995,995,995,0,995,995,1,995,995,995,995,995,995,9,995,995,995,995,995,0,995,995,995,497.250053,995
0,2,995,browser,995,995,1,1,0,0,2,995,995,995,0,995,995,1,995,995,0,995,995,1,0,995,995,1060.313449,995
1,2,995,rmove,995,995,0,0,0,0,1,995,995,995,0,995,995,9,995,995,0,995,995,0,1,995,995,2330.541349,995
0,2,995,browser,995,995,0,0,995,995,1,995,995,995,995,995,995,1,995,995,0,995,995,0,0,995,995,583.3752032,995
0,2,995,rmove,995,995,0,0,0,0,2,995,995,995,0,995,995,9,995,995,0,995,995,0,0,995,995,4206.250333,995
0,2,995,rmove,0,995,0,1,995,995,2,995,995,995,995,995,995,9,995,995,0,995,995,1,0,995,995,2111.449365,995
995,2,995,rmove,0,995,995,0,995,995,2,995,995,995,995,995,995,9,995,995,995,995,995,0,995,995,995,862.8098622,995
0,2,995,rmove,995,995,0,1,995,995,1,995,995,995,995,995,995,9,995,995,0,995,995,1,0,995,995,786.7764024,995
995,1,995,rmove,995,995,995,1,995,995,2,995,995,995,995,995,995,9,995,995,995,995,995,1,995,995,995,798.010933,995
0,2,995,rmove,995,995,0,1,995,995,2,995,995,995,995,995,995,9,995,995,0,995,995,1,0,995,995,288.9114388,995
0,1,995,browser,995,995,0,1,995,995,1,995,995,995,995,995,995,1,995,995,0,995,995,1,0,995,995,926.7407714,995
0,2,995,rmove,995,995,0,0,0,0,2,995,995,995,1,995,995,9,995,995,0,995,995,0,0,995,995,848.612705,995
0,2,995,rmove,995,995,0,0,995,995,1,995,995,995,995,995,995,6,995,995,0,995,995,0,0,995,995,930.9890969,995
995,1,995,rmove,0,995,995,1,995,995,3,0,995,995,995,995,995,9,0,995,995,995,995,1,995,995,995,2000.660602,1
0,1,1,browser,995,995,0,0,995,995,2,995,995,995,995,995,995,1,995,0,0,995,0,0,0,995,995,1105.303013,995
995,2,995,browser,995,995,995,1,995,995,997,995,995,995,995,995,995,1,995,995,995,995,995,1,995,995,995,1016.023774,995
995,2,995,browser,995,995,995,0,995,995,2,995,995,995,995,995,995,1,995,995,995,995,995,0,995,995,995,233.5872028,995
995,1,995,rmove,995,995,995,1,995,995,997,995,0,995,995,995,0,9,995,995,995,995,995,1,995,995,995,1404.117294,995
0,2,995,browser,995,995,1,0,995,995,1,995,995,995,995,995,995,1,995,995,0,995,995,0,1,995,995,1101.536652,995
995,995,995,rmove,995,995,995,1,995,995,995,995,995,995,995,995,995,9,995,995,995,995,995,1,995,995,995,118.4190232,995
995,2,995,browser,995,995,995,0,995,995,2,995,995,995,995,995,995,1,995,995,995,995,995,0,995,995,995,1110.271975,995
0,1,995,rmove,995,995,1,2,0,1,2,995,995,995,0,995,995,9,995,995,0,995,995,2,0,995,995,2356.375389,995
995,2,995,rmove,995,995,995,0,995,995,2,995,995,995,995,995,995,9,995,995,995,995,995,0,995,995,995,263.5153854,995
995,2,995,browser,995,995,995,0,995,995,1,995,995,995,995,995,995,1,995,995,995,995,995,0,995,995,995,286.7424812,995
995,1,995,rmove,995,995,995,2,995,995,2,995,995,995,995,995,995,9,995,995,995,995,995,2,995,995,995,859.5097897,995
0,1,995,rmove,995,995,1,1,995,995,2,995,995,995,995,995,995,9,995,995,0,995,995,1,0,995,995,2011.518959,995
0,1,995,rmove,995,995,0,1,995,995,2,995,995,995,995,995,995,9,995,995,0,995,995,1,0,995,995,6579.896619,995
0,2,995,rmove,995,995,1,1,995,995,1,995,0,995,995,995,0,9,995,995,0,995,995,1,0,995,995,221.8968079,995
1,2,995,rmove,995,995,0,0,995,995,1,995,995,995,995,995,995,9,995,995,0,995,995,0,1,995,995,1742.483418,995
995,1,995,rmove,995,995,995,1,995,995,2,995,1,995,995,995,0,9,995,995,995,995,995,1,995,995,995,209.2661155,995
995,2,995,rmove,995,995,995,1,995,995,4,995,995,995,995,995,995,9,995,995,995,995,995,1,995,995,995,2498.626577,995
0,2,995,rmove,995,995,0,1,0,1,1,995,995,995,0,995,995,3,995,995,0,995,995,1,0,995,995,294.2205489,995
995,2,995,browser,995,995,995,0,995,995,6,995,995,995,995,995,995,1,995,995,995,995,995,0,995,995,995,177.4896778,995
995,2,995,rmove,995,995,995,0,995,995,2,995,995,995,995,995,995,9,995,995,995,995,995,0,995,995,995,1208.957531,995
995,2,995,rmove,995,995,995,0,995,995,1,995,995,995,995,995,995,3,995,995,995,995,995,0,995,995,995,364.2558965,995
0,2,995,browser,995,995,0,2,995,995,2,995,0,995,995,995,0,1,995,995,0,995,995,2,0,995,995,2483.917392,995
