day_id,hh_id,no_travel_5,no_travel_8,no_travel_7,no_travel_99
220001280104,22000128,0,0,0,0
220064910103,22006491,0,0,0,0
220151460105,22015146,995,995,995,995
220016110105,22001611,0,0,0,0
220151830102,22015183,995,995,995,995
220045450101,22004545,995,995,995,995
220062480107,22006248,0,0,0,0
220154590107,22015459,995,995,995,995
220025890106,22002589,995,995,995,995
220070180101,22007018,995,995,995,995
220013060106,22001306,995,995,995,995
220025700103,22002570,995,995,995,995
220016110102,22001611,995,995,995,995
220052580105,22005258,0,0,0,0
220156920101,22015692,995,995,995,995
220004600107,22000460,995,995,995,995
220046830104,22004683,995,995,995,995
220152270107,22015227,995,995,995,995
220125220102,22012522,995,995,995,995
220036650106,22003665,995,995,995,995
220052600104,22005260,995,995,995,995
220120480102,22012048,0,0,0,0
220124340104,22012434,995,995,995,995
220046980102,22004698,995,995,995,995
220079820101,22007982,995,995,995,995
220133970107,22013397,995,995,995,995
220092030103,22009203,995,995,995,995
220129020107,22012902,0,0,0,0
220129600101,22012960,995,995,995,995
220069540105,22006954,995,995,995,995
220029320107,22002932,0,0,0,1
220113300105,22011330,0,0,0,0
220042930104,22004293,0,0,0,0
220120480106,22012048,995,995,995,995
220096770106,22009677,995,995,995,995
220025700107,22002570,995,995,995,995
220006070104,22000607,995,995,995,995
220134610103,22013461,995,995,995,995
220032230104,22003223,995,995,995,995
220019770102,22001977,995,995,995,995
220112270101,22011227,995,995,995,995
220140460104,22014046,995,995,995,995
220005330102,22000533,995,995,995,995
220045260103,22004526,995,995,995,995
220110230104,22011023,995,995,995,995
220134480104,22013448,995,995,995,995
220019890105,22001989,995,995,995,995
220056660107,22005666,995,995,995,995
220064910102,22006491,0,0,0,0
220013060105,22001306,0,0,1,0
220046980103,22004698,995,995,995,995
220045450104,22004545,995,995,995,995
220151830101,22015183,995,995,995,995
220151460106,22015146,995,995,995,995
220096770103,22009677,995,995,995,995
220034300101,22003430,995,995,995,995
220151460101,22015146,0,0,0,0
220036650102,22003665,995,995,995,995
220040350102,22004035,995,995,995,995
220152270104,22015227,0,0,0,0
220029320102,22002932,995,995,995,995
220154120102,22015412,995,995,995,995
220152270105,22015227,0,0,0,0
220129040101,22012904,0,0,0,0
220030590101,22003059,0,0,0,0
220071200102,22007120,995,995,995,995
220056480101,22005648,995,995,995,995
220018300102,22001830,995,995,995,995
220075220106,22007522,995,995,995,995
220084910103,22008491,995,995,995,995
220148730102,22014873,995,995,995,995
220132930107,22013293,995,995,995,995
220152270102,22015227,995,995,995,995
220083910101,22008391,995,995,995,995
220071200105,22007120,995,995,995,995
220065770105,22006577,0,0,0,0
220052580107,22005258,0,0,0,0
220001050102,22000105,995,995,995,995
220148730103,22014873,995,995,995,995
220124910107,22012491,995,995,995,995
220059940101,22005994,995,995,995,995
220023900101,22002390,0,0,0,1
220029320104,22002932,0,0,0,0
220065770102,22006577,995,995,995,995
220006550102,22000655,995,995,995,995
