hh_id,no_travel_6,no_travel_9,delivery_9,begin_day,delivery_8,no_travel_1,delivery_5,delivery_4,telecommute_time,no_travel_11,delivery_6,person_num,no_travel_12,svnday_weight
22008937,995,995,0,1,0,995,0,0,995,995,0,1,995,356.9466539
22012498,995,995,0,1,0,995,0,0,995,995,0,1,995,0.0
22007654,995,995,0,1,0,995,0,0,60,995,0,1,995,35.47460473
22016107,0,0,0,1,0,0,0,0,995,0,0,1,0,8743.442749
22010306,995,995,0,2,0,995,0,0,360,995,0,1,995,70.66141965
22004683,0,0,0,1,0,0,0,0,0,0,0,1,0,465.067991
22014894,995,995,0,3,0,995,0,0,540,995,0,1,995,161.4028569
22003464,0,0,0,1,0,0,0,0,405,0,0,1,0,148.9622722
22006491,995,995,1,4,0,995,0,0,995,995,0,1,995,339.2405986
22006539,995,995,0,1,0,995,0,1,495,995,0,1,995,44.40256741
22003059,995,995,0,1,0,995,0,0,225,995,0,1,995,256.6510465
22010388,995,995,0,1,0,995,0,1,0,995,0,1,995,0.0
22009203,995,995,0,1,0,995,1,0,0,995,0,1,995,1254.28029
22013448,995,995,0,1,0,995,0,0,195,995,0,1,995,87.91504772
22005022,995,995,0,2,0,995,0,0,600,995,0,1,995,1755.859264
22008762,995,995,0,3,0,995,0,0,480,995,0,1,995,213.1617426
22007654,995,995,0,1,0,995,1,0,30,995,0,1,995,35.47460473
22001518,995,995,0,1,0,995,1,0,120,995,0,1,995,162.7064237
22010388,995,995,1,1,0,995,0,0,0,995,0,1,995,250.2648233
22013461,995,995,0,1,0,995,0,0,0,995,0,1,995,471.3865011
22001223,995,995,0,1,0,995,0,0,995,995,0,1,995,29.03863386
22001486,995,995,0,1,0,995,1,0,60,995,0,1,995,988.2040647
22014448,995,995,0,1,0,995,0,0,995,995,0,1,995,33.31828138
22010321,0,0,0,1,0,0,0,0,0,0,0,1,0,25.28479204
22009506,995,995,1,1,0,995,0,1,405,995,0,1,995,59.26329268
22004526,0,0,0,1,0,0,0,1,995,0,0,1,0,104.9055811
22008693,995,995,0,1,0,995,0,0,995,995,0,1,995,2419.906674
22007030,995,995,0,1,0,995,0,0,0,995,0,1,995,578.5590872
22007018,995,995,0,1,0,995,0,0,0,995,0,1,995,1335.191991
22004046,995,995,0,1,0,995,0,0,0,995,0,1,995,50.96193972
22009221,0,1,0,1,0,0,0,0,995,0,0,1,0,743.4157586
22008937,995,995,0,1,0,995,0,0,995,995,0,1,995,356.9466539
22014458,995,995,0,1,0,995,0,0,450,995,0,1,995,43.88944887
22009506,0,1,0,1,0,0,0,1,0,0,0,1,0,59.26329268
22000050,0,0,0,1,0,0,0,0,995,0,0,1,0,215.7240677
22014190,0,0,0,1,0,0,0,0,480,0,0,1,0,35.14002667
22001276,995,995,0,1,0,995,0,0,480,995,0,1,995,41.27306269
22008396,995,995,0,1,0,995,0,0,0,995,0,1,995,868.1970984
22012048,995,995,0,1,0,995,0,0,15,995,0,1,995,72.31745121
22001989,0,0,0,1,0,0,0,0,465,0,0,1,0,75.95804773
22000430,995,995,0,1,0,995,0,0,995,995,0,1,995,29.1243675
22007889,995,995,0,1,0,995,0,0,495,995,0,1,995,109.3758044
22014064,995,995,0,1,0,995,0,0,480,995,0,1,995,2643.799432
22005564,0,0,0,1,0,0,1,0,995,0,0,1,0,28.51358696
22003151,995,995,0,1,0,995,0,0,0,995,0,1,995,29.15183459
22000105,995,995,0,1,0,995,0,0,0,995,0,1,995,492.3601658
22006063,995,995,0,2,0,995,0,0,995,995,0,1,995,29.48737234
22003151,995,995,0,1,0,995,0,0,0,995,0,1,995,29.15183459
22000460,0,0,0,1,0,0,1,0,360,0,0,1,0,35.47409286
22000050,995,995,0,1,0,995,0,0,995,995,0,1,995,215.7240677
22000105,995,995,0,1,0,995,0,0,450,995,0,1,995,492.3601658
22004389,0,0,0,1,0,0,0,0,0,0,0,1,0,285.451423
22007889,995,995,0,1,0,995,0,0,240,995,0,1,995,109.3758044
22007030,995,995,0,1,0,995,1,0,495,995,0,1,995,0.0
22012372,995,995,0,1,0,995,0,0,0,995,0,1,995,25.22508233
22013453,995,995,0,1,0,995,0,0,995,995,0,1,995,83.19370648
22010321,995,995,0,1,0,995,0,0,0,995,0,1,995,25.28479204
22014873,995,995,0,1,0,995,0,0,995,995,0,1,995,117.5877898
22013293,995,995,0,1,0,995,1,0,0,995,0,1,995,108.8085415
22002287,995,995,0,1,0,995,1,0,150,995,0,1,995,33.95528085
22005135,0,0,0,1,0,1,0,0,995,0,0,1,0,0.0
22013448,995,995,1,1,1,995,1,0,480,995,0,1,995,87.91504772
22009739,995,995,0,1,0,995,0,0,995,995,0,1,995,166.5230294
22001566,995,995,0,1,0,995,0,0,0,995,0,1,995,1440.95212
22014064,995,995,0,1,0,995,0,0,600,995,0,1,995,0.0
22000889,0,0,0,1,0,0,1,0,480,0,0,1,0,275.2270668
22012902,995,995,0,1,0,995,0,0,0,995,0,1,995,25.28325834
22014873,995,995,0,1,0,995,0,0,995,995,0,1,995,117.5877898
22014892,995,995,0,1,0,995,0,0,995,995,0,1,995,0.0
22015227,995,995,0,1,0,995,1,0,995,995,0,1,995,29.57112904
22007030,995,995,0,1,0,995,0,0,480,995,0,1,995,578.5590872
22002589,995,995,0,1,0,995,0,0,0,995,0,1,995,422.0569211
22007522,995,995,0,1,0,995,0,0,375,995,0,1,995,193.576273
22012096,995,995,0,1,0,995,0,0,450,995,0,1,995,0.0
22009506,0,0,0,1,0,0,0,0,525,0,0,1,0,59.26329268
22013453,995,995,0,1,0,995,0,0,995,995,0,1,995,83.19370648
22003649,995,995,0,1,0,995,1,0,0,995,0,1,995,45.65262595
22003665,995,995,0,1,0,995,0,0,0,995,0,1,995,33.95283552
22014064,995,995,0,1,0,995,0,0,600,995,0,1,995,2643.799432
22007120,995,995,0,1,0,995,0,0,15,995,0,1,995,35.38231679
22014458,995,995,0,1,0,995,0,0,450,995,0,1,995,43.88944887
22008079,995,995,0,1,0,995,0,0,995,995,0,1,995,30.165919
22004683,0,0,0,1,0,1,1,0,480,0,0,1,0,0.0
22006785,995,995,0,1,0,995,0,0,995,995,0,1,995,25.3000218
22004045,995,995,0,1,0,995,1,0,995,995,0,1,995,29.09879041
22001817,995,995,0,1,0,995,0,0,285,995,0,1,995,767.3282988
22002798,995,995,0,1,0,995,1,0,995,995,0,1,995,40.71446889
22000991,995,995,0,1,0,995,0,0,480,995,0,1,995,1370.131838
22001306,995,995,0,1,0,995,0,0,995,995,0,1,995,40.6878729
22000768,995,995,0,997,0,995,0,0,0,995,0,1,995,0.0
22015692,995,995,0,1,1,995,0,0,0,995,0,1,995,86.53404308
22013397,995,995,0,1,0,995,1,0,0,995,0,1,995,41.50038789
22003223,995,995,0,1,0,995,0,0,995,995,0,1,995,0.0
22001223,995,995,0,1,0,995,0,1,995,995,0,1,995,29.03863386
22009739,995,995,0,1,0,995,0,0,995,995,0,1,995,166.5230294
22012367,0,0,0,1,0,0,0,0,995,0,0,1,0,8782.379469
22009238,995,995,0,1,0,995,1,0,300,995,0,1,995,47.54691492
22003649,995,995,0,1,0,995,1,0,0,995,0,1,995,45.65262595
22011974,995,995,0,1,0,995,1,0,240,995,0,1,995,39.52297347
22003464,995,995,0,1,0,995,0,0,210,995,0,1,995,0.0
22002983,995,995,0,1,0,995,0,0,995,995,0,1,995,180.7695395
22003464,995,995,0,1,0,995,0,1,285,995,0,1,995,148.9622722
22011023,995,995,0,3,0,995,0,0,480,995,0,1,995,322.4411592
22009677,995,995,0,3,0,995,1,0,0,995,0,1,995,424.1714834
22011162,995,995,1,1,0,995,0,0,465,995,0,1,995,63.30382406
22008937,995,995,0,1,0,995,0,0,995,995,0,1,995,356.9466539
22001276,995,995,0,1,0,995,0,0,480,995,0,1,995,41.27306269
22014458,995,995,0,1,0,995,1,0,450,995,0,1,995,43.88944887
22013397,995,995,0,1,0,995,0,0,0,995,0,1,995,41.50038789
22000991,995,995,995,1,995,995,995,995,995,995,995,1,995,0.0
22002798,0,0,0,1,0,0,0,1,995,0,0,1,0,40.71446889
22009019,995,995,0,1,0,995,0,0,995,995,0,1,995,52.77783897
22014458,995,995,0,1,0,995,0,0,450,995,0,1,995,43.88944887
22004526,995,995,0,1,0,995,0,0,995,995,0,1,995,104.9055811
22002570,995,995,0,1,0,995,1,0,0,995,0,1,995,93.15359006
22000768,995,995,0,3,0,995,0,0,0,995,0,1,995,40.75220286
22012902,995,995,0,1,0,995,0,0,0,995,0,1,995,25.28325834
22002589,995,995,0,1,0,995,0,0,0,995,0,1,995,422.0569211
22009677,0,0,0,1,0,0,0,0,0,0,0,1,0,424.1714834
22003785,995,995,0,997,0,995,0,0,255,995,0,1,995,79.65378733
22008031,995,995,0,1,0,995,0,0,495,995,0,1,995,25.31891771
22004035,995,995,0,1,0,995,0,0,0,995,0,1,995,87.83846179
22001128,995,995,0,1,1,995,0,0,995,995,0,1,995,35.21720161
22000533,995,995,0,1,0,995,1,0,0,995,0,1,995,274.2044905
22008917,995,995,0,1,0,995,0,0,0,995,0,1,995,65.33034144
22005896,995,995,0,1,0,995,0,0,995,995,0,1,995,1368.313742
22005983,995,995,0,1,0,995,0,0,0,995,0,1,995,0.0
22015841,995,995,0,1,0,995,1,0,510,995,0,1,995,25.36079716
22002983,995,995,0,1,0,995,0,0,995,995,0,1,995,180.7695395
22008391,995,995,0,1,0,995,0,0,180,995,0,1,995,214.5661354
22015146,995,995,0,1,0,995,0,0,0,995,0,1,995,311.6531796
22003665,995,995,0,3,0,995,0,0,600,995,0,1,995,33.95283552
22008491,995,995,0,997,0,995,0,0,135,995,0,1,995,143.8016437
22014190,0,0,0,1,0,0,1,0,510,0,0,1,0,35.14002667
22000607,995,995,0,1,0,995,1,0,0,995,1,1,995,906.9303753
22001989,995,995,0,3,0,995,0,0,0,995,0,1,995,75.95804773
22005564,995,995,0,1,0,995,1,0,995,995,0,1,995,28.51358696
22007120,995,995,0,1,0,995,0,0,435,995,0,1,995,35.38231679
22002583,995,995,0,1,0,995,0,0,995,995,0,1,995,0.0
22013842,995,995,0,1,0,995,0,0,270,995,0,1,995,177.1201769
22011149,995,995,0,1,1,995,1,0,995,995,0,1,995,337.1612638
22000460,0,0,0,1,0,0,1,0,0,0,0,1,0,35.47409286
22014200,995,995,0,1,0,995,0,0,995,995,0,1,995,169.7121619
22012845,0,0,0,1,0,0,0,0,995,0,0,1,0,33.76099495
22003464,0,0,0,1,0,1,0,0,165,0,0,1,0,0.0
22012498,995,995,0,1,0,995,0,0,995,995,0,1,995,29.53254471
22015803,0,0,0,1,0,0,1,0,995,0,0,1,0,539.5993045
22012498,0,0,0,1,0,0,0,0,995,0,0,1,0,29.53254471
22000050,0,0,0,1,0,0,0,0,995,1,0,1,0,215.7240677
22004847,0,0,0,3,0,0,0,0,0,0,0,1,0,29.52172617
22012372,0,0,0,1,0,0,0,0,0,0,0,1,0,25.22508233
22006785,995,995,0,2,0,995,0,0,995,995,0,1,995,25.3000218
22008533,995,995,0,3,0,995,0,0,330,995,0,1,995,25.34357109
22000128,0,0,0,1,0,0,1,0,0,0,0,1,0,581.8659064
22008396,995,995,0,1,0,995,0,0,0,995,0,1,995,868.1970984
22004045,0,0,0,1,0,0,1,0,995,0,0,1,0,29.09879041
22000991,995,995,0,1,0,995,1,0,540,995,0,1,995,0.0
22001977,995,995,0,1,0,995,0,0,600,995,0,1,995,40.71824835
22003151,995,995,0,1,0,995,0,0,0,995,0,1,995,29.15183459
22005564,995,995,0,1,0,995,0,0,995,995,0,1,995,28.51358696
22005135,0,0,0,1,0,0,0,0,995,0,0,1,1,187.6115369
22014190,0,0,0,1,0,0,1,1,480,0,0,1,0,35.14002667
22012491,995,995,0,1,0,995,0,0,995,995,0,1,995,0.0
22002583,995,995,0,1,0,995,0,0,995,995,0,1,995,1925.829337
22009238,995,995,0,1,0,995,1,0,510,995,0,1,995,47.54691492
22002583,0,0,0,1,0,0,0,0,995,0,0,1,0,1925.829337
22011690,995,995,0,1,0,995,0,0,995,995,0,1,995,197.9975223
22015841,995,995,0,1,0,995,0,0,0,995,0,1,995,25.36079716
22001306,995,995,0,1,0,995,0,0,995,995,0,1,995,40.6878729
22008491,995,995,0,997,0,995,0,0,225,995,0,1,995,143.8016437
22001128,995,995,0,1,0,995,0,0,995,995,0,1,995,35.21720161
22007889,995,995,0,1,0,995,0,0,495,995,0,1,995,109.3758044
22001566,0,0,0,1,0,0,0,0,0,0,0,1,0,1440.95212
22004046,995,995,0,1,0,995,0,0,0,995,0,1,995,0.0
22007603,995,995,0,1,0,995,0,0,0,995,0,1,995,177.2936855
22003058,995,995,0,1,0,995,1,0,0,995,0,1,995,105.4061541
22003464,0,0,0,1,0,0,0,0,90,0,0,1,0,148.9622722
22010321,995,995,0,1,0,995,0,0,0,995,0,1,995,25.28479204
22015459,995,995,0,1,0,995,0,0,995,995,0,1,995,1018.892623
22005135,0,0,0,1,0,0,0,0,995,0,0,1,1,187.6115369
22011404,995,995,0,1,0,995,1,0,60,995,0,1,995,648.1552404
22014751,995,995,0,1,0,995,1,0,225,995,0,1,995,63.91337279
22010306,995,995,0,1,0,995,0,0,0,995,0,1,995,70.66141965
22012960,995,995,995,995,995,995,995,995,995,995,995,1,995,0.0
22000050,0,0,0,1,0,0,0,0,995,0,0,1,0,215.7240677
22011619,995,995,0,1,0,995,0,0,995,995,0,1,995,303.2830958
22004035,995,995,0,997,0,995,0,0,0,995,0,1,995,0.0
22013453,0,0,0,1,0,0,0,0,995,0,0,1,0,83.19370648
22009019,995,995,0,1,0,995,0,0,995,995,0,1,995,0.0
22023900,0,0,0,1,0,1,0,0,995,0,0,1,0,0.0
22000533,995,995,0,1,0,995,1,0,0,995,0,1,995,274.2044905
22001128,995,995,0,1,0,995,0,0,995,995,0,1,995,35.21720161
22004080,995,995,0,1,0,995,1,0,995,995,0,1,995,214.1674862
22001223,995,995,0,2,0,995,0,0,995,995,0,1,995,29.03863386
22011690,995,995,0,1,0,995,0,0,995,995,0,1,995,197.9975223
22012784,995,995,0,1,0,995,0,0,405,995,0,1,995,5004.597102
22009238,995,995,0,1,0,995,0,0,135,995,0,1,995,47.54691492
22001440,995,995,0,1,0,995,0,0,15,995,0,1,995,29.085132
22014064,995,995,0,1,0,995,0,0,600,995,0,1,995,0.0
22000607,995,995,0,1,0,995,1,0,0,995,1,1,995,906.9303753
22011330,995,995,0,1,0,995,0,1,210,995,0,1,995,402.9858437
22007831,995,995,0,1,0,995,0,0,0,995,0,1,995,25.3187957
22000128,0,0,0,1,0,0,0,0,0,0,0,1,0,581.8659064
22007889,995,995,0,1,0,995,0,0,0,995,0,1,995,109.3758044
22006954,995,995,0,1,0,995,0,0,995,995,0,1,995,482.270277
22015841,995,995,0,1,0,995,1,0,480,995,0,1,995,25.36079716
22003296,995,995,0,2,0,995,0,0,995,995,0,1,995,51.64746417
22015146,995,995,0,1,0,995,0,0,0,995,0,1,995,0.0
22014200,995,995,0,1,0,995,0,0,995,995,0,1,995,169.7121619
22007831,995,995,0,1,0,995,0,0,0,995,0,1,995,25.3187957
22014190,0,0,0,1,0,0,0,0,480,0,0,1,0,35.14002667
22008396,995,995,0,1,0,995,0,0,0,995,0,1,995,868.1970984
22008031,995,995,0,1,0,995,0,0,495,995,0,1,995,25.31891771
22000991,995,995,0,1,0,995,0,0,0,995,0,1,995,1370.131838
22005666,995,995,0,1,0,995,0,0,0,995,0,1,995,25.30162509
22009677,995,995,0,1,0,995,1,0,0,995,0,1,995,424.1714834
