day_id,person_id,travel_date,travel_dow,no_travel_13,delivery_996,summary_complete,no_travel_3
220036490101,2200364901,2022-10-12T00:00:00.000,3,995,0,1,995
220079820105,2200798201,2022-10-17T00:00:00.000,1,995,0,1,995
220147510104,2201475101,2022-10-17T00:00:00.000,1,995,0,1,995
220142000102,2201420001,2022-10-13T00:00:00.000,4,995,1,1,995
220065770104,2200657701,2022-10-16T00:00:00.000,7,0,1,1,0
220111620106,2201116201,2022-10-09T00:00:00.000,7,995,1,1,995
220148920103,2201489201,2022-10-13T00:00:00.000,4,995,1,1,995
220080790107,2200807901,2022-10-10T00:00:00.000,1,995,1,1,995
220125220105,2201252201,2022-10-24T00:00:00.000,1,995,1,1,995
220124340105,2201243401,2022-10-08T00:00:00.000,6,995,1,1,995
220148690104,2201486901,2022-10-07T00:00:00.000,5,995,0,1,995
220018300101,2200183001,2022-10-12T00:00:00.000,3,995,1,1,995
220148920105,2201489201,2022-10-15T00:00:00.000,6,0,1,1,0
220092380107,2200923801,2022-10-10T00:00:00.000,1,995,0,1,995
220085330103,2200853301,2022-10-08T00:00:00.000,6,995,1,1,995
220148730104,2201487301,2022-10-09T00:00:00.000,7,995,1,1,995
220079820102,2200798201,2022-10-14T00:00:00.000,5,995,1,1,995
220092030106,2200920301,2022-10-09T00:00:00.000,7,995,0,1,995
220129020105,2201290201,2022-10-09T00:00:00.000,7,995,1,1,995
220042930105,2200429301,2022-10-18T00:00:00.000,2,995,1,1,995
220128450104,2201284501,2022-10-27T00:00:00.000,4,0,1,1,0
220001050106,2200010501,2022-10-22T00:00:00.000,6,995,1,1,995
220116190105,2201161901,2022-10-24T00:00:00.000,1,0,1,1,0
220053590104,2200535901,2022-10-16T00:00:00.000,7,0,1,1,1
220142000101,2201420001,2022-10-12T00:00:00.000,3,995,1,1,995
220124910106,2201249101,2022-10-11T00:00:00.000,2,995,1,1,995
220040450106,2200404501,2022-10-18T00:00:00.000,2,995,0,1,995
220158030103,2201580301,2022-10-17T00:00:00.000,1,0,1,1,0
220080790103,2200807901,2022-10-06T00:00:00.000,4,995,0,1,995
220092210103,2200922101,2022-10-06T00:00:00.000,4,0,1,1,0
220076540102,2200765401,2022-10-14T00:00:00.000,5,995,0,1,995
220043890106,2200438901,2022-10-09T00:00:00.000,7,0,1,1,0
220014400102,2200144001,2022-10-14T00:00:00.000,5,995,1,1,995
220076540103,2200765401,2022-10-15T00:00:00.000,6,995,0,1,995
220129600104,2201296001,2022-11-05T00:00:00.000,6,995,995,0,995
220052580104,2200525801,2022-10-07T00:00:00.000,5,995,1,1,995
220110230106,2201102301,2022-10-17T00:00:00.000,1,995,1,1,995
220056480105,2200564801,2022-10-22T00:00:00.000,6,995,1,1,995
220087620101,2200876201,2022-10-13T00:00:00.000,4,995,1,1,995
220128450103,2201284501,2022-10-26T00:00:00.000,3,0,1,1,0
220133970105,2201339701,2022-10-19T00:00:00.000,3,995,1,1,995
220158030107,2201580301,2022-10-21T00:00:00.000,5,995,0,1,995
220014400101,2200144001,2022-10-13T00:00:00.000,4,0,1,1,1
220000500102,2200005001,2022-10-14T00:00:00.000,5,995,1,1,995
220116900106,2201169001,2022-10-19T00:00:00.000,3,995,0,1,995
220154120105,2201541201,2022-10-17T00:00:00.000,1,995,1,1,995
220030580103,2200305801,2022-10-15T00:00:00.000,6,995,0,1,995
220092210106,2200922101,2022-10-09T00:00:00.000,7,0,0,1,0
