day_id,person_id,travel_date,travel_dow,no_travel_13,delivery_996,summary_complete,no_travel_3
220006070105,2200060701,2022-10-18T00:00:00.000,2,995,0,1,995
220113300107,2201133001,2022-10-18T00:00:00.000,2,995,0,1,995
220052580102,2200525801,2022-10-05T00:00:00.000,3,995,1,1,995
220113300101,2201133001,2022-10-12T00:00:00.000,3,995,0,1,995
220148690102,2201486901,2022-10-05T00:00:00.000,3,995,0,1,995
220016110104,2200161101,2022-10-21T00:00:00.000,5,995,1,1,995
220034300104,2200343001,2022-10-08T00:00:00.000,6,995,1,1,995
220083960105,2200839601,2022-10-18T00:00:00.000,2,995,0,1,995
220083910102,2200839101,2022-10-09T00:00:00.000,7,995,1,1,995
220110230105,2201102301,2022-10-16T00:00:00.000,7,0,0,1,0
220065390105,2200653901,2022-10-18T00:00:00.000,2,0,0,1,0
220124910105,2201249101,2022-10-10T00:00:00.000,1,995,1,1,995
220080310105,2200803101,2022-10-21T00:00:00.000,5,995,1,1,995
220111490103,2201114901,2022-10-18T00:00:00.000,2,995,0,1,995
220134530106,2201345301,2022-10-09T00:00:00.000,7,0,1,1,0
220027980103,2200279801,2022-10-18T00:00:00.000,2,995,1,1,995
220031160101,2200311601,2022-10-25T00:00:00.000,2,995,1,1,995
220131110101,2201311101,2022-10-13T00:00:00.000,4,995,1,1,995
220142000104,2201420001,2022-10-15T00:00:00.000,6,995,1,1,995
220087780106,2200877801,2022-10-17T00:00:00.000,1,995,1,1,995
220120480103,2201204801,2022-10-08T00:00:00.000,6,995,1,1,995
220056480106,2200564801,2022-10-23T00:00:00.000,7,0,1,1,0
220115550101,2201155501,2022-11-02T00:00:00.000,3,995,1,1,995
220071200103,2200712001,2022-10-06T00:00:00.000,4,995,1,1,995
220019770106,2200197701,2022-10-28T00:00:00.000,5,995,1,1,995
220018300104,2200183001,2022-10-15T00:00:00.000,6,995,0,1,995
220053590103,2200535901,2022-10-15T00:00:00.000,6,995,0,1,995
220043890103,2200438901,2022-10-06T00:00:00.000,4,995,1,1,995
220015660101,2200156601,2022-10-12T00:00:00.000,3,995,0,1,995
220019890107,2200198901,2022-10-11T00:00:00.000,2,995,1,1,995
220065390106,2200653901,2022-10-19T00:00:00.000,3,995,0,1,995
220006070102,2200060701,2022-10-15T00:00:00.000,6,995,0,1,995
220120960105,2201209601,2022-10-09T00:00:00.000,7,0,1,1,0
220151460107,2201514601,2022-10-19T00:00:00.000,3,995,1,1,995
220125220104,2201252201,2022-10-23T00:00:00.000,7,995,1,1,995
220111620105,2201116201,2022-10-08T00:00:00.000,6,995,0,1,995
220052600102,2200526001,2022-10-13T00:00:00.000,4,995,0,1,995
220070300106,2200703001,2022-10-17T00:00:00.000,1,995,1,1,995
220065770106,2200657701,2022-10-18T00:00:00.000,2,995,0,1,995
220059830106,2200598301,2022-10-19T00:00:00.000,3,995,1,1,995
220083910107,2200839101,2022-10-14T00:00:00.000,5,995,0,1,995
220032230103,2200322301,2022-10-06T00:00:00.000,4,995,1,1,995
220129020104,2201290201,2022-10-08T00:00:00.000,6,995,1,1,995
220083960104,2200839601,2022-10-17T00:00:00.000,1,995,1,1,995
220046830105,2200468301,2022-10-08T00:00:00.000,6,0,0,1,0
220014400104,2200144001,2022-10-16T00:00:00.000,7,995,1,1,995
220042930101,2200429301,2022-10-14T00:00:00.000,5,995,1,1,995
220025700101,2200257001,2022-10-12T00:00:00.000,3,995,0,1,995
220034300102,2200343001,2022-10-06T00:00:00.000,4,995,0,1,995
220036490102,2200364901,2022-10-13T00:00:00.000,4,995,0,1,995
220148940107,2201489401,2022-10-10T00:00:00.000,1,995,1,1,995
220158410105,2201584101,2022-10-09T00:00:00.000,7,0,1,1,0
220122270103,2201222701,2022-10-07T00:00:00.000,5,995,1,1,995
220052600105,2200526001,2022-10-16T00:00:00.000,7,995,0,1,995
220046980107,2200469801,2022-10-17T00:00:00.000,1,995,1,1,995
220012760102,2200127601,2022-10-06T00:00:00.000,4,995,1,1,995
220116900101,2201169001,2022-10-14T00:00:00.000,5,995,1,1,995
220001280102,2200012801,2022-10-14T00:00:00.000,5,995,0,1,995
220140460102,2201404601,2022-10-15T00:00:00.000,6,0,1,1,0
220005330101,2200053301,2022-10-05T00:00:00.000,3,995,0,1,995
220096770101,2200967701,2022-10-12T00:00:00.000,3,995,0,1,995
220092210107,2200922101,2022-10-10T00:00:00.000,1,0,1,1,0
220148690107,2201486901,2022-10-10T00:00:00.000,1,995,0,1,995
220067850102,2200678501,2022-10-15T00:00:00.000,6,995,0,1,995
220015180104,2200151801,2022-10-09T00:00:00.000,7,995,1,1,995
220154590102,2201545901,2022-10-06T00:00:00.000,4,995,0,1,995
220018170102,2200181701,2022-10-15T00:00:00.000,6,995,0,1,995
220110230103,2201102301,2022-10-14T00:00:00.000,5,995,1,1,995
220141900103,2201419001,2022-10-23T00:00:00.000,7,995,1,1,995
220128450107,2201284501,2022-10-30T00:00:00.000,7,0,1,1,0
220032230107,2200322301,2022-10-10T00:00:00.000,1,995,1,1,995
220128450105,2201284501,2022-10-28T00:00:00.000,5,0,1,1,0
220080310106,2200803101,2022-10-22T00:00:00.000,6,995,1,1,995
220012230105,2200122301,2022-10-08T00:00:00.000,6,995,1,1,995
220148920104,2201489201,2022-10-14T00:00:00.000,5,995,1,1,995
220014400105,2200144001,2022-10-17T00:00:00.000,1,995,0,1,995
220119740105,2201197401,2022-10-21T00:00:00.000,5,995,1,1,995
220052600106,2200526001,2022-10-17T00:00:00.000,1,995,0,1,995
220129600103,2201296001,2022-11-04T00:00:00.000,5,995,995,0,995
220078890106,2200788901,2022-10-10T00:00:00.000,1,995,1,1,995
220084830101,2200848301,2022-10-18T00:00:00.000,2,995,1,1,995
220029320103,2200293201,2022-10-09T00:00:00.000,7,0,1,1,0
220059830105,2200598301,2022-10-18T00:00:00.000,2,995,1,1,995
220027980104,2200279801,2022-10-19T00:00:00.000,3,995,1,1,995
220029320101,2200293201,2022-10-07T00:00:00.000,5,995,1,1,995
220111620102,2201116201,2022-10-05T00:00:00.000,3,995,1,1,995
220125220101,2201252201,2022-10-20T00:00:00.000,4,995,0,1,995
220148690106,2201486901,2022-10-09T00:00:00.000,7,995,0,1,995
220032960103,2200329601,2022-10-31T00:00:00.000,1,995,1,1,995
220141900107,2201419001,2022-10-27T00:00:00.000,4,0,1,1,1
220123720104,2201237201,2022-10-07T00:00:00.000,5,995,1,1,995
220058960107,2200589601,2022-10-18T00:00:00.000,2,0,0,1,0
220045450107,2200454501,2022-10-10T00:00:00.000,1,995,1,1,995
220116190106,2201161901,2022-10-25T00:00:00.000,2,995,1,1,995
220064910101,2200649101,2022-10-12T00:00:00.000,3,0,0,1,0
220123720107,2201237201,2022-10-10T00:00:00.000,1,995,1,1,995
220075220107,2200752201,2022-10-10T00:00:00.000,1,995,1,1,995
220059940105,2200599401,2022-10-19T00:00:00.000,3,0,0,1,0
220053590101,2200535901,2022-10-13T00:00:00.000,4,995,0,1,995
220034300103,2200343001,2022-10-07T00:00:00.000,5,995,1,1,995
220084910104,2200849101,2022-10-17T00:00:00.000,1,995,1,1,995
220080790105,2200807901,2022-10-08T00:00:00.000,6,995,0,1,995
220015180107,2200151801,2022-10-12T00:00:00.000,3,995,1,1,995
220089170107,2200891701,2022-10-18T00:00:00.000,2,995,1,1,995
220027980102,2200279801,2022-10-17T00:00:00.000,1,995,1,1,995
220092380103,2200923801,2022-10-06T00:00:00.000,4,995,0,1,995
220085330102,2200853301,2022-10-07T00:00:00.000,5,995,1,1,995
220012760104,2200127601,2022-10-08T00:00:00.000,6,995,1,1,995
220059940102,2200599401,2022-10-16T00:00:00.000,7,995,1,1,995
220029830103,2200298301,2022-10-27T00:00:00.000,4,995,1,1,995
220080310107,2200803101,2022-10-23T00:00:00.000,7,995,1,1,995
220019770107,2200197701,2022-10-29T00:00:00.000,6,995,0,1,995
220040450102,2200404501,2022-10-14T00:00:00.000,5,0,0,1,0
220119740107,2201197401,2022-10-23T00:00:00.000,7,995,0,1,995
220119740103,2201197401,2022-10-19T00:00:00.000,3,995,1,1,995
220142000105,2201420001,2022-10-16T00:00:00.000,7,995,1,1,995
220070300105,2200703001,2022-10-16T00:00:00.000,7,0,0,1,0
220075220102,2200752201,2022-10-05T00:00:00.000,3,995,1,1,995
220124340106,2201243401,2022-10-09T00:00:00.000,7,995,1,1,995
220034300107,2200343001,2022-10-11T00:00:00.000,2,995,0,1,995
220030590105,2200305901,2022-10-08T00:00:00.000,6,995,1,1,995
220070180105,2200701801,2022-10-16T00:00:00.000,7,0,0,1,0
220148940104,2201489401,2022-10-07T00:00:00.000,5,995,1,1,995
220058960101,2200589601,2022-10-12T00:00:00.000,3,0,0,1,0
220013060103,2200130601,2022-10-10T00:00:00.000,1,995,1,1,995
220103880104,2201038801,2022-10-08T00:00:00.000,6,995,0,1,995
220084910106,2200849101,2022-10-19T00:00:00.000,3,995,1,1,995
220037850104,2200378501,2022-10-07T00:00:00.000,5,995,1,1,995
220006550104,2200065501,2022-10-27T00:00:00.000,4,995,1,1,995
220095060106,2200950601,2022-10-10T00:00:00.000,1,995,0,1,995
220111490107,2201114901,2022-10-22T00:00:00.000,6,995,0,1,995
220031510101,2200315101,2022-10-15T00:00:00.000,6,0,0,1,0
220097390106,2200973901,2022-10-16T00:00:00.000,7,995,1,1,995
220134610104,2201346101,2022-10-26T00:00:00.000,3,995,1,1,995
220004300105,2200043001,2022-10-10T00:00:00.000,1,995,0,1,995
220031510102,2200315101,2022-10-16T00:00:00.000,7,995,1,1,995
220025890102,2200258901,2022-10-05T00:00:00.000,3,0,0,1,0
220030590106,2200305901,2022-10-09T00:00:00.000,7,995,1,1,995
220154120104,2201541201,2022-10-16T00:00:00.000,7,995,1,1,995
220067850107,2200678501,2022-10-20T00:00:00.000,4,995,1,1,995
220132930104,2201329301,2022-10-15T00:00:00.000,6,995,0,1,995
220124980101,2201249801,2022-10-13T00:00:00.000,4,0,0,1,0
220132930102,2201329301,2022-10-13T00:00:00.000,4,995,0,1,995
220060630105,2200606301,2022-10-17T00:00:00.000,1,995,1,1,995
220147510102,2201475101,2022-10-15T00:00:00.000,6,995,0,1,995
220032960107,2200329601,2022-11-04T00:00:00.000,5,995,1,1,995
220046830103,2200468301,2022-10-06T00:00:00.000,4,995,0,1,995
220113300103,2201133001,2022-10-14T00:00:00.000,5,995,0,1,995
220132930101,2201329301,2022-10-12T00:00:00.000,3,995,1,1,995
220129600105,2201296001,2022-11-06T00:00:00.000,7,995,995,0,995
220156920102,2201569201,2022-10-05T00:00:00.000,3,995,1,1,995
220129600107,2201296001,2022-11-08T00:00:00.000,2,995,995,0,995
220059830102,2200598301,2022-10-15T00:00:00.000,6,995,1,1,995
220087780102,2200877801,2022-10-13T00:00:00.000,4,995,1,1,995
220129600102,2201296001,2022-11-03T00:00:00.000,4,995,0,1,995
220056480104,2200564801,2022-10-21T00:00:00.000,5,995,1,1,995
220048470103,2200484701,2022-11-02T00:00:00.000,3,0,1,1,0
220037850103,2200378501,2022-10-06T00:00:00.000,4,995,1,1,995
220069540102,2200695401,2022-10-13T00:00:00.000,4,995,1,1,995
220045260104,2200452601,2022-10-15T00:00:00.000,6,0,1,1,0
220124340101,2201243401,2022-10-04T00:00:00.000,2,995,0,1,995
220051350101,2200513501,2022-10-07T00:00:00.000,5,1,0,1,0
220134530105,2201345301,2022-10-08T00:00:00.000,6,995,1,1,995
220056660101,2200566601,2022-10-26T00:00:00.000,3,995,1,1,995
220103060102,2201030601,2022-10-23T00:00:00.000,7,995,1,1,995
220122270101,2201222701,2022-10-05T00:00:00.000,3,995,1,1,995
220125220103,2201252201,2022-10-22T00:00:00.000,6,995,1,1,995
220022870104,2200228701,2022-10-15T00:00:00.000,6,995,0,1,995
220134480105,2201344801,2022-10-22T00:00:00.000,6,995,0,1,995
220144580103,2201445801,2022-10-08T00:00:00.000,6,995,1,1,995
220119740104,2201197401,2022-10-20T00:00:00.000,4,995,1,1,995
220144580101,2201445801,2022-10-06T00:00:00.000,4,995,1,1,995
220158410101,2201584101,2022-10-05T00:00:00.000,3,995,0,1,995
220122650101,2201226501,2022-10-06T00:00:00.000,4,995,1,1,995
220134480106,2201344801,2022-10-23T00:00:00.000,7,995,0,1,995
220154120106,2201541201,2022-10-18T00:00:00.000,2,995,1,1,995
220018300105,2200183001,2022-10-16T00:00:00.000,7,995,1,1,995
220103060104,2201030601,2022-10-25T00:00:00.000,2,995,0,1,995
220151830106,2201518301,2022-10-12T00:00:00.000,3,0,0,1,0
220014400107,2200144001,2022-10-19T00:00:00.000,3,995,1,1,995
220015180106,2200151801,2022-10-11T00:00:00.000,2,995,1,1,995
220014400106,2200144001,2022-10-18T00:00:00.000,2,995,1,1,995
220147510107,2201475101,2022-10-20T00:00:00.000,4,995,0,1,995
220048470104,2200484701,2022-11-03T00:00:00.000,4,0,1,1,0
220152270101,2201522701,2022-10-05T00:00:00.000,3,995,0,1,995
220158560101,2201585601,2022-10-20T00:00:00.000,4,995,0,1,995
220056660105,2200566601,2022-10-30T00:00:00.000,7,995,0,1,995
220148940106,2201489401,2022-10-09T00:00:00.000,7,995,1,1,995
220158410106,2201584101,2022-10-10T00:00:00.000,1,995,1,1,995
220059940106,2200599401,2022-10-20T00:00:00.000,4,995,0,1,995
220148920101,2201489201,2022-10-11T00:00:00.000,2,0,1,1,0
220007680104,2200076801,2022-10-08T00:00:00.000,6,995,1,1,995
220111620101,2201116201,2022-10-04T00:00:00.000,2,995,0,1,995
220148920106,2201489201,2022-10-16T00:00:00.000,7,0,1,1,0
220022870107,2200228701,2022-10-18T00:00:00.000,2,995,0,1,995
220078310104,2200783101,2022-10-17T00:00:00.000,1,995,1,1,995
220019770105,2200197701,2022-10-27T00:00:00.000,4,995,1,1,995
220075220104,2200752201,2022-10-07T00:00:00.000,5,995,1,1,995
220116900105,2201169001,2022-10-18T00:00:00.000,2,995,0,1,995
220056480102,2200564801,2022-10-19T00:00:00.000,3,995,0,1,995
220036420101,2200364201,2022-11-02T00:00:00.000,3,995,1,1,995
220001280106,2200012801,2022-10-18T00:00:00.000,2,995,1,1,995
