trip_id,bike_park_loc,transit_type,scooter_park_location,d_purpose_category_linked,mode_priority_nyc,distance_miles,r_timeofday,travel_date,ev_charge_station_level_997,park_location,duration_minutes,ev_charge_station_level_2,work_trip,d_county,person_num,ev_charge_station_level_1,r_d_purpose_category_linked,depart_minute,unlinked_trip
2200065501034,995,995,995,1,6,22.18556244,5,2022-10-29T00:00:00.000,995,4,129,995,0,36005,1,995,1,40,0
2200258901007,995,995,995,9,1,0.124737591,5,2022-10-04T00:00:00.000,995,995,0,995,0,36005,1,995,9,53,0
2200053301028,995,1,995,3,62,4.032894567,2,2022-10-08T00:00:00.000,995,995,16,995,0,36119,1,995,3,44,0
2200279801004,995,995,995,6,1,0.265273046,3,2022-10-16T00:00:00.000,995,995,62,995,0,36061,1,995,6,58,0
2200181701010,995,12,995,2,23,0.868741736,1,2022-10-17T00:00:00.000,995,995,13,995,1,36005,1,995,2,44,1
2200228701009,995,995,995,1,1,0.460808234,3,2022-10-16T00:00:00.000,995,995,1,995,0,36005,1,995,1,39,0
2200144001017,995,995,995,7,1,0.318833625,2,2022-10-17T00:00:00.000,995,995,9,995,0,36005,1,995,7,14,0
2200060701049,995,11,995,2,1,0.204974545,2,2022-10-20T00:00:00.000,995,995,5,995,1,36005,1,995,2,45,1
2200228701015,995,1,995,1,1,0.691472405,3,2022-10-17T00:00:00.000,995,995,6,995,0,36005,1,995,1,52,1
2200257001014,995,995,995,1,1,0.037644336,3,2022-10-13T00:00:00.000,995,995,1,995,0,36005,1,995,1,45,0
2200122301045,995,10,995,7,30,,2,2022-10-05T00:00:00.000,995,995,0,995,0,36061,1,995,7,57,1
2200156601014,995,995,995,1,6,11.08828159,5,2022-10-14T00:00:00.000,995,4,54,995,0,36005,1,995,1,13,0
2200012801053,995,995,995,1,6,0.691412328,2,2022-10-19T00:00:00.000,995,4,6,995,0,36005,1,995,1,21,0
2200258901014,995,10,995,1,1,0.296737369,3,2022-10-07T00:00:00.000,995,995,12,995,0,36047,1,995,1,21,1
2200010501043,995,995,995,8,1,0.255682224,2,2022-10-21T00:00:00.000,995,995,7,995,0,36061,1,995,8,1,0
2200144001037,995,11,995,8,30,9.41335773,4,2022-10-19T00:00:00.000,995,995,27,995,0,36061,1,995,8,29,1
2200053301040,995,10,995,1,30,8.47013644,5,2022-10-11T00:00:00.000,995,995,29,995,0,36005,1,995,1,1,1
2200127601009,995,995,995,9,1,0.169745739,2,2022-10-06T00:00:00.000,995,995,3,995,0,36061,1,995,9,24,0
2200043001027,995,995,995,1,6,0.768074732,2,2022-10-12T00:00:00.000,995,4,8,995,0,36005,1,995,1,52,0
2200046001009,995,10,995,3,1,1.11103278,5,2022-10-25T00:00:00.000,995,995,24,995,0,36005,1,995,3,51,1
2200122301026,995,10,995,1,30,26.02539267,2,2022-10-08T00:00:00.000,995,995,102,995,0,36005,1,995,1,17,1
2200151801007,995,995,995,8,1,0.571912393,4,2022-10-07T00:00:00.000,995,995,7,995,0,36061,1,995,8,52,0
2200076801064,995,995,995,13,995,0.126018059,3,2022-10-10T00:00:00.000,995,995,4,995,0,36047,1,995,13,41,0
2200257001016,995,995,995,3,1,0.363071536,2,2022-10-14T00:00:00.000,995,995,11,995,0,36005,1,995,3,29,0
2200065501021,995,995,995,1,49,1.642688481,5,2022-10-27T00:00:00.000,995,995,9,995,0,36005,1,995,1,9,0
2200099101016,995,995,995,12,1,0.889994489,3,2022-10-16T00:00:00.000,995,995,9,995,0,36005,1,995,13,51,0
2200183001010,995,995,995,7,1,0.356505168,3,2022-10-12T00:00:00.000,995,995,10,995,0,36061,1,995,7,18,0
2200183001034,995,995,995,8,1,0.612064607,2,2022-10-15T00:00:00.000,995,995,19,995,0,36005,1,995,8,20,0
2200156601011,995,995,995,1,6,4.200368797,3,2022-10-14T00:00:00.000,995,4,43,995,0,36005,1,995,1,4,0
2200156601009,995,995,995,1,1,0.276648299,3,2022-10-13T00:00:00.000,995,995,6,995,0,36005,1,995,1,47,0
2200112801008,995,12,995,4,1,0.246472745,1,2022-10-27T00:00:00.000,995,995,3,995,0,36005,1,995,4,49,1
2200151801002,995,10,995,3,1,1.31822135,1,2022-10-06T00:00:00.000,995,995,60,995,0,36061,1,995,3,46,1
2200060701055,995,11,995,1,1,0.229768718,4,2022-10-20T00:00:00.000,995,995,4,995,0,36061,1,995,1,7,1
2200122301019,995,995,995,7,1,0.816005294,2,2022-10-07T00:00:00.000,995,995,20,995,0,36081,1,995,7,26,0
2200076801071,7,10,995,1,30,10.75546601,5,2022-10-11T00:00:00.000,995,995,68,995,0,36005,1,995,1,30,1
2200257001007,995,995,995,7,1,0.161211887,5,2022-10-12T00:00:00.000,995,995,4,995,0,36005,1,995,7,9,0
2200112801010,995,12,995,1,1,0.419963136,2,2022-10-27T00:00:00.000,995,995,8,995,0,36005,1,995,1,19,1
2200181701009,995,995,995,1,1,0.518253123,2,2022-10-16T00:00:00.000,995,995,19,995,0,36005,1,995,1,41,0
2200043001025,995,995,995,1,6,1.073488983,2,2022-10-12T00:00:00.000,995,4,10,995,0,36005,1,995,1,23,0
2200065501015,995,995,995,3,6,1.966529745,1,2022-10-27T00:00:00.000,995,4,16,995,0,36005,1,995,3,44,0
2200228701002,995,995,995,6,1,0.023241293,2,2022-10-12T00:00:00.000,995,995,1,995,0,36005,1,995,6,44,0
2200012801047,995,995,995,8,6,1.970240737,2,2022-10-19T00:00:00.000,995,6,10,995,0,36005,1,995,8,16,0
2200010501058,995,995,995,11,1,1.872042763,3,2022-10-22T00:00:00.000,995,995,29,995,0,36005,1,995,11,19,0
2200258901028,995,995,995,9,1,0.433367833,2,2022-10-09T00:00:00.000,995,995,16,995,0,995,1,995,9,47,0
2200151801033,995,995,995,1,6,3.781305843,3,2022-10-12T00:00:00.000,995,4,21,995,0,36005,1,995,1,59,0
2200148601004,995,10,995,3,61,,1,2022-10-11T00:00:00.000,995,995,0,995,0,36061,1,995,3,0,0
2200012801013,995,995,995,1,6,1.135865583,3,2022-10-14T00:00:00.000,995,4,16,995,0,36005,1,995,1,34,0
2200010501011,995,10,995,10,1,0.320856843,5,2022-10-17T00:00:00.000,995,995,11,995,0,36005,1,995,7,46,1
2200010501034,995,995,995,2,1,0.292147393,2,2022-10-20T00:00:00.000,995,995,11,995,1,36061,1,995,2,3,0
2200010501033,995,995,995,8,1,0.536280787,2,2022-10-20T00:00:00.000,995,995,11,995,0,36061,1,995,8,7,0
2200053301030,995,995,995,1,1,0.117886718,5,2022-10-09T00:00:00.000,995,995,3,995,0,36005,1,995,1,12,0
2200053301020,995,995,995,3,1,0.754070247,1,2022-10-08T00:00:00.000,995,995,10,995,0,36005,1,995,3,5,0
2200076801076,995,10,995,8,30,,2,2022-10-05T00:00:00.000,995,995,0,995,0,36047,1,995,8,48,1
2200183001039,995,995,995,1,1,0.108397887,3,2022-10-16T00:00:00.000,995,995,0,995,0,36005,1,995,1,18,0
2200257001027,995,995,995,2,1,0.29242117,4,2022-10-16T00:00:00.000,995,995,7,995,1,36005,1,995,2,41,0
2200060701031,995,11,995,2,1,0.760762852,2,2022-10-18T00:00:00.000,995,995,169,995,1,36061,1,995,2,50,1
2200122301042,995,10,995,1,23,1.268936777,2,2022-10-10T00:00:00.000,995,995,28,995,0,36005,1,995,1,24,1
2201831701023,995,995,995,8,6,5.207190187,2,2022-10-08T00:00:00.000,995,3,95,995,0,995,1,995,8,45,0
2200183001015,995,11,995,7,23,2.74598093,4,2022-10-12T00:00:00.000,995,995,25,995,0,36005,1,995,7,19,1
2200012801023,995,995,995,1,6,2.692183048,2,2022-10-17T00:00:00.000,995,4,28,995,0,36005,1,995,1,12,0
2200099101005,995,995,995,1,6,0.547574667,1,2022-10-14T00:00:00.000,995,4,3,995,0,36005,1,995,1,38,0
2200198901038,995,10,995,2,58,,1,2022-10-11T00:00:00.000,995,995,0,995,1,36061,1,995,2,54,1
2200010501049,995,995,995,1,1,0.2749641,3,2022-10-21T00:00:00.000,995,995,8,995,0,36005,1,995,1,54,0
2200198901023,995,995,995,9,6,13.04520634,2,2022-10-09T00:00:00.000,995,3,38,995,0,995,1,995,9,23,0
2200181701002,995,995,995,8,1,0.27073031,2,2022-10-15T00:00:00.000,995,995,13,995,0,36005,1,995,8,4,0
2200065501009,995,995,995,1,6,0.782939513,2,2022-10-25T00:00:00.000,995,4,7,995,0,36005,1,995,1,44,0
2200127601020,995,995,995,9,1,0.064266864,2,2022-10-08T00:00:00.000,995,995,5,995,0,36071,1,995,9,45,0
2200010501002,995,995,995,10,1,0.248131942,3,2022-10-17T00:00:00.000,995,995,6,995,0,36061,1,995,7,8,0
2200151801041,995,10,995,1,30,,2,2022-10-08T00:00:00.000,995,4,0,995,0,36005,1,995,1,15,0
2200151801038,995,10,995,9,30,,2,2022-10-08T00:00:00.000,995,4,0,995,0,36005,1,995,9,4,0
2200043001001,995,995,995,8,1,0.247003313,2,2022-10-06T00:00:00.000,995,995,7,995,0,36005,1,995,8,10,0
2200010501063,995,10,995,9,30,,4,2022-10-17T00:00:00.000,995,995,0,995,0,36005,1,995,9,0,1
2200112801045,995,12,995,4,30,,1,2022-11-01T00:00:00.000,995,995,0,995,0,36005,1,995,4,19,1
2200053301032,995,10,995,2,23,2.150315738,5,2022-10-10T00:00:00.000,995,995,23,995,1,36005,1,995,2,59,1
2200151801037,995,10,995,6,30,,1,2022-10-11T00:00:00.000,995,995,0,995,0,36061,1,995,6,1,1
2200144001004,995,995,995,1,1,0.377230284,5,2022-10-14T00:00:00.000,995,995,15,995,0,36005,1,995,1,18,0
2200161101007,995,12,995,10,30,,2,2022-10-19T00:00:00.000,995,995,0,995,0,36061,1,995,7,25,1
2200144001020,995,11,995,3,1,0.232231647,3,2022-10-17T00:00:00.000,995,995,5,995,0,36005,1,995,3,14,1
2200258901008,995,995,995,1,1,0.139435792,5,2022-10-04T00:00:00.000,995,995,0,995,0,36005,1,995,1,2,0
2200076801026,995,10,995,2,1,0.097487954,2,2022-10-07T00:00:00.000,995,995,2,995,1,36081,1,995,2,57,1
2200258901041,995,3,995,9,58,,1,2022-10-10T00:00:00.000,995,995,0,995,0,36005,1,995,9,35,1
2200258301019,995,995,995,1,995,0.151174726,3,2022-10-08T00:00:00.000,995,995,4,995,0,36005,1,995,1,26,0
2200065501008,995,995,995,9,6,1.072638964,2,2022-10-25T00:00:00.000,995,4,6,995,0,36005,1,995,9,26,0
2200099101015,995,995,995,1,6,16.49278584,3,2022-10-15T00:00:00.000,995,4,50,995,0,36005,1,995,1,21,0
2200197701042,995,10,995,1,1,0.389766612,5,2022-10-28T00:00:00.000,995,995,26,995,0,36005,1,995,1,23,1
2200198901026,995,995,995,8,6,0.200869271,3,2022-10-09T00:00:00.000,995,6,0,995,0,995,1,995,8,2,0
2200197701030,995,10,995,3,1,0.628746293,3,2022-10-27T00:00:00.000,995,995,13,995,0,36061,1,995,3,18,1
2200076801003,995,10,995,10,1,0.128122642,2,2022-10-05T00:00:00.000,995,995,3,995,0,36005,1,995,7,29,1
2200043001003,995,995,995,1,1,0.1051995,2,2022-10-06T00:00:00.000,995,995,3,995,0,36005,1,995,1,26,0
2200060701018,995,11,995,2,1,0.278703352,2,2022-10-17T00:00:00.000,995,995,1,995,1,36005,1,995,2,1,1
2200060701040,995,11,995,2,30,0.510409254,2,2022-10-19T00:00:00.000,995,995,8,995,1,36005,1,995,2,39,1
2200198901018,995,995,995,6,6,8.027465112,3,2022-10-08T00:00:00.000,995,6,24,995,0,36005,1,995,6,34,0
2200076801063,995,10,995,2,1,1.011649679,3,2022-10-10T00:00:00.000,995,995,24,995,1,36047,1,995,2,4,1
2200053301024,995,1,995,3,62,1.108008445,2,2022-10-08T00:00:00.000,995,4,2,995,0,36119,1,995,3,10,0
2200151801035,995,10,995,1,30,,3,2022-10-06T00:00:00.000,995,995,0,995,0,36005,1,995,1,45,1
2200156601025,995,995,995,1,6,4.081810201,2,2022-10-18T00:00:00.000,995,4,31,995,0,36005,1,995,1,48,0
2200258901027,995,995,995,9,1,0.448914088,2,2022-10-09T00:00:00.000,995,995,13,995,0,995,1,995,9,34,0
2200012801035,995,995,995,7,6,0.30103656,2,2022-10-18T00:00:00.000,995,3,8,995,0,36005,1,995,7,56,0
2200258301012,995,995,995,1,1,0.204738087,2,2022-10-07T00:00:00.000,995,995,8,995,0,36005,1,995,1,12,0
2200076801023,995,10,995,2,1,0.124373962,2,2022-10-07T00:00:00.000,995,995,1,995,1,36005,1,995,2,26,1
2200156601023,995,995,995,1,6,4.411658446,3,2022-10-17T00:00:00.000,995,4,40,995,0,36005,1,995,1,34,0
2200112801041,995,12,995,9,55,,3,2022-10-31T00:00:00.000,995,995,0,995,0,36061,1,995,9,38,1
2200012801020,995,995,995,1,6,0.66020141,2,2022-10-16T00:00:00.000,995,4,6,995,0,36005,1,995,1,20,0
2200122301011,995,10,995,12,1,0.282413102,2,2022-10-06T00:00:00.000,995,995,15,995,0,36005,1,995,13,9,1
2200060701015,995,995,995,1,6,0.232881009,4,2022-10-15T00:00:00.000,995,1,5,995,0,36005,1,995,1,32,0
2200130601009,995,995,995,10,49,8.140075785,5,2022-10-10T00:00:00.000,995,995,19,995,0,36061,1,995,7,5,0
2200012801048,995,995,995,6,6,0.322573857,2,2022-10-19T00:00:00.000,995,6,16,995,0,36005,1,995,6,27,0
2200053301034,995,10,995,1,1,0.102104149,3,2022-10-10T00:00:00.000,995,995,0,995,0,36005,1,995,1,58,1
2200183001005,995,995,995,7,1,0.51392725,2,2022-10-12T00:00:00.000,995,995,11,995,0,36005,1,995,7,17,0
2200012801012,995,995,995,6,6,0.555607486,3,2022-10-14T00:00:00.000,995,6,5,995,0,36005,1,995,6,12,0
2200122301009,995,10,995,1,30,6.270470945,2,2022-10-05T00:00:00.000,995,995,14,995,0,36005,1,995,1,39,1
2200010501013,995,10,995,10,1,0.288167946,5,2022-10-17T00:00:00.000,995,995,10,995,0,36005,1,995,7,18,1
2200144001032,995,995,995,12,1,0.437856362,3,2022-10-18T00:00:00.000,995,995,9,995,0,36005,1,995,13,32,0
2200012801044,995,995,995,6,6,0.536961578,1,2022-10-19T00:00:00.000,995,6,5,995,0,36005,1,995,6,41,0
2200127601016,995,995,995,9,6,6.471700563,2,2022-10-08T00:00:00.000,995,3,11,995,0,36071,1,995,9,57,0
2200060701060,995,11,995,2,30,,2,2022-10-19T00:00:00.000,995,995,0,995,1,36005,1,995,2,39,1
2200065501005,995,995,995,3,6,2.516813301,1,2022-10-25T00:00:00.000,995,4,22,995,0,36005,1,995,3,27,0
2200258301015,995,995,995,9,1,0.454518674,3,2022-10-08T00:00:00.000,995,995,18,995,0,36005,1,995,9,2,0
2200053301006,995,10,995,2,1,0.319961918,5,2022-10-06T00:00:00.000,995,995,4,995,1,36005,1,995,2,53,1
2200065501007,995,995,995,3,1,0.274689302,2,2022-10-25T00:00:00.000,995,995,10,995,0,36005,1,995,3,30,0
2200127601025,995,995,995,10,6,0.120467121,2,2022-10-09T00:00:00.000,995,3,0,995,0,36005,1,995,7,40,0
2200099101009,995,995,995,6,995,0.718865661,2,2022-10-15T00:00:00.000,995,995,14,995,0,36061,1,995,6,21,0
2200053301003,995,995,995,1,1,0.11312072,3,2022-10-05T00:00:00.000,995,995,0,995,0,36005,1,995,1,59,0
2200183001017,995,995,995,12,1,0.141606259,4,2022-10-12T00:00:00.000,995,995,1,995,0,36005,1,995,13,37,0
2200130601015,995,10,995,7,1,0.322119593,2,2022-10-14T00:00:00.000,995,995,3,995,0,36005,1,995,7,46,1
2200010501025,995,995,995,9,5,7.047032978,2,2022-10-19T00:00:00.000,995,995,102,995,0,36005,1,995,9,38,0
2200151801039,995,10,995,1,30,,2,2022-10-08T00:00:00.000,995,4,0,995,0,36005,1,995,1,7,0
2200012801033,995,995,995,1,6,7.932514519,2,2022-10-18T00:00:00.000,995,4,27,995,0,36005,1,995,1,7,0
2200130601014,995,10,995,1,1,0.45129322,2,2022-10-11T00:00:00.000,995,995,10,995,0,36005,1,995,1,26,1
2200076801051,995,995,995,8,1,0.100868933,5,2022-10-09T00:00:00.000,995,995,3,995,0,36047,1,995,8,13,0
2200012801004,995,995,995,8,6,3.765442955,1,2022-10-13T00:00:00.000,995,4,27,995,0,36005,1,995,8,58,0
2200012801022,995,995,995,10,6,1.351673175,1,2022-10-17T00:00:00.000,995,4,14,995,0,36005,1,995,7,3,0
2200065501031,995,995,995,6,6,1.076613604,2,2022-10-29T00:00:00.000,995,4,9,995,0,36047,1,995,6,21,0
2200151801019,995,995,995,7,1,6.555222603,5,2022-10-09T00:00:00.000,995,995,735,995,0,36005,1,995,7,0,0
2200043001013,995,995,995,8,6,3.005053492,2,2022-10-10T00:00:00.000,995,4,18,995,0,36005,1,995,8,45,0
2200151801017,995,995,995,1,995,4.067401891,3,2022-10-08T00:00:00.000,995,995,30,995,0,36005,1,995,1,40,0
2200053301002,995,10,995,2,23,2.148002206,5,2022-10-05T00:00:00.000,995,995,20,995,1,36005,1,995,2,18,1
2200197701019,995,995,995,7,1,0.529022938,2,2022-10-26T00:00:00.000,995,995,11,995,0,36005,1,995,7,35,0
2200130601008,995,995,995,1,1,0.191398793,2,2022-10-09T00:00:00.000,995,995,20,995,0,36005,1,995,1,5,0
2200060701001,995,995,995,11,34,15.66172342,2,2022-10-14T00:00:00.000,995,7,42,995,0,36061,1,995,11,5,0
2200258901019,995,10,995,2,30,0.919062823,1,2022-10-08T00:00:00.000,995,995,7,995,1,36047,1,995,2,21,1
2200076801062,995,10,995,2,30,2.154428852,2,2022-10-10T00:00:00.000,995,995,5,995,1,36047,1,995,2,59,1
2200151801005,995,10,995,9,30,8.519883833,4,2022-10-07T00:00:00.000,995,3,39,995,0,36061,1,995,9,8,0
2200144001041,995,11,995,1,30,10.20137812,5,2022-10-19T00:00:00.000,995,995,27,995,0,36005,1,995,1,39,1
2200012801052,995,995,995,6,6,0.567728264,2,2022-10-19T00:00:00.000,995,6,7,995,0,36005,1,995,6,8,0
2200151801010,995,10,995,1,30,0.116254505,2,2022-10-08T00:00:00.000,995,4,8,995,0,36005,1,995,1,7,0
2200076801067,7,995,995,11,201,0.930261433,5,2022-10-10T00:00:00.000,995,995,14,995,0,36047,1,995,11,42,0
2200112801017,995,995,995,1,1,1.537171236,4,2022-10-30T00:00:00.000,995,995,33,995,0,36005,1,995,1,28,0
2200197701020,995,10,995,6,1,0.193827388,2,2022-10-26T00:00:00.000,995,995,4,995,0,36005,1,995,6,59,1
2200156601016,995,995,995,10,6,0.82843466,3,2022-10-16T00:00:00.000,995,6,6,995,0,36005,1,995,7,31,0
2200181701008,995,995,995,7,1,0.662964961,2,2022-10-16T00:00:00.000,995,995,19,995,0,36005,1,995,7,22,0
2200279801006,995,995,10,12,73,8.059448992,4,2022-10-16T00:00:00.000,995,995,204,995,0,36061,1,995,13,28,0
2200010501044,995,995,995,2,1,0.238574025,2,2022-10-21T00:00:00.000,995,995,1,995,1,36061,1,995,2,2,0
2200257001036,995,995,995,1,1,0.46746251,4,2022-10-17T00:00:00.000,995,995,11,995,0,36005,1,995,1,21,0
2200198901027,995,995,995,1,6,13.62832919,3,2022-10-09T00:00:00.000,995,3,65,995,0,36005,1,995,1,8,0
2200258301007,995,995,995,1,1,0.259253129,2,2022-10-06T00:00:00.000,995,995,7,995,0,36005,1,995,1,9,0
2200043001020,995,995,995,1,6,0.799411596,2,2022-10-11T00:00:00.000,995,4,10,995,0,36005,1,995,1,13,0
2200053301021,995,1,995,3,62,1.865553484,1,2022-10-08T00:00:00.000,995,995,12,995,0,36005,1,995,3,34,0
2200046001010,995,10,995,3,30,,4,2022-10-25T00:00:00.000,995,995,0,995,0,36081,1,995,3,3,1
2200258901003,995,10,995,2,30,0.309283631,1,2022-10-04T00:00:00.000,995,995,7,995,1,36047,1,995,2,49,1
2200053301027,995,1,995,3,62,4.720677252,2,2022-10-08T00:00:00.000,995,995,56,995,0,36119,1,995,3,37,0
2200076801081,995,10,995,7,30,,2,2022-10-05T00:00:00.000,995,995,0,995,0,36081,1,995,7,34,1
2200060701043,995,11,995,2,1,0.248015319,2,2022-10-19T00:00:00.000,995,995,125,995,1,36061,1,995,2,19,1
2200076801014,995,995,995,2,1,0.420034802,5,2022-10-05T00:00:00.000,995,995,9,995,1,36047,1,995,2,38,0
2200144001039,995,995,995,8,1,0.557862891,4,2022-10-19T00:00:00.000,995,995,10,995,0,36061,1,995,8,0,0
2200053301014,995,995,995,3,49,0.603627259,5,2022-10-07T00:00:00.000,995,995,596,995,0,36005,1,995,3,54,0
2200060701027,995,11,995,1,30,9.108965241,4,2022-10-17T00:00:00.000,995,995,40,995,0,36005,1,995,1,25,1
2200151801003,995,10,995,1,30,6.864233828,3,2022-10-06T00:00:00.000,995,995,63,995,0,36005,1,995,1,45,1
2200197701033,995,10,995,1,1,0.422583708,5,2022-10-27T00:00:00.000,995,995,12,995,0,36005,1,995,1,48,1
2200053301022,995,1,995,3,62,52.85661713,1,2022-10-08T00:00:00.000,995,995,76,995,0,36119,1,995,3,58,0
2200198901014,995,995,995,1,6,4.4959831,2,2022-10-08T00:00:00.000,995,4,22,995,0,36005,1,995,1,52,0
2200060701034,995,11,995,1,1,0.147931357,3,2022-10-18T00:00:00.000,995,995,4,995,0,36061,1,995,1,46,1
2200258301005,995,995,995,1,1,0.255917893,1,2022-10-06T00:00:00.000,995,995,6,995,0,36005,1,995,1,12,0
2200005001003,995,995,995,7,1,0.736289689,4,2022-10-18T00:00:00.000,995,995,18,995,0,36061,1,995,7,49,0
2200258901032,995,995,995,1,6,46.44094001,5,2022-10-09T00:00:00.000,995,4,76,995,0,36005,1,995,1,1,0
2200122301038,995,10,995,1,30,8.95063799,3,2022-10-09T00:00:00.000,995,995,35,995,0,36005,1,995,1,37,1
2200183001013,995,11,995,9,1,0.306421542,3,2022-10-12T00:00:00.000,995,995,8,995,0,36061,1,995,9,33,1
2200010501012,995,10,995,10,23,1.58284531,5,2022-10-17T00:00:00.000,995,995,19,995,0,36005,1,995,7,58,1
2200197701048,995,10,995,9,30,,4,2022-10-23T00:00:00.000,995,995,0,995,0,36061,1,995,9,40,1
2200010501006,995,10,995,11,30,1.165031968,3,2022-10-17T00:00:00.000,995,995,6,995,0,36005,1,995,11,3,1
2200258901020,995,10,995,2,1,0.302753561,1,2022-10-08T00:00:00.000,995,995,7,995,1,36047,1,995,2,29,1
2200043001021,995,995,995,7,6,2.880561204,3,2022-10-11T00:00:00.000,995,3,28,995,0,36061,1,995,7,19,0
2200122301043,995,10,995,8,23,,2,2022-10-04T00:00:00.000,995,995,0,995,0,36005,1,995,8,26,1
2200012801042,995,995,995,1,6,0.195927722,3,2022-10-18T00:00:00.000,995,4,4,995,0,36005,1,995,1,54,0
2200198901033,995,995,995,2,6,0.631999019,1,2022-10-11T00:00:00.000,995,6,19,995,1,36005,1,995,2,51,0
2200043001005,995,995,995,1,6,0.424970462,3,2022-10-06T00:00:00.000,995,4,82,995,0,36005,1,995,1,17,0
2200112801037,995,12,995,1,30,,2,2022-10-27T00:00:00.000,995,995,0,995,0,36005,1,995,1,4,1
2200258901031,995,995,995,8,6,6.670673933,3,2022-10-09T00:00:00.000,995,3,22,995,0,36087,1,995,8,54,0
2200181701019,995,12,995,2,23,,1,2022-10-17T00:00:00.000,995,995,0,995,1,36005,1,995,2,44,1
2200076801039,995,995,995,7,1,0.608660696,4,2022-10-08T00:00:00.000,995,995,11,995,0,36047,1,995,7,58,0
2200076801052,995,995,995,2,1,0.739678824,5,2022-10-09T00:00:00.000,995,995,14,995,1,36047,1,995,2,16,0
2200112801011,995,12,995,4,1,0.432346382,1,2022-10-28T00:00:00.000,995,995,7,995,0,36005,1,995,4,17,1
2200151801018,995,995,995,7,1,11.57545341,3,2022-10-09T00:00:00.000,995,995,10,995,0,36061,1,995,7,0,0
2200161101006,997,12,995,1,55,,5,2022-10-18T00:00:00.000,995,995,0,995,0,36005,1,995,1,42,1
2200197701027,995,995,995,1,1,1.289514235,5,2022-10-26T00:00:00.000,995,995,9,995,0,36005,1,995,1,17,0
2200197701014,995,995,995,3,1,0.270204407,4,2022-10-25T00:00:00.000,995,995,7,995,0,36061,1,995,3,9,0
2200046001006,995,10,995,3,30,8.482127563,4,2022-10-25T00:00:00.000,995,995,133,995,0,36081,1,995,3,3,1
2200127601014,995,995,995,1,6,7.55857304,3,2022-10-07T00:00:00.000,995,4,65,995,0,36005,1,995,1,58,0
2200257001017,995,995,995,6,1,0.285430106,3,2022-10-14T00:00:00.000,995,995,4,995,0,36005,1,995,6,8,0
