abtrate,pryabtpool,bldg_uaf,newmcicst,appyr1tax,unit_tax,sqftbldg,taxyr,net_av,yearabtpct,applic_pct,baseyrrate,period,caseno
0.0,0.0,0.0,0,0.0,0.0,0,2023,0,0.0,0.0,0.0,2Q,1858
0.0,0.0,0.0,0,0.0,0.0,0,2023,0,0.0,0.0,0.0,2Q,1848
0.0,0.0,0.0,0,0.0,0.0,0,2023,0,0.0,0.0,0.0,2Q,1848
0.0,0.0,0.0,0,0.0,0.0,0,2023,0,0.0,0.0,0.0,2Q,1858
0.0,0.0,0.0,0,0.0,0.0,0,2023,0,0.0,0.0,0.0,2Q,371
0.0,0.0,0.0,0,0.0,0.0,0,2023,0,0.0,0.0,0.0,2Q,1858
0.0,0.0,0.0,0,0.0,0.0,0,2023,0,0.0,0.0,0.0,2Q,308
0.0,0.0,0.0,0,0.0,0.0,0,2023,0,0.0,0.0,0.0,2Q,371
0.0,0.0,0.0,0,0.0,0.0,0,2023,0,0.0,0.0,0.0,2Q,385
0.0,0.0,0.0,0,0.0,0.0,0,2023,0,0.0,0.0,0.0,2Q,1858
0.0,0.0,0.0,0,0.0,0.0,0,2023,0,0.0,0.0,0.0,2Q,360
0.0,0.0,0.0,0,0.0,0.0,0,2023,0,0.0,0.0,0.0,2Q,1902
0.0,0.0,0.0,0,0.0,0.0,0,2023,0,0.0,0.0,0.0,2Q,1848
0.0,0.0,0.0,0,0.0,0.0,0,2023,0,0.0,0.0,0.0,2Q,1902
0.0,0.0,0.0,0,0.0,0.0,0,2023,0,0.0,0.0,0.0,2Q,1902
0.0,0.0,0.0,0,0.0,0.0,0,2023,0,0.0,0.0,0.0,2Q,1858
0.0,0.0,0.0,0,0.0,0.0,0,2023,0,0.0,0.0,0.0,2Q,1858
0.0,0.0,0.0,0,0.0,0.0,0,2023,0,0.0,0.0,0.0,2Q,1848
0.0,0.0,0.0,0,0.0,0.0,0,2023,0,0.0,0.0,0.0,2Q,1848
0.0,0.0,0.0,0,0.0,0.0,0,2023,0,0.0,0.0,0.0,2Q,385
0.0,0.0,0.0,0,0.0,0.0,0,2023,0,0.0,0.0,0.0,2Q,308
0.0,0.0,0.0,0,0.0,0.0,0,2023,0,0.0,0.0,0.0,2Q,313
0.0,0.0,0.0,0,0.0,0.0,0,2023,0,0.0,0.0,0.0,2Q,1902
0.0,0.0,0.0,0,0.0,0.0,0,2023,0,0.0,0.0,0.0,2Q,385
