cfmc_case_id,qsharetravelcode06,qtripplanning7,gfocusaa1_qfocusaa5_ma5,gcarreduce1_qcarreduce2_ma,gfocusaa1_qfocusaa1_ma4,qtemphigh_append,qsharetravelcode02,qtripplanning2,qusetravelcode15,qagegender,qusetravelcode25,qagecode_final2,qridehail8,qdisability3,qtimehome4,qschooltravelcode02,qziptravel8,qschooltravelcode18,qemployment,qsharepurpose08,qridehail7,qzipwork3,qschooltransitfrom7,gfocusaa1_qfocusaa1_ma8,qshare5,qpreridehailcode09,qbenefits10,gfocusaa1_qfocusaa5b_ma6,weekend_number_of_trips,qschooltransitfrom5,gfocusaa1_qfocusaa5b_ma3,gfreight1_qfreight4_ma,qbikestore1,qschooltransitfrom4,qpreridehailcode12,qschooltravelcode03,qsharetravelcode08,gfocusaa1_qfocusaa6_ma1,qtimehome5,agegenwt,qpreridehailcode20,qbiketype2,qbiketype5,qtemplow_append,qridehailpurpose02,qschooltravelcode22,gfocusaa1_qfocusaa4_ma7,qreachtravel4,qziptravel_other7,qusetravelcode18,gfocusaa1_qfocusaa2_ma2,qbikestore5,qridehailpurpose10,qbikestore9,qwpsurveyzone06,qshare3,qbenefits01,qbikestore_other7,qsharetravelcode03,qwpsurveyzone02,qpreridehailcode10,gfocusaa1_qfocusaa2_ma4,qborough2,qnocitibike5,gimprove1_qimprove5_ma,qshare4,qbenefits08,filt_number_of_trips,gcarincrease1_qcarincrease2_ma,qpreridehailcode21,gfocusaa1_qfocusaa5b_ma4,gcarreduce1_qcarreduce5_ma,qsharetravelcode07,gcarincrease1_qcarincrease6_ma,qschooltravelcode26,qsharepurpose04,qtimehome2,qdisability2,qridehailpurpose_other9,qschooltravelcode04,gfocusaa1_qfocusaa2_ma8,eduwt,qpreridehailcode23,starttime_est,qcarmiles,qbenefits_other11,qcarpark2,gfocusaa1_qfocusaa2_ma6,qpreridehailcode03,weekday_filt_trips,qchildrenschoolzip4,gfocusaa1_qfocusaa4_ma2,qlanguageoe,qborough3,gfocusaa1_qfocusaa1_ma3,qsharepurpose05,qtripplanning1,qtripplanning5,qrace_other6,qpreridehailcode06,qsharepurpose06,qusetravelcode10,qschooltravelcode23,qbikestore2,qusetravelcode04,qnumber_of_trips_taken,qsharetravelcode04,gfocusaa1_qfocusaa5_ma3,qridehail_freq,gfocusaa1_qfocusaa3_ma2,qprecipitation_append,qtimehome6,qridehailpurpose01,qnocitibike6,qsharetravelcode25,qridehailpurpose03,gfocusaa1_qfocusaa4_ma5,qridehailpurpose08,gfreight1_qfreight2_ma,qbiketype1,qbenefits06,gfocusaa1_qfocusaa2_ma3,qnocitibike7,qschooltravelcode09,qsafety6,qbenefits12,qnocitibike4,gfocusaa1_qfocusaa3_ma8,qschooltransitfrom3,qbikestore3,qziptravel6,qusetravelcode13,boroughwt,qtimework3,qage,qborough4,qwelfare2,qemployment_other10,gfocusaa1_qfocusaa1_ma1,qpreridehailcode24,qbikestore7,qschooltravelcode25,qziptravel3,gfocusaa1_qfocusaa6_ma3,qrent,qsharepurpose03,qschooltransitto_other5,qusetravelcode23,qtimehome1,qusetravelcode02,qsharetravelcode10,qagecode_final5,gcarincrease1_qcarincrease5_ma,gcarreduce1_qcarreduce6_ma,qpreridehailcode15,qzipcmb,gfocusaa1_qfocusaa5b_ma1
10000473, ,0,0, ,1,69, ,0,0,12,0,0,0,0, , , , ,1, ,0, , ,0,0,0,0,0, , ,0,4, , ,0, , ,0, ,6,0, , ,56,0, ,0, , ,0,0, ,0, ,1,0,1, , ,0,0,0,1,0,1,0,0,2, ,0,0, , , , , , ,0, , ,0,2,0,2017-05-24T00:00:00.000,1, ,0,0,0,2, ,0,2,0,0, ,1,0, ,0, ,0, , ,0,2.0, ,0,2,0,0.0, ,0,0, ,0,0,0,4, ,0,0,0, ,2,0,1,0, , , ,1,1, ,61,0,0, ,0,0, , , ,0,1.0, , ,0,three thirty p.m.,1, ,1, , ,0,10040,0
10001404, ,0,0, ,1,84, ,0,0,13,0,0,0,0, , , , ,8, ,0, , ,0,0, , ,0, , ,0,5, , , , , ,0, ,6, , , ,69, , ,0, , ,0,0, , , , ,0, , , , , ,0,0,1,2,0, ,3, , ,0, , , , , , ,0, , ,0,2, ,2017-06-15T00:00:00.000,3, ,0,0, ,3, ,0,1,0,0, ,0,1, , , ,0, , ,0,3.0, ,0, ,1,0.29, , ,0, , ,0, ,4, , ,1,0, ,2, ,0,0, , , ,0,2, ,67,0,0, ,0, , , , ,0,1.0, , ,0, ,1, ,0, , , ,11204,0
10000008, ,0,0, ,1,65, ,0,0,10,0,0,0,0,1PM,0, ,0,2, ,0, ,0,0,0, ,0,0, ,0,0,4,0,0, ,0, ,1, ,5, ,0,0,48, ,0,0, , ,0,0,0, ,0, ,0,0, , , , ,0,0,0,2,0,0, , , ,0, , , ,0, , ,0, ,1,0,1, ,2017-05-13T00:00:00.000, , , ,0, , , ,1,1,1,1, ,1,0, , , ,0,0,0,0,0.0, ,0, ,1,0.0, , ,0, , ,0, ,4,1,0,0,0,0, ,0,0,0,0,0, ,0,3, ,41,0,0, ,1, ,1,0, ,1,2.0, , ,0, ,0, ,0, , , ,11421,1
10001520, ,0,1, ,0,68, ,0,0,12,0,0,0,0, , , , ,4, ,0, , ,0,0, , ,0, , ,0,6, , , , , ,0, ,6, , , ,63, , ,0, , ,0,0, , , , ,0, , , , , ,0,0,1,1,0, , , , ,0, , , , , , ,0, , ,0,1, ,2017-06-17T00:00:00.000, , , ,0, , , ,0,2,0,0, ,0,1, , , ,0, , ,0,0.0, ,1, ,0,0.0, , ,0, , ,1, ,6, , ,0,0, , , ,0,0, , , ,0,2, ,62,0,0, ,1, , , , ,0,1.0, , ,0, ,0, ,1, , , ,11211,0
10002102, ,0,0, ,0,77, ,0,1,11,0,0,0,0, , , , ,10, ,0, , ,0,0, , ,0, , ,0,4, , , , , ,0, ,5, , , ,60,1, ,0, , ,0,0, ,0, , ,0, , , , , ,0,0,1,2,0, ,1, , ,0, , , , , , ,0, , ,0,2, ,2017-06-27T00:00:00.000, , , ,0, ,1, ,0,1,1,0, ,1,0, , , ,0, , ,0,1.0, ,0,7,0,0.18, ,0,0, ,0,0,0,4, , ,1,0, , , ,0,0, , , ,0,3, ,48,0,0, ,1, , , , ,0,2.0, , ,0, ,0, ,0, , , ,11375,0
10000090, ,0,0, ,0,90, ,0,0,6,0,0,0,0, ,0, ,0,8, ,0, ,0,0,0, , ,0, ,0,0,4, ,0, ,0, ,0, ,3, , , ,65, ,0,0, , ,0,1, , , , ,0, , , , , ,0,0,1,5,0, , , , ,0, , , ,0, , ,0, ,1,0,1, ,2017-05-18T00:00:00.000, , , ,0, , , ,0,1,0,0, ,0,1, , , ,0,0, ,0,0.0, ,0, ,0,0.0, , ,0, , ,0, ,6, , ,0,0,0, , ,0,0,0, , ,0,2, ,71,0,0, ,0, , ,1, ,0,1.0, , ,0, ,0, ,0, , , ,11213,1
10001579, ,0,0, ,0,88, ,0,0,5,0,0,0,0, ,0, ,0,8, ,0, , ,0,0, , ,0,0, ,0,3,0, , ,0, ,1, ,3, ,0,0,70, ,0,0, , ,0,1,0, ,0, ,0, , , , , ,0,0,0,1,0, , , , ,0, , , ,0, , ,0, ,0,0,2, ,2017-06-19T00:00:00.000,2, ,0,0, , , ,1,1,0,0, ,1,0, , , ,0,0,0,0,0.0, ,0, ,1,1.35, , ,0, , ,0, ,3,1, ,0,0,0,2, ,0,0, ,1, ,0,2, ,64,0,0, ,1, ,0,0, ,0,2.0, , ,0, ,0, ,1, , , ,11235,0
10000640, ,0,0, ,1,73, ,0,0,10,0,0,0,0, , , , ,1, ,0, , ,0,0,0,0,1,2, ,0,4, , ,0, , ,0, ,5,0, , ,55,0, ,0, , ,0,0, ,0, , ,0,0, , , ,0,0,1,0,2,0,0,2, ,0,0, , , , , , ,0, , ,0,1,0,2017-06-04T00:00:00.000, , , ,0,0, , ,0,2,0,0, ,1,0, ,0, ,0, , ,0,2.0, ,0,1,0,0.01, ,1,0, ,0,0,0,2, ,0,0,0, , ,0,0,0, , , ,0,1, ,40,0,0, ,0,0, , , ,0,1.0, , ,0,7.38pm,1, ,0, , ,0,10040,0
10001754, ,0,0, ,0,83, ,0,0,13,0,0,0,1, , , , ,8, ,0, , ,0,0, , ,1, , ,1,5, , , , , ,0, ,6, , , ,68, , ,0, , ,0,1, , , , ,0, , , , , ,0,0,0,1,0, ,1, , ,1, , , , , , ,0, , ,0,2, ,2017-06-22T00:00:00.000, , , ,0, ,1, ,1,1,0,0, ,0,1, , , ,0, , ,0,1.0, ,0, ,0,0.0, , ,0, , ,1, ,5, , ,0,0, , , ,0,0, , , ,0,2, ,72,0,0, ,0, , , , ,0,2.0, , ,0, ,1, ,0, , , ,11207,1
10001508, ,0,0, ,1,68, ,0,0,12,0,0,0,0, , , , ,1, ,0, , ,0,0, ,0,0, , ,1,2,0, , , , ,0, ,6, ,0,0,63, , ,0, , ,0,1,0, ,0, ,0,0, , , , ,0,0,0,1,0,0, ,2, ,0, , ,1, , , ,0, , ,0,1, ,2017-06-17T00:00:00.000,1, ,0,1, , , ,1,2,1,1, ,0,1, , , ,0, ,1,0,0.0, ,1, ,0,0.0, , ,0, , ,1, ,3,1,0,0,0, ,2,0,0,0, ,0, ,0,3, ,63,0,0, ,1, ,0, , ,0,2.0, , ,0,12 am,1, ,1,4, , ,11377,0
10002241, ,0,0, ,0,82, ,0,0,9,0,1,0,0,7:30 pm, , , ,1, ,0, , ,0,0,0,0,0, , ,0,4, , ,0, , ,0, ,4,0, , ,68,0, ,0, , ,0,0, ,0, , ,0,0, , , ,0,0,0,1,3,0,0,2, ,0,0, , , , , , ,0, , ,0,2,0,2017-06-29T00:00:00.000, , , ,0,0,2, ,0,1,1,0, ,0,1, ,0, ,0, , ,0,2.0, ,0,5,0,0.0, ,0,0, ,0,0,0,6, ,0,0,0, , ,0,0,0, , , ,0,3, ,29,0,0, ,1,0, , , ,0,2.0, , ,0,8:45 am,1, ,0, , ,0,11432,1
10002180, ,0,0, ,0,78, ,0,0,8,0,0,0,0, , , , ,6, ,0, , ,0,0, , ,0, , ,1,6,0, , , , ,0, ,4, ,0,0,61, , ,0, , ,0,1,0, ,0, ,0, , , , , ,1,0,0,4,0, ,2, , ,0, , , , , , ,0, , ,0,1, ,2017-06-28T00:00:00.000,5, ,0,0, ,2, ,1,1,0,0, ,1,0, , , ,0, ,1,0,2.0, ,1, ,1,0.0, , ,1, , ,0, ,6,1, ,1,0, ,2, ,0,0, ,0, ,0,2, ,19,0,0, ,0, ,0, , ,0,2.0, , ,0, ,0, ,0, , , ,11226,0
10002277, ,0,0, ,0,85, ,0,0,13,0,0,0,1, , , , ,8, ,0, , ,0,0, , ,0, , ,0,6, , , , , ,0, ,6, , , ,71, , ,0, , ,0,0, , , , ,0, , , , , ,0,0,1,1,0, ,1, , ,0, , , , , , ,0, , ,0,1, ,2017-07-01T00:00:00.000, , , ,0, ,1, ,0,1,0,0, ,0,1, , , ,0, , ,0,1.0, ,0, ,0,0.23, , ,0, , ,0, ,6, , ,0,0, , , ,0,0, , , ,0,2, ,69,0,0, ,0, , , , ,0,1.0, , ,0, ,1, ,0, , , ,11207,0
10001304, ,0,1, ,1,94, ,0,1,9,0,1,0,0, ,0, ,0,1, ,0, , ,0,0,0,0,1, , ,1,4,0, ,0,0, ,1, ,4,0,0,0,77,0,0,0, , ,0,0,1,0,0, ,0,0, , , ,0,1,0,0,2,0,0,4,5,0,0, , ,2,0, , ,0, ,0,0,2,0,2017-06-14T00:00:00.000,2, ,0,0,0,4, ,1,1,1,0, ,1,0, ,0, ,0,0,0,1,4.0, ,1,2,0,0.01, ,0,0, ,0,1,0,4,1,0,1,0,0,1,0,0,0, ,0, ,0,3, ,31,0,0, ,1,0,0,0, ,0,1.0, , ,0,10pm,1, ,0,2, ,0,11435,1
10000181, ,0,0, ,0,65, ,0,0,13,0,0,0,0, , , , ,8, ,0, , ,0,0, , ,0,4, ,0,4, , , , , ,0, ,6, , , ,55, , ,1, , ,0,0, , , , ,0, , , , , ,0,1,0,2,0, ,4, , ,0, , , , , , ,0, , ,0,2, ,2017-05-21T00:00:00.000, , , ,0, , , ,0,1,0,0, ,1,0, , , ,0, , ,0,4.0, ,0, ,0,0.01, , ,0, , ,0, ,6, , ,0,0, , , ,1,0, , , ,0,1, ,80,0,0, ,0, , , , ,0,2.0, , ,0, ,1, ,0, , , ,10025,0
10000898, ,0,0, ,0,67, ,0,0,4,0,0,0,1, , , , ,3, ,0, , ,0,0, , ,0, , ,0,6, , , , , ,1, ,2, , , ,58, , ,0, , ,0,0, , , , ,0, , , , , ,0,0,0,1,0, , , , ,0, , , , , , ,0, , ,1,1, ,2017-06-06T00:00:00.000, , , ,0, , , ,0,2,0,0, ,0,1, , , ,0, , ,0,0.0, ,0, ,0,0.02, , ,0, , ,0, ,6, , ,0,0, , , ,0,0, , , ,0,4, ,53,0,0, ,1, , , , ,0,1.0, , ,0, ,1, ,0, , , ,10465,1
10000881, ,0,1, ,1,67, ,0,0,12,0,0,0,0, ,1, ,0,4, ,0, ,0,0,0, , ,0, ,0,0,4,0,0, ,0, ,0, ,6, ,0,0,58, ,0,0, , ,0,1,0, ,0, ,0, , , , , ,1,0,0,2,0, ,1, , ,0, , , ,0, , ,0, ,1,0,1, ,2017-06-06T00:00:00.000, , , ,1, ,1, ,1,1,0,1, ,0,1, , , ,0,0,1,0,1.0, ,1, ,1,0.02, , ,0, , ,1, ,6,1, ,1,0,0, , ,0,0,0,0, ,0,4, ,60,0,0, ,1, ,0,0, ,0,1.0, , ,0, ,1, ,1, , , ,10456,0
10000110, ,0,0, ,1,92, ,0,0,12,0,0,0,0, , , , ,8, ,0, , ,0,0, , ,0, , ,0,4,0, , , , ,0, ,6, ,0,0,75, , ,0, , ,0,0,0, ,0, ,0, , , , , ,0,0,1,3,0, , , , ,0, , , , , , ,0, , ,0,2, ,2017-05-19T00:00:00.000,3, ,1,0, , , ,1,1,0,0, ,1,0, , , ,0, ,1,0,0.0, ,0, ,0,0.0, , ,0, , ,0, ,5,1, ,0,0, ,3, ,0,0, ,0, ,0,2, ,60,0,0, ,1, ,0, , ,0,2.0, , ,0, ,0, ,1, , , ,11226,1
10001994, ,0,1, ,1,79, ,0,0,12,0,0,0,0,4p.m, , , ,2, ,0, , ,0,0,0,0,1,2, ,1,3, , ,0, , ,0, ,6,0, , ,64,0, ,0, , ,0,1, ,0, , ,0,0, , , ,0,1,0,0,3,0,0,2, ,0,1, , , , , , ,0, , ,0,1,0,2017-06-26T00:00:00.000, , , ,1,0, , ,1,1,0,1, ,1,0, ,0, ,0, , ,0,2.0, ,0,2,1,0.0, ,0,0, ,0,1,0,5, ,0,1,0, , ,0,0,0, , , ,0,2, ,63,0,1, ,1,0, , , ,0,1.0, , ,0, ,1, ,1, , ,0,11225,1
10002220, ,0,0, ,0,78, ,0,0,6,0,0,0,0, , , , ,8, ,0, , ,0,0, , ,0, , ,0,4, , , , , ,0, ,3, , , ,61, , ,0, , ,0,0, , , , ,0, , , , , ,0,0,1,3,0, ,2, , ,0, , , , , , ,0, , ,0,1, ,2017-06-28T00:00:00.000,3, ,0,0, ,2, ,1,1,1,0, ,0,1, , , ,0, , ,0,2.0, ,0, ,1,0.0, , ,0, , ,0, ,4, , ,0,0, ,2, ,0,0, , , ,0,3, ,73,0,0, ,0, , , , ,0,1.0, , ,0, ,0, ,0, , , ,11355,0
10001220, ,0,0, ,0,90, ,0,0,14,0,0,0,0, , , , ,8, ,0, , ,0,0, , ,0,0, ,0,5, , , , , ,0, ,7, , , ,72, , ,0, , ,0,0, , , , ,0, , , , , ,0,0,1,1,0, , , , ,0, , , , , , ,0, , ,1,1, ,2017-06-12T00:00:00.000,2, ,0,0, , , ,0,1,0,0, ,0,1, , , ,0, , ,0,0.0, ,0, ,0,0.0, , ,0, , ,0, ,4, , ,0,0, ,2, ,0,0, , , ,0,4, ,999,0,0, ,1, , , , ,0,, , ,0, ,0, ,0, , , ,10471,0
10000119, ,0,0, ,1,92, ,0,0,13,0,0,0,0, , , , ,8, ,0, , ,0,0, , ,1, , ,0,4, , , , , ,0, ,6, , , ,75, , ,0, , ,0,0, , , , ,0, , , , , ,0,1,1,2,0, ,3, , ,0, , , , , , ,0, , ,0,2, ,2017-05-19T00:00:00.000, , , ,0, ,3, ,0,1,0,1, ,0,1, , , ,0, , ,0,3.0, ,0, ,0,0.0, , ,0, , ,0, ,4, , ,1,0, , , ,0,0, , , ,0,1, ,74,0,0, ,1, , , , ,0,2.0, , ,0, ,1, ,0, , , ,10025,0
10000894, ,0,0,99,0,67, ,0,0,13,0,0,0,0, , , , ,8, ,0, , ,0,0, , ,0, , ,0,5, , , , , ,0, ,6, , , ,58, , ,0, , ,0,0, , , , ,0, , , , , ,0,0,0,3,0, ,3, , ,0,3, , , , , ,0, , ,0,1, ,2017-06-06T00:00:00.000,4, ,0,1, ,3, ,0,1,1,0, ,0,1, , , ,0, , ,0,3.0, ,0, ,0,0.02, , ,0, , ,1, ,4, , ,0,0, ,1, ,0,0, , , ,0,3, ,71,0,0, ,1, , , , ,0,1.0, , ,0, ,0, ,0, ,2, ,11368,0
10001222, ,0,0, ,0,90, ,0,0,11,0,0,0,0,5pm,1, ,0,2, ,0, ,0,0,0,0,0,0,0,0,0,4, ,0,0,0, ,0, ,5,0, , ,72,0,0,0, , ,0,0, ,0, ,1,0,0, , ,0,0,0,1,0,4,0,0, , ,0,1, , , ,0, , ,0, ,0,0,1,0,2017-06-12T00:00:00.000,1, ,0,1,0, , ,0,20,0,0, ,0,1, ,0, ,0,0, ,0,0.0, ,0,4,1,0.0, ,1,0, ,1,0,0,4, ,0,0,0,0,2,0,1,0,0, , ,0,1, ,48,0,0, ,0,0, ,0, ,0,1.0, , ,0, ,1, ,0, , ,0,10034,0
10000725, ,0,0, ,0,73, ,0,0,12,0,0,0,0, , , , ,8, ,0, , ,0,0, , ,0,2, ,0,3,0, , , , ,0, ,6, ,0,0,55, , ,0, , ,0,1,0, ,0, ,0, , , , , ,0,0,0,3,0, ,2, , ,0, , , , , , ,0, , ,0,2, ,2017-06-04T00:00:00.000, , , ,0, , , ,0,1,0,0, ,0,1, , , ,0, ,1,1,2.0, ,0, ,1,0.01, , ,0, , ,0, ,5,1, ,0,0, , , ,0,0, ,0, ,0,2, ,59,0,0, ,0, ,0, , ,0,2.0, , ,0, ,1, ,1, , , ,11218,0
10000064, ,0,0, ,0,90, ,0,0,13,0,0,0,0, , , , ,8, ,0, , ,0,0, , ,0, , ,0,3, , , , , ,0, ,6, , , ,65, , ,0, , ,0,0, , , , ,0, , , , , ,0,0,0,2,0, ,1, , ,0, , , , , , ,0, , ,0,1, ,2017-05-18T00:00:00.000,2, ,1,0, ,1, ,0,1,1,0, ,1,0, , , ,0, , ,0,1.0, ,0, ,0,0.0, , ,0, , ,0, ,4, , ,0,1, ,2, ,0,0, , , ,0,3, ,65,0,0, ,1, , , , ,0,1.0, , ,0, ,0, ,0, , , ,11434,0
10001594, ,0,1, ,1,88, ,0,1,13,0,0,0,0,2pm, , , ,2, ,0, , ,0,0, ,0,0,2, ,0,4, , , , , ,0, ,6, , , ,70, , ,1, , ,0,0, , , , ,0,0, , , , ,1,1,0,2,0,0,2, , ,0, , , , , , ,0, , ,0,2, ,2017-06-19T00:00:00.000, , , ,1, , , ,0,1,0,1, ,0,0, , , ,0, , ,0,2.0, ,1, ,0,1.35, , ,0, , ,0, ,4, ,0,1,0, , ,0,1,0, , , ,0,1, ,68,0,0, ,1, , , , ,0,2.0, , ,0, ,1, ,0, , , ,10022,0
10000936, ,0,0, ,1,58, ,0,0,9,0,1,0,0,3PM,0, ,0,2, ,0, , ,0,0, ,0,1, , ,1,5,0, , ,0, ,1, ,4, ,0,0,52, ,0,0, , ,0,1,0, ,0,0,0,0, , ,0, ,1,0,0,2,0,0,10, , ,0, , , ,0, , ,0, ,0,0,1, ,2017-06-07T00:00:00.000, , , ,0, ,10, ,1,1,0,0, ,0,0, , , ,0,0,1,0,10.0, ,1, ,0,0.06, , ,0, , ,1, ,6,1,0,1,1,0, ,0,0,0, ,0, ,0,2, ,32,0,1, ,1, ,0,1, ,1,1.0, , ,0, ,1, ,0, , , ,11219,1
10000038, ,0,0, ,0,68, ,0,0,6,0,0,0,0, , , , ,8, ,0, , ,0,0, , ,0, , ,0,6, , , , , ,0, ,3, , , ,53, , ,1, , ,0,0, , , , ,0, , , , , ,0,0,1,1,0, , , , ,0, , , , , , ,0, , ,0,2, ,2017-05-16T00:00:00.000, , , ,0, , , ,0,1,1,0, ,0,1, , , ,0, , ,0,0.0, ,0, ,0,0.0, , ,0, , ,0, ,1, , ,0,0, , , ,0,0, , , ,0,3, ,86,0,0, ,1, , , , ,0,2.0, , ,0, ,0, ,0, , , ,11104,0
10001984, ,0,0, ,1,79, ,0,0,9,0,1,0,0,REFUSE,0, ,0,2, ,0, , ,0,0, ,0,0,2, ,0,5, , , ,0, ,0, ,4, , , ,64, ,0,0, , ,0,0, , , ,0,0,0, , ,0, ,0,0,0,3,0,0,2, , ,0, , , ,0, , ,0, ,0,0,1, ,2017-06-26T00:00:00.000, , , ,0, , , ,0,1,0,1, ,0,1, , , ,0,0, ,0,2.0, ,0, ,0,0.0, , ,0, , ,0, ,6, ,0,0,0,0, ,0,1,0, , , ,0,2, ,29,0,0, ,1, , ,0, ,0,1.0, , ,0, ,0, ,0, , , ,11204,0
10001315, ,0,0, ,0,94, ,0,0,13,0,0,0,0, , , , ,8, ,0, , ,0,0, , ,0, , ,0,4, , , , , ,0, ,6, , , ,77, , ,0, , ,0,0, , , ,0,0, , , ,0, ,0,1,1,4,0, , , , ,0, , , , , , ,0, , ,0,2, ,2017-06-14T00:00:00.000,1, ,0,0, , , ,0,1,0,0, ,0,1, , , ,0, , ,0,0.0, ,0, ,0,0.01, , ,0, , ,0, ,4, , ,0,0, ,1, ,0,0, , , ,0,1, ,82,0,0, ,0, , , , ,0,1.0, , ,0, ,0, ,0, , , ,10026,0
10001131, ,0,0, ,1,85, ,0,0,9,0,1,0,0, , , , ,7, ,0, , ,0,0,0, ,0,0, ,1,3, , ,0, , ,0, ,4,0, , ,66,0, ,0, , ,0,0, ,0, , ,0, , , , ,0,1,0,0,2,0, , , ,0,1, , , , , , ,0, , ,0,1,0,2017-06-11T00:00:00.000,1, ,0,0,0, , ,1,2,1,0, ,1,0, ,0, ,0, , ,0,0.0, ,0,5,1,0.0, ,0,0, ,0,0,0,4, , ,0,0, ,2, ,0,0, , , ,0,3, ,26,0,0, ,0,0, , , ,0,1.0, , ,0, ,1, ,0, , ,0,11368,0
10000548, ,0,0, ,0,79, ,0,0,4,0,0,0,0, , , , ,1, ,0, , ,0,0, ,0,0, , ,0,6, , , , , ,0, ,2, , , ,59, , ,1, , ,0,0, , , ,0,0,0, , ,0, ,0,0,0,2,0,0,1, , ,0, , , , , , ,0, , ,0,1, ,2017-06-02T00:00:00.000, , , ,1, ,1, ,0,2,0,0, ,0,1, , , ,0, , ,0,1.0, ,0, ,0,0.01, , ,0, , ,0, ,6, ,0,0,1, , ,0,0,0, , , ,0,2, ,54,0,1, ,0, , , , ,0,1.0, , ,0,5:30pm,1, ,0, , , ,11206,0
10001280, ,0,0, ,1,93, ,0,0,9,0,1,0,0,3pm,0, ,0,2, ,0, ,0,0,0, ,0,0, ,0,0,5,0,0, ,1, ,1, ,4, ,0,0,76, ,0,0, , ,0,1,0, ,0,1,0,1, , ,0, ,0,0,0,4,0,0,2, , ,0, , , ,0, , ,0, ,0,0,1, ,2017-06-13T00:00:00.000, , , ,0, ,2, ,0,1,0,0, ,0,1, , , ,0,0,1,0,2.0, ,1, ,0,0.0, , ,0, , ,1, ,4,1,0,0,0,0, ,0,1,0,0,0, ,0,2, ,25,0,0, ,0, ,0,0, ,0,1.0, , ,0, ,1, ,0, , , ,11218,0
10001415,1,0,0, ,1,84,1,0,0,5,0,0,0,0, , ,0, ,1,0,0, , ,0,0, ,0,0, , ,0,4, , , , ,0,0, ,3, , , ,69, , ,0, , ,0,0, , , , ,0,0, ,1, , ,0,0,0,1,0,0,5, , ,0, ,0, , ,0, ,0, , ,0,2, ,2017-06-15T00:00:00.000, , , ,0, ,5, ,0,1,1,0,0,1,0, , ,0,0, , ,0,5.0,0,0, ,0,0.29, , ,0,0, ,0, ,4, ,0,0,0, , ,0,0,0, , ,0,0,3, ,61,0,0, ,1, , , ,0,0,2.0,0, ,0,7pm,1,0,1, , , ,11372,0
10000337, ,0,0, ,0,61, ,0,0,6,0,0,0,1, , , , ,8, ,0, , ,0,0, , ,0, , ,0,6, , , , , ,0, ,3, , , ,53, , ,0, , ,0,0, , , , ,0, , , , , ,0,1,0,2,0, ,4, , ,0, , , , , , ,0, , ,0,1, ,2017-05-23T00:00:00.000,3, ,0,0, ,4, ,0,2,0,0, ,0,1, , , ,0, , ,0,4.0, ,0, ,0,0.59, , ,0, , ,0, ,6, , ,0,1, ,1, ,0,0, , , ,0,1, ,74,0,0, ,0, , , , ,0,1.0, , ,0, ,0, ,0, , , ,10009,0
10002213, ,0,0, ,1,78, ,0,0,8,0,0,0,0, , , , ,1, ,0, , ,0,0, ,0,0, , ,1,4,0, , , , ,0, ,4, ,0,0,61, , ,0, , ,0,0,0, ,0, ,0,0, , , , ,0,0,1,3,0,0,3, , ,0, , , , , , ,0, , ,0,2, ,2017-06-28T00:00:00.000, , , ,1, ,3, ,0,2,0,0, ,1,0, , , ,0, ,1,0,3.0, ,1, ,0,0.0, , ,0, , ,0, ,5,1,0,1,0, , ,0,0,1, ,0, ,0,2, ,22,0,1, ,1, ,0, , ,0,1.0, , ,0,6.37,1, ,0, , , ,11236,0
10001740,0,0,0, ,0,83,0,0,0,9,0,1,0,0, ,0,0,0,1,0,0, , ,0,0, ,0,0, , ,0,5, , , ,0,0,0, ,4, , , ,68, ,0,1, , ,0,0, , , , ,0,0, ,0, , ,0,0,0,3,0,0, , , ,0, ,0, ,0,0, ,0, ,0,0,1, ,2017-06-22T00:00:00.000, , , ,0, , , ,0,1,0,0,0,0,0, , ,1,0,0, ,0,0.0,0,0, ,0,0.0, , ,0,0, ,0, ,6, ,0,0,0,0, ,0,1,0, , ,0,0,2, ,34,0,1, ,1, , ,1,0,0,1.0,0, ,0,3 PM,1,0,0, , , ,11206,0
10001044, ,1,0, ,1,69, ,0,0,14,0,0,1,0, , , , ,12, ,0, , ,0,0, , ,0, , ,0,8,0, , , , ,0, ,7, ,0,1,55, , ,0, , ,0,0,0, ,0, ,0, , , , , ,0,0,0,4,0, , , , ,0, , , , , , ,0, , ,0,3, ,2017-06-09T00:00:00.000, , ,0,0, , , ,0,21,1,1, ,0,0, , , ,0, ,1,0,, ,0, ,0,0.0, , ,0, , ,1, ,8,0, ,0,0, ,2, ,0,0, ,0, ,0,3, ,999,0,0, ,1, ,0, , ,0,, , ,0, ,1, ,0, , , ,11377,0
10001022, ,0,0, ,0,69, ,0,0,5,0,0,0,0, , , , ,1, ,0, , ,0,0, ,0,0, , ,0,5, , , , , ,0, ,3, , , ,55, , ,0, , ,0,0, , , ,0,0,0, , ,0, ,0,0,1,3,0,0,2, , ,0, , , , , , ,0, , ,0,1, ,2017-06-09T00:00:00.000,4, ,0,0, ,2, ,0,20,1,0, ,1,0, , , ,0, , ,0,2.0, ,0, ,0,0.0, , ,0, , ,1, ,3, ,1,0,0, ,2,0,0,0, , , ,0,3, ,58,0,0, ,1, , , , ,0,2.0, , ,0,11pm,0, ,1, , , ,11004,0
