property_id,address_1,natural_gas_use_therms,last_modified_date_gas_meters,data_center_energy_estimates_applied,supermarket_grocery_number_of_open_or_closed_refrigeration_freezer_units,district_chilled_water_use_kbtu,hospital_general_medical_surgical_licensed_bed_capacity,data_center_pdu_input_meter_kwh,estimated_data_flag_district_steam,multifamily_housing_government_subsidized_housing,hospital_general_medical_surgical_number_of_staffed_beds,third_party_certification_date_anticipated,hospital_general_medical_surgical_mri_density_number_per_1_000_sq_ft,social_meeting_hall_gross_floor_area_ft,office_gross_floor_area_ft,multifamily_housing_number_of_residential_living_units_in_a_mid_rise_building_5_9_stories,property_gfa_self_reported_ft,office_percent_that_can_be_heated,senior_living_community_gross_floor_area_ft,fuel_oil_4_use_kbtu,nyc_borough_block_and_lot_bbl,number_of_active_it_meters,weather_normalized_source_eui_kbtu_ft,generation_date,food_service_gross_floor_area_ft,data_center_gross_floor_area_ft,medical_office_weekly_operating_hours,hotel_gross_floor_area_ft,green_power_onsite_and_offsite_kwh,energy_star_score,data_center_ups_system_redundancy,other_gross_floor_area_ft,hospital_general_medical_surgical_laboratory,multifamily_housing_gross_floor_area_ft,municipally_supplied_potable_water_total_use_all_meter_types_kgal,site_eui_kbtu_ft,weather_normalized_site_eui_kbtu_ft,financial_office_number_of_workers_on_main_shift,estimated_values_energy,weather_normalized_site_electricity_kwh,occupancy,electricity_use_generated_from_onsite_renewable_systems_kwh,multifamily_housing_number_of_laundry_hookups_in_common_area_s,restaurant_gross_floor_area_ft,fuel_oil_1_use_kbtu,outdoor_water_use_all_water_sources_kgal,latitude,weather_normalized_source_energy_use_kbtu,ambulatory_surgical_center_gross_floor_area_ft,_3rd_largest_property_use_type,source_energy_use_kbtu,data_center_it_equipment_input_meter_kwh,electricity_use_generated_from_onsite_renewable_systems_and_used_onsite_kwh,construction_status,property_gfa_calculated_buildings_ft,district_steam_use_kbtu,medical_office_number_of_computers,estimated_data_flag_electricity_grid_purchase,third_party_certification,longitude,retail_store_number_of_walk_in_refrigeration_freezer_units
1634401,1070 Castle Hill Avenue,35602.99966,04/12/2021 02:33 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,85260,Not Available,Not Available,Not Available,2038170001,0,94.2,2021-05-28T17:12:06.000,Not Available,Not Available,Not Available,Not Available,0.0,86,Not Available,Not Available,Not Available,Not Available,0,60.8,67.6,Not Available,No,334720.0,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.829344,8030563.2,Not Available,Not Available,7423926.0,Not Available,Not Available,Existing,85260.0,Not Available,Not Available,No,Not Available,-73.850428,Not Available
1633790,800 Van Siclen Avenue,2210.999989,04/12/2021 02:50 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,171600,Not Available,Not Available,5691517.9,3043490050,0,78.7,2021-05-28T17:11:49.000,Not Available,Not Available,Not Available,Not Available,0.0,95,Not Available,Not Available,Not Available,Not Available,415.6,46.7,56.1,Not Available,No,617999.9,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.66011,13505339.6,Not Available,Not Available,11884712.8,Not Available,Not Available,Existing,171600.0,Not Available,Not Available,No,Not Available,-73.885387,Not Available
1634504,350 67th Street,86213.99761,04/12/2021 02:50 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,144300,Not Available,Not Available,Not Available,3058500030,0,164.7,2021-05-28T17:12:33.000,Not Available,Not Available,Not Available,Not Available,0.0,47,Not Available,Not Available,Not Available,Not Available,796.1,94.1,102,Not Available,No,1393399.7,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.637282,23764695.6,Not Available,Not Available,22573525.1,Not Available,Not Available,Existing,144300.0,Not Available,Not Available,No,Not Available,-74.023849,Not Available
1634731,54-25 Skillman Avenue,50138.00428,04/12/2021 02:42 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,192480,Not Available,Not Available,Not Available,4012390001,0,95.5,2021-05-28T17:11:20.000,Not Available,Not Available,Not Available,Not Available,0.0,73,Not Available,Not Available,Not Available,Not Available,1113.4,49.3,52.5,Not Available,No,1300617.9,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.745244,18375840.5,Not Available,Not Available,17794992.7,Not Available,Not Available,Existing,192480.0,Not Available,Not Available,No,Not Available,-73.90872,Not Available
1633567,130-01 Rockaway Boulevard,14019.99997,04/12/2021 02:53 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,37360,Not Available,Not Available,Not Available,4116940027,0,101.8,2021-05-28T17:13:19.000,Not Available,Not Available,Not Available,Not Available,0.0,66,Not Available,Not Available,Not Available,Not Available,202.6,62.9,67.3,Not Available,No,196600.0,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.674991,3803065.8,Not Available,Not Available,3629097.8,Not Available,Not Available,Existing,37360.0,Not Available,Not Available,No,Not Available,-73.808371,Not Available
1634161,2475 Southern Boulevard,19.99999995,04/12/2021 02:33 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,66080,Not Available,Not Available,2628145.9,2031150021,0,78.1,2021-05-28T17:12:04.000,Not Available,Not Available,Not Available,Not Available,0.0,79,Not Available,Not Available,Not Available,Not Available,25063.5,53.4,53.4,Not Available,No,262400.0,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.855263,5163391.9,Not Available,Not Available,5163391.9,Not Available,Not Available,Existing,66080.0,Not Available,Not Available,No,Not Available,-73.881139,Not Available
1633766,1328 Putnam Avenue,29870.00021,04/12/2021 02:50 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,99600,Not Available,Not Available,Not Available,3033770001,0,69.4,2021-05-28T17:11:16.000,Not Available,Not Available,Not Available,Not Available,0.0,93,Not Available,Not Available,Not Available,Not Available,582.9,46.9,51,Not Available,No,269360.0,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.693879,6913858.8,Not Available,Not Available,6479364.1,Not Available,Not Available,Existing,99600.0,Not Available,Not Available,No,Not Available,-73.913056,Not Available
1634147,4862 Broadway,24085.0014,04/12/2021 02:42 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,91300,Not Available,Not Available,Not Available,1022340007,0,94.2,2021-05-28T17:11:27.000,Not Available,Not Available,Not Available,Not Available,0.0,82,Not Available,Not Available,Not Available,Not Available,492.8,47.8,54.1,Not Available,No,572799.9,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.866706,8604902.8,Not Available,Not Available,8001227.1,Not Available,Not Available,Existing,91300.0,Not Available,Not Available,No,Not Available,-73.923948,Not Available
1634079,216 Clawson Street,2957.999823,04/12/2021 02:53 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,78100,Not Available,Not Available,3944920,5036450007,0,93.9,2021-05-28T17:11:17.000,Not Available,Not Available,Not Available,Not Available,0.0,74,Not Available,Not Available,Not Available,Not Available,Not Available,66.1,71.9,Not Available,No,270400.0,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.574044,7334572.2,Not Available,Not Available,6878252.5,Not Available,Not Available,Existing,78100.0,Not Available,Not Available,No,Not Available,-74.109282,Not Available
1633824,1150 East New York Avenue,14059.0013,04/12/2021 02:50 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,95530,Not Available,Not Available,Not Available,3035080012,0,87.1,2021-05-28T17:11:30.000,Not Available,Not Available,Not Available,Not Available,0.0,73,Not Available,Not Available,Not Available,Not Available,157.1,39.6,41.4,Not Available,No,697199.9,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.666518,8318255.9,Not Available,Not Available,8136965.0,Not Available,Not Available,Existing,95530.0,Not Available,Not Available,No,Not Available,-73.924057,Not Available
1634097,3961 Hillman Avenue,35411.00005,04/12/2021 02:33 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,172800,Not Available,Not Available,Not Available,2032520182,0,125.2,2021-05-28T17:13:09.000,Not Available,Not Available,Not Available,Not Available,0.0,60,Not Available,Not Available,Not Available,Not Available,622.7,72.8,78.4,Not Available,No,1273799.8,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.882898,21628898.1,Not Available,Not Available,20619062.7,Not Available,Not Available,Existing,172800.0,Not Available,Not Available,No,Not Available,-73.891256,Not Available
1633602,200 Woodbine Street,31965.00189,04/12/2021 02:50 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,126000,Not Available,Not Available,Not Available,3033600001,0,64.5,2021-05-28T17:11:48.000,Not Available,Not Available,Not Available,Not Available,0.0,90,Not Available,Not Available,Not Available,Not Available,871.2,37.4,41.3,Not Available,No,445999.9,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.694018,8123581.9,Not Available,Not Available,7617230.8,Not Available,Not Available,Existing,126000.0,Not Available,Not Available,No,Not Available,-73.915263,Not Available
163325900.00%,411 East 76th Street,11997.99998,04/12/2021 02:42 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,75980,Not Available,Not Available,Not Available,1014710005,0,126.1,2021-05-28T17:12:56.000,Not Available,Not Available,Not Available,Not Available,0.0,62,Not Available,Not Available,Not Available,Not Available,464.9,52.9,58.3,Not Available,No,825599.9,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.770187,9583592.9,Not Available,Not Available,9147242.2,Not Available,Not Available,Existing,75980.0,Not Available,Not Available,No,Not Available,-73.953608,Not Available
1633235,103 West 107th Street,1744.000013,04/12/2021 02:42 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,136800,Not Available,Not Available,Not Available,1018620011,0,Not Available,2021-05-28T17:12:43.000,Not Available,Not Available,Not Available,Not Available,0.0,91,Not Available,Not Available,Not Available,Not Available,Not Available,47.7,Not Available,Not Available,No,453119.9,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.800119,Not Available,Not Available,Not Available,9371730.8,Not Available,Not Available,Existing,136800.0,Not Available,Not Available,No,Not Available,-73.962837,Not Available
1633992,370 Fountain Avenue,109100.0026,04/12/2021 02:50 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,181200,Not Available,Not Available,Not Available,3042780001,0,113.5,2021-05-28T17:13:21.000,Not Available,Not Available,Not Available,Not Available,0.0,64,Not Available,Not Available,Not Available,Not Available,3756,75.7,82.2,Not Available,No,824399.9,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.670724,20566825.2,Not Available,Not Available,19331488.0,Not Available,Not Available,Existing,181200.0,Not Available,Not Available,No,Not Available,-73.874208,Not Available
1633413,159-01 59th Avenue,39687.99926,04/12/2021 02:42 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,129600,Not Available,Not Available,Not Available,4067260070,0,96.4,2021-05-28T17:11:26.000,Not Available,Not Available,Not Available,Not Available,0.0,56,Not Available,Not Available,Not Available,Not Available,Not Available,51.6,56.8,Not Available,No,797599.9,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.740565,12493554.8,Not Available,Not Available,11787191.0,Not Available,Not Available,Existing,129600.0,Not Available,Not Available,No,Not Available,-73.809131,Not Available
1633356,74-01 78th Avenue,46108.99991,04/12/2021 02:42 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,121375,Not Available,Not Available,Not Available,4038120020,0,97.7,2021-05-28T17:11:15.000,Not Available,Not Available,Not Available,Not Available,0.0,76,Not Available,Not Available,Not Available,Not Available,286.8,61.7,66.8,Not Available,No,565599.9,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.704406,11855627.7,Not Available,Not Available,11206682.9,Not Available,Not Available,Existing,121375.0,Not Available,Not Available,No,Not Available,-73.875183,Not Available
1633911,215 West 114th Street,2323.000022,04/12/2021 02:42 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,208925,Not Available,Not Available,Not Available,1018300019,0,117,2021-05-28T17:12:36.000,Not Available,Not Available,Not Available,Not Available,0.0,69,Not Available,Not Available,Not Available,Not Available,96.4,65.4,71.6,Not Available,No,1527199.7,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.802207,24435149.5,Not Available,Not Available,23144285.9,Not Available,Not Available,Existing,208925.0,Not Available,Not Available,No,Not Available,-73.954142,Not Available
1634157,1970 West Farms Road,52905.99914,04/12/2021 02:33 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,207600,Not Available,Not Available,Not Available,2030210038,0,68.1,2021-05-28T17:11:53.000,Not Available,Not Available,Not Available,Not Available,0.0,94,Not Available,Not Available,Not Available,Not Available,287.6,38.5,43.2,Not Available,No,790399.9,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.839565,14128728.3,Not Available,Not Available,13106295.4,Not Available,Not Available,Existing,207600.0,Not Available,Not Available,No,Not Available,-73.880358,Not Available
1633597,51 Christopher Avenue,326.0000043,04/12/2021 02:50 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,114000,Not Available,Not Available,6130686.3,3036930001,0,85.8,2021-05-28T17:12:59.000,Not Available,Not Available,Not Available,Not Available,0.0,88,Not Available,Not Available,Not Available,Not Available,1361.9,63.9,67.6,Not Available,No,327199.9,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.672462,9786567,Not Available,Not Available,9352160.9,Not Available,Not Available,Existing,114000.0,Not Available,Not Available,No,Not Available,-73.906552,Not Available
1633736,2007 Mapes Avenue,2429.999614,04/12/2021 02:33 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,9600,Not Available,Not Available,Not Available,2031060028,0,86,2021-05-28T17:13:45.000,Not Available,Not Available,Not Available,Not Available,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,44.3,50.3,Not Available,No,53440.0,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.844748,825876.8,Not Available,Not Available,765694.4,Not Available,Not Available,Existing,9600.0,Not Available,Not Available,No,Not Available,-73.887151,Not Available
1836749,1001 East 45th Street,42206.99971,04/12/2021 02:50 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,150000,Not Available,Not Available,Not Available,3050220002,0,104,2021-05-28T17:12:48.000,Not Available,Not Available,Not Available,Not Available,0.0,57,Not Available,Not Available,Not Available,Not Available,1922.2,54.5,58,Not Available,No,1085599.9,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.636455,15600714.9,Not Available,Not Available,15054007.0,Not Available,Not Available,Existing,150000.0,Not Available,Not Available,No,Not Available,-73.933582,Not Available
1836577,27 Huntington Street,54754.0001,04/12/2021 02:50 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,110400,Not Available,Not Available,Not Available,3005250001,0,102.9,2021-05-28T17:13:50.000,Not Available,Not Available,Not Available,Not Available,0.0,75,Not Available,Not Available,Not Available,Not Available,325.9,69.0,74.2,Not Available,No,466199.9,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.677564,11365596.3,Not Available,Not Available,10758905.6,Not Available,Not Available,Existing,110400.0,Not Available,Not Available,No,Not Available,-74.005166,Not Available
1.84e+06,149 East Mosholu Parkway,11873.00013,04/12/2021 02:33 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,138125,Not Available,Not Available,Not Available,2033360035,0,131.1,2021-05-28T17:11:19.000,Not Available,Not Available,Not Available,Not Available,0.0,62,Not Available,Not Available,Not Available,Not Available,217.6,71.6,82.2,Not Available,No,1079199.8,100,Not Available,Not Available,Not Available,Not Available,Not Available,,18111049.8,Not Available,Not Available,16621281.4,Not Available,Not Available,Existing,138125.0,Not Available,Not Available,No,Not Available,,Not Available
1633056,145 West 84th Street,266.9999714,04/12/2021 02:42 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,311000,Not Available,Not Available,6806228,1012150001,0,62.8,2021-05-28T17:11:35.000,Not Available,Not Available,Not Available,Not Available,2418.5,97,Not Available,Not Available,Not Available,Not Available,Not Available,35.2,38.9,Not Available,No,1199125.9,100,2504.6,Not Available,Not Available,Not Available,Not Available,40.785803,19537631.1,Not Available,Not Available,18366548.0,Not Available,2418.5,Existing,311000.0,Not Available,Not Available,No,Not Available,-73.974614,Not Available
1273008,2 Penn Plaza,Not Available,Not Available,100% Yes,Not Available,Not Available,Not Available,0,No,Not Available,Not Available,Not Available,Not Available,Not Available,1456325,Not Available,1499148,100,Not Available,Not Available,1007819002,0,124.1,2021-05-17T12:27:04.000,Not Available,2900,Not Available,Not Available,0.0,70,Not Available,Not Available,Not Available,Not Available,12385.7,58.1,61.1,Not Available,No,13928261.0,40,Not Available,Not Available,Not Available,Not Available,Not Available,40.750017,186044938.6,Not Available,Bank Branch,180723000.3,0,Not Available,Existing,1499148.0,39614564.9,Not Available,No,Not Available,-73.991345,Not Available
1634456,100 Noll Street,51864.00259,04/12/2021 02:50 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,134400,Not Available,Not Available,Not Available,3031530011,0,88.8,2021-05-28T17:12:45.000,Not Available,Not Available,Not Available,Not Available,0.0,62,Not Available,Not Available,Not Available,Not Available,653.7,57.1,62.4,Not Available,No,528399.9,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.701621,11932788.7,Not Available,Not Available,11190742.4,Not Available,Not Available,Existing,134400.0,Not Available,Not Available,No,Not Available,-73.93241,Not Available
1633683,1695 seward avenue,43626.99737,04/12/2021 02:33 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,88925,Not Available,Not Available,Not Available,2035910050,0,94.4,2021-05-28T17:12:25.000,Not Available,Not Available,Not Available,Not Available,0.0,80,Not Available,Not Available,Not Available,Not Available,Not Available,61.5,69.2,Not Available,No,323040.0,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.818467,8393965,Not Available,Not Available,7667029.8,Not Available,Not Available,Existing,88925.0,Not Available,Not Available,No,Not Available,-73.868372,Not Available
1633715,140 West 102nd Street,30164.00217,04/12/2021 02:42 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,102100,Not Available,Not Available,Not Available,1018550009,0,119.2,2021-05-28T17:12:23.000,Not Available,Not Available,Not Available,Not Available,0.0,65,Not Available,Not Available,Not Available,Not Available,520.4,60.4,64.2,Not Available,No,885676.4,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.797559,12173011.2,Not Available,Not Available,11994746.8,Not Available,Not Available,Existing,102100.0,Not Available,Not Available,No,Not Available,-73.966837,Not Available
1634612,141 East 111th Street,51806.00018,04/12/2021 02:42 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,142925,Not Available,Not Available,Not Available,1016390003,0,80.7,2021-05-28T17:11:48.000,Not Available,Not Available,Not Available,Not Available,0.0,95,Not Available,Not Available,Not Available,Not Available,Not Available,48.0,57.3,Not Available,No,492000.0,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.79564,11539592,Not Available,Not Available,10140001.4,Not Available,Not Available,Existing,142925.0,Not Available,Not Available,No,Not Available,-73.94441,Not Available
1836514,230-17 Hillside Avenue,2400.999894,04/12/2021 02:42 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,371973,Not Available,Not Available,10913499.9,4079300002,0,65.2,2021-05-28T17:13:30.000,Not Available,Not Available,Not Available,Not Available,0.0,96,Not Available,Not Available,Not Available,Not Available,222.9,40.1,46.7,Not Available,No,1098320.0,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.733066,24270624.8,Not Available,Not Available,21767651.5,Not Available,Not Available,Existing,371973.0,Not Available,Not Available,No,Not Available,-73.738756,Not Available
1633537,37 Hicks Street,21828.00414,04/12/2021 02:50 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,72000,Not Available,Not Available,Not Available,3002110001,0,95.6,2021-05-28T17:12:37.000,Not Available,Not Available,Not Available,Not Available,0.0,71,Not Available,Not Available,Not Available,Not Available,763.3,51.2,56.2,Not Available,No,440799.9,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.70071,6882090.6,Not Available,Not Available,6503167.3,Not Available,Not Available,Existing,72000.0,Not Available,Not Available,No,Not Available,-73.993241,Not Available
163392300.00%,227-243 West 61st Street,20487.99973,04/12/2021 02:42 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,86330,Not Available,Not Available,Not Available,1011540108,0,71.5,2021-05-28T17:11:18.000,Not Available,Not Available,Not Available,Not Available,0.0,97,Not Available,Not Available,Not Available,Not Available,Not Available,37.7,44.8,Not Available,No,353600.0,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.772007,6176667.1,Not Available,Not Available,5529392.9,Not Available,Not Available,Existing,86330.0,Not Available,Not Available,No,Not Available,-73.987479,Not Available
1634661,432 Monroe Street,38198.99853,04/12/2021 02:50 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,98400,Not Available,Not Available,Not Available,3018210001,0,83.1,2021-05-28T17:11:19.000,Not Available,Not Available,Not Available,Not Available,0.0,90,Not Available,Not Available,Not Available,Not Available,309.5,52.2,56.8,Not Available,No,386200.0,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.686592,8177699.1,Not Available,Not Available,7700495.2,Not Available,Not Available,Existing,98400.0,Not Available,Not Available,No,Not Available,-73.940747,Not Available
1633877,1330 Bristow Street,4186.000229,04/12/2021 02:33 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,111224,Not Available,Not Available,4877509.4,2029650082,0,83.9,2021-05-28T17:11:16.000,Not Available,Not Available,Not Available,Not Available,0.0,74,Not Available,Not Available,Not Available,Not Available,Not Available,57.8,64.9,Not Available,No,330600.0,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.831194,9326147.3,Not Available,Not Available,8524234.6,Not Available,Not Available,Existing,111224.0,Not Available,Not Available,No,Not Available,-73.894773,Not Available
1423084,355 Lexington Avenue,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,250074,Not Available,256272,100,Not Available,Not Available,1012950023,0,100,2021-05-28T16:43:46.000,Not Available,Not Available,Not Available,Not Available,0.0,82,Not Available,Not Available,Not Available,Not Available,Not Available,41.1,43,12,No,2271108.5,85,Not Available,Not Available,Not Available,Not Available,Not Available,40.750245,25631560.5,Not Available,Not Available,25237672.3,Not Available,Not Available,Existing,256272.0,2685253.6,Not Available,No,Not Available,-73.976909,Not Available
1633655,57-12 94th Street,26733.99613,04/12/2021 02:42 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,120000,Not Available,Not Available,Not Available,4018730050,0,91.2,2021-05-28T17:12:45.000,Not Available,Not Available,Not Available,Not Available,0.0,93,Not Available,Not Available,Not Available,Not Available,Not Available,45.0,48.9,Not Available,No,799999.9,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.736003,10943529.8,Not Available,Not Available,10449949.6,Not Available,Not Available,Existing,120000.0,Not Available,Not Available,No,Not Available,-73.867478,Not Available
1634309,125-20 Sutphin Boulevard,378.9999581,04/12/2021 02:53 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,122575,Not Available,Not Available,3603863.8,4120510001,0,90.2,2021-05-28T17:13:03.000,Not Available,Not Available,Not Available,Not Available,0.0,51,Not Available,Not Available,Not Available,Not Available,278.8,50.4,52.7,Not Available,No,742399.9,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.674519,11056621,Not Available,Not Available,10772290.2,Not Available,Not Available,Existing,122575.0,Not Available,Not Available,No,Not Available,-73.789399,Not Available
1151970,1133 Avenue of the Americas,166044.6505,05/20/2021 09:53 AM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,838075,Not Available,977035,100,Not Available,Not Available,1009960029,0,148.6,2021-05-20T14:43:13.000,Not Available,Not Available,Not Available,Not Available,0.0,77,Not Available,Not Available,Not Available,Not Available,Not Available,62.2,66.3,343.72,No,12937014.4,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.755942,145216343.7,Not Available,Parking,141029764.1,Not Available,Not Available,Existing,977035.0,Not Available,Not Available,No,Not Available,-73.983324,0
1633346,179-01 90th Avenue,44706.99955,04/12/2021 02:53 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,114325,Not Available,Not Available,Not Available,4099140001,0,85.7,2021-05-28T17:11:47.000,Not Available,Not Available,Not Available,Not Available,0.0,83,Not Available,Not Available,Not Available,Not Available,668.8,55.1,59.1,Not Available,No,455479.9,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.710624,9797783.5,Not Available,Not Available,9324468.6,Not Available,Not Available,Existing,114325.0,Not Available,Not Available,No,Not Available,-73.783423,Not Available
163473300.00%,143-26 101st Avenue,59178.00041,04/12/2021 02:53 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,120984,Not Available,Not Available,Not Available,4100240012,0,155.8,2021-05-28T17:12:08.000,Not Available,Not Available,Not Available,Not Available,0.0,19,Not Available,Not Available,Not Available,Not Available,46.4,86.2,91.2,Not Available,No,1218000.0,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.695238,18846306.2,Not Available,Not Available,18212364.2,Not Available,Not Available,Existing,120984.0,Not Available,Not Available,No,Not Available,-73.807364,Not Available
