property_id,address_1,natural_gas_use_therms,last_modified_date_gas_meters,data_center_energy_estimates_applied,supermarket_grocery_number_of_open_or_closed_refrigeration_freezer_units,district_chilled_water_use_kbtu,hospital_general_medical_surgical_licensed_bed_capacity,data_center_pdu_input_meter_kwh,estimated_data_flag_district_steam,multifamily_housing_government_subsidized_housing,hospital_general_medical_surgical_number_of_staffed_beds,third_party_certification_date_anticipated,hospital_general_medical_surgical_mri_density_number_per_1_000_sq_ft,social_meeting_hall_gross_floor_area_ft,office_gross_floor_area_ft,multifamily_housing_number_of_residential_living_units_in_a_mid_rise_building_5_9_stories,property_gfa_self_reported_ft,office_percent_that_can_be_heated,senior_living_community_gross_floor_area_ft,fuel_oil_4_use_kbtu,nyc_borough_block_and_lot_bbl,number_of_active_it_meters,weather_normalized_source_eui_kbtu_ft,generation_date,food_service_gross_floor_area_ft,data_center_gross_floor_area_ft,medical_office_weekly_operating_hours,hotel_gross_floor_area_ft,green_power_onsite_and_offsite_kwh,energy_star_score,data_center_ups_system_redundancy,other_gross_floor_area_ft,hospital_general_medical_surgical_laboratory,multifamily_housing_gross_floor_area_ft,municipally_supplied_potable_water_total_use_all_meter_types_kgal,site_eui_kbtu_ft,weather_normalized_site_eui_kbtu_ft,financial_office_number_of_workers_on_main_shift,estimated_values_energy,weather_normalized_site_electricity_kwh,occupancy,electricity_use_generated_from_onsite_renewable_systems_kwh,multifamily_housing_number_of_laundry_hookups_in_common_area_s,restaurant_gross_floor_area_ft,fuel_oil_1_use_kbtu,outdoor_water_use_all_water_sources_kgal,latitude,weather_normalized_source_energy_use_kbtu,ambulatory_surgical_center_gross_floor_area_ft,_3rd_largest_property_use_type,source_energy_use_kbtu,data_center_it_equipment_input_meter_kwh,electricity_use_generated_from_onsite_renewable_systems_and_used_onsite_kwh,construction_status,property_gfa_calculated_buildings_ft,district_steam_use_kbtu,medical_office_number_of_computers,estimated_data_flag_electricity_grid_purchase,third_party_certification,longitude,retail_store_number_of_walk_in_refrigeration_freezer_units
1633064,468 East 140th Street,37619.00172,04/12/2021 02:33 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,108000,Not Available,Not Available,Not Available,2022840034,0,88.5,2021-05-28T17:11:26.000,Not Available,Not Available,Not Available,Not Available,0.0,78,Not Available,Not Available,Not Available,Not Available,1460.3,52.2,55.4,Not Available,No,548400.0,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.809534,9558837.2,Not Available,Not Available,9189189.7,Not Available,Not Available,Existing,108000.0,Not Available,Not Available,No,Not Available,-73.919903,Not Available
1633972,5301 20th Avenue,19936.9985,04/12/2021 02:50 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,42000,Not Available,Not Available,Not Available,3054951101,0,102.2,2021-05-28T17:13:20.000,Not Available,Not Available,Not Available,Not Available,0.0,80,Not Available,Not Available,Not Available,Not Available,89.1,66.1,72.8,Not Available,No,181975.0,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.623273,4290520,Not Available,Not Available,3960598.2,Not Available,Not Available,Existing,42000.0,Not Available,Not Available,No,Not Available,-73.978822,Not Available
1.63e+06,3740 Baychester Avenue,258.9999885,04/12/2021 02:33 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,105775,Not Available,Not Available,5593844.1,2049160001,0,112.8,2021-05-28T17:13:40.000,Not Available,Not Available,Not Available,Not Available,0.0,67,Not Available,Not Available,Not Available,Not Available,Not Available,72.0,77.2,Not Available,No,602678.9,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.884343,11932175.5,Not Available,Not Available,11273476.3,Not Available,Not Available,Existing,105775.0,Not Available,Not Available,No,Not Available,-73.840254,Not Available
1634153,120 East 184th Street,54913.0015,04/12/2021 02:33 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,133325,Not Available,Not Available,Not Available,2031720046,0,124.9,2021-05-28T17:11:52.000,Not Available,Not Available,Not Available,Not Available,0.0,57,Not Available,Not Available,Not Available,Not Available,Not Available,67.7,74.7,Not Available,No,1035959.8,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.859752,16649836.1,Not Available,Not Available,15663012.2,Not Available,Not Available,Existing,133325.0,Not Available,Not Available,No,Not Available,-73.900161,Not Available
1582252,2 United Nations Plaza,Not Available,Not Available,100% Yes,Not Available,Not Available,Not Available,0,No,Not Available,Not Available,Not Available,Not Available,Not Available,406785,Not Available,565000,100,Not Available,Not Available,1-01337-0014,0,155.7,2021-03-12T10:17:40.000,Not Available,1065,Not Available,130250,0.0,78,N+1,Not Available,Not Available,Not Available,13449,77.7,82.6,Not Available,No,5843045.5,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.750634,87977587.5,Not Available,Pre-school/Daycare,84625329.6,0,Not Available,Existing,565000.0,23941994.4,Not Available,No,Not Available,-73.970105,Not Available
1633042,419 East 66th Street,420.000001,04/12/2021 02:42 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,65287,Not Available,Not Available,Not Available,"M183-1014610007, M390-1014610037",0,89.5,2021-05-28T17:12:46.000,Not Available,Not Available,Not Available,Not Available,0.0,87,Not Available,Not Available,Not Available,Not Available,30.4,50.6,54.2,Not Available,No,371520.0,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.763736,5843225.6,Not Available,Not Available,5605961.2,Not Available,Not Available,Existing,65287.0,Not Available,Not Available,No,Not Available,-73.95815,Not Available
1633498,201 Warren Street,34347.0009,04/12/2021 02:42 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,114125,Not Available,Not Available,Not Available,1000160220,0,109.9,2021-05-28T17:12:17.000,Not Available,Not Available,Not Available,Not Available,0.0,67,Not Available,Not Available,Not Available,Not Available,1109.6,55.6,62.2,Not Available,No,851599.9,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.716668,12542041,Not Available,Not Available,11742280.8,Not Available,Not Available,Existing,114125.0,Not Available,Not Available,No,Not Available,-74.013542,Not Available
1633283,1020 Anderson Avenue,3629.000288,04/12/2021 02:33 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,99600,Not Available,Not Available,Not Available,2025040082,0,106.5,2021-05-28T17:11:14.000,Not Available,Not Available,Not Available,Not Available,0.0,51,Not Available,Not Available,Not Available,Not Available,Not Available,67.5,78.1,Not Available,No,447680.0,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.832706,10603719,Not Available,Not Available,9537136.8,Not Available,Not Available,Existing,99600.0,Not Available,Not Available,No,Not Available,-73.926838,Not Available
1836583,7805 7th Avenue,501.0000489,04/12/2021 02:50 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,42000,Not Available,Not Available,1575193.8,3059730001,0,83,2021-05-28T17:12:56.000,Not Available,Not Available,Not Available,Not Available,0.0,89,Not Available,Not Available,Not Available,Not Available,420.5,52.8,57.1,Not Available,No,174080.0,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.624132,3487879.4,Not Available,Not Available,3306641.5,Not Available,Not Available,Existing,42000.0,Not Available,Not Available,No,Not Available,-74.018826,Not Available
1836522,29-66 137th Street,20041.00033,04/12/2021 02:42 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,59592,Not Available,Not Available,Not Available,4043710173,0,108.9,2021-05-28T17:12:48.000,Not Available,Not Available,Not Available,Not Available,0.0,62,Not Available,Not Available,Not Available,Not Available,332.2,58.4,62.4,Not Available,No,432799.9,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.771265,6489486.1,Not Available,Not Available,6239103.1,Not Available,Not Available,Existing,59592.0,Not Available,Not Available,No,Not Available,-73.831525,Not Available
1633553,227 Sterling Place,14610.99986,04/12/2021 02:50 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,25715,Not Available,Not Available,Not Available,3011640057,0,153.7,2021-05-28T17:11:25.000,Not Available,Not Available,Not Available,Not Available,0.0,27,Not Available,Not Available,Not Available,Not Available,8290.9,88.4,95.4,Not Available,No,230411.8,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.676094,3952774.4,Not Available,Not Available,3807147.7,Not Available,Not Available,Existing,25715.0,Not Available,Not Available,No,Not Available,-73.97038,Not Available
1472193,605 3rd Avenue,18307.47442,03/15/2021 12:25 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,677630,Not Available,1056389,100,Not Available,Not Available,1009200012,0,132.8,2021-04-22T09:39:38.000,Not Available,Not Available,Not Available,Not Available,0.0,72,Not Available,Not Available,Not Available,Not Available,10880.5,61.0,63.4,422.95,No,11024969.1,95,Not Available,Not Available,Not Available,Not Available,Not Available,40.749076,140307489.7,Not Available,Not Available,137272286.9,Not Available,Not Available,Existing,1056389.0,24954961.6,Not Available,No,Not Available,-73.975682,Not Available
1548095,40 W 225TH ST #50,28378.99978,03/23/2021 06:51 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,157011,Not Available,Not Available,Not Available,2032450060,0,191.8,2021-05-03T16:47:12.000,Not Available,Not Available,Not Available,Not Available,0.0,66,Not Available,Not Available,Not Available,Not Available,919,79.2,82,Not Available,No,2780570.4,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.873644,30118727.3,Not Available,Not Available,29869576.3,Not Available,Not Available,Existing,157011.0,Not Available,Not Available,No,Not Available,-73.907962,7
1633693,490 Hudson Street,56971.00168,04/12/2021 02:42 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,121280,Not Available,Not Available,Not Available,1005850041,0,87.4,2021-05-28T17:12:58.000,Not Available,Not Available,Not Available,Not Available,0.0,85,Not Available,Not Available,Not Available,Not Available,Not Available,59.3,66.8,Not Available,No,351519.9,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.732593,10598718.8,Not Available,Not Available,9641297.4,Not Available,Not Available,Existing,121280.0,Not Available,Not Available,No,Not Available,-74.006466,Not Available
1836591,10001 Flatlands Avenue,46797.9991,04/12/2021 02:50 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,96000,Not Available,Not Available,Not Available,3081880001,0,88.8,2021-05-28T17:12:27.000,Not Available,Not Available,Not Available,Not Available,0.0,81,Not Available,Not Available,Not Available,Not Available,15927.6,63.0,67.4,Not Available,No,293000.0,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.645243,8528994.5,Not Available,Not Available,8088345.0,Not Available,Not Available,Existing,96000.0,Not Available,Not Available,No,Not Available,-73.898241,Not Available
1230813,415 E 68 St,498.9773059,03/09/2021 03:12 PM EST,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,728239,Not Available,Not Available,Not Available,1-01463-7501,0,820.1,2021-04-05T12:47:10.000,Not Available,Not Available,Not Available,Not Available,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,86579.5,417.0,417.3,Not Available,No,42512957.0,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.765012,597211140.9,Not Available,Not Available,602895498.6,Not Available,Not Available,Existing,728239.0,154832779.6,Not Available,No,Not Available,-73.957301,Not Available
1633098,911 5 5th Avenue,986.9999966,04/12/2021 02:50 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,116400,Not Available,Not Available,6152776,3060880001,0,104.6,2021-05-28T17:13:20.000,Not Available,Not Available,Not Available,Not Available,0.0,67,Not Available,Not Available,Not Available,Not Available,427.1,69.7,75.2,Not Available,No,545599.9,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.618415,12180689.5,Not Available,Not Available,11530383.0,Not Available,Not Available,Existing,116400.0,Not Available,Not Available,No,Not Available,-74.028842,Not Available
183661000.00%,535 Briar Place,1557.999973,04/12/2021 02:53 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,92500,Not Available,Not Available,4669080.2,4157720031,0,75.5,2021-05-28T17:12:00.000,Not Available,Not Available,Not Available,Not Available,213591.0,88,Not Available,Not Available,Not Available,Not Available,784,63.0,69.4,Not Available,No,80880.0,100,213591,Not Available,Not Available,Not Available,Not Available,40.5993,6980666.5,Not Available,Not Available,6380828.8,Not Available,213591,Existing,92500.0,Not Available,Not Available,No,Not Available,-73.758206,Not Available
1.63e+06,825 4th Avenue,24430.9992,04/12/2021 02:50 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,56400,Not Available,Not Available,Not Available,3006690001,0,101.2,2021-05-28T17:11:39.000,Not Available,Not Available,Not Available,Not Available,0.0,81,Not Available,Not Available,Not Available,Not Available,557.5,63.4,69.7,Not Available,No,266240.0,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.657914,5706516.1,Not Available,Not Available,5333764.6,Not Available,Not Available,Existing,56400.0,Not Available,Not Available,No,Not Available,-74.000652,Not Available
1633915,2005 Madison Avenue,3221.000327,04/12/2021 02:42 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,195675,Not Available,Not Available,Not Available,1017520022,0,90.6,2021-05-28T17:13:47.000,Not Available,Not Available,Not Available,Not Available,0.0,80,Not Available,Not Available,Not Available,Not Available,Not Available,53.8,54,Not Available,No,1153599.8,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.807383,17737752.7,Not Available,Not Available,17697291.3,Not Available,Not Available,Existing,195675.0,Not Available,Not Available,No,Not Available,-73.939433,Not Available
1634125,735 West End Avenue,40165.0046,04/12/2021 02:42 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,110575,Not Available,Not Available,Not Available,1012530065,0,85.7,2021-05-28T17:12:51.000,Not Available,Not Available,Not Available,Not Available,0.0,85,Not Available,Not Available,Not Available,Not Available,46.4,53.6,53.3,Not Available,No,550056.7,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.795157,9472347.5,Not Available,Not Available,9555877.2,Not Available,Not Available,Existing,110575.0,Not Available,Not Available,No,Not Available,-73.973292,Not Available
1779652,@1071 Fifth Avenue,921.685493,04/07/2021 03:47 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,108013,Not Available,Not Available,Not Available,1-01500-0001,0,506.9,2021-04-23T14:14:24.000,Not Available,Not Available,Not Available,Not Available,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,14655.9,293.0,293,Not Available,No,3064978.2,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.782925,54755728.4,Not Available,Not Available,54755728.4,Not Available,Not Available,Existing,108013.0,21094351.8,Not Available,No,Not Available,-73.959391,Not Available
1633376,8787 24th Avenue,2847.999975,04/12/2021 02:50 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,183600,Not Available,Not Available,5161538.2,3068910001,0,58.5,2021-05-28T17:13:18.000,Not Available,Not Available,Not Available,Not Available,0.0,98,Not Available,Not Available,Not Available,Not Available,215.5,39.8,39.9,Not Available,No,544399.9,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.595341,10737328.8,Not Available,Not Available,10713173.4,Not Available,Not Available,Existing,183600.0,Not Available,Not Available,No,Not Available,-73.993457,Not Available
1634307,231-02 67th Avenue,13.00000193,04/12/2021 02:42 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,88217,Not Available,Not Available,Not Available,4076770001,0,72.8,2021-05-28T17:12:37.000,Not Available,Not Available,Not Available,Not Available,0.0,87,Not Available,Not Available,Not Available,Not Available,552.8,51.3,51.3,Not Available,No,302880.0,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.747747,6422553,Not Available,Not Available,6422388.2,Not Available,Not Available,Existing,88217.0,Not Available,Not Available,No,Not Available,-73.745747,Not Available
1633100,364 Sackman Street,35969.99904,04/12/2021 02:50 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,114000,Not Available,Not Available,Not Available,3037440009,0,86.6,2021-05-28T17:13:40.000,Not Available,Not Available,Not Available,Not Available,0.0,77,Not Available,Not Available,Not Available,Not Available,1081.2,52.4,55.3,Not Available,No,549799.9,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.66896,9876510.4,Not Available,Not Available,9531187.3,Not Available,Not Available,Existing,114000.0,Not Available,Not Available,No,Not Available,-73.904726,Not Available
1634269,427 38th Street,25377.00028,04/12/2021 02:50 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,110400,Not Available,Not Available,Not Available,3007010001,0,110.5,2021-05-28T17:13:48.000,Not Available,Not Available,Not Available,Not Available,0.0,51,Not Available,Not Available,Not Available,Not Available,202.7,52.6,55.9,Not Available,No,958799.9,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.652701,12202789.9,Not Available,Not Available,11824577.3,Not Available,Not Available,Existing,110400.0,Not Available,Not Available,No,Not Available,-74.004743,Not Available
1634685,1100 Newkirk Avenue,59273.99621,04/12/2021 02:50 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,132000,Not Available,Not Available,Not Available,3052320001,0,126.7,2021-05-28T17:11:43.000,Not Available,Not Available,Not Available,Not Available,0.0,38,Not Available,Not Available,Not Available,Not Available,672.1,75.8,80.1,Not Available,No,947599.9,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.63398,16719927.5,Not Available,Not Available,16127118.2,Not Available,Not Available,Existing,132000.0,Not Available,Not Available,No,Not Available,-73.966558,Not Available
1634181,223 Graham Avenue,77450.99759,04/12/2021 02:50 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,186000,Not Available,Not Available,Not Available,3030250001,0,78.5,2021-05-28T17:11:40.000,Not Available,Not Available,Not Available,Not Available,0.0,87,Not Available,Not Available,Not Available,Not Available,1223,52.2,57.1,Not Available,No,577599.9,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.709941,14606759.2,Not Available,Not Available,13650514.1,Not Available,Not Available,Existing,186000.0,Not Available,Not Available,No,Not Available,-73.943641,Not Available
1633595,616 Quincy Street,1948.99995,04/12/2021 02:50 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,141600,Not Available,Not Available,Not Available,3016300001,0,70.5,2021-05-28T17:11:47.000,Not Available,Not Available,Not Available,Not Available,0.0,93,Not Available,Not Available,Not Available,Not Available,Not Available,43.4,46.7,Not Available,No,539599.9,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.688695,9986967.7,Not Available,Not Available,9504650.3,Not Available,Not Available,Existing,141600.0,Not Available,Not Available,No,Not Available,-73.935499,Not Available
1634596,22 East 128th Street,1290.999999,04/12/2021 02:42 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,52880,Not Available,Not Available,2701437.9,1017520059,0,103.5,2021-05-28T17:12:24.000,Not Available,Not Available,Not Available,Not Available,0.0,76,Not Available,Not Available,Not Available,Not Available,Not Available,68.9,75.2,Not Available,No,237760.0,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.807987,5472724.6,Not Available,Not Available,5135471.1,Not Available,Not Available,Existing,52880.0,Not Available,Not Available,No,Not Available,-73.940061,Not Available
1634403,383 East 139th Street,2981.000191,04/12/2021 02:33 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,136925,Not Available,Not Available,4978746,2023020040,0,72.2,2021-05-28T17:12:22.000,Not Available,Not Available,Not Available,Not Available,0.0,96,Not Available,Not Available,Not Available,Not Available,Not Available,47.7,55.1,Not Available,No,368800.0,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.810085,9887520.8,Not Available,Not Available,8864906.2,Not Available,Not Available,Existing,136925.0,Not Available,Not Available,No,Not Available,-73.923102,Not Available
1633155,180 6th Avenue,492.0000367,04/12/2021 02:50 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,104400,Not Available,Not Available,2501257.4,3009500024,0,64.4,2021-05-28T17:12:57.000,Not Available,Not Available,Not Available,Not Available,0.0,91,Not Available,Not Available,Not Available,Not Available,7.4,38.6,38.6,Not Available,No,433919.9,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.67634,6723428,Not Available,Not Available,6723428.0,Not Available,Not Available,Existing,104400.0,Not Available,Not Available,No,Not Available,-73.977367,Not Available
1634008,501 West Avenue,58342.99411,04/12/2021 02:50 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,182400,Not Available,Not Available,Not Available,3072500025,0,71.5,2021-05-28T17:11:18.000,Not Available,Not Available,Not Available,Not Available,0.0,96,Not Available,Not Available,Not Available,Not Available,611.9,44.1,47.9,Not Available,No,648799.9,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.5825,13044589.3,Not Available,Not Available,12324390.1,Not Available,Not Available,Existing,182400.0,Not Available,Not Available,No,Not Available,-73.973122,Not Available
1634026,911 Flatbush Avenue,226462.0406,04/12/2021 02:50 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,460800,Not Available,Not Available,Not Available,3051030010,0,101.8,2021-05-28T17:12:47.000,Not Available,Not Available,Not Available,Not Available,0.0,78,Not Available,Not Available,Not Available,Not Available,1870.5,64.5,71.3,Not Available,No,2077599.8,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.649787,46893223.1,Not Available,Not Available,43627074.5,Not Available,Not Available,Existing,460800.0,Not Available,Not Available,No,Not Available,-73.95855,Not Available
1633018,916 Eagle Avenue,44487.99906,04/12/2021 02:33 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,111600,Not Available,Not Available,Not Available,2026270009,0,75.3,2021-05-28T17:12:33.000,Not Available,Not Available,Not Available,Not Available,0.0,86,Not Available,Not Available,Not Available,Not Available,71.8,50.0,54.8,Not Available,No,332480.0,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.823289,8401894.6,Not Available,Not Available,7847620.9,Not Available,Not Available,Existing,111600.0,Not Available,Not Available,No,Not Available,-73.907948,Not Available
1633620,194 Harman Street,20009.00054,04/12/2021 02:50 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,90100,Not Available,Not Available,Not Available,3032870001,0,107.4,2021-05-28T17:12:13.000,Not Available,Not Available,Not Available,Not Available,0.0,65,Not Available,Not Available,Not Available,Not Available,Not Available,50.9,54.6,Not Available,No,756399.9,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.698021,9679561.1,Not Available,Not Available,9327288.1,Not Available,Not Available,Existing,90100.0,Not Available,Not Available,No,Not Available,-73.920711,Not Available
1634227,69-10 65th Drive,26149.99978,04/12/2021 02:42 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,108008,Not Available,Not Available,Not Available,4030270037,0,239.3,2021-05-28T17:12:16.000,Not Available,Not Available,Not Available,Not Available,0.0,11,Not Available,Not Available,Not Available,Not Available,414.3,103.2,106.8,Not Available,No,1823199.9,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.715344,20481852,Not Available,Not Available,20163874.8,Not Available,Not Available,Existing,85602.7,Not Available,Not Available,No,Not Available,-73.886215,Not Available
1634349,3750 Baychester Avenue,546.0000167,04/12/2021 02:33 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,164751,Not Available,Not Available,Not Available,2049350001,0,69.1,2021-05-28T17:12:22.000,Not Available,Not Available,Not Available,Not Available,0.0,91,Not Available,Not Available,Not Available,Not Available,3,47.5,52.7,Not Available,No,429279.9,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.884953,11388663.2,Not Available,Not Available,10535970.0,Not Available,Not Available,Existing,164751.0,Not Available,Not Available,No,Not Available,-73.840524,Not Available
1422222,415 Madison Avenue,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,237258,Not Available,237258,100,Not Available,Not Available,1012840021,0,77.1,2021-05-26T11:42:42.000,Not Available,Not Available,Not Available,Not Available,0.0,91,Not Available,Not Available,Not Available,Not Available,1932.2,31.3,31.3,0,No,1717983.3,70,Not Available,Not Available,Not Available,Not Available,Not Available,40.756808,18285492.4,Not Available,Not Available,18285492.4,Not Available,Not Available,Existing,237258.0,1556526.2,Not Available,No,Not Available,-73.976343,Not Available
1416310,345 Park Ave,11670.47303,04/19/2021 08:48 PM EDT,No,Not Available,Not Available,Not Available,0,No,Not Available,Not Available,Not Available,Not Available,Not Available,1802777.6,Not Available,1842494,100,Not Available,Not Available,1013060001,6,222.1,2021-05-26T11:42:41.000,11750,10969.4,Not Available,Not Available,0.0,53,N+2,Not Available,Not Available,Not Available,21522.8,117.2,117.2,4.81,No,27436062.5,100,Not Available,Not Available,4100,Not Available,Not Available,40.758171,409160644.5,Not Available,Food Service,409160644.5,0,Not Available,Existing,1842494.0,121211192.7,Not Available,No,Not Available,-73.973246,Not Available
1634260,2893 Bedford Avenue,589.9999627,04/12/2021 02:50 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,231000,Not Available,Not Available,Not Available,3075530041,0,38.8,2021-05-28T17:11:46.000,Not Available,Not Available,Not Available,Not Available,0.0,100,Not Available,Not Available,Not Available,Not Available,697.9,18.3,20.1,Not Available,Yes,620199.9,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.631798,8952320.3,Not Available,Not Available,8468757.2,Not Available,Not Available,Existing,231000.0,2062826.1,Not Available,No,Not Available,-73.952652,Not Available
