global_id,nys_assemb,permit
{33360BD1-214F-4530-A7B8-BE6DC751C1F4},54,N
{D00C4E51-80F2-4CA2-8928-93161F8C15A8},74,Y
{429A04BA-3FC8-42D6-A301-9A41B661AB04},29,
{1AEAE35B-1374-45AC-8866-7035922C15F1},31,N
{AD2ED4D0-A6E0-4F5E-ABBE-A732A0935378},60,N
{7338ADD9-84F0-426C-A952-EA4AD20A0B7C},70,
{F92F99BD-A37C-4B40-89DD-0989C91D6F7C},62,N
{CE57A32B-7860-4EA4-8505-5CAD00DEA7AC},62,N
{B27DA744-13D8-4E86-B199-F97F8D2A484A},52,N
{F8075B8C-CBF6-4787-8286-015F5D19C353},84,Y
{C44EEDAC-2650-420C-938D-7CA6564F6688},54,Y
{D29B3FF6-7056-49CF-A2D6-F4C1B74A33CC},85,Y
{BF0FA841-10C0-4707-B313-9A3930A9A6EE},50,Y
{4CFA9421-3D04-46C8-A0BE-9C8080CDD298},36,Y
{AECF1315-55D2-4882-A227-DD20B3B95DAC},30,Y
{A2C79C14-76FA-4457-A54E-C505B7FB6076},53,Y
{5704558E-8032-48AC-8004-73DBDF775568},81,Y
{4A48662F-0062-42F0-A485-3F0BE8B11A8A},40,Y
{26B901CA-AE06-4CFE-B1C8-F6C58567E5BB},73,N
{36C1A3DB-2755-46E6-A13C-2642A1EC8FD0},79,Y
{48CF5D4C-74BB-4F63-824C-A3C0B148C8A3},68,N
{80EE6F41-8ECE-40CB-AB06-819401523580},26,Y
{B2B11A75-EF65-4990-B9C7-C19591B33336},72,Y
{7CBED419-691D-4396-82C5-73DB064A4C5F},65,Y
{01AD13F4-0459-44AD-976B-9A84F11D1D1D},55,Y
{1AED20BF-2B18-478B-BB2D-4CEFA85683C7},66,Y
{F883B0AA-D83C-481C-AA13-261DA55C619B},81,Y
{844F730C-7ED2-46FD-B641-9411AB7281F4},50,Y
{72DC02CD-A45B-4DAA-BA5E-3F274D2208FB},52,N
{F4E5500C-9BCF-45ED-B14D-094952BD6E80},53,Y
{0374C559-56ED-4988-BA55-62CAE46E2A97},60,Y
{8842C92B-92E3-49EB-99E4-61493E957B92},52,Y
{78B799A1-4216-4643-AD02-B5E98A723324},74,N
{8CC7B469-8879-476E-9334-540B312FB426},52,N
{FA432DB3-2C80-4B4D-B8B4-C8C3211EBCB2},74,Y
{238EEEB3-F7B5-4CC0-8E22-C42D4602A6B4},86,N
{4D71EF50-63FA-4C6D-B831-1EBF5905CB69},68,N
{A168DC36-25D9-4480-8304-6FE3EF78070C},56,Y
{15373BE7-0EF4-4B2F-96BC-B4DEF766450E},59,Y
{DF9E1D08-7B54-43BA-8C68-1309EE96FC89},60,Y
{3D60D1B7-D2D6-4408-9301-BDF84926E5A0},44,Y
{B687C2C5-C8E0-4125-9E3C-18E61DE3771D},57,
{B4CCAF22-EF33-4A8E-8839-20BBBC7AD72A},60,Y
{178C3F6A-2C23-417C-A965-1A17FE90B1C7},26,N
{613BAD36-6429-453E-BE92-1E8A6FC281AF},79,Y
{C1C8959D-31C9-41A4-9B82-E9DA37028410},83,Y
{13E74215-EA2C-49C5-A7CB-E8CAD9176128},66,Y
{48BA5EE8-EFF2-4AAB-BE2D-8B54E794193A},65,Y
{851E032C-7A4D-47FC-9AD8-2D18BF5160D3},77,Y
{F9FD25ED-3B64-4849-A637-79D12F811721},"23, 31",N
{3098FBA1-AA8D-4541-BBFF-3F7D16D766D9},85,Y
{768E7E07-9208-48B9-908E-8432AB0170FA},46,Y
{2F70BC07-FB45-4C48-890A-AB34B6F2B3B9},74,Y
{89466E0C-CDE8-4081-B5E4-8F1EABEB3E77},23,Y
{F68C20DE-BFF8-4709-83E6-B33376219494},57,N
{14567485-5E02-4AD0-B8B6-516D78FC8636},"27, 35, 36",Y
{09ADC456-3992-4E66-A757-9B986276AC62},70,N
{051F6AF3-BCEF-417F-80CB-E8AB4B48C42C},82,Y
{610B6B6A-D23B-4F5D-989F-DA27984675DE},55,N
{2B66F547-2EE0-4713-9D0D-2FE2CCB5FF52},74,N
{C47E814C-32B5-4A76-8773-4DF079A7502B},50,Y
{BFFF1FA2-1C2A-4852-A5B3-48D564D1B193},65,Y
{8B7E9D3B-5498-4D2C-9F0A-50AD71F89714},66,Y
{0579D96D-117D-40DA-821F-5C6FB5C6043C},"30, 37",Y
{F3C6A927-A2F4-4AA7-B856-6B484EE10A9C},23,Y
{F6149F42-D644-4BA9-8C02-7BD1B57DE41B},69,Y
{538143C9-AE35-4CE4-9AC1-7135F2B1DFDF},55,
{4ACABEE0-1073-4554-952A-027DA9159BC1},63,N
{7F13C8D2-3327-45A7-857D-F9B74737A037},70,Y
{C1511B02-5B7B-41E9-AB2E-1282124411BA},62,N
{56863017-0FEA-417F-A169-327C9AB5056E},30,Y
{955BB69E-5EFE-49D8-8649-C888FA4C791D},61,Y
{A970E609-B8E5-4134-9AD0-42B36A5320C5},44,N
{321D6F3D-094B-4FDA-B48A-D0C41A516FDE},62,N
{7B26157F-0DA8-44C4-971C-25E1A4565DE5},54,N
{C3CE3189-A7F8-4EF4-85E7-7B99D501502E},62,N
{739F94F7-1C99-44E3-87C4-77F8D33FB277},28,Y
{B8007E81-A179-4151-8341-F4F0A5E64879},68,N
{1B3E49C2-F446-4DE9-BE16-648484E06893},84,Y
{01AD9F2D-AD1B-4FBE-BB15-41DC9DC485FD},86,Y
{744457F4-A639-4646-BA9B-F2AE0B90ED9B},37,Y
{AE1D99DA-0D23-49BE-B042-4371C5536F3F},64,Y
{A7036B60-B3D0-4836-823A-D91368102DFC},"62, 63",N
