objectid,globalid,location,zipcode,:@computed_region_f5dn_yrer,updateddate,bbl,parkname,psstatus,createddate,statesenate,jurisdiction
124423,8EE97251-0953-4A33-9050-4950F2318BC8,"{'type': 'Point', 'coordinates': [-74.13102204411233, 40.60128403498094]}",10314.0,30,2021-11-26T19:19:28,5008170001.0,,Empty,2015-03-06T05:00:00,24.0,
149627,579DE376-9866-4338-8607-8B9EA8E2B43F,"{'type': 'Point', 'coordinates': [-74.11330582291524, 40.56113240299107]}",10306.0,15,2016-10-13T15:43:35,5040070242.0,,Populated,2015-03-24T04:00:00,24.0,
135235,9DE96956-164D-446F-9D78-940E9843CED2,"{'type': 'Point', 'coordinates': [-73.8597984565339, 40.877462155538886]}",10469.0,29,2015-03-13T04:00:00,,,Populated,2015-03-13T04:00:00,36.0,
146041,4CE94CAF-701C-4694-9BF3-09B015D08926,"{'type': 'Point', 'coordinates': [-74.11562751874507, 40.562545622841796]}",10306.0,15,,5040020001.0,,Empty,2015-03-20T04:00:00,24.0,
150024,DF44105B-C2B3-4A09-A847-597DA7BE5682,"{'type': 'Point', 'coordinates': [-74.19959361238105, 40.52773017445136]}",10309.0,15,,5066540006.0,,Empty,2015-03-24T04:00:00,24.0,
129223,6D904278-B4B3-4197-A77F-0707135A8D2E,"{'type': 'Point', 'coordinates': [-74.13387034324204, 40.598860458231755]}",10314.0,30,2015-03-13T04:00:00,5019720007.0,,Empty,2015-03-10T04:00:00,24.0,
149248,2AAED972-EFB3-42D4-A957-982C193A7F0C,"{'type': 'Point', 'coordinates': [-73.84951207365086, 40.6543790196147]}",11414.0,62,2017-05-05T09:32:24,4140190035.0,,Populated,2015-03-23T04:00:00,15.0,
145650,7870B4FE-3C49-4497-8506-0FD626664540,"{'type': 'Point', 'coordinates': [-74.11412222024394, 40.561493974753674]}",10306.0,15,2023-02-09T17:19:25,5040070207.0,,Populated,2015-03-20T04:00:00,24.0,
149245,4A17F607-63B1-4138-9BDD-475BBEF737DC,"{'type': 'Point', 'coordinates': [-74.11525904675699, 40.56151704421786]}",10306.0,15,2016-10-12T20:45:10,5040070055.0,,Populated,2015-03-23T04:00:00,24.0,
138880,42850327-71C5-442B-B7BF-062100BA5A75,"{'type': 'Point', 'coordinates': [-73.7792804673344, 40.73186615419869]}",11366.0,25,,4072080001.0,,Empty,2015-03-16T04:00:00,11.0,
150041,DA66345A-AF54-4D0A-ACCB-159B1A738909,"{'type': 'Point', 'coordinates': [-74.11121105102922, 40.55921612180123]}",10306.0,15,2019-04-03T05:51:06,5040580422.0,,Populated,2015-03-24T04:00:00,24.0,
150445,87B0B8DB-D1B2-42C5-ADE7-43E85808F7BE,"{'type': 'Point', 'coordinates': [-74.11364396072682, 40.56041697683005]}",10306.0,15,2016-10-13T15:34:04,5040070189.0,,Populated,2015-03-24T04:00:00,24.0,
138423,AF862ACF-05FF-4E0C-995A-DDE773ABF373,"{'type': 'Point', 'coordinates': [-74.07737610190178, 40.62435055876708]}",10304.0,4,2016-10-12T19:54:14,5005300007.0,,Populated,2015-03-16T04:00:00,23.0,
144026,FB52B131-EBBC-4296-BCDB-EEDEB8FD16BB,"{'type': 'Point', 'coordinates': [-74.08910665456217, 40.58224373973968]}",10305.0,30,2021-12-03T17:56:59,5037060023.0,,Populated,2015-03-19T04:00:00,24.0,
148425,EE1E5A57-C963-49C3-9833-4CFFDDCD2BDD,"{'type': 'Point', 'coordinates': [-74.11738366190983, 40.56252990017468]}",10306.0,15,2016-10-13T15:02:07,5040000039.0,,Populated,2015-03-23T04:00:00,24.0,
136024,C759127D-4081-41BD-A758-912C0169A4C0,"{'type': 'Point', 'coordinates': [-74.07730413396833, 40.623602652571186]}",10304.0,4,2016-10-12T15:53:41,5005310007.0,,Populated,2015-03-13T04:00:00,23.0,
149228,C3D6C60F-79B4-460F-9A12-6FEDC025A7B9,"{'type': 'Point', 'coordinates': [-74.11621350055815, 40.563660955901476]}",10306.0,15,2021-08-23T12:52:07,5040010001.0,,Empty,2015-03-23T04:00:00,24.0,
140456,D1181E4B-6F78-49D0-97A6-71098B1237E2,"{'type': 'Point', 'coordinates': [-74.09279130749073, 40.621846193103714]}",10301.0,4,,5005930195.0,,Populated,2015-03-17T04:00:00,23.0,
146025,EE7B83A9-F669-4458-9E90-C9C0C65E42E1,"{'type': 'Point', 'coordinates': [-73.7805349993451, 40.784313104774775]}",11360.0,22,2017-02-03T10:11:06,4058570110.0,,Empty,2015-03-20T04:00:00,11.0,
138029,D6431F9C-0CDE-4660-BA54-D37BCA58FDCA,"{'type': 'Point', 'coordinates': [-74.07837380056175, 40.62407653943668]}",10304.0,4,2016-10-12T16:42:55,5005330007.0,,Populated,2015-03-16T04:00:00,23.0,
