objectid,globalid,location,zipcode,:@computed_region_f5dn_yrer,updateddate,bbl,parkname,psstatus,createddate,statesenate,jurisdiction
151631,8CCC1B16-3E05-4B8A-A5A2-711ECF8F6244,"{'type': 'Point', 'coordinates': [-73.88984767680486, 40.72287223776529]}",11378.0,54,,4028320043.0,,Populated,2015-03-25T04:00:00,15.0,
146436,2A03FB34-5BA6-40C5-9517-C9ECA1C4D142,"{'type': 'Point', 'coordinates': [-74.09007158123723, 40.582865452122995]}",10305.0,30,2021-12-06T18:06:31,5036510063.0,,Populated,2015-03-20T04:00:00,24.0,
145240,A80837D9-68BC-4FA4-8F65-BD8168F228CA,"{'type': 'Point', 'coordinates': [-74.11647195913373, 40.56343176959949]}",10306.0,15,2021-08-23T12:52:34,5040010001.0,,Empty,2015-03-20T04:00:00,24.0,
144040,08E0C020-5012-42B9-8FEE-06FF3CCE25EE,"{'type': 'Point', 'coordinates': [-74.02354099907215, 40.61842771396618]}",11228.0,10,2019-01-18T15:02:40,3060710115.0,,Empty,2015-03-19T04:00:00,22.0,
140843,82AE28DC-4F22-4A7E-9EF8-8E62350C6AEF,"{'type': 'Point', 'coordinates': [-74.09222328356509, 40.62296826624403]}",10301.0,4,2016-10-17T15:58:37,5005930171.0,,Populated,2015-03-17T04:00:00,23.0,
149234,8C627B0F-3A41-4C8D-BA90-249423C0A176,"{'type': 'Point', 'coordinates': [-73.73656089256534, 40.73694285000424]}",11427.0,63,2015-03-23T04:00:00,4079200018.0,,Populated,2015-03-23T04:00:00,11.0,
122024,6AC474F7-0D16-43EC-A1F9-8C9B6C14F434,"{'type': 'Point', 'coordinates': [-74.13088024029413, 40.60672684318438]}",10314.0,30,2017-09-11T08:51:16,5007650018.0,,Empty,2015-03-04T05:00:00,24.0,
148825,F906CBF3-DB30-4198-BDF2-28442D65B683,"{'type': 'Point', 'coordinates': [-74.11633848286635, 40.561997250264916]}",10306.0,15,2016-10-13T14:57:20,5040000039.0,,Populated,2015-03-23T04:00:00,24.0,
136022,6F3E841D-0194-45B0-BB0F-33AE707C7BFE,"{'type': 'Point', 'coordinates': [-73.9043721242937, 40.74435840812778]}",11377.0,53,2019-07-26T18:01:57,4013350025.0,,Populated,2015-03-13T04:00:00,12.0,
138429,8807C991-C306-4113-B2E5-0897EB183DEF,"{'type': 'Point', 'coordinates': [-74.07883520391414, 40.624033313147685]}",10304.0,4,2016-10-17T19:00:17,5005320023.0,,Populated,2015-03-16T04:00:00,23.0,
149636,A07EF9B9-2052-468A-8A6B-8BF6A6972923,"{'type': 'Point', 'coordinates': [-74.11103422602064, 40.55995928315075]}",10306.0,15,2021-08-13T13:02:42,5040580314.0,,Populated,2015-03-24T04:00:00,24.0,
138841,82519EB8-845E-4B75-9D7A-1B70B6F455B2,"{'type': 'Point', 'coordinates': [-74.09100182676453, 40.62570560630179]}",10301.0,4,,5005910032.0,,Populated,2015-03-16T04:00:00,23.0,
150826,007B07DE-A47D-4513-8B03-A564C29B41FA,"{'type': 'Point', 'coordinates': [-74.11211808489698, 40.560553394165126]}",10306.0,15,2017-03-06T12:33:20,5040580332.0,,Populated,2015-03-24T04:00:00,24.0,
138854,F8975519-237C-4093-AA9A-9D9169B88324,"{'type': 'Point', 'coordinates': [-74.09276597429051, 40.62421737574464]}",10301.0,4,,5005900093.0,,Populated,2015-03-16T04:00:00,23.0,
138870,33C65754-C69F-446A-8C57-AEE0B130271F,"{'type': 'Point', 'coordinates': [-74.09125575758118, 40.62334045333577]}",10301.0,4,2022-08-29T11:06:31,5005930240.0,,Populated,2015-03-16T04:00:00,24.0,
125222,09AC76E0-89DD-4551-8FC7-D31CEB4E46D7,"{'type': 'Point', 'coordinates': [-74.13081967432801, 40.60130273115864]}",10314.0,30,2017-04-11T10:10:38,5008170001.0,,Empty,2015-03-06T05:00:00,24.0,
134827,F0EF6B0F-B93D-4A2A-A4B9-50AA9FC6D635,"{'type': 'Point', 'coordinates': [-74.0761430345168, 40.62394851353919]}",10304.0,4,2016-10-17T18:12:23,5005310025.0,,Populated,2015-03-13T04:00:00,23.0,
150835,7E892AA9-1B50-454A-83E2-6734FCDBDC2C,"{'type': 'Point', 'coordinates': [-74.112579299232, 40.55986273088687]}",10306.0,15,2017-03-06T12:00:47,5041300449.0,,Populated,2015-03-24T04:00:00,24.0,
140467,BA812BBF-3439-4D74-BFD3-9B6F8850C4BA,"{'type': 'Point', 'coordinates': [-74.13065932987487, 40.63635625072266]}",10302.0,4,2022-03-15T14:28:58,5010150026.0,,Populated,2015-03-17T04:00:00,23.0,
150050,D5E12977-EF23-4064-ADF5-92A096E04F89,"{'type': 'Point', 'coordinates': [-74.11424909633843, 40.560785091336726]}",10306.0,15,2016-10-13T15:32:50,5040070179.0,,Populated,2015-03-24T04:00:00,24.0,
139235,013D47E6-063A-49B1-B14C-ECACC02B36C2,"{'type': 'Point', 'coordinates': [-73.94404777028993, 40.67829561612317]}",11216.0,69,2015-03-16T16:48:15,3012030007.0,,Empty,2015-03-16T04:00:00,25.0,
140436,757859E8-D583-4E16-B36D-766D4CAC5B6E,"{'type': 'Point', 'coordinates': [-74.08929481590557, 40.62266336268375]}",10301.0,4,,5005930350.0,,Populated,2015-03-17T04:00:00,23.0,
148449,AD93CA1E-D205-4EC1-90B5-1A27F541D182,"{'type': 'Point', 'coordinates': [-73.96345779169222, 40.679194237035084]}",11238.0,16,2021-08-31T14:48:10,3011400011.0,,Empty,2015-03-23T04:00:00,25.0,
149227,1B3A6FD3-503D-42CA-B36F-A378E304C7B9,"{'type': 'Point', 'coordinates': [-73.9476624254221, 40.788713247814194]}",10029.0,7,2016-10-20T19:19:43,1016290030.0,,Populated,2015-03-23T04:00:00,29.0,
138426,5A0E8348-B117-493C-ABFB-C014C9CAD2EE,"{'type': 'Point', 'coordinates': [-74.07803985721192, 40.624274096545264]}",10304.0,4,2016-10-17T19:29:41,5005290063.0,,Populated,2015-03-16T04:00:00,23.0,
148452,93D8F90B-F7DC-4D62-BAAB-8DCAC4D755D3,"{'type': 'Point', 'coordinates': [-74.00286617258807, 40.633250318259556]}",11219.0,2,2017-02-16T11:56:55,3057020026.0,,Populated,2015-03-23T04:00:00,17.0,
146051,6231FD47-FA38-4ED1-AEDF-C5B73E950D5D,"{'type': 'Point', 'coordinates': [-74.11172833712516, 40.56124176331927]}",10306.0,15,2019-07-22T14:38:35,5040580222.0,,Populated,2015-03-20T04:00:00,24.0,
149641,F12DB550-A01E-40EE-AD04-9CC4AF741D5E,"{'type': 'Point', 'coordinates': [-74.11206907776545, 40.55971206004408]}",10306.0,15,2017-06-01T11:28:25,5040580436.0,,Empty,2015-03-24T04:00:00,24.0,
150037,A87FC185-DFAE-418D-A258-C8821B418EF4,"{'type': 'Point', 'coordinates': [-73.98732616767961, 40.57643293682527]}",11224.0,21,2019-01-08T20:42:18,3070180042.0,,Empty,2015-03-24T04:00:00,23.0,
149236,A7E6E01A-7D72-44D5-B745-EED81450AA5E,"{'type': 'Point', 'coordinates': [-73.73136542417802, 40.694699957781985]}",11411.0,63,2018-08-08T12:49:47,4113100053.0,,Empty,2015-03-23T04:00:00,14.0,
143236,B5B540F2-CF7C-4EA7-B18E-A8B0E9DC5F00,"{'type': 'Point', 'coordinates': [-73.89410500905234, 40.64711306202727]}",11236.0,5,,3082130033.0,,Empty,2015-03-19T04:00:00,19.0,
133625,2B98B1E0-0756-41BD-B29F-F0683EBD6F21,"{'type': 'Point', 'coordinates': [-74.1190033558653, 40.574362665729424]}",10306.0,30,2016-10-24T17:50:00,5041920007.0,,Empty,2015-03-12T04:00:00,24.0,
138438,1ED391F8-51EE-4DDC-BA59-BA6BD4BE825B,"{'type': 'Point', 'coordinates': [-74.09111517155301, 40.62561107510907]}",10301.0,4,2016-10-17T14:32:11,5005910028.0,,Populated,2015-03-16T04:00:00,23.0,
143628,B9F3AC6A-EBB2-4526-B45A-3386CE3D4139,"{'type': 'Point', 'coordinates': [-73.96776002737808, 40.614773198895044]}",11230.0,2,2017-12-01T10:11:03,3065690048.0,,Populated,2015-03-19T04:00:00,22.0,
145255,1A4FC02D-D225-476F-A7DE-6FE676011F25,"{'type': 'Point', 'coordinates': [-74.11520335305765, 40.56296306906633]}",10306.0,15,2016-10-13T15:19:14,5040020001.0,,Populated,2015-03-20T04:00:00,24.0,
146462,DE46E282-DD73-456D-BD77-F18BB09F6B21,"{'type': 'Point', 'coordinates': [-73.96246538460679, 40.583991101083576]}",11235.0,21,2016-10-19T17:53:25,3072420101.0,,Empty,2015-03-20T04:00:00,23.0,
138446,933332AA-D4FD-4450-AD3A-B70913DAB891,"{'type': 'Point', 'coordinates': [-74.09302460685686, 40.624057226577925]}",10301.0,4,,5005930036.0,,Populated,2015-03-16T04:00:00,23.0,
150825,90F27068-0E2A-4294-96DC-60A39448C0A4,"{'type': 'Point', 'coordinates': [-73.9413876418868, 40.62383081128852]}",11210.0,5,,3076350027.0,,Populated,2015-03-24T04:00:00,17.0,
146440,84B27CB1-EA4E-4F2A-8842-5560B28DF9E9,"{'type': 'Point', 'coordinates': [-74.08941168625026, 40.583078023621624]}",10305.0,30,2021-07-26T19:46:19,5037040072.0,,Empty,2015-03-20T04:00:00,24.0,
146046,AF54A594-BFBD-4383-9390-ECFA6BAC3E6E,"{'type': 'Point', 'coordinates': [-74.11539212848926, 40.562781403081665]}",10306.0,15,,5040020001.0,,Populated,2015-03-20T04:00:00,24.0,
145644,CDDC4A07-F0E0-4B60-A52F-CA6C8F239DDC,"{'type': 'Point', 'coordinates': [-74.11469614176224, 40.5623931910327]}",10306.0,15,,5040020001.0,,Populated,2015-03-20T04:00:00,24.0,
146434,C46B4D1B-0457-44B4-B4C2-8ED1D93F24C5,"{'type': 'Point', 'coordinates': [-74.11654213097172, 40.563361409579244]}",10306.0,15,2021-08-23T12:27:43,5040010001.0,,Populated,2015-03-20T04:00:00,24.0,
148463,CB0524B9-94AA-4C71-B6D3-CFEC2A850DF3,"{'type': 'Point', 'coordinates': [-73.96210454381963, 40.67440590724927]}",11238.0,16,2021-09-03T18:58:26,3011677501.0,,Populated,2015-03-23T04:00:00,20.0,
138877,8FE0F049-37A6-496B-835A-5C785F1B12B6,"{'type': 'Point', 'coordinates': [-73.90762212731792, 40.819193760596846]}",10456.0,49,2016-10-07T19:32:25,2026290132.0,,Populated,2015-03-16T04:00:00,32.0,
150447,1CC3AB7E-EB51-42C7-B157-FD320529FA30,"{'type': 'Point', 'coordinates': [-74.11483312540342, 40.5611383320189]}",10306.0,15,2016-10-13T15:30:48,5040070168.0,,Populated,2015-03-24T04:00:00,24.0,
145230,A4723A54-4342-40F4-9CCE-BAB33E44AE4D,"{'type': 'Point', 'coordinates': [-74.21834371349743, 40.55016515182869]}",10309.0,15,,5070540444.0,,Empty,2015-03-20T04:00:00,24.0,
140832,823731E9-3BA9-4C6B-AB72-0FF92D1C089F,"{'type': 'Point', 'coordinates': [-74.08898474482295, 40.62347959270772]}",10301.0,4,2016-10-12T19:18:53,5005920320.0,,Populated,2015-03-17T04:00:00,23.0,
150836,57332F4F-65C5-45A2-8F2B-D53895C601E4,"{'type': 'Point', 'coordinates': [-73.96430236120845, 40.79901888602982]}",10025.0,20,2017-08-10T14:18:04,1018600020.0,,Empty,2015-03-24T04:00:00,30.0,
140838,E05883C7-402A-4CCD-9DD0-7834A055E972,"{'type': 'Point', 'coordinates': [-74.09059362856806, 40.623413368621875]}",10301.0,4,,5005920340.0,,Populated,2015-03-17T04:00:00,23.0,
143226,7B362D7D-0F1D-4ADD-8F06-C6167E05E9A3,"{'type': 'Point', 'coordinates': [-74.08900487861654, 40.58218707839466]}",10305.0,30,2019-07-19T15:56:55,5037060025.0,,Populated,2015-03-19T04:00:00,24.0,
139632,E77B82AC-22B3-446B-915E-3D95A35AB059,"{'type': 'Point', 'coordinates': [-74.08867791477901, 40.62351837582337]}",10301.0,4,,5005920315.0,,Populated,2015-03-17T04:00:00,23.0,
143625,1BDDF5EF-E370-42FF-8BA7-FC0D2A41DC01,"{'type': 'Point', 'coordinates': [-74.088926835855, 40.58214857376584]}",10305.0,30,2023-01-17T16:56:40,5037060025.0,,Empty,2015-03-19T04:00:00,24.0,
149242,2EF1E485-6A42-4A13-A999-3F07FDDB77D8,"{'type': 'Point', 'coordinates': [-74.11438564509528, 40.56244506820246]}",10306.0,15,2021-08-04T14:04:32,5040070076.0,,Populated,2015-03-23T04:00:00,24.0,
131628,6136FB10-0E1C-46DD-9CEC-42DD9E74D41F,"{'type': 'Point', 'coordinates': [-74.16611957444773, 40.64001367917599]}",10303.0,4,2018-02-20T09:33:22,5012630076.0,,Retired,2015-03-11T04:00:00,23.0,
148826,1E04690C-5FE7-4D52-9B58-7D2876547188,"{'type': 'Point', 'coordinates': [-74.11623927044161, 40.56198484181644]}",10306.0,15,2016-10-13T14:56:43,5040000039.0,,Populated,2015-03-23T04:00:00,24.0,
143234,F9447D5F-2993-4A2C-8549-9498AB710274,"{'type': 'Point', 'coordinates': [-73.8704522469543, 40.73960645386172]}",11373.0,66,,4018670057.0,,Empty,2015-03-19T04:00:00,13.0,
142041,9094DADB-9B30-4B35-B92D-17BCA0EA46FF,"{'type': 'Point', 'coordinates': [-74.14237459545285, 40.612838585767264]}",10314.0,4,2021-10-05T15:05:54,5004740148.0,,Populated,2015-03-18T04:00:00,24.0,
148053,A9AF1B2C-F657-4838-830B-14F5B81AFDEB,"{'type': 'Point', 'coordinates': [-73.98791971444525, 40.58677410711079]}",11214.0,21,2017-03-09T13:55:52,3069160061.0,,Populated,2015-03-23T04:00:00,22.0,
150437,BFBDE8BA-781F-4FB6-B3F3-8145AC2D0A15,"{'type': 'Point', 'coordinates': [-74.11237712878145, 40.55975631703296]}",10306.0,15,2021-08-12T14:05:03,5041300447.0,,Empty,2015-03-24T04:00:00,24.0,
135223,EA18B1C7-A24F-4FDD-A4A1-3B8AB9639525,"{'type': 'Point', 'coordinates': [-74.07591004878392, 40.623997667863414]}",10304.0,4,,5005310029.0,,Populated,2015-03-13T04:00:00,23.0,
130425,DC0872D4-5695-46BB-B18A-BB1BF0C36688,"{'type': 'Point', 'coordinates': [-74.06365987436638, 40.61090778177847]}",10305.0,4,2018-02-14T13:31:30,5028320001.0,,Empty,2015-03-11T04:00:00,23.0,
145263,1F0B4101-B92C-4FCA-B039-E5AFE88C6D90,"{'type': 'Point', 'coordinates': [-74.11407417162049, 40.56264575132916]}",10306.0,15,2021-08-20T18:47:31,5039830001.0,,Populated,2015-03-20T04:00:00,24.0,
140466,2831E66F-503A-410E-86FF-6A7F0EBA84BD,"{'type': 'Point', 'coordinates': [-74.13094535989062, 40.63650622891269]}",10302.0,4,2022-03-15T14:30:26,5010160008.0,,Empty,2015-03-17T04:00:00,23.0,
135225,B4A58CC4-1A07-4540-9E60-DDE930CE28AB,"{'type': 'Point', 'coordinates': [-74.07617643155827, 40.62391853773146]}",10304.0,4,,5005310025.0,,Populated,2015-03-13T04:00:00,23.0,
146455,C091DB1D-68FB-49DC-A272-1F3E95C64778,"{'type': 'Point', 'coordinates': [-74.11217415802008, 40.560458033335365]}",10306.0,15,2017-03-06T12:32:57,5040580344.0,,Populated,2015-03-20T04:00:00,24.0,
143225,3776EEC4-B06E-4990-B832-CF2C86AD200A,"{'type': 'Point', 'coordinates': [-74.08820850980024, 40.58189180217927]}",10305.0,30,2021-12-06T20:08:05,5037080001.0,,Populated,2015-03-19T04:00:00,24.0,
138442,F6649F43-627D-46E0-8DB8-3970F0F86265,"{'type': 'Point', 'coordinates': [-74.09200290541662, 40.62477823358657]}",10301.0,4,2016-10-17T14:28:09,5005900079.0,,Populated,2015-03-16T04:00:00,23.0,
151624,94CBB9EA-E50D-45AE-A480-5FBAA136B591,"{'type': 'Point', 'coordinates': [-74.12260452690222, 40.63005562578359]}",10310.0,4,2018-07-10T15:05:04,5002230102.0,,Populated,2015-03-25T04:00:00,23.0,
140471,13BB4C86-2963-4303-997C-DFCD4E8A7E7D,"{'type': 'Point', 'coordinates': [-74.0730489719222, 40.593136848614705]}",10305.0,30,,5032570018.0,,Empty,2015-03-17T04:00:00,23.0,
150067,F4397DB2-8560-4E36-8425-CC5D4CBB8249,"{'type': 'Point', 'coordinates': [-74.11495430974429, 40.56121147719579]}",10306.0,15,2016-10-13T15:31:05,5040070166.0,,Populated,2015-03-24T04:00:00,24.0,
145257,45441E52-014B-44A3-806B-082DF9439257,"{'type': 'Point', 'coordinates': [-74.11512306166212, 40.56192044342471]}",10306.0,15,2021-03-02T15:57:17,5040020001.0,,Populated,2015-03-20T04:00:00,24.0,
149637,5A004C16-6F79-4B44-B627-03D4BD35B15B,"{'type': 'Point', 'coordinates': [-74.11023706983168, 40.559511156271796]}",10306.0,15,2017-03-06T12:19:13,5040580301.0,,Populated,2015-03-24T04:00:00,24.0,
150042,96169E06-3386-468A-A2C1-42DB23F9FD68,"{'type': 'Point', 'coordinates': [-73.94157277134244, 40.60448781783164]}",11229.0,32,2019-04-02T14:42:23,3073100067.0,,Populated,2015-03-24T04:00:00,22.0,DPR
136023,D445E4C9-B1EE-4F47-847A-23CFEB41E35E,"{'type': 'Point', 'coordinates': [-74.07703295906501, 40.623683843694444]}",10304.0,4,2019-07-01T15:29:01,5005310011.0,,Populated,2015-03-13T04:00:00,23.0,
139642,6BBDC781-A437-4915-8569-81A08A0861A6,"{'type': 'Point', 'coordinates': [-74.0925404358067, 40.622335302383185]}",10301.0,4,,5005930185.0,,Populated,2015-03-17T04:00:00,23.0,
150062,6245D240-0D82-4C3F-8D5B-6F716919EBC3,"{'type': 'Point', 'coordinates': [-74.11387631767592, 40.56043555492465]}",10306.0,15,,5040070143.0,,Populated,2015-03-24T04:00:00,24.0,
151625,D40EFF80-8D3B-4C42-A925-62E1DBEBB367,"{'type': 'Point', 'coordinates': [-73.97423433806313, 40.795574130696195]}",10025.0,20,2020-04-15T18:38:08,1012530086.0,,Populated,2015-03-25T04:00:00,31.0,
138041,BAA0D416-118A-4499-B2AE-21DCB54E4948,"{'type': 'Point', 'coordinates': [-73.93604196813693, 40.82771635880202]}",10039.0,18,2019-09-04T19:38:57,1020400023.0,,Populated,2015-03-16T04:00:00,30.0,
128823,EB85EFF6-B658-4419-87F1-640983144DDD,"{'type': 'Point', 'coordinates': [-73.86262128908143, 40.866768413849634]}",10467.0,59,2019-02-05T15:06:23,2045130046.0,,Empty,2015-03-10T04:00:00,36.0,
138037,77B8E8AB-05CB-4CD6-936C-DA0EF79ED202,"{'type': 'Point', 'coordinates': [-74.0912494233417, 40.62545431021656]}",10301.0,4,2020-05-24T14:38:21,5005910025.0,,Populated,2015-03-16T04:00:00,23.0,
121622,96FB6C55-612F-466D-9449-85A3CD2178E1,"{'type': 'Point', 'coordinates': [-74.20903635239088, 40.519577814089146]}",10309.0,15,2016-10-12T15:13:11,5067890053.0,,Populated,2015-03-04T05:00:00,24.0,
138439,D2782DF4-3D74-465C-A8A3-F7DC16F689D8,"{'type': 'Point', 'coordinates': [-74.01111946457456, 40.609953207952344]}",11228.0,1,2022-02-02T17:38:18,3063590068.0,,Populated,2015-03-16T04:00:00,22.0,
138468,06041913-1AAA-4D9E-B497-61DE753B7E52,"{'type': 'Point', 'coordinates': [-73.90761204165437, 40.81916745809896]}",10456.0,49,,2026290132.0,,Empty,2015-03-16T04:00:00,32.0,
134422,0989961B-1F3A-4953-AA99-F87402A19F92,"{'type': 'Point', 'coordinates': [-73.94575552807756, 40.64152275155537]}",11203.0,61,,3049490039.0,,Empty,2015-03-12T04:00:00,21.0,
150046,AFEFBAAA-1E27-4FDC-813F-D26079834765,"{'type': 'Point', 'coordinates': [-73.99061117336265, 40.591658019797094]}",11214.0,1,2017-11-28T09:17:57,3068960003.0,,Populated,2015-03-24T04:00:00,23.0,
146049,96262497-E7E9-4CD2-B2E4-CE7DA1E7F822,"{'type': 'Point', 'coordinates': [-74.11554794182257, 40.56146790949125]}",10306.0,15,2016-10-12T20:43:32,5040000039.0,,Populated,2015-03-20T04:00:00,24.0,
151232,38BB971D-A339-4C9C-BBA7-7B33011888C2,"{'type': 'Point', 'coordinates': [-74.11603572871549, 40.559464206964684]}",10306.0,15,2019-07-18T15:35:39,5040220006.0,,Populated,2015-03-25T04:00:00,24.0,
138436,CDD7374E-948E-47D1-B140-6F330159FEA8,"{'type': 'Point', 'coordinates': [-74.09089199416383, 40.62591265447835]}",10301.0,4,2016-10-17T14:33:07,5005910032.0,,Populated,2015-03-16T04:00:00,23.0,
138458,65D2A951-2294-4EFE-AC7A-291BF850579B,"{'type': 'Point', 'coordinates': [-73.81062460100442, 40.73248260080366]}",11365.0,25,2020-03-11T16:30:00,4067900022.0,,Populated,2015-03-16T04:00:00,16.0,
138449,6F76565D-66AB-4C7F-871E-FE1E4F37F165,"{'type': 'Point', 'coordinates': [-74.09196141078188, 40.62421693565328]}",10301.0,4,,5005930053.0,,Empty,2015-03-16T04:00:00,23.0,
150043,6899CB9B-FADE-40FB-8E0C-A1505C3F917C,"{'type': 'Point', 'coordinates': [-74.11185108566238, 40.55945614976696]}",10306.0,15,2017-03-06T12:10:09,5041300434.0,,Populated,2015-03-24T04:00:00,24.0,
151630,8C233769-B99A-4923-9DD5-C84EF85C844B,"{'type': 'Point', 'coordinates': [-73.98683390738974, 40.665996123428535]}",11215.0,14,2016-10-26T13:00:29,3010350029.0,,Empty,2015-03-25T04:00:00,21.0,
134834,80C37107-1317-41E7-8475-5C63FC81A23B,"{'type': 'Point', 'coordinates': [-74.07680329633563, 40.623868459941725]}",10304.0,4,2018-11-07T16:52:04,5005300058.0,,Populated,2015-03-13T04:00:00,23.0,
145647,18C6A700-D324-4B54-A992-083194DECC8A,"{'type': 'Point', 'coordinates': [-74.11569783098628, 40.5610401744565]}",10306.0,15,2021-08-04T13:41:33,5040070050.0,,Empty,2015-03-20T04:00:00,24.0,
138444,3E7026A3-B6C0-40E1-9BD3-7D89685526DA,"{'type': 'Point', 'coordinates': [-74.19442062125545, 40.54801492393041]}",10312.0,15,2018-08-17T13:47:39,5060160071.0,,Populated,2015-03-16T04:00:00,24.0,
149661,BBC2BB7F-44B4-464A-A9EB-5D5CA70BB2FD,"{'type': 'Point', 'coordinates': [-74.07316834482167, 40.59379251169485]}",10305.0,30,2015-03-26T04:00:00,5032760005.0,,Empty,2015-03-24T04:00:00,23.0,
138453,2BA218D8-DAAE-4307-8543-BED2DA448C3B,"{'type': 'Point', 'coordinates': [-74.09090939502545, 40.625020240307066]}",10301.0,4,2017-12-01T13:06:43,5005910052.0,,Empty,2015-03-16T04:00:00,23.0,
148436,ABAF30BA-44A6-46AF-BDD3-B3E67679888F,"{'type': 'Point', 'coordinates': [-74.11588659095973, 40.56196047775688]}",10306.0,15,2021-08-06T17:46:00,5040020001.0,,Populated,2015-03-23T04:00:00,24.0,
148430,A3D9F331-2CFD-4295-85F7-B529EB39D4DC,"{'type': 'Point', 'coordinates': [-74.1168137890603, 40.563277145893856]}",10306.0,15,2016-10-13T16:29:31,5040010001.0,,Populated,2015-03-23T04:00:00,24.0,
