app_id,total_swc_sq_ft
36469-2019-RSWC,328.0
2581-2020-RSWC,240.0
6549-2020-RSWC,412.0
31814-2019-RSWC,126.0
31265-2018-RSWC,420.0
13275-2017-ASWC,508.0
23522-2019-RSWC,762.0
6032-2020-RSWC,438.0
3108-2020-RSWC,180.0
16864-2019-RSWC,140.0
18213-2019-RSWC,140.0
27290-2019-RSWC,110.0
8278-2018-RSWC,224.0
19105-2019-RSWC,292.0
3757-2020-RSWC,154.0
6115-2018-RSWC,288.0
