group_column1,group_column2,total,average,count
QUEENS,FLUSHING,22758.0,11379.0,2
MANHATTAN,NEW YORK,90189.0,10021.0,9
BRONX,BRONX,52270.0,10454.0,5
QUEENS,BROOKLYN,44956.0,11239.0,4
BROOKLYN,FAR ROCKAWAY,23382.0,11691.0,2
BROOKLYN,BROOKLYN,112279.0,11227.9,10
QUEENS,FAR ROCKAWAY,70150.0,11691.666666666666,6
