ppt_id,address,phone_status,tablet_status,category,count,avg_value,total_value,max_value
146097,1 EAST 177 STREET,up,up,old,1,0.0,0.0,0
139460,907 8 AVENUE,up,up,old,1,0.0,0.0,0
119718,300 EAST 204 STREET,up,up,medium,1,0.0,0.0,0
119607,48 EAST 183 STREET,up,up,medium,1,0.0,0.0,0
123155,38 UNION SQUARE EAST,up,up,old,1,0.0,0.0,0
140298,281 11 AVENUE,up,up,old,1,0.0,0.0,0
136316,575 8 AVENUE,up,up,old,1,0.0,0.0,0
127156,6301 MILL LANE,up,up,medium,1,0.0,0.0,0
GF0370,5030 BROADWAY,,,medium,1,0.0,0.0,0
134450,74 7 AVENUE,up,up,old,1,0.0,0.0,0
134173,165 EAST BROADWAY,up,up,medium,1,0.0,0.0,0
145865,941 4 AVENUE,up,up,old,1,0.0,0.0,0
123344,357 GRAND STREET,up,up,medium,1,0.0,0.0,0
119157,96 EAST 170 STREET,up,up,old,1,0.0,0.0,0
114037,266 EAST 205 STREET,up,up,medium,1,0.0,0.0,0
160026,98 BELMONT AVENUE,up,up,medium,1,0.0,0.0,0
120512,425 6 AVENUE,up,up,old,1,0.0,0.0,0
145054,2928 WEST 5 STREET,up,up,medium,1,0.0,0.0,0
153911,2861 WEBSTER AVENUE,up,down,medium,1,0.0,0.0,0
123077,100 EAST 22 STREET,up,up,old,1,0.0,0.0,0
133338,147 3 AVENUE,up,up,old,1,0.0,0.0,0
126505,171 FLATBUSH AVENUE,up,up,old,1,0.0,0.0,0
108109,523 8 AVENUE,up,down,old,1,0.0,0.0,0
108355,98 BOND STREET,up,up,old,1,0.0,0.0,0
145819,135 EAST 146 STREET,up,up,old,1,0.0,0.0,0
127716,900 NOSTRAND AVENUE,up,up,old,1,0.0,0.0,0
136045,735 10 AVENUE,up,up,old,1,0.0,0.0,0
118974,798 HUNTS POINT AVENUE,up,up,medium,1,0.0,0.0,0
142001,701 8 AVENUE,up,up,old,1,0.0,0.0,0
108162,210 CANAL STREET,up,up,old,1,0.0,0.0,0
138237,60 LAFAYETTE STREET,up,up,old,1,0.0,0.0,0
122633,936 7 AVENUE,up,up,old,1,0.0,0.0,0
145943,241 CRESCENT STREET,up,up,old,1,0.0,0.0,0
108937,994 EAST 163 STREET,up,up,medium,1,0.0,0.0,0
150795,268 SARATOGA AVENUE,up,up,medium,1,0.0,0.0,0
131467,436 BROOK AVENUE,up,up,old,1,0.0,0.0,0
123260,72 2 AVENUE,up,up,old,1,0.0,0.0,0
152147,219 EAST BURNSIDE AVENUE,up,up,medium,1,0.0,0.0,0
126644,1803 FULTON STREET,up,up,old,1,0.0,0.0,0
138004,260 SPRING STREET,up,up,old,1,0.0,0.0,0
126737,2 ELDERT LANE,up,up,old,1,0.0,0.0,0
126565,605 FULTON STREET,up,up,old,1,0.0,0.0,0
GF34904,130 VAN BRUNT STREET,,,medium,1,0.0,0.0,0
145932,62 PENNSYLVANIA AVENUE,up,up,old,1,0.0,0.0,0
146096,4201 3 AVENUE,,,old,1,0.0,0.0,0
145690,30 EAST KINGSBRIDGE ROAD,up,up,old,1,0.0,0.0,0
119724,3177 WEBSTER AVENUE,up,down,medium,1,0.0,0.0,0
123791,182 1 AVENUE,up,up,old,1,0.0,0.0,0
127012,1380 NOSTRAND AVENUE,up,up,old,1,0.0,0.0,0
GF34904,130 VAN BRUNT STREET,,up,medium,1,0.0,0.0,0
123586,118 VARICK STREET,up,up,old,1,0.0,0.0,0
