entity_role,disqualified_entity_count,owner_officer_1_first_name,owner_officer_1_first_name_1,postcode,owner_officer_3_last_name,individual_role_5,individual_title_5
Sub-Contractor,0,Richard,Richard,10577,,,
Sub-Contractor,0,Shuja,Shuja,10001,,,
Sub-Contractor,0,edward,edward,11040,,,
Sub-Contractor,0,edward,edward,11040,,,Owner
Sub-Contractor,0,Nick,Nick,10301,,,
Sub-Contractor,0,antonio,antonio,11575,,,
Sub-Contractor,0,Toby,Toby,11520,,,
Sub-Contractor,0,Yaron,Yaron,10010,Barak,Owner,pres
