doitt_id,total_coundist
4067,26.0
746,9.0
3960,6.0
3530,6.0
895,39.0
3034,39.0
3423,6.0
1588,8.0
3568,7.0
4089,17.0
4658,34.0
1112,32.0
3991,7.0
3569,7.0
820,6.0
1569,27.0
510,1.0
1769,10.0
1201,28.0
65,1.0
4600,8.0
1236,16.0
273,33.0
3469,40.0
3873,9.0
504,3.0
4055,38.0
3951,4.0
206,150.0
3248,3.0
4117,4.0
3646,1.0
3677,4.0
85,3.0
3216,3.0
4653,34.0
3108,2.0
3963,34.0
3534,7.0
4336,2.0
362,42.0
11,9.0
1550,4.0
3333,4.0
459,39.0
794,9.0
3126,2.0
3558,4.0
4294,8.0
3347,4.0
