fact_column,total_dimension1,average_dimension2
1020539,10.0,412.0
998492,5.0,180.0
989170,9.0,288.0
985948,10.0,240.0
1024802,4.0,154.0
1009880,9.0,140.0
990579,5.0,224.0
1004377,18.0,438.0
985054,4.0,110.0
986190,12.0,292.0
987083,6.0,126.0
991907,14.0,328.0
1033048,12.0,508.0
983235,25.0,762.0
983863,14.0,420.0
986711,5.0,140.0
