createdon,permitseriesshortdesc,boroughname,category,count,avg_value,total_value,max_value
2025-07-09 08:26:30,STREET OPENING PERMIT,BROOKLYN,large,21,5280.0,110880.0,5280.0
2025-07-09 08:27:43,STREET OPENING PERMIT,BROOKLYN,large,7,5280.0,36960.0,5280.0
2021-05-26 10:09:11,STREET OPENING PERMIT,BROOKLYN,medium,1,300.0,300.0,300.0
2025-07-09 08:26:57,STREET OPENING PERMIT,BROOKLYN,large,28,5280.0,147840.0,5280.0
2025-07-09 08:26:08,STREET OPENING PERMIT,BROOKLYN,large,14,5280.0,73920.0,5280.0
