city,serves_food,total,average,count
ozone park,False,,,1
bronx,False,129400.0,129400.0,68
jamaica,False,,,2
staten island,False,,,43
flushing,False,,,1
new york,False,1585113.06,792556.53,59
brooklyn,False,,,39
long island city,False,,,1
far rockaway,False,,,1
