fiscal_qtr,fiscal_day,date_worked,sector_name,nhours,napsw,ncpw,njtp
2024Q2,128,2023-11-06,Queens Sector 10.12,0.25,0,1,0
2023Q4,288,2023-04-15,Queens Sector 5.6,8.5,0,0,1
2023Q4,286,2023-04-13,Bronx Sector 3.6,7.5,0,0,1
2023Q4,286,2023-04-13,Bronx Sector 3.6,7.5,0,0,1
2023Q4,286,2023-04-13,Bronx Sector 3.6,7.5,0,0,1
2023Q4,289,2023-04-16,Queens Sector 1.2,5.75,0,1,0
