dbn,p_q4d_5,p_q5a,p_q2d_5,p_q1_7,p_q4c_3,p_q3c_4,p_q8e_2,p_q8b_4,p_q2i_5,p_q12ad,n_t,p_q4b_2,p_q4e_2,p_q11e_3,p_q11c_2,p_q11c,p_q11a,p_q2f_1,p_q9_10,p_q3d_2,p_q2e_4,p_q6_3,p_q7c_5,p_q8c_3,p_q8c_4,p_q8f,p_q2c_4,p_q3d_4,p_q1_9,p_q7b_1,p_q7d_4,p_q4b,p_q11e_2,p_q5,p_q12ab_1,p_q12aa_4,p_q5i,p_q2b_4,p_q8f_3,p_q4b_3,p_q3b_3,p_q2h_5,p_q11c_3,p_q10j,eng_tot_10,p_q2d,p_q2c_2,saf_t_10,p_q12aa_5,p_q11b_2,nr_s,p_q4c_4,p_q12ac,p_q12aa_2,p_q5f,p_q8f_4,p_q4b_1,p_q2f_4,principal,p_q4d_1,p_q3a_3,p_q2c,p_q4c,p_q11b_3,p_q3a_2,p_q11a_4,p_q9_1,p_q7a_4,p_q11e_4,p_q2d_2,studentsurvey,p_q2h_4,p_q11b_4,p_q8d_2,p_q7a,p_q7c_3,p_q2f,com_s_10,p_q11c_4,p_q7b_5,rr_s,p_q3a_4,p_q8a_4,p_q2b_5,p_q5c,p_q9_6,p_q12aa_1,p_q11a_2,p_q1_5,p_q9_4,p_q4d_4,saf_s_10,p_q3a,p_q3c_5,p_q7a_1,p_q8a_5,p_q4a_3,p_q11f_3,p_q12bd,p_q10e,p_q7d_3,p_q4a
14K558,1.0,51.0,1.0,0.0,7.0,6.0,10.0,1.0,0.0,,26.0,58.0,53.0,4.0,53.0,7.7,7.7,48.0,5.0,36.0,1.0,13.0,5.0,1.0,1.0,9.1,0.0,15.0,0.0,29.0,1.0,8.1,59.0,7.8,20.0,2.0,35.0,0.0,2.0,5.0,19.0,0.0,8.0,40.0,7.8,8.4,65.0,8.2,16.0,61.0,381.0,1.0,,48.0,26.0,1.0,35.0,1.0,Gill Cornell,38.0,14.0,7.6,7.8,3.0,45.0,0.0,10.0,1.0,0.0,44.0,Yes,0.0,0.0,16.0,8.1,6.0,8.2,6.4,0.0,5.0,91.0,5.0,1.0,0.0,6.0,5.0,26.0,63.0,0.0,10.0,1.0,7.3,7.2,4.0,34.0,21.0,4.0,2.0,,24.0,7.0,8.2
07X029,3.0,58.0,1.0,8.0,5.0,6.0,6.0,3.0,4.0,,57.0,49.0,,3.0,49.0,7.6,8.2,44.0,1.0,26.0,2.0,16.0,4.0,2.0,2.0,8.9,2.0,14.0,13.0,40.0,2.0,7.8,57.0,8.1,17.0,3.0,11.0,1.0,4.0,8.0,17.0,0.0,9.0,49.0,6.6,8.0,58.0,6.2,19.0,53.0,268.0,3.0,,48.0,35.0,2.0,39.0,1.0,MEREDITH GOTLIN,40.0,19.0,7.4,8.1,10.0,26.0,0.0,5.0,3.0,1.0,53.0,Yes,2.0,2.0,12.0,8.0,9.0,7.9,5.4,1.0,1.0,87.0,10.0,9.0,0.0,7.0,7.0,22.0,44.0,10.0,5.0,2.0,5.9,6.7,7.0,40.0,29.0,6.0,3.0,,8.0,5.0,7.8
20K163,15.0,51.0,3.0,22.0,7.0,9.0,1.0,3.0,10.0,,30.0,59.0,,9.0,59.0,7.4,8.0,37.0,1.0,20.0,0.0,12.0,7.0,2.0,2.0,9.9,0.0,16.0,0.0,34.0,1.0,7.4,65.0,8.4,14.0,3.0,11.0,2.0,0.0,7.0,21.0,2.0,9.0,53.0,8.2,7.9,58.0,8.9,26.0,61.0,,1.0,,45.0,48.0,0.0,24.0,0.0,Maryann Wasmuth,31.0,28.0,7.8,7.6,8.0,26.0,1.0,3.0,1.0,0.0,54.0,No,2.0,0.0,5.0,8.4,3.0,7.8,,0.0,2.0,,10.0,1.0,1.0,27.0,10.0,12.0,50.0,17.0,8.0,2.0,,6.5,4.0,43.0,33.0,6.0,5.0,,10.0,1.0,7.7
10X213,0.0,3.0,0.0,0.0,10.0,11.0,8.0,5.0,0.0,,24.0,39.0,49.0,13.0,49.0,6.9,7.9,40.0,0.0,30.0,2.0,13.0,6.0,8.0,3.0,8.3,0.0,14.0,2.0,32.0,3.0,7.8,58.0,7.5,27.0,9.0,40.0,2.0,3.0,13.0,16.0,0.0,17.0,43.0,7.2,8.4,52.0,7.6,11.0,53.0,390.0,0.0,,55.0,51.0,5.0,45.0,5.0,Rashid F. Davis,47.0,30.0,7.6,7.9,11.0,35.0,0.0,2.0,0.0,2.0,39.0,Yes,7.0,0.0,20.0,7.8,3.0,7.4,5.9,3.0,3.0,59.0,11.0,5.0,2.0,2.0,16.0,16.0,54.0,0.0,10.0,0.0,6.7,5.7,29.0,32.0,23.0,10.0,8.0,,11.0,2.0,7.9
08X540,5.0,13.0,1.0,0.0,8.0,10.0,12.0,3.0,3.0,,27.0,63.0,49.0,8.0,59.0,7.5,7.4,32.0,0.0,32.0,1.0,13.0,9.0,4.0,1.0,7.2,1.0,14.0,0.0,26.0,1.0,7.8,59.0,6.4,12.0,8.0,20.0,1.0,8.0,6.0,21.0,3.0,6.0,31.0,6.5,7.9,65.0,6.6,16.0,66.0,336.0,2.0,,48.0,10.0,6.0,28.0,2.0,William Mulqueen,28.0,21.0,7.4,7.5,6.0,26.0,1.0,9.0,2.0,2.0,55.0,Yes,4.0,2.0,20.0,7.6,10.0,7.5,5.5,2.0,7.0,65.0,8.0,6.0,1.0,4.0,6.0,16.0,64.0,0.0,10.0,1.0,6.2,6.8,10.0,27.0,28.0,5.0,7.0,,6.0,9.0,8.0
09X313,2.0,26.0,1.0,0.0,4.0,9.0,8.0,2.0,7.0,,26.0,34.0,,5.0,37.0,8.3,8.6,59.0,1.0,29.0,1.0,7.0,4.0,1.0,1.0,8.9,0.0,14.0,31.0,50.0,0.0,8.5,41.0,6.6,34.0,3.0,23.0,1.0,1.0,7.0,11.0,1.0,6.0,47.0,7.3,8.7,40.0,6.5,16.0,36.0,422.0,1.0,,42.0,17.0,2.0,56.0,2.0,Lauren Wilkins,55.0,16.0,8.4,8.6,7.0,26.0,0.0,5.0,0.0,1.0,35.0,Yes,3.0,0.0,16.0,8.5,3.0,8.4,5.9,0.0,0.0,82.0,12.0,6.0,2.0,3.0,20.0,32.0,32.0,1.0,9.0,1.0,6.6,6.5,20.0,50.0,27.0,4.0,4.0,,3.0,4.0,8.3
12X428,7.0,26.0,0.0,0.0,7.0,15.0,0.0,8.0,4.0,,32.0,46.0,42.0,4.0,52.0,8.3,8.1,64.0,0.0,30.0,4.0,0.0,0.0,0.0,0.0,9.8,0.0,4.0,0.0,52.0,0.0,7.8,50.0,7.5,20.0,6.0,15.0,0.0,0.0,4.0,7.0,4.0,0.0,15.0,7.9,8.8,35.0,8.3,19.0,54.0,169.0,0.0,,50.0,44.0,0.0,38.0,4.0,,41.0,11.0,8.6,7.6,4.0,37.0,0.0,7.0,0.0,0.0,27.0,Yes,4.0,0.0,4.0,9.0,4.0,8.4,7.2,0.0,4.0,36.0,0.0,0.0,0.0,11.0,13.0,13.0,58.0,0.0,7.0,4.0,8.3,8.1,4.0,60.0,36.0,4.0,4.0,,4.0,0.0,8.4
07X385,2.0,55.0,0.0,19.0,5.0,8.0,3.0,3.0,4.0,,47.0,48.0,,4.0,45.0,8.0,8.8,50.0,0.0,24.0,1.0,11.0,4.0,1.0,3.0,9.6,2.0,7.0,0.0,48.0,3.0,8.3,47.0,8.1,29.0,4.0,9.0,2.0,1.0,6.0,11.0,1.0,6.0,50.0,5.7,8.5,51.0,5.4,10.0,44.0,,1.0,,42.0,24.0,1.0,45.0,1.0,Lourdes Estrella,44.0,13.0,7.8,8.5,3.0,25.0,0.0,6.0,2.0,0.0,42.0,No,3.0,1.0,10.0,8.4,7.0,8.2,,1.0,3.0,,6.0,9.0,0.0,26.0,6.0,37.0,30.0,19.0,7.0,1.0,,7.8,4.0,50.0,23.0,3.0,5.0,,5.0,2.0,8.4
03M404,18.0,6.0,6.0,0.0,0.0,7.0,0.0,7.0,6.0,,2.0,29.0,44.0,7.0,35.0,8.0,8.2,64.0,0.0,28.0,0.0,0.0,0.0,0.0,6.0,8.5,0.0,11.0,0.0,50.0,0.0,8.8,40.0,7.5,0.0,8.0,22.0,0.0,6.0,6.0,13.0,6.0,12.0,39.0,6.3,8.8,56.0,4.0,31.0,50.0,117.0,0.0,,38.0,39.0,0.0,65.0,0.0,Casey Jones,59.0,12.0,8.1,8.4,6.0,47.0,0.0,8.0,0.0,0.0,33.0,Yes,0.0,0.0,0.0,8.7,0.0,8.8,6.7,0.0,6.0,53.0,6.0,6.0,0.0,0.0,8.0,0.0,41.0,0.0,23.0,0.0,7.2,6.6,0.0,53.0,56.0,0.0,0.0,,22.0,0.0,9.0
14K126,3.0,37.0,3.0,0.0,7.0,7.0,4.0,3.0,4.0,,25.0,57.0,,5.0,61.0,7.5,7.7,41.0,2.0,33.0,0.0,7.0,4.0,4.0,2.0,9.3,0.0,9.0,19.0,32.0,2.0,7.8,62.0,7.9,10.0,3.0,17.0,2.0,2.0,5.0,21.0,1.0,5.0,39.0,6.6,8.0,55.0,5.9,29.0,64.0,401.0,2.0,,48.0,29.0,2.0,32.0,1.0,Rosemary Ochoa,31.0,22.0,7.7,7.7,9.0,35.0,1.0,5.0,3.0,1.0,50.0,Yes,2.0,0.0,13.0,7.7,7.0,7.8,5.7,1.0,4.0,86.0,7.0,10.0,0.0,7.0,9.0,11.0,64.0,0.0,8.0,2.0,6.0,6.4,6.0,31.0,20.0,4.0,3.0,,6.0,3.0,7.9
17K375,3.0,38.0,1.0,18.0,3.0,8.0,1.0,4.0,3.0,,48.0,46.0,,4.0,44.0,7.9,8.5,50.0,0.0,32.0,1.0,6.0,5.0,1.0,1.0,9.5,1.0,3.0,0.0,49.0,2.0,8.3,46.0,8.1,20.0,2.0,20.0,2.0,2.0,3.0,10.0,2.0,6.0,30.0,8.1,8.1,49.0,8.0,19.0,40.0,,1.0,,46.0,55.0,2.0,47.0,2.0,Ms. Marion Wilson,47.0,10.0,8.0,8.5,4.0,28.0,2.0,7.0,3.0,1.0,50.0,No,3.0,4.0,6.0,8.3,3.0,8.2,,2.0,1.0,,6.0,6.0,1.0,19.0,12.0,24.0,34.0,13.0,8.0,1.0,,7.9,7.0,50.0,20.0,3.0,5.0,,6.0,2.0,8.5
06M293,1.0,53.0,0.0,0.0,1.0,5.0,1.0,1.0,2.0,,8.0,32.0,34.0,2.0,33.0,8.6,8.9,73.0,2.0,22.0,0.0,2.0,2.0,1.0,0.0,9.8,1.0,5.0,17.0,65.0,0.0,9.0,39.0,8.6,30.0,2.0,35.0,2.0,1.0,2.0,10.0,2.0,2.0,67.0,7.7,9.1,29.0,8.3,13.0,35.0,408.0,1.0,,52.0,21.0,0.0,65.0,0.0,Bernadette Drysdale,65.0,10.0,8.8,9.0,2.0,24.0,0.0,3.0,0.0,1.0,24.0,Yes,0.0,0.0,5.0,9.1,1.0,9.1,6.4,1.0,0.0,98.0,3.0,0.0,0.0,32.0,5.0,25.0,29.0,0.0,7.0,0.0,7.6,8.5,2.0,68.0,15.0,0.0,1.0,,14.0,1.0,9.2
10X344,1.0,81.0,1.0,0.0,3.0,4.0,0.0,3.0,1.0,,10.0,26.0,,1.0,33.0,8.4,8.9,69.0,4.0,21.0,3.0,6.0,7.0,1.0,0.0,10.0,1.0,4.0,0.0,61.0,5.0,8.6,37.0,8.5,9.0,12.0,15.0,4.0,0.0,7.0,20.0,1.0,1.0,58.0,7.8,9.0,30.0,8.1,22.0,36.0,,0.0,,31.0,11.0,0.0,64.0,3.0,ELIZABETH LOPEZ-TOWEY,60.0,4.0,8.6,9.3,6.0,6.0,0.0,9.0,1.0,3.0,24.0,No,4.0,1.0,1.0,9.0,4.0,8.7,,4.0,0.0,,0.0,0.0,0.0,22.0,2.0,14.0,24.0,34.0,11.0,4.0,,9.7,0.0,69.0,24.0,6.0,3.0,,7.0,5.0,8.7
10X118,4.0,48.0,1.0,0.0,7.0,8.0,5.0,2.0,6.0,,47.0,45.0,,8.0,55.0,7.6,8.1,54.0,2.0,27.0,0.0,10.0,6.0,2.0,1.0,9.1,1.0,14.0,30.0,36.0,1.0,8.2,56.0,7.6,14.0,2.0,19.0,1.0,3.0,6.0,20.0,2.0,7.0,56.0,6.7,8.2,53.0,6.1,19.0,56.0,1118.0,1.0,,52.0,26.0,1.0,45.0,1.0,ELIZABETH LAWRENCE,48.0,22.0,7.8,8.0,11.0,31.0,0.0,4.0,1.0,1.0,45.0,Yes,3.0,1.0,13.0,8.0,5.0,8.4,5.7,1.0,4.0,95.0,12.0,6.0,2.0,20.0,5.0,19.0,51.0,0.0,17.0,0.0,6.5,6.1,7.0,38.0,27.0,4.0,3.0,,9.0,1.0,8.5
19K171,3.0,46.0,1.0,16.0,6.0,10.0,7.0,5.0,4.0,,50.0,58.0,,11.0,57.0,7.1,7.8,33.0,2.0,27.0,2.0,14.0,7.0,5.0,3.0,8.1,1.0,17.0,29.0,20.0,2.0,7.4,59.0,7.4,20.0,3.0,20.0,2.0,4.0,11.0,19.0,1.0,11.0,46.0,7.3,7.9,60.0,7.9,14.0,58.0,717.0,1.0,,53.0,8.0,6.0,26.0,2.0,Yolanda Fustanio,34.0,23.0,7.4,7.9,9.0,29.0,1.0,9.0,4.0,2.0,52.0,Yes,4.0,2.0,16.0,7.4,9.0,7.3,6.5,2.0,4.0,85.0,13.0,15.0,2.0,6.0,9.0,23.0,57.0,0.0,10.0,2.0,6.4,5.6,9.0,28.0,20.0,9.0,6.0,,9.0,6.0,7.4
02M397,2.0,98.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,4.0,35.0,,5.0,37.0,8.6,9.8,66.0,0.0,35.0,0.0,5.0,2.0,0.0,0.0,10.0,0.0,7.0,0.0,84.0,0.0,9.1,31.0,8.3,14.0,6.0,33.0,0.0,0.0,0.0,5.0,5.0,2.0,37.0,7.5,9.6,40.0,8.1,47.0,37.0,,0.0,,31.0,0.0,0.0,65.0,0.0,Nancy Harris,63.0,0.0,8.7,9.3,0.0,9.0,0.0,0.0,0.0,0.0,12.0,No,2.0,0.0,9.0,9.6,0.0,8.9,,0.0,0.0,,0.0,0.0,0.0,30.0,9.0,11.0,7.0,0.0,20.0,0.0,,9.8,0.0,84.0,12.0,0.0,0.0,,16.0,0.0,9.1
07X223,1.0,22.0,0.0,0.0,2.0,9.0,3.0,1.0,4.0,,34.0,33.0,,4.0,38.0,8.4,8.8,66.0,3.0,25.0,1.0,4.0,3.0,1.0,0.0,9.5,1.0,7.0,34.0,55.0,1.0,8.8,41.0,7.6,30.0,2.0,33.0,1.0,2.0,3.0,21.0,2.0,3.0,55.0,7.8,8.7,39.0,7.7,12.0,38.0,465.0,1.0,,44.0,55.0,1.0,62.0,1.0,Ramon Gonzalez,61.0,23.0,8.3,8.8,4.0,28.0,0.0,3.0,1.0,1.0,33.0,Yes,1.0,1.0,14.0,8.4,3.0,8.8,6.7,1.0,3.0,94.0,9.0,3.0,0.0,26.0,6.0,34.0,32.0,0.0,6.0,1.0,7.2,6.9,8.0,50.0,22.0,1.0,1.0,,10.0,4.0,9.1
09X204,2.0,54.0,1.0,10.0,2.0,5.0,5.0,2.0,4.0,,27.0,38.0,,1.0,42.0,8.5,8.7,54.0,0.0,29.0,0.0,13.0,3.0,2.0,1.0,9.7,0.0,4.0,0.0,53.0,0.0,9.0,43.0,7.5,20.0,2.0,5.0,0.0,1.0,1.0,16.0,1.0,0.0,68.0,8.3,8.6,49.0,8.8,38.0,42.0,,1.0,,32.0,34.0,1.0,61.0,1.0,Marcy Glattstein,58.0,15.0,8.3,8.9,2.0,30.0,1.0,2.0,0.0,1.0,40.0,No,0.0,0.0,9.0,8.8,1.0,8.5,,0.0,0.0,,3.0,2.0,0.0,10.0,3.0,24.0,34.0,14.0,6.0,1.0,,8.2,3.0,56.0,19.0,1.0,1.0,,10.0,2.0,8.9
10X279,1.0,13.0,0.0,14.0,3.0,3.0,8.0,1.0,2.0,,70.0,48.0,,4.0,38.0,8.5,8.6,55.0,2.0,40.0,1.0,15.0,1.0,1.0,1.0,9.5,2.0,1.0,14.0,51.0,0.0,8.4,44.0,8.2,23.0,4.0,21.0,1.0,1.0,3.0,5.0,0.0,3.0,73.0,7.1,8.4,45.0,6.5,5.0,46.0,351.0,2.0,,53.0,55.0,0.0,47.0,1.0,James Waslawski,49.0,7.0,8.1,8.4,3.0,45.0,0.0,4.0,0.0,1.0,43.0,Yes,1.0,1.0,10.0,8.6,2.0,8.3,6.3,1.0,0.0,87.0,3.0,2.0,0.0,6.0,1.0,25.0,38.0,10.0,7.0,1.0,6.5,8.1,2.0,48.0,8.0,2.0,3.0,,9.0,1.0,8.6
05M344,2.0,79.0,1.0,0.0,30.0,4.0,3.0,1.0,3.0,,11.0,73.0,,3.0,73.0,7.1,7.3,22.0,0.0,40.0,2.0,5.0,1.0,1.0,0.0,8.9,1.0,4.0,34.0,25.0,0.0,7.8,72.0,9.1,8.0,3.0,63.0,1.0,2.0,3.0,7.0,2.0,2.0,44.0,6.9,7.5,70.0,5.5,5.0,75.0,174.0,0.0,,80.0,32.0,2.0,23.0,2.0,Rashaunda Shaw,23.0,8.0,7.4,6.5,4.0,65.0,0.0,3.0,1.0,1.0,73.0,Yes,3.0,1.0,11.0,8.1,3.0,7.2,6.1,3.0,0.0,85.0,1.0,3.0,0.0,9.0,2.0,8.0,73.0,0.0,0.0,0.0,6.3,7.6,3.0,36.0,35.0,3.0,2.0,,6.0,2.0,8.4
05M367,2.0,47.0,3.0,0.0,3.0,5.0,7.0,1.0,2.0,,30.0,56.0,51.0,4.0,60.0,7.7,8.0,50.0,1.0,44.0,1.0,8.0,7.0,0.0,2.0,9.4,1.0,10.0,12.0,31.0,0.0,8.3,58.0,8.1,19.0,1.0,24.0,0.0,2.0,2.0,18.0,2.0,5.0,37.0,8.0,8.2,56.0,7.8,19.0,54.0,382.0,1.0,,50.0,32.0,1.0,39.0,1.0,CRYSTAL SIMMONS,41.0,15.0,7.7,8.0,7.0,45.0,0.0,2.0,2.0,0.0,47.0,Yes,2.0,1.0,11.0,7.9,6.0,8.1,6.9,0.0,10.0,56.0,7.0,7.0,2.0,27.0,5.0,23.0,56.0,0.0,9.0,1.0,7.5,7.1,5.0,36.0,21.0,1.0,3.0,,28.0,5.0,8.6
11X180,4.0,39.0,1.0,0.0,6.0,11.0,3.0,2.0,5.0,,33.0,43.0,,8.0,46.0,7.7,8.1,56.0,1.0,22.0,1.0,10.0,5.0,2.0,1.0,9.2,1.0,11.0,23.0,46.0,1.0,8.3,47.0,8.3,26.0,4.0,30.0,0.0,2.0,6.0,18.0,1.0,10.0,42.0,7.4,8.6,47.0,8.0,14.0,45.0,687.0,1.0,,37.0,36.0,2.0,48.0,1.0,Frank Uzzo,46.0,17.0,8.1,8.0,10.0,33.0,1.0,2.0,1.0,1.0,38.0,Yes,2.0,1.0,11.0,8.6,4.0,8.4,5.9,1.0,2.0,100.0,7.0,4.0,1.0,27.0,5.0,31.0,47.0,0.0,11.0,2.0,6.6,6.7,12.0,50.0,26.0,4.0,6.0,,11.0,1.0,8.5
03M859,5.0,93.0,0.0,15.0,12.0,0.0,2.0,5.0,3.0,,1.0,37.0,,10.0,45.0,7.2,7.8,32.0,0.0,28.0,3.0,15.0,5.0,3.0,0.0,10.0,7.0,13.0,5.0,68.0,0.0,7.9,54.0,9.4,0.0,3.0,12.0,7.0,0.0,12.0,29.0,3.0,13.0,56.0,7.4,8.3,41.0,7.3,67.0,38.0,43.0,0.0,,17.0,7.0,0.0,49.0,2.0,Jennifer Bonnet,37.0,28.0,6.1,7.9,15.0,28.0,7.0,31.0,0.0,5.0,39.0,Yes,10.0,8.0,8.0,9.3,7.0,7.2,7.6,5.0,0.0,67.0,10.0,0.0,0.0,73.0,10.0,0.0,24.0,10.0,3.0,2.0,8.3,6.9,3.0,73.0,13.0,2.0,8.0,,22.0,7.0,9.1
11X096,2.0,52.0,1.0,15.0,2.0,5.0,1.0,2.0,6.0,,76.0,49.0,,4.0,44.0,8.2,8.7,51.0,0.0,24.0,0.0,7.0,3.0,1.0,1.0,9.8,2.0,7.0,0.0,43.0,2.0,8.4,47.0,7.8,20.0,1.0,10.0,0.0,0.0,3.0,12.0,1.0,4.0,54.0,7.9,8.2,49.0,7.8,16.0,44.0,,1.0,,53.0,23.0,1.0,46.0,1.0,Marta Garcia,47.0,16.0,7.9,8.6,5.0,36.0,0.0,3.0,0.0,0.0,46.0,No,2.0,1.0,7.0,8.6,3.0,8.3,,1.0,0.0,,5.0,3.0,0.0,24.0,6.0,21.0,33.0,16.0,9.0,1.0,,7.6,2.0,48.0,22.0,2.0,3.0,,9.0,3.0,8.5
10X280,5.0,22.0,0.0,16.0,8.0,12.0,8.0,5.0,5.0,,65.0,51.0,,9.0,51.0,7.5,8.2,48.0,2.0,27.0,0.0,15.0,7.0,4.0,2.0,9.4,2.0,13.0,5.0,43.0,3.0,8.0,54.0,6.7,17.0,4.0,15.0,1.0,1.0,7.0,20.0,1.0,11.0,55.0,7.5,8.4,48.0,7.4,15.0,49.0,274.0,2.0,,52.0,17.0,2.0,39.0,2.0,JAMES WEEKS,37.0,26.0,7.9,8.0,14.0,28.0,1.0,4.0,1.0,1.0,44.0,Yes,5.0,0.0,12.0,8.2,6.0,8.1,6.5,1.0,1.0,99.0,7.0,7.0,0.0,5.0,5.0,17.0,44.0,11.0,8.0,3.0,6.8,6.5,9.0,38.0,26.0,4.0,6.0,,15.0,5.0,8.1
12X102,9.0,36.0,5.0,14.0,9.0,9.0,1.0,4.0,7.0,,33.0,50.0,,7.0,55.0,7.2,7.9,41.0,1.0,24.0,1.0,13.0,11.0,1.0,4.0,9.6,2.0,12.0,0.0,33.0,5.0,7.7,53.0,7.4,24.0,5.0,7.0,2.0,1.0,8.0,13.0,3.0,9.0,70.0,6.3,7.9,53.0,6.0,17.0,50.0,,1.0,,39.0,35.0,1.0,36.0,1.0,Tanyua Trezevantte,33.0,19.0,7.4,8.0,16.0,23.0,3.0,8.0,3.0,3.0,52.0,No,1.0,1.0,7.0,7.9,10.0,7.9,,3.0,1.0,,8.0,9.0,0.0,18.0,10.0,24.0,47.0,18.0,8.0,3.0,,7.1,8.0,35.0,33.0,7.0,10.0,,11.0,6.0,7.7
08X131,6.0,25.0,1.0,0.0,12.0,9.0,5.0,7.0,4.0,,60.0,57.0,,8.0,59.0,7.1,7.6,39.0,2.0,28.0,1.0,19.0,5.0,3.0,3.0,8.7,1.0,14.0,32.0,25.0,1.0,7.6,64.0,7.7,13.0,4.0,20.0,2.0,3.0,9.0,20.0,2.0,11.0,52.0,6.7,7.9,56.0,6.6,13.0,57.0,867.0,3.0,,56.0,43.0,3.0,30.0,1.0,EDWARD C. LEOTTA,29.0,24.0,7.4,7.4,12.0,29.0,2.0,3.0,2.0,2.0,56.0,Yes,3.0,3.0,15.0,7.7,8.0,7.6,5.1,2.0,3.0,91.0,10.0,15.0,1.0,12.0,9.0,14.0,56.0,0.0,10.0,3.0,5.7,5.9,7.0,29.0,20.0,6.0,9.0,,18.0,7.0,7.8
04M680,3.0,34.0,0.0,0.0,10.0,9.0,13.0,3.0,5.0,,15.0,48.0,49.0,8.0,55.0,7.4,7.4,37.0,0.0,21.0,1.0,22.0,7.0,1.0,3.0,7.4,3.0,16.0,0.0,31.0,4.0,7.1,60.0,6.5,12.0,13.0,14.0,4.0,6.0,22.0,22.0,4.0,10.0,40.0,5.6,7.7,61.0,4.2,17.0,50.0,301.0,4.0,,50.0,8.0,6.0,29.0,0.0,LUIS ALBERTO DUANY,24.0,15.0,7.5,7.4,13.0,34.0,1.0,6.0,4.0,1.0,54.0,Yes,3.0,3.0,19.0,7.2,8.0,7.8,5.8,1.0,1.0,69.0,13.0,17.0,0.0,8.0,6.0,13.0,53.0,0.0,10.0,4.0,5.9,6.2,7.0,25.0,16.0,9.0,12.0,,11.0,4.0,7.4
12X190,5.0,22.0,0.0,0.0,6.0,8.0,2.0,1.0,5.0,,10.0,45.0,,4.0,48.0,8.0,8.4,51.0,2.0,32.0,0.0,5.0,4.0,2.0,1.0,9.7,1.0,6.0,36.0,48.0,1.0,8.1,51.0,9.0,28.0,3.0,40.0,0.0,1.0,8.0,16.0,0.0,6.0,53.0,7.7,8.6,49.0,7.2,6.0,50.0,232.0,1.0,,49.0,32.0,0.0,46.0,0.0,DianaJade Santiago,44.0,24.0,8.0,8.3,7.0,28.0,0.0,2.0,2.0,1.0,41.0,Yes,0.0,0.0,10.0,8.4,2.0,8.2,5.8,0.0,4.0,94.0,9.0,5.0,3.0,26.0,4.0,34.0,46.0,0.0,9.0,0.0,6.5,6.9,9.0,50.0,19.0,1.0,4.0,,19.0,4.0,8.6
02M313,6.0,20.0,4.0,0.0,2.0,4.0,4.0,0.0,0.0,,19.0,53.0,44.0,4.0,48.0,8.1,8.4,59.0,0.0,32.0,0.0,6.0,4.0,0.0,0.0,8.9,0.0,8.0,0.0,34.0,2.0,8.5,52.0,6.5,11.0,0.0,29.0,0.0,2.0,0.0,19.0,0.0,4.0,40.0,7.7,8.8,50.0,7.1,32.0,47.0,213.0,4.0,,43.0,5.0,2.0,45.0,0.0,Elijah Hawkes,42.0,22.0,8.2,8.2,2.0,22.0,0.0,3.0,0.0,0.0,31.0,Yes,2.0,0.0,13.0,8.4,8.0,8.6,6.9,0.0,0.0,63.0,12.0,0.0,0.0,4.0,8.0,14.0,47.0,2.0,11.0,4.0,7.4,6.9,4.0,39.0,28.0,2.0,4.0,,9.0,0.0,8.6
13K305,1.0,56.0,3.0,10.0,3.0,3.0,1.0,2.0,1.0,,19.0,45.0,,4.0,36.0,8.4,8.7,51.0,0.0,36.0,0.0,10.0,5.0,1.0,3.0,9.4,0.0,6.0,0.0,50.0,0.0,8.4,33.0,8.3,15.0,2.0,12.0,1.0,1.0,4.0,13.0,0.0,4.0,48.0,7.8,8.6,42.0,7.5,17.0,43.0,,1.0,,50.0,58.0,3.0,49.0,1.0,Dr. Julia Mortley,51.0,11.0,8.2,8.8,5.0,36.0,3.0,8.0,1.0,1.0,35.0,No,3.0,1.0,12.0,8.5,6.0,8.3,,1.0,0.0,,3.0,10.0,0.0,13.0,7.0,21.0,28.0,12.0,9.0,1.0,,7.9,6.0,51.0,19.0,1.0,3.0,,12.0,3.0,8.9
02M412,8.0,50.0,1.0,1.0,9.0,7.0,19.0,3.0,4.0,,31.0,49.0,45.0,12.0,62.0,7.0,7.5,56.0,3.0,17.0,1.0,21.0,8.0,2.0,1.0,9.8,1.0,21.0,0.0,26.0,4.0,7.9,60.0,8.2,1.0,7.0,51.0,3.0,1.0,7.0,26.0,4.0,11.0,45.0,7.2,8.6,50.0,8.2,50.0,56.0,517.0,4.0,,24.0,16.0,0.0,38.0,1.0,Brooke Jackson,35.0,23.0,7.7,7.3,14.0,18.0,2.0,6.0,1.0,1.0,34.0,Yes,5.0,2.0,18.0,8.6,5.0,8.4,6.6,2.0,2.0,92.0,19.0,2.0,2.0,5.0,3.0,2.0,60.0,1.0,8.0,1.0,7.1,6.6,4.0,49.0,20.0,2.0,8.0,,39.0,6.0,8.5
