system_code,location_code,location_name,nta,grades_text,state_code,location_type_description,administrative_district_name,council_district,y_coordinate
310200011305,M305,"Urban Assembly Academy of Government and Law, The",MN27,"09,10,11,12",NY,General Academic,,1,200619.0
310200010896,M896,Lower Manhattan Community Middle School,MN25,"06,07,08,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 02,1,196282.0
320900861029,X133,Icahn Charter School 6,BX01,"0K,01,02,03,04,05,06,07,08",NY,General Academic,OFFICE OF CHARTER SCHOOLS,15,245969.0
332000011490,K490,Fort Hamilton High School,BK31,"09,10,11,12,SE",NY,General Academic,,43,167649.0
321100861115,X589,Bronx Charter School for Excellence 3,BX44,"0K,01,02",NY,General Academic,OFFICE OF CHARTER SCHOOLS,12,262958.0
321000010118,X118,J.H.S. 118 William W. Niles,BX17,"06,07,08,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 10,15,248501.0
320900010294,X294,The Walton Avenue School,BX63,"0K,01,02,03,04,05,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 09,16,245469.0
331900010089,K089,P.S. 089 Cypress Hills,BK82,"PK,0K,01,02,03,04,05,06,07,08,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 19,37,186204.0
320900010219,X219,I.S. 219 New Venture School,BX01,"06,07,08,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 09,16,242956.0
320800010101,X101,M.S. X101 Edward R. Byrne,BX52,"06,07,08,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 08,13,240651.0
331800010366,K366,The Science And Medicine Middle School,BK50,"06,07,08,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 18,46,175159.0
310400011555,M555,Central Park East High School,MN33,"09,10,11,12,SE",NY,General Academic,,8,228429.0
320700011495,X495,University Heights Secondary School,BX34,"09,10,11,12,SE",NY,General Academic,,17,237324.0
331700861094,K886,Success Academy Charter School - Flatbush,BK95,"0K,01,02,03",NY,General Academic,OFFICE OF CHARTER SCHOOLS,40,175651.0
320800011376,X376,Antonia Pantoja Preparatory Academy: A College Boa,BX09,"06,07,08,09,10,11,12,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 08,18,238502.0
310300860963,M483,New York French American Charter School,MN11,"PK,0K,01,02,03,04,05,06",NY,General Academic,OFFICE OF CHARTER SCHOOLS,9,233488.0
310500010514,M514,New Design Middle School,MN06,"06,07,08,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 05,7,237953.0
310600010324,M324,M.S. 324 - Patria Mirabal,MN36,"06,07,08,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 06,10,245005.0
321000010086,X086,P.S. 086 Kingsbridge Heights,BX28,"PK,0K,01,02,03,04,05,06,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 10,11,255917.0
320700010005,X005,P.S. 5 Port Morris,BX34,"PK,0K,01,02,03,04,05,06,07,08,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 07,8,235815.0
310200011300,M300,"Urban Assembly School of Design and Construction,",MN15,"09,10,11,12,SE",NY,General Academic,,3,218160.0
321000011342,X342,International School for Liberal Arts,BX28,"06,07,08,09,10,11,12,SE",NY,General Academic,,11,255917.0
320900010000,X809,District 9 Superintendent Office,BX01,,NY,General Academic,THE CHANCELLOR'S DISTRICT 85,16,242475.0
331900011409,K409,East New York Family Academy,BK85,"06,07,08,09,10,11,12,SE",NY,General Academic,,37,184765.0
307500011226,M226,P.S. M226,MN21,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",NY,Special Education,CITYWIDE SPECIAL EDUCATION,2,206207.0
321000011440,X440,DeWitt Clinton High School,BX28,"09,10,11,12,SE",NY,General Academic,,11,259890.0
331900010224,K224,P.S. 224 Hale A. Woodruff,BK82,"PK,0K,01,02,03,04,05,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 19,42,181270.0
321100010194,X194,P.S./M.S. 194,BX59,"0K,01,02,03,04,05,06,07,08,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 11,18,243677.0
310300010149,M149,P.S. 149 Sojourner Truth,MN11,"PK,0K,01,02,03,04,05,06,07,08,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 03,9,231708.0
320900010114,X1 14,P.S. X114 - Luis Llorens Torres Schools,BX63,"0K,01,02,03,04,05,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 09,16,243492.0
310200011580,M580,Richard R. Green High School of Teaching,MN25,"09,10,11,12,SE",NY,General Academic,,1,196282.0
320800010448,X448,Soundview Academy for Culture and Scholarship,BX09,"06,07,08,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 08,18,239122.0
310200010340,M340,Sixth Avenue Elementary School,MN13,"PK,0K,01,02,03,04,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 02,3,208489.0
320700010151,X151,J.H.S. 151 Lou Gehrig,BX14,"06,07,08,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 07,17,238973.0
332000010048,K048,P.S. 048 Mapleton,BK88,"PK,0K,01,02,03,04,05,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 20,44,165699.0
310200010047,M047,47 The American Sign Language and English Secondar,MN21,"09,10,11,12,SE",NY,Special Education,,2,208287.0
321000010209,X209,P.S. 209,BX40,"PK,0K,01,02,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 10,15,251462.0
331800860908,K608,Kings Collegiate Charter School,BK96,"0K,01,02,05,06,07,08,09,10",NY,General Academic,OFFICE OF CHARTER SCHOOLS,41,178909.0
320900010022,X022,J.H.S. 022 Jordan L. Mott,BX14,"06,07,08,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 09,16,242417.0
310300011417,M417,Frank McCourt High School,MN12,"09,10,11,12,SE",NY,General Academic,,6,225688.0
321000010080,X080,J.H.S. 080 The Mosholu Parkway,BX43,"06,07,08,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 10,11,258749.0
310200010416,M416,Eleanor Roosevelt High School,MN31,"09,10,11,12,SE",NY,General Academic,,5,219917.0
310500011304,M304,Mott Hall High School,MN03,"09,10,11,12,SE",NY,General Academic,,9,237020.0
310200010042,M042,P.S. 042 Benjamin Altman,MN27,"PK,0K,01,02,03,04,05,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 02,1,200181.0
310400010155,M155,P.S. 155 William Paca,MN34,"PK,0K,01,02,03,04,05,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 04,8,229837.0
331700011548,K548,Brooklyn School for Music & Theatre,BK63,"09,10,11,12,SE",NY,General Academic,,35,183307.0
320800010069,X069,P.S. 069 Journey Prep School,BX09,"PK,0K,01,02,03,04,05,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 08,18,236854.0
321000011565,X565,High School for Energy and Technology,BX06,"09,10,11,12,SE",NY,Career Technical,,15,250942.0
321000010306,X306,P.S. 306,BX36,"0K,01,02,03,04,05,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 10,14,249231.0
331500010024,K024,P.S. 024,BK32,"PK,0K,01,02,03,04,05,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 15,38,177121.0
320700011548,X548,Careers in Sports High School,BX14,"09,10,11,12,SE",NY,General Academic,,17,238701.0
300000010610,M602,Region 10,MN35,,NY,General Academic,ABSENCE TEACHER RESERVE,10,250126.0
310500010123,M123,P.S. 123 Mahalia Jackson,MN03,"PK,0K,01,02,03,04,05,06,07,08,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 05,9,238109.0
321000011319,X319,Providing Urban Learners Success In Education High,BX17,"09,10,11,12,SE",NY,Transfer School,,15,248385.0
310100010839,M839,Tompkins Square Middle School,MN28,"06,07,08,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 01,2,202733.0
320900011525,X525,Bronx Leadership Academy High School,BX01,"09,10,11,12,SE",NY,General Academic,,15,246511.0
310100010019,M019,P.S. 019 Asher Levy,MN22,"PK,0K,01,02,03,04,05,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 01,2,205239.0
310200010167,M16 7,J.H.S. 167 Robert F. Wagner,MN31,"06,07,08,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 02,4,220373.0
331300861039,K752,Success Academy Fort Greene (Brooklyn 5),BK68,"0K,01,02,03,04",NY,General Academic,OFFICE OF CHARTER SCHOOLS,35,193278.0
310200011280,M280,Manhattan Early College School for Advertising,MN27,"09,10,11,12,SE",NY,Career Technical,,1,198427.0
331900011764,K764,The Urban Assembly School for Collaborative Health,BK99,"09,10,11,12,SE",NY,Career Technical,,37,191783.0
331500010001,K001,P.S. 001 The Bergen,BK32,"PK,0K,01,02,03,04,05,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 15,38,175710.0
321100010000,X10C,District 11 Superintendent Office,BX31,,NY,General Academic,THE CHANCELLOR'S DISTRICT 85,13,254993.0
320700011551,X551,The Urban Assembly Bronx Academy of Letters,BX39,"06,07,08,09,10,11,12,SE",NY,General Academic,,8,235732.0
320700010277,X277,P.S. 277,BX39,"PK,0K,01,02,03,04,05,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 07,8,235627.0
310600010328,M328,Community Math & Science Prep,MN36,"06,07,08,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 06,10,244219.0
310200860819,M707,John V. Lindsay Wildcat Academy Charter School,MN25,"09,10,11,12",NY,Transfer School,OFFICE OF CHARTER SCHOOLS,1,196348.0
310600010209,M209,Hamilton Grange Middle School,MN06,"06,07,08,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 06,7,238215.0
331700010006,K006,Norma Adams Clemons Academy,BK95,"0K,01,02,03,04,05,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 17,40,175718.0
320800011530,X530,Longwood Preparatory Academy,BX33,"09,10,11,12,SE",NY,General Academic,,17,237219.0
