global_id,shape_stle,councildis,precinct,gstype,propname,borough,location,organizati
{CEFFE243-DECC-4064-9FD5-E8E44C9BBB1B},824.957383534,16,46,,,X,University Ave Between 175 St And Tenny,NYCPARKS
{4E2848FE-66AA-47D0-985D-C2377470467C},237.492195296,29,102,Greenstreet,,Q,Queens Bl Malls & 80th Rd  12,NYCPARKS
{D0712E7D-0FAB-4A51-8E42-153C0ADDD317},615.809538549,26,108,,,Q,"borden av, 51 av, & hunters pt av",NYCPARKS
{F6CB86DA-BE1E-4953-B3CC-128545AC4520},96.7256569691,19,109,Greenstreet,,Q,Willets Point Blvd & 25 Av (East),NYCPARKS
{13B3A1F4-36B7-4DC4-B346-7C6BB4E264ED},58.1526866409,3,6,Greenstreet,,M,"W 11th St & Greenwich Ave, N side on W 11th st",NYCPARKS
{5F59E8CD-1C3E-44A3-826A-06D45A252E14},235.155824464,45,70,Greenstreet,,B,"Glenwood Rd btw E 18th St & E 17th St, E",NYCPARKS
{49C8436E-C8E7-45D5-A59E-0A9168DC217E},160.778442227,19,109,Ped_Ref,,Q,22 av (Willets Pt. Blvd) & 154 st,NYCPARKS
{2875EE78-85D7-4203-8551-CE77A79E3804},181.900872357,25,110,Greenstreet,,Q,Justice Av At Broadway,NYCPARKS
{98E41803-4E4F-4099-A3AF-E616FB9FBFB9},150.39386139,19,109,Greenstreet,,Q,Willets Point Blvd & 24 Rd (east) & 150 St,NYCPARKS
{9149CDBF-6D28-4E7E-B996-1BE29D11EA2C},437.198094701,26,108,TreeOnlyMed,,Q,Queens Plaza South Bet 10 St & 11 St,NYCPARKS
{2F797851-E102-428A-A374-CB2C6D657941},701.540209642,23,107,,,Q,FL Blvd bet Union Tpke & 73 Ave  (4),NYCPARKS
{8AE2C859-C2F5-4219-81BD-C5D5C43AE273},139.191518423,26,114,Greenstreet,,Q,Broadway & Newtown Rd & 49 St,NYCPARKS
{726D0E67-176B-4E92-BCDF-BFC4ED8D62DB},221.361709716,23,111,Greenstreet,,Q,Horace Harding Ser. Rd.(West) & FL Blvd,NYCPARKS
{B9CEAA50-AF40-47C5-AFF4-300D3FBF84CD},800.917873883,18,43,SA_Tri,,X,"Ellis Ave, Olmsted Ave, and Cross Bronx Expy",NYCPARKS
{AF3ACA92-9A0B-4ACB-945B-FE31806D71BA},340.004441283,23,103,,,Q,193 St bet. Jamaica Av & Hillside Av     (4),NYCPARKS
{9E8B6B83-A6A6-45C3-9ACF-61D555C83203},605.436108411,35,77,Ped_Ref,,B,Vanderbilt Av btw. St Marks Av & Prospect Pl,NYCPARKS
{3A61C5AF-687D-4745-BD4D-335ECD6566EE},411.589831189,24,107,,,Q,67 Av Bet 183 St & 184 St,NYCPARKS
{395E1DD2-2B44-4032-A49E-A48CDD420DBA},521.565722633,18,43,SA_Tri,,X,"St Lawrence Ave, E 174 St, Cross Bronx E",NYCPARKS
{E31B79B5-9D27-410C-AD56-EF0A01272AD5},493.707532741,19,111,Greenstreet,,Q,Alameda Av bet. Hanford St & 241 St (2),NYCPARKS
{556950E0-21BA-4602-B0EB-C70292E8DC27},86.3436173426,23,107,Greenstreet,,Q,Palermo Street Salerno Avnue  n,NYCPARKS
{E8CE767F-5894-4924-ABC4-8638880DE695},346.877334137,27,105,Greenstreet,,Q,Francis Lewis Blvd & 118 Av & Nashville Blvd,NYCPARKS
{F186028E-795D-42DE-BFB7-F096D20BE0A1},459.347917001,7,30,TreeOnlyMed,,M,Riverside Drive & W 140 St,NYCPARKS
