property_id,hospital_general_medical_1,council_district,_3rd_largest_property_use_1,last_modified_date_property_1,primary_property_type,report_year,last_modified_date_gas_meters,nta2020,multifamily_housing_percent,percent_of_electricity_that,estimated_data_flag_natural,adult_education_gross_floor,data_center_pdu_input_meter,multifamily_housing_number_1,office_worker_density_number,avoided_emissions_onsite,multifamily_housing_number_3,urgent_care_clinic_other,residence_hall_dormitory,museum_gross_floor_area_ft,financial_office_gross_floor,occupancy,avoided_emissions_offsite,pre_school_daycare_gross,electricity_use_grid_purchase_3,electricity_weather_normalized_1,hospital_general_medical_2,alert_water_meter_has_less,estimated_data_flag_fuel_1,data_center_cooling_equipment,number_of_active_energy_meters_1,largest_property_use_type,college_university_gross,office_number_of_computers,food_service_gross_floor,performing_arts_gross_floor,multifamily_housing_number_6,wholesale_club_supercenter_1,medical_office_percent_that_1,source_energy_use_kbtu,estimated_data_flag_1,multifamily_housing_number_4,annual_maximum_demand_kw,data_center_it_energy,parking_partially_enclosed,national_median_reference,alert_energy_meter_has_less,energy_star_certification,multifamily_housing_number,natural_gas_weather_normalized,distribution_center_gross,multifamily_housing_resident
8002418,Not Available,38.0,Not Available,2019-09-27T00:00:00.000,Non-Refrigerated Warehouse,2022,2023-01-07T00:00:00.000,BK0702,Not Available,0,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,192467.5,7.6,Not Available,Ok,Not Available,Not Available,4,Non-Refrigerated Warehouse,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1007629.1,Not Available,Not Available,Not Available,Not Available,Not Available,CBECS - Non-Refrigerated Warehouse,Ok,Not Available,Not Available,4871.7,Not Available,Not Available
2814352,Not Available,40.0,Not Available,2020-03-27T00:00:00.000,Multifamily Housing,2022,2023-04-07T00:00:00.000,BK1701,0,0,No,Not Available,Not Available,1.45085,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,974508.1,4.2,Not Available,Possible Issue,Not Available,Not Available,6,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,72,Not Available,Not Available,7137783,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,96,43436.8,Not Available,No specific resident population
2810941,Not Available,9.0,Not Available,2020-03-31T00:00:00.000,Multifamily Housing,2022,2023-04-08T00:00:00.000,MN1102,90,0,No,Not Available,Not Available,1.91839,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,3498518.1,4.9,Not Available,Ok,Not Available,Not Available,6,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,26980570.3,Not Available,159,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,402,167791.9,Not Available,No specific resident population
2745632,Not Available,5.0,Not Available,2020-04-02T00:00:00.000,Multifamily Housing,2022,2023-03-27T00:00:00.000,MN0803,90,0,No,Not Available,Not Available,0.95024,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,1431726.4,4.1,Not Available,Ok,Not Available,Not Available,6,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,10583618.8,Not Available,87,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,96,64090.4,Not Available,Not Available
6750650,Not Available,,Not Available,2020-04-21T00:00:00.000,Hotel,2022,2023-03-10T00:00:00.000,,Not Available,0,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,95,0,Not Available,1691969.9,12.1,Not Available,Ok,Not Available,Not Available,3,Hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6967190.7,Not Available,Not Available,Not Available,Not Available,Not Available,CBECS - Hotel & Motel/Inn,Ok,Not Available,Not Available,21799.2,Not Available,Not Available
2814629,Not Available,25.0,Not Available,2020-03-17T00:00:00.000,Multifamily Housing,2022,2023-04-07T00:00:00.000,QN0401,90,0,No,Not Available,Not Available,1.02805,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,676981.7,3.3,Not Available,Ok,Not Available,Not Available,4,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,60,Not Available,Not Available,6521428.9,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,60,45406.1,Not Available,No specific resident population
2794470,Not Available,29.0,Not Available,2020-03-16T00:00:00.000,Multifamily Housing,2022,2023-04-07T00:00:00.000,QN0901,90,0,No,Not Available,Not Available,1.09021,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,1109971.4,3.4,Not Available,Ok,Not Available,Not Available,5,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,78,Not Available,Not Available,10593264.6,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,103,73803.7,Not Available,No specific resident population
2967904,Not Available,33.0,Not Available,2023-04-26T00:00:00.000,Multifamily Housing,2022,2023-04-14T00:00:00.000,BK0202,90,0,No,Not Available,Not Available,1.37334,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,1115577.3,4.8,Not Available,Possible Issue,Not Available,Not Available,6,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,7957817,Not Available,0,Not Available,Not Available,0,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,92,48225.6,Not Available,No specific resident population
24766945,Not Available,37.0,Not Available,2023-01-31T00:00:00.000,Multifamily Housing,2022,2023-04-14T00:00:00.000,BK1602,90,0,No,Not Available,Not Available,0.90416,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,50,0,Not Available,3515724.8,4.7,Not Available,Ok,Not Available,Not Available,2,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,42,Not Available,Not Available,12951504.5,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,198,29909.2,Not Available,Not Available
2562147,Not Available,11.0,800,2020-04-12T00:00:00.000,Multifamily Housing,2022,2023-04-24T00:00:00.000,BX0703,90,0,No,Not Available,Not Available,1.19241,2.5,Not Available,0,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,1111438.5,4.2,Not Available,Ok,Not Available,Not Available,18,Multifamily Housing,Not Available,2,Not Available,Not Available,67,Not Available,Not Available,8687123.4,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,88,2220.1,Not Available,No specific resident population
16089558,Not Available,7.0,Not Available,2021-05-27T00:00:00.000,Multifamily Housing,2022,2023-03-10T00:00:00.000,MN0903,100,0,No,Not Available,Not Available,1.87907,Not Available,Not Available,2,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,663200.7,4.5,Not Available,Ok,No,Not Available,9,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,16,Not Available,Not Available,5892478,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,79,1458.2,Not Available,No specific resident population
25514627,Not Available,9.0,Not Available,2023-03-16T00:00:00.000,Multifamily Housing,2022,2023-04-21T00:00:00.000,MN1002,100,0,No,Not Available,Not Available,2.10822,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,90,0,Not Available,954725.4,9.8,Not Available,Ok,Not Available,Not Available,2,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,60,Not Available,Not Available,2675120.9,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,60,18,Not Available,Other dedicated housing
24774654,Not Available,7.0,Not Available,2023-02-01T00:00:00.000,Multifamily Housing,2022,2023-03-03T00:00:00.000,MN1201,100,0,No,Not Available,Not Available,1.52387,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,95,0,Not Available,1741761.2,5.4,Not Available,Unable to Check (not enough data),No,Not Available,10,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,71,Not Available,Not Available,13031971.2,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,142,2842.3,Not Available,Not Available
3991777,Not Available,3.0,8431,2022-01-05T00:00:00.000,Office,2022,2023-03-18T00:00:00.000,MN0502,Not Available,0,Not Available,Not Available,Not Available,Not Available,0.59361,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,85,0,Not Available,35256707.8,9.2,Not Available,Ok,Not Available,Not Available,3,Office,Not Available,5265,Not Available,Not Available,Not Available,Not Available,Not Available,154245241.2,No,Not Available,2561.8,Not Available,Not Available,CBECS - Office & Bank/Financial,Ok,"2017 (77), 2018 (76), 2021 (86)",Not Available,Not Available,Not Available,Not Available
6263045,Not Available,14.0,Not Available,2022-05-09T00:00:00.000,Multifamily Housing,2022,2023-04-21T00:00:00.000,BX0501,0,0,No,Not Available,Not Available,1.6309,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,532128.7,Not Available,Not Available,Ok,Not Available,Not Available,6,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,14,Not Available,Not Available,5977292.9,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,57,Not Available,Not Available,Not Available
7467273,Not Available,4.0,Not Available,2022-03-30T00:00:00.000,Hotel,2022,2023-03-10T00:00:00.000,MN0502,Not Available,0,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,90,0,Not Available,4531234.9,48.9,Not Available,Ok,Not Available,Not Available,3,Hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,19893713.1,Not Available,Not Available,Not Available,Not Available,Not Available,CBECS - Hotel & Motel/Inn,Ok,Not Available,Not Available,70246.3,Not Available,Not Available
2813832,Not Available,41.0,Not Available,2014-08-05T00:00:00.000,Multifamily Housing,2022,2023-04-07T00:00:00.000,BK1704,0,0,No,Not Available,Not Available,1.16975,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,711320.1,3.1,Not Available,Ok,Not Available,Not Available,5,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,60,Not Available,Not Available,6214271.2,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,77,40901.9,Not Available,No specific resident population
2558914,Not Available,15.0,3009,2020-08-12T00:00:00.000,Multifamily Housing,2022,2023-04-10T00:00:00.000,BX0403,90,0,Yes,Not Available,Not Available,1.5076,3.98804,Not Available,0,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,2683606.2,4.8,Not Available,Ok,Not Available,Not Available,5,Multifamily Housing,Not Available,5,Not Available,Not Available,0,Not Available,Not Available,16146357,Not Available,158,Not Available,Not Available,0,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,239,84532.6,Not Available,No specific resident population
24222804,Not Available,4.0,Not Available,2022-12-19T00:00:00.000,Office,2022,2023-03-03T00:00:00.000,MN0502,Not Available,0,No,Not Available,Not Available,Not Available,2.29084,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,1973026.5,9.7,Not Available,Ok,No,Not Available,5,Office,Not Available,118,Not Available,Not Available,Not Available,Not Available,Not Available,7767504.9,Not Available,Not Available,Not Available,Not Available,Not Available,CBECS - Office & Bank/Financial,Ok,Not Available,Not Available,7918,Not Available,Not Available
16852116,Not Available,5.0,Not Available,2021-07-28T00:00:00.000,Residence Hall/Dormitory,2022,2023-03-10T00:00:00.000,MN0801,Not Available,0,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,28427,Not Available,Not Available,100,0,Not Available,855408.9,29,Not Available,Unable to Check (not enough data),No,Not Available,4,Residence Hall/Dormitory,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4083831.5,Not Available,Not Available,Not Available,Not Available,Not Available,Industry Survey,Ok,Not Available,Not Available,975,Not Available,Not Available
15313508,Not Available,17.0,Not Available,2022-05-18T00:00:00.000,Multifamily Housing,2022,2023-03-03T00:00:00.000,BX0202,100,0,No,Not Available,Not Available,1.7452,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,701036.3,6,Not Available,Ok,No,Not Available,8,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,49,Not Available,Not Available,5582822.7,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,60,2576,Not Available,No specific resident population
16090147,Not Available,11.0,Not Available,2021-05-27T00:00:00.000,Multifamily Housing,2022,2023-03-11T00:00:00.000,BX0703,100,0,No,Not Available,Not Available,1.62353,Not Available,Not Available,1,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,448753.1,3,Not Available,Unable to Check (not enough data),Not Available,Not Available,6,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,10,Not Available,Not Available,1453383.6,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,69,1883.8,Not Available,No specific resident population
20314577,Not Available,14.0,Not Available,2022-04-08T00:00:00.000,Multifamily Housing,2022,2023-03-03T00:00:00.000,BX0501,100,0,Yes,Not Available,Not Available,1.34615,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,90,0,Not Available,550666.1,3.3,Not Available,Unable to Check (not enough data),Not Available,Not Available,9,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,42,Not Available,Not Available,4516094.9,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,63,29463.8,Not Available,Not Available
4209297,Not Available,4.0,Not Available,2020-04-10T00:00:00.000,Hotel,2022,2023-02-15T00:00:00.000,MN0604,Not Available,0,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,4440018.5,15,Not Available,Ok,Not Available,Not Available,2,Hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,16269277.3,Not Available,Not Available,Not Available,Not Available,Not Available,CBECS - Hotel & Motel/Inn,Ok,Not Available,Not Available,37459.5,Not Available,Not Available
21309636,Not Available,3.0,Not Available,2022-06-15T00:00:00.000,Worship Facility,2022,2023-03-05T00:00:00.000,MN0203,Not Available,0,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,899229.2,9.7,Not Available,Ok,Not Available,Not Available,3,Worship Facility,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2620951.8,Not Available,Not Available,Not Available,Not Available,Not Available,CBECS - Religious Worship,Ok,Not Available,Not Available,982,Not Available,Not Available
24774657,Not Available,3.0,Not Available,2023-04-02T00:00:00.000,Multifamily Housing,2022,2023-04-24T00:00:00.000,MN0401,100,0,Yes,Not Available,Not Available,3.63987,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,95,0,Not Available,2767074,14.6,Not Available,Unable to Check (not enough data),Not Available,Not Available,49,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,114,Not Available,Not Available,14329417.1,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,200,63749.2,Not Available,Not Available
2798184,Not Available,25.0,Not Available,2020-03-17T00:00:00.000,Multifamily Housing,2022,2023-04-07T00:00:00.000,QN0301,100,0,No,Not Available,Not Available,2.33018,Not Available,Not Available,4,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,848086.7,2.8,Not Available,Ok,Not Available,Not Available,5,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,84,Not Available,Not Available,7666537.9,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,197,52081.4,Not Available,Not Available
2771761,Not Available,34.0,Not Available,2019-03-31T00:00:00.000,Distribution Center,2022,2023-04-07T00:00:00.000,BK0401,Not Available,0,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,3414371.3,3.1,Not Available,Ok,Not Available,Not Available,3,Distribution Center,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,16305125.1,Not Available,Not Available,Not Available,Not Available,Not Available,CBECS - Unrefrigerated Warehouse & Distribution Center,Ok,Not Available,Not Available,68426.5,319284,Not Available
2802419,Not Available,20.0,Not Available,2020-03-09T00:00:00.000,Multifamily Housing,2022,2023-04-09T00:00:00.000,QN0707,90,0,No,Not Available,Not Available,0.86003,Not Available,Not Available,16,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,4557548.3,3.1,Not Available,Ok,Not Available,Not Available,5,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,42827885.8,Not Available,351,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,353,295547.2,Not Available,No specific resident population
2546297,Not Available,7.0,Not Available,2020-03-16T00:00:00.000,Multifamily Housing,2022,2023-04-10T00:00:00.000,MN1201,90,0,No,Not Available,Not Available,1.67629,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,918124.8,2.9,Not Available,Ok,Not Available,Not Available,9,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,71,Not Available,Not Available,7092049.6,Not Available,0,Not Available,Not Available,0,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,153,44585.5,Not Available,No specific resident population
20405649,Not Available,4.0,Not Available,2022-03-24T00:00:00.000,Multifamily Housing,2022,2023-04-18T00:00:00.000,MN0604,100,0,No,Not Available,Not Available,1.4,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,95,0,Not Available,1535086.1,8.9,Not Available,Ok,Not Available,Not Available,14,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,44,Not Available,Not Available,4694931,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,70,3778,Not Available,No specific resident population
24889844,Not Available,24.0,Not Available,2023-02-06T00:00:00.000,Multifamily Housing,2022,2023-03-10T00:00:00.000,QN1201,100,0,No,Not Available,Not Available,1.00089,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,95,0,Not Available,1172114.1,3.5,Not Available,Ok,No,Not Available,4,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,72,Not Available,Not Available,8829112.6,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,96,44232,Not Available,Not Available
5019047,Not Available,5.0,Not Available,2021-07-30T00:00:00.000,Multifamily Housing,2022,2023-04-20T00:00:00.000,MN0803,100,0,No,Not Available,Not Available,1.44814,Not Available,Not Available,5,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,1334105.3,Not Available,Not Available,Ok,Not Available,Not Available,5,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,65,Not Available,Not Available,12348922.5,Not Available,44,Not Available,Not Available,0,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,161,Not Available,Not Available,No specific resident population
2815308,Not Available,7.0,Not Available,2020-03-12T00:00:00.000,Multifamily Housing,2022,2023-04-11T00:00:00.000,MN0703,90,0,No,Not Available,Not Available,0.50112,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,1456896.7,2.7,Not Available,Ok,Not Available,Not Available,7,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,13135035.7,Not Available,77,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,77,89170.2,Not Available,No specific resident population
24889845,Not Available,27.0,Not Available,2023-02-06T00:00:00.000,Multifamily Housing,2022,2023-03-10T00:00:00.000,QN1201,100,0,No,Not Available,Not Available,1.70668,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,95,0,Not Available,753929.2,4.2,Not Available,Ok,No,Not Available,5,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,79,Not Available,Not Available,6935310.7,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,87,40809.9,Not Available,Not Available
2814469,Not Available,25.0,Not Available,2020-03-17T00:00:00.000,Multifamily Housing,2022,2023-04-07T00:00:00.000,QN0301,90,0,No,Not Available,Not Available,0.70066,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,1202596.9,2.5,Not Available,Ok,Not Available,Not Available,5,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,96,Not Available,Not Available,12917756.8,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,96,94282.2,Not Available,No specific resident population
6683240,Not Available,21.0,Not Available,2019-01-31T00:00:00.000,Hotel,2022,2023-04-07T00:00:00.000,QN0302,Not Available,0,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,95,0,Not Available,7264144.6,17.1,Not Available,Ok,Not Available,Not Available,3,Hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,23389223.5,Not Available,Not Available,Not Available,Not Available,Not Available,CBECS - Hotel & Motel/Inn,Ok,Not Available,Not Available,29644.8,Not Available,Not Available
17387222,Not Available,1.0,Not Available,2021-09-02T00:00:00.000,Office,2022,,MN0201,Not Available,0,Yes,Not Available,Not Available,Not Available,1.74468,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,2933084.9,5.7,Not Available,Ok,Not Available,Not Available,42,Office,Not Available,233,Not Available,Not Available,Not Available,Not Available,Not Available,13458801.4,Not Available,Not Available,Not Available,Not Available,Not Available,CBECS - Office & Bank/Financial,Ok,Not Available,Not Available,254,Not Available,Not Available
2734726,Not Available,25.0,7000,2020-04-12T00:00:00.000,Multifamily Housing,2022,2023-04-08T00:00:00.000,QN0301,90,0,No,Not Available,Not Available,1.07313,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,1096074.3,2.8,Not Available,Possible Issue,Not Available,Not Available,5,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,112,Not Available,100,8745832.9,Not Available,0,Not Available,Not Available,0,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,112,55672,Not Available,No specific resident population
17387124,Not Available,1.0,Not Available,2021-09-13T00:00:00.000,Office,2022,2023-03-03T00:00:00.000,MN0201,Not Available,0,No,Not Available,Not Available,Not Available,1.71098,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,85,0,Not Available,647259.8,6.2,Not Available,Ok,Not Available,Not Available,8,Office,Not Available,46,Not Available,Not Available,Not Available,Not Available,Not Available,1812327.5,Not Available,Not Available,Not Available,Not Available,Not Available,CBECS - Office & Bank/Financial,Ok,Not Available,Not Available,0,Not Available,Not Available
2961881,Not Available,48.0,Not Available,2020-03-16T00:00:00.000,Multifamily Housing,2022,2023-04-07T00:00:00.000,BK1303,90,0,No,Not Available,Not Available,0.88528,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,688998.8,2.6,Not Available,Ok,No,Not Available,6,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,65,Not Available,Not Available,7153576.5,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,65,50522,Not Available,No specific resident population
15104433,Not Available,37.0,Not Available,2022-03-22T00:00:00.000,Non-Refrigerated Warehouse,2022,2023-04-07T00:00:00.000,BK0502,Not Available,0,No,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,860677,4,Not Available,Ok,Not Available,Not Available,5,Non-Refrigerated Warehouse,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3563950.6,Not Available,Not Available,Not Available,Not Available,Not Available,CBECS - Non-Refrigerated Warehouse,Ok,Not Available,Not Available,11499.6,Not Available,Not Available
6826919,Not Available,15.0,Not Available,2021-03-22T00:00:00.000,Multifamily Housing,2022,2023-03-10T00:00:00.000,BX0601,100,0,No,Not Available,Not Available,1.64444,Not Available,Not Available,6,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,711965,15.3,Not Available,Ok,Not Available,Not Available,5,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,42,Not Available,Not Available,6064877.3,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,74,39107.9,Not Available,No specific resident population
15318022,Not Available,14.0,Not Available,2022-05-18T00:00:00.000,Multifamily Housing,2022,2023-03-03T00:00:00.000,BX0501,100,0,No,Not Available,Not Available,1.3871,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,915739.9,4.2,Not Available,Unable to Check (not enough data),Not Available,Not Available,4,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,54,Not Available,Not Available,5564551.6,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,86,28576,Not Available,No specific resident population
2734730,Not Available,29.0,Not Available,2019-11-27T00:00:00.000,Multifamily Housing,2022,2023-04-07T00:00:00.000,QN0602,90,0,No,Not Available,Not Available,0.82464,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,871134.8,2.9,Not Available,Ok,Not Available,Not Available,6,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,71,Not Available,Not Available,7169952.4,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,71,46570.2,Not Available,No specific resident population
2710813,Not Available,40.0,Not Available,2014-08-05T00:00:00.000,Multifamily Housing,2022,2023-04-03T00:00:00.000,BK1701,100,0,No,Not Available,Not Available,1.51064,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,1488355.3,3.1,Not Available,Ok,Not Available,Not Available,4,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,101,Not Available,Not Available,12474471.5,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,205,81801.1,Not Available,Not Available
2797806,Not Available,33.0,Not Available,2019-07-03T00:00:00.000,Multifamily Housing,2022,2023-04-07T00:00:00.000,BK0201,90,0,No,Not Available,Not Available,0.69228,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,485551.5,2.4,Not Available,Ok,Not Available,Not Available,5,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,40,Not Available,Not Available,4210609,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,40,28002.8,Not Available,No specific resident population
19508993,Not Available,10.0,Not Available,2022-02-02T00:00:00.000,Multifamily Housing,2022,2023-03-03T00:00:00.000,MN1201,100,0,No,Not Available,Not Available,1.39026,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,90,0,Not Available,636948.7,14.8,Not Available,Ok,Not Available,Not Available,8,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,48,Not Available,Not Available,6882466.7,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,59,50387.1,Not Available,Not Available
