objectid,the_geom,class,nys_senate,acres,typecatego,zipcode,permitpare,us_congres
6371,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.74453299244061, 40.76409724954151], [-73.74454987884097, 40.76409668724633], [-73.74456490831626, 40.764102570269536], [-73.74460528248133, 40.76412622336942], [-73.74464413045764, 40.76415131028291], [-73.7448081557363, 40.764266737022325], [-73.7449686401028, 40.76438500669473], [-73.74498679789626, 40.764398542799874], [-73.7450070755794, 40.76441366038339], [-73.74501508390998, 40.764419630465135], [-73.74506440112965, 40.76445639657957], [-73.74507943945204, 40.76446649933456], [-73.7450877004887, 40.76447204943316], [-73.74516490399216, 40.76452391388231], [-73.7451680204718, 40.76453247469997], [-73.74517053921392, 40.764539391669054], [-73.7451660327163, 40.764543099898155], [-73.74516363896497, 40.76454468490023], [-73.74516134495113, 40.764546204385844], [-73.74515493191936, 40.76455045320454], [-73.74515425630344, 40.76455090016301], [-73.74515230793119, 40.764550613093654], [-73.74513839944052, 40.76454856428864], [-73.7451354650457, 40.764548131857026], [-73.74512875201323, 40.7645438071757], [-73.74508638617728, 40.76451652170871], [-73.7450391997635, 40.76448249156011], [-73.74499169974864, 40.76444871644197], [-73.74496506851104, 40.76443035466958], [-73.74490295145101, 40.764387527669165], [-73.74489487999921, 40.764381961767846], [-73.74480233368824, 40.764311791845756], [-73.74472588814768, 40.764256364619875], [-73.74464911721711, 40.76420119866922], [-73.74459182443486, 40.76416672179517], [-73.74453544935031, 40.76413138153915], [-73.74452543510735, 40.764125328631394], [-73.74452083551543, 40.76411625301825], [-73.74452184085528, 40.76410487642915], [-73.74453299244061, 40.76409724954151]]], [[[-73.73976267600135, 40.7656685043416], [-73.73977016896254, 40.76566746226905], [-73.7397707215992, 40.76566758328481], [-73.73977435573192, 40.765668383039646], [-73.73977718635447, 40.76566900628097], [-73.7397823486674, 40.76567184643599], [-73.73978261977965, 40.76567217843521], [-73.73978474975162, 40.76567479381831], [-73.73978636580111, 40.76567677678462], [-73.73978718791354, 40.76567946755799], [-73.73978762175905, 40.76568089134028], [-73.73978448056833, 40.76569518791282], [-73.7397844443896, 40.76569535352455], [-73.73977213835816, 40.76574815582521], [-73.73975068466387, 40.765840209509435], [-73.73972557377485, 40.76594795348001], [-73.73970459564745, 40.766036480938446], [-73.73968073208421, 40.76613717763875], [-73.73967675800671, 40.766153952324125], [-73.7396743506891, 40.76616411091653], [-73.73965905537844, 40.76622864906928], [-73.7396570405988, 40.766232921028106], [-73.73965243537185, 40.76623662971895], [-73.73964932941068, 40.7662376582843], [-73.73964514662724, 40.76623904191781], [-73.73963781836238, 40.76623914152282], [-73.73963295777433, 40.76623788243471], [-73.73962854712117, 40.766235446499046], [-73.73962503951338, 40.7662319653134], [-73.73962385159126, 40.766228019305025], [-73.73962408196327, 40.766223321876396], [-73.73962762638793, 40.76620405541735], [-73.73965070653628, 40.76609836994615], [-73.73965534957672, 40.76607710774162], [-73.7396840991421, 40.765963289079025], [-73.73970330755598, 40.7658872467686], [-73.73970528696172, 40.76587868831142], [-73.73975489147861, 40.76567262909408], [-73.73976095507453, 40.765669416270924], [-73.73976267600135, 40.7656685043416]]], [[[-73.74070372060639, 40.76454492276002], [-73.74074683383138, 40.764536140775796], [-73.74075539845539, 40.764537849401236], [-73.74076089587751, 40.76454130351301], [-73.74076414696033, 40.76454587010041], [-73.74076466944729, 40.76454977948081], [-73.74076492953093, 40.76455172786482], [-73.74076311104118, 40.76455672069189], [-73.74075720773384, 40.764561390950625], [-73.74071318095969, 40.764572705812746], [-73.74070832022977, 40.76457394297737], [-73.74067390266835, 40.76458271120182], [-73.74063509418825, 40.764593724403134], [-73.74059679702313, 40.76460573200297], [-73.74055704103526, 40.76461947788741], [-73.74051985516402, 40.764633515007766], [-73.74048542641478, 40.76464757183425], [-73.74047443784275, 40.76465243053638], [-73.74044780732618, 40.764664268956615], [-73.74044600253808, 40.76466513117936], [-73.74041453448423, 40.76468015099424], [-73.74040509270839, 40.76468500507036], [-73.74038021844463, 40.76469779206506], [-73.74035634814584, 40.76471097844106], [-73.74034670554211, 40.76471630572699], [-73.74031404085189, 40.764735674072135], [-73.74028225881484, 40.764755872865074], [-73.74025139268055, 40.764776879668865], [-73.74023762668301, 40.764786909106896], [-73.740221481631, 40.76479866935838], [-73.74019255892662, 40.764821216795056], [-73.74016237181831, 40.76484575419698], [-73.74015610421077, 40.764847550082266], [-73.74014968079514, 40.76484738881194], [-73.7401472893601, 40.764846525234084], [-73.74014388907189, 40.76484529827699], [-73.74013958983876, 40.764841644224155], [-73.74013745904072, 40.76483681539677], [-73.74013818430846, 40.76483154455843], [-73.74016602761291, 40.76480607885615], [-73.7401936090101, 40.764783685089704], [-73.7402221528867, 40.76476200038563], [-73.74025163308478, 40.76474105079901], [-73.74028201398242, 40.76472085966195], [-73.74031326115599, 40.76470144670734], [-73.74034534253337, 40.76468283617597], [-73.74037821893639, 40.76466505229259], [-73.7404118607074, 40.764648107596756], [-73.7404462215729, 40.76463202359574], [-73.7404833406337, 40.7646159872209], [-73.74048541296239, 40.76461515711802], [-73.74051696292422, 40.76460250940627], [-73.74053086727692, 40.76459737900992], [-73.74055326392316, 40.764589114157424], [-73.74059020627239, 40.76457677573655], [-73.74060476842551, 40.76457212858417], [-73.74062752379166, 40.76456511262898], [-73.74065168987397, 40.76455836549485], [-73.74066540201174, 40.76455453588365], [-73.74070372060639, 40.76454492276002]]], [[[-73.74232688797144, 40.76421928746116], [-73.7425014404774, 40.764185300835344], [-73.7425077499267, 40.76418643516911], [-73.74251117104603, 40.76418809704848], [-73.74251322206378, 40.76418909309173], [-73.74251657134946, 40.76419248648725], [-73.74251844614987, 40.764196480828176], [-73.74251841967325, 40.764201185022756], [-73.74251492995482, 40.764207157497104], [-73.74251196862902, 40.76420910408054], [-73.74250912248121, 40.7642109743781], [-73.74240301310341, 40.76423301214161], [-73.74240282701027, 40.764233050447395], [-73.74232936701284, 40.76424802011123], [-73.74232319516723, 40.764249277824746], [-73.74224831988346, 40.76426453693666], [-73.74202358248245, 40.764309094442964], [-73.74184155747207, 40.76434516178503], [-73.74182952689488, 40.764346331601665], [-73.74182212463256, 40.764345410003294], [-73.74181955424962, 40.76434396252987], [-73.74181536245084, 40.7643416037107], [-73.74181257895148, 40.76433708322626], [-73.74181266488388, 40.76433110854825], [-73.74181635285782, 40.764325339153736], [-73.74182098658078, 40.76432246340967], [-73.74189738208989, 40.76430676403057], [-73.74207071923904, 40.76427202791242], [-73.74230069387126, 40.76422468054863], [-73.74232688797144, 40.76421928746116]]], [[[-73.74390312775316, 40.76396614737502], [-73.74389055920861, 40.763965874497586], [-73.74388744414108, 40.76396592790677], [-73.74385183762621, 40.76396653583429], [-73.74381151848507, 40.76396777623425], [-73.7437712423384, 40.76396953901033], [-73.74375230386488, 40.76397061441922], [-73.74373650564465, 40.76397186250349], [-73.74372959740272, 40.76397244687531], [-73.74372810451068, 40.76397260294441], [-73.74369110910168, 40.76397650179104], [-73.74365134894742, 40.763981747937585], [-73.74360882124519, 40.763987837990925], [-73.74360120831379, 40.76398565172473], [-73.74359851151513, 40.7639828865664], [-73.74359703570545, 40.76398137403055], [-73.74359583569334, 40.76397559550157], [-73.74359758512719, 40.76397156061672], [-73.74360164297414, 40.76396811529889], [-73.7436143014119, 40.76396534198941], [-73.74363282262175, 40.76396128589375], [-73.74363779875377, 40.763960195645474], [-73.74365013007419, 40.76395809788564], [-73.74367152818725, 40.76395463081375], [-73.74370540246099, 40.763949589489556], [-73.74373697750633, 40.76394587939499], [-73.74373823941526, 40.76394573181707], [-73.7437439501125, 40.763945188005465], [-73.74374795470804, 40.76394480699278], [-73.7437515481304, 40.7639444781954], [-73.743767202574, 40.76394304248365], [-73.74377379658284, 40.76394255556611], [-73.74377515891179, 40.76394247304766], [-73.74380820195411, 40.763940458252975], [-73.74384379006732, 40.76393878049449], [-73.74384436333658, 40.76393877006249], [-73.74385471293827, 40.76393859226014], [-73.74386703571159, 40.76393840623656], [-73.74387715128334, 40.76393841341655], [-73.74391166406637, 40.763938873754014], [-73.74393887314456, 40.763939582597594], [-73.74394614381, 40.76393991843739], [-73.74398055936264, 40.76394194902405], [-73.74398616068737, 40.76394243603903], [-73.74401485520346, 40.76394492846981], [-73.74402439462817, 40.763946003259704], [-73.74404769488335, 40.76394867730619], [-73.74405121797629, 40.76394908225719], [-73.74405342800476, 40.76394938613567], [-73.74408823683014, 40.763954175819784], [-73.74412722878354, 40.763960514652595], [-73.74416593883562, 40.763967786672936], [-73.74420432674077, 40.76397598638877], [-73.74422044404777, 40.76397985023201], [-73.74424011944534, 40.76398456754892], [-73.74424954699407, 40.76398702074948], [-73.74424959905699, 40.763987033472155], [-73.74427958874007, 40.7639958385714], [-73.74429258713022, 40.76399983506038], [-73.74431799945188, 40.764007669148], [-73.7443186744305, 40.764009239330846], [-73.74432353663734, 40.76402054699383], [-73.74430543809719, 40.76402742452943], [-73.74429499574855, 40.764024609778495], [-73.74426631134712, 40.764017312329514], [-73.74424719314912, 40.76401244857076], [-73.74424538974701, 40.7640120420403], [-73.74420388671658, 40.76400267016454], [-73.74415565282557, 40.763993032085], [-73.74410837502762, 40.76398485673275], [-73.74409403580579, 40.763982749211884], [-73.74406077057236, 40.76397785849979], [-73.74401289037742, 40.763972039299944], [-73.74399099808903, 40.76397034902836], [-73.74397272817977, 40.763969116156126], [-73.74392997441454, 40.763966859917566], [-73.74392867412149, 40.763966825509684], [-73.74390312775316, 40.76396614737502]]], [[[-73.74131519715924, 40.764422629693335], [-73.74162091056238, 40.76436157058829], [-73.74162890245445, 40.76436284472005], [-73.74163292148585, 40.764365163536176], [-73.74163440926685, 40.76436602325575], [-73.74163782016332, 40.76437092786743], [-73.74163849707907, 40.76437564714682], [-73.74163643325353, 40.76438070247305], [-73.7416300480218, 40.76438536359112], [-73.74147002184849, 40.76441907892517], [-73.74145212941325, 40.764422794792004], [-73.74138467036038, 40.764436802070755], [-73.7411440950525, 40.76448424715988], [-73.74095577590745, 40.76452047546123], [-73.7409527878341, 40.76451953941833], [-73.740947361752, 40.76451783876524], [-73.74094272767549, 40.76451348429466], [-73.74094115104401, 40.7645095869529], [-73.74094109912875, 40.76450527340283], [-73.74094372222382, 40.764500168918126], [-73.74094925009987, 40.76449579497332], [-73.74131519715924, 40.764422629693335]]], [[[-73.74000261550395, 40.76497187823169], [-73.74000784987557, 40.76496990082199], [-73.7400136692164, 40.76497007604561], [-73.74002005563113, 40.76497274065213], [-73.74002425139322, 40.76497771912305], [-73.74002442887681, 40.76498170787334], [-73.74002449318655, 40.76498313442308], [-73.7400199947653, 40.76499106405089], [-73.74001415594542, 40.76499982272313], [-73.7400008092412, 40.76501983701072], [-73.7399896092191, 40.76503818119659], [-73.73998357294118, 40.7650480659571], [-73.73997925671817, 40.76505513330783], [-73.73995932346592, 40.76509097265989], [-73.73994102977913, 40.765127314590714], [-73.73992440188141, 40.76516411683636], [-73.73990945535145, 40.76520133350678], [-73.73989831477806, 40.76523294860314], [-73.73989621049475, 40.76523892142414], [-73.73988758998532, 40.765267274265355], [-73.73988489595753, 40.76527686579654], [-73.73987261045849, 40.76532536102774], [-73.739870728532, 40.76533292734876], [-73.73986273520292, 40.76536505203052], [-73.73984296418088, 40.76544452133589], [-73.73983955168444, 40.76545823827117], [-73.73982577819851, 40.76551075990907], [-73.73982161579849, 40.76551421476323], [-73.7398158452915, 40.765516382761845], [-73.73981115105204, 40.76551651534136], [-73.73980935650854, 40.76551656621962], [-73.73980364908641, 40.76551501616298], [-73.73980337631183, 40.76551480662907], [-73.73980005335807, 40.765512270498206], [-73.73979777665463, 40.76551053187859], [-73.73979559063538, 40.76550528688602], [-73.73980154872591, 40.76547875066762], [-73.73980865877297, 40.76545020621625], [-73.73980866597768, 40.76545018101827], [-73.7398400865327, 40.765324044888494], [-73.73984669837645, 40.76529750654137], [-73.73986328275392, 40.76523092981482], [-73.73987087843953, 40.765207819219604], [-73.73987306353742, 40.76520116939953], [-73.73988415673682, 40.76517167849675], [-73.7398912823694, 40.76515489560866], [-73.73989654919936, 40.765142488594215], [-73.73990043518344, 40.765134291038336], [-73.73991022658794, 40.765113631176916], [-73.7399251733673, 40.76508514132911], [-73.73994137165084, 40.76505704962721], [-73.73995880592109, 40.765029386652984], [-73.73997745353668, 40.76500218747458], [-73.74000011369996, 40.76497349800267], [-73.74000087427466, 40.76497253527505], [-73.74000261550395, 40.76497187823169]]], [[[-73.74336765489399, 40.76401461614335], [-73.74336859118198, 40.76401444893347], [-73.74336921395177, 40.76401450164967], [-73.7433759460329, 40.7640150686568], [-73.7433824520858, 40.76401866176744], [-73.74338573237692, 40.764025216667584], [-73.74338466109617, 40.76403029584799], [-73.74338452597877, 40.76403093670872], [-73.74338141080672, 40.76403439762622], [-73.7433758122965, 40.76403686785638], [-73.74332661442664, 40.764047206853185], [-73.74332646389279, 40.764047238035566], [-73.74329074502461, 40.764054551622515], [-73.74317638889795, 40.76407796300677], [-73.74315646999746, 40.76408204112738], [-73.74308080719393, 40.764097378268865], [-73.742975440061, 40.76411837542611], [-73.74297506314556, 40.76411845022792], [-73.74286902329705, 40.76413942957796], [-73.74270386143681, 40.76417200502451], [-73.7426984659722, 40.76417187861018], [-73.74269824096277, 40.76417187360509], [-73.74269720718917, 40.764171521899215], [-73.74269110628029, 40.764169443408726], [-73.74268572787197, 40.76416459566846], [-73.74268458166782, 40.76415901085938], [-73.74268435729759, 40.76415792074357], [-73.7426847209099, 40.764156997634515], [-73.74268658560983, 40.76415226602767], [-73.74269009740874, 40.764149157212884], [-73.74269497119154, 40.764146976261536], [-73.74280984394812, 40.76412357551313], [-73.74300929039816, 40.76408335364034], [-73.74304593256034, 40.76407618357959], [-73.74314068590134, 40.76405811996309], [-73.74324494473747, 40.764038244919405], [-73.74335153886392, 40.76401750059047], [-73.74336765489399, 40.76401461614335]]], [[[-73.74528126234695, 40.76462546032418], [-73.74529599176844, 40.76461167729716], [-73.74531915770392, 40.76461393295303], [-73.7454205949079, 40.76465341658474], [-73.74552124142603, 40.76469404742817], [-73.74558839781257, 40.764728727519504], [-73.74564510028456, 40.764772898357386], [-73.74565109449824, 40.76478620668846], [-73.74563971414479, 40.76479729653159], [-73.7456193407374, 40.76479476974985], [-73.74556786232976, 40.76475809185556], [-73.74551338157474, 40.764727619009186], [-73.74550892128698, 40.76472512465565], [-73.7453986080028, 40.764684155460856], [-73.74528890960369, 40.764642241085575], [-73.74528126234695, 40.76462546032418]]]]}",PARK,11,0.553,Mall,11362,Q-11,3
6096,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.14344557288587, 40.557744280940554], [-74.14334118017922, 40.557703547164785], [-74.14302863923523, 40.55789296372309], [-74.14239443986457, 40.55764549720285], [-74.14238345258481, 40.55732984010257], [-74.14229979244585, 40.557297195224706], [-74.1421842130677, 40.557252094094096], [-74.14206263214756, 40.55720465259712], [-74.14191017795844, 40.55714516315065], [-74.14176010509337, 40.55708660080691], [-74.14152927173218, 40.55699652661828], [-74.14149462775556, 40.55698300736862], [-74.14218977860311, 40.55644755547264], [-74.14395214531385, 40.55506710145878], [-74.14399439667353, 40.55509694239161], [-74.14422462752387, 40.55492306697537], [-74.1447668838934, 40.55449674332898], [-74.1447213662052, 40.55447311593025], [-74.14461107358092, 40.5541155159116], [-74.14571488227186, 40.553924971244776], [-74.14635833177222, 40.5558256558985], [-74.14631088553328, 40.555874705930854], [-74.14632664753903, 40.55592597177144], [-74.14626025325903, 40.55593915631351], [-74.14604429100336, 40.55620196542027], [-74.1459874322688, 40.55627115676837], [-74.14589182275917, 40.55638750479318], [-74.14581494891287, 40.556481053720084], [-74.14579621291655, 40.55650385273722], [-74.14572187289713, 40.5565943176808], [-74.14565787750583, 40.55667219269488], [-74.14564377250706, 40.55668329427015], [-74.1455473482068, 40.55675948403107], [-74.14542898997968, 40.55685295828669], [-74.14530027334948, 40.55695461150385], [-74.14517517836367, 40.55705340442621], [-74.14507545618218, 40.55713215995526], [-74.14495348165235, 40.55722848845225], [-74.14485176109856, 40.557308822229736], [-74.14475367179638, 40.557386285862584], [-74.14465270982853, 40.55746601875498], [-74.14463954634284, 40.55747641480777], [-74.14454946823281, 40.55753890501857], [-74.14444129812358, 40.55761394784555], [-74.14434050552286, 40.55768387260868], [-74.14423145074213, 40.55775952780613], [-74.14411407949474, 40.55784095130438], [-74.14400732431496, 40.557915012170696], [-74.14390042388564, 40.557989172176946], [-74.14386509508414, 40.55796239964402], [-74.14371702027783, 40.55785019746599], [-74.14359847767072, 40.557803943388684], [-74.14352794964798, 40.557776424093746], [-74.14344557288587, 40.557744280940554]]]]}",PARK,24,22.882,Nature Area,10308,R-03,11
4615,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88561945859414, 40.82439845378202], [-73.88560947616304, 40.82451012253767], [-73.88560333290084, 40.82455652802505], [-73.88559949200153, 40.82458554451021], [-73.88554110950508, 40.82502656047186], [-73.88545160899334, 40.82570262720001], [-73.88539456013142, 40.82613356237777], [-73.88534897504493, 40.82647789558301], [-73.8852954222523, 40.826827539155346], [-73.88522398200818, 40.82716503069825], [-73.88515652518018, 40.827389350018095], [-73.88508574487925, 40.82759519230568], [-73.88492132227245, 40.82803681881807], [-73.88422675590951, 40.828081381638995], [-73.88432008649953, 40.82779766241857], [-73.8845323069267, 40.8275716165088], [-73.88458811335401, 40.827504833064424], [-73.8847903426691, 40.82672648897573], [-73.88471079443792, 40.826606495820954], [-73.88477730987326, 40.8264045702281], [-73.88479731305453, 40.826343840946485], [-73.88480879415502, 40.82630898790856], [-73.88497462951914, 40.82506863620829], [-73.8849801335592, 40.8250274683071], [-73.88498668363783, 40.82497847433498], [-73.88499276653152, 40.824932974722266], [-73.88500085501526, 40.82487247934311], [-73.88500673012943, 40.824828530176305], [-73.88501396349173, 40.82477443827227], [-73.8850584311813, 40.82444183115168], [-73.8850018832158, 40.823686941750715], [-73.88489890459007, 40.82342735373705], [-73.88473385429694, 40.823021870871166], [-73.88505645775405, 40.82297305639829], [-73.88543102601032, 40.82392833637063], [-73.88547840373528, 40.823919389274245], [-73.88553489838631, 40.82407660000318], [-73.88558784765785, 40.82423452037565], [-73.8856082024657, 40.824315980561856], [-73.88561945859414, 40.82439845378202]]], [[[-73.88562863549463, 40.82439954888286], [-73.88561945859414, 40.82439845378202], [-73.88562469043664, 40.824319516957075], [-73.88562804269412, 40.82423131486027], [-73.88562874698954, 40.82414018712449], [-73.88562378531132, 40.82402402627059], [-73.88561457882666, 40.8239346617786], [-73.88559455580811, 40.8238043860049], [-73.88557726786337, 40.82372360692626], [-73.88555833259404, 40.823647442153984], [-73.88553434600303, 40.82356456726667], [-73.8854854387262, 40.823427157872594], [-73.88584454993361, 40.82339952830816], [-73.88580484872001, 40.82351038784443], [-73.88577118554353, 40.82361592060642], [-73.88574348548202, 40.823715597933926], [-73.88572304282326, 40.823798506196724], [-73.88569216714453, 40.823944949445284], [-73.88566214052327, 40.82413805544679], [-73.885637682331, 40.824347339871935], [-73.88563153920141, 40.824399895752364], [-73.88562863549463, 40.82439954888286]]]]}",PARK,32,6.438,Neighborhood Park,"10459, 10472",X-02,15
5.305E+3,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.90614212686357, 40.659676410464016], [-73.90578849409115, 40.659729686824264], [-73.90571337204321, 40.659436019791436], [-73.9060669089355, 40.659383429777236], [-73.90614212686357, 40.659676410464016]]]]}",PARK,19,0.249,Garden,11212,B-16,9
5089,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.78439768325394, 40.67917896073571], [-73.7841661020638, 40.67771932031404], [-73.78256164479636, 40.67828415660749], [-73.7823735820767, 40.67821825149827], [-73.78208475636471, 40.67774951506583], [-73.78207345174114, 40.67772102920103], [-73.78206249726017, 40.67766141041078], [-73.78217549786878, 40.67724365374439], [-73.78172763959583, 40.676911922463766], [-73.7838023413103, 40.67543328165115], [-73.78386516348417, 40.675388100946556], [-73.78390600825401, 40.67535716564347], [-73.78394600226737, 40.675325592062244], [-73.7839851289159, 40.675293395481496], [-73.78402337278284, 40.67526058848036], [-73.78406071607725, 40.675227186335114], [-73.78409714219693, 40.67519320252322], [-73.78413263808524, 40.67515865142935], [-73.78416718594863, 40.675123549230314], [-73.78420077155077, 40.67508790940798], [-73.78423338182955, 40.67505174814801], [-73.78426500136024, 40.67501508073111], [-73.78429561708377, 40.6749779224424], [-73.7843252159382, 40.67494028946751], [-73.78435378486475, 40.67490219709152], [-73.78438131197287, 40.67486366510435], [-73.78440778658101, 40.674824705193394], [-73.78443319443048, 40.67478533804461], [-73.78579617280363, 40.672609894223925], [-73.78613995374523, 40.67274739447489], [-73.78728015332779, 40.67316720804695], [-73.7873188605034, 40.67318182837183], [-73.78737018011493, 40.67320175893354], [-73.7874211599068, 40.673222186830714], [-73.78747179634303, 40.673243108455125], [-73.78752207524298, 40.673264520178975], [-73.78757199306794, 40.6732864192947], [-73.78762153919112, 40.67330880037999], [-73.78767070770809, 40.673331660722866], [-73.78771948679794, 40.673354998501], [-73.78776787293587, 40.67337880650418], [-73.78781585548079, 40.6734030838128], [-73.78786342735688, 40.67342782411068], [-73.7879105802911, 40.67345302558205], [-73.78795730839035, 40.673478681912925], [-73.788003601019, 40.67350479038261], [-73.78804945345794, 40.673531347380944], [-73.78809485744834, 40.673558346589616], [-73.78813980354015, 40.67358578438963], [-73.78818428937957, 40.673613657175125], [-73.78822830197385, 40.67364195951958], [-73.7882718377864, 40.67367068781504], [-73.78831488855829, 40.673699835743136], [-73.78835744720173, 40.673729400589885], [-73.78839950664327, 40.673759375138594], [-73.78844106098066, 40.67378975577696], [-73.78848210312894, 40.673820538890396], [-73.78852262601451, 40.67385171726232], [-73.78856262255218, 40.67388328727818], [-73.78860208803097, 40.67391524262618], [-73.78864101300307, 40.67394757878704], [-73.78910196285575, 40.674351325239506], [-73.78913844079825, 40.67438565319129], [-73.78917379182765, 40.67442065805655], [-73.78920799353907, 40.67445631818285], [-73.78924102707862, 40.674492611023716], [-73.78927287003835, 40.674529515827224], [-73.78930350356686, 40.67456700914641], [-73.78933290998982, 40.67460506933736], [-73.7893610692814, 40.67464367024939], [-73.78938796731512, 40.67468279024517], [-73.78967430291408, 40.675108555515955], [-73.78779871073935, 40.67481593012975], [-73.78680375628599, 40.67504812806955], [-73.78665365089374, 40.677268869811826], [-73.78695441487773, 40.67860229527433], [-73.7870045788829, 40.678590157323384], [-73.78702569619391, 40.6786786605168], [-73.78704464952165, 40.67875809689566], [-73.78739474560636, 40.68022537142031], [-73.78720549780941, 40.680540256550785], [-73.78823997428364, 40.681939699621495], [-73.78609216259899, 40.68282116087865], [-73.7860424529646, 40.68284327430024], [-73.7859930990591, 40.68286584852602], [-73.78594411154536, 40.68288887817319], [-73.78589549634304, 40.68291236145212], [-73.78584726174638, 40.68293629387616], [-73.78579941367806, 40.68296067275531], [-73.78575195925241, 40.68298549270013], [-73.7857049055721, 40.68301075192337], [-73.78565825856286, 40.683036446834436], [-73.78561202889071, 40.68306257115008], [-73.78556622010977, 40.68308912307641], [-73.7855208393287, 40.683116099025085], [-73.785475894845, 40.68314349360901], [-73.7854313914045, 40.68317130233489], [-73.78538733847307, 40.683199524320464], [-73.78534373844248, 40.68322815146601], [-73.78530596763139, 40.68325353050142], [-73.78526361501973, 40.6832834134632], [-73.78522043655275, 40.683312604171554], [-73.78517645474673, 40.683341090060416], [-73.78513168738638, 40.68336885855474], [-73.78508615344244, 40.68339589618141], [-73.78503987778866, 40.68342219308022], [-73.7849928770418, 40.68344773217158], [-73.78494517487846, 40.68347250809569], [-73.7848967926385, 40.68349650648341], [-73.78484774928452, 40.68351971656301], [-73.78479807087373, 40.683542128476795], [-73.78474777873475, 40.68356373145764], [-73.78469689419057, 40.683584516539405], [-73.78443080179217, 40.68315589019974], [-73.78499643026242, 40.68295252126376], [-73.78445415888714, 40.6795349185011], [-73.784431236084, 40.6793904425157], [-73.78440409495015, 40.67921937445213], [-73.78439768325394, 40.67917896073571]]], [[[-73.78921452831233, 40.666957082244934], [-73.78932679564346, 40.6669500063046], [-73.78919285338343, 40.66791564426967], [-73.78917327044896, 40.66799702603979], [-73.7891442165348, 40.668117764706786], [-73.78882025529606, 40.66946404218846], [-73.78846412986377, 40.67093988448802], [-73.78800110374054, 40.67286792704054], [-73.78676630283199, 40.67266858387362], [-73.78629016778176, 40.6724921687788], [-73.78589890267452, 40.672326958129396], [-73.78707940141882, 40.6671754405333], [-73.78881997588282, 40.6669823827157], [-73.78892962098824, 40.66697244680539], [-73.78921452831233, 40.666957082244934]]], [[[-73.78597856258976, 40.683156531692724], [-73.78606756014938, 40.683112508836686], [-73.78723902390651, 40.6847179866513], [-73.78658650981816, 40.68499315133656], [-73.78505175953697, 40.684062444784594], [-73.78489034933496, 40.68377920713951], [-73.78492923595601, 40.683763044413105], [-73.78496867762952, 40.68374606234012], [-73.78501801326817, 40.683723960390914], [-73.78506539365442, 40.68370180704103], [-73.78511360168562, 40.68367830174066], [-73.78515715624827, 40.683656198841405], [-73.78520666809462, 40.68363003220816], [-73.78525096334957, 40.683605650547804], [-73.78529554729214, 40.6835801401612], [-73.7853336014409, 40.683557567668316], [-73.78537514047807, 40.68353205247085], [-73.7854141600232, 40.68350721785311], [-73.78544810378222, 40.683484899707324], [-73.78547826547381, 40.68346449080013], [-73.78550510451132, 40.68344585691331], [-73.78553566331651, 40.68342407454286], [-73.78558729527747, 40.683388145593895], [-73.78563273477994, 40.683357671221785], [-73.7856704163189, 40.683333179822704], [-73.78570842989927, 40.68330915999985], [-73.78574928229447, 40.68328409004461], [-73.78579536707738, 40.683256701979715], [-73.78585345002398, 40.68322347746463], [-73.78590836223864, 40.68319333849466], [-73.78597856258976, 40.683156531692724]]]]}",PARK,10,109.609,Community Park,11434,Q-12,5
5403,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.98018320691112, 40.64579614353297], [-73.98054916171733, 40.64575762421842], [-73.98055177790259, 40.64577028954565], [-73.98090900642121, 40.645730765333454], [-73.98096736572249, 40.64603860536389], [-73.98060909173506, 40.646077851319966], [-73.98024443645487, 40.64611779566677], [-73.98019333132682, 40.64584933707235], [-73.98018598914699, 40.64581076031951], [-73.98018320691112, 40.64579614353297]]]]}",PARK,21,0.538,Jointly Operated Playground,11218,B-12,10
5678,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.92561018812562, 40.83253481828005], [-73.92609516300203, 40.83201364097504], [-73.92636772085253, 40.832120728355825], [-73.92583655266506, 40.83281091255643], [-73.92587408826562, 40.8328256606759], [-73.92583499169716, 40.8328764603589], [-73.9258341508391, 40.8329064931154], [-73.92644399385044, 40.833089495883755], [-73.92642510169118, 40.8331140439228], [-73.92571103053378, 40.83289172860714], [-73.9255402910516, 40.83283706563349], [-73.92546340178552, 40.83281244867096], [-73.92561018812562, 40.83253481828005]]]]}",PARK,29,0.764,Nature Area,10452,X-04,15
