bin,existing_meters,const_bis_job_number,auth_rep_last_name,disability_company_name,gis_latitude,temp_light_power,city,_4_wire,new_meters,total_meters,gis_nta_name,nogood_check_fee,street_name
4181165,0,,,SHELTERPOINT LIFE INSURAN,40.69391,No,STATEN ISLAND,0,0,0,Woodhaven,0,85 DRIVE
3109696,2,,,Waived,40.651278,No,BROOKLYN,1,2,4,East Flatbush-Farragut,0,CHURCH AVENUE
3064408,0,,SIMKIN,SHELTERPOINT LIFE INS. CO,40.731834,No,BROOKLYN,0,0,0,Greenpoint,0,FRANKLIN STREET
3008680,0,321792627.0,,STANDARD SECURITY LIFE IN,40.677181,No,QUEENS,0,0,0,Carroll Gardens-Columbia Street-Red Hook,0,CONOVER STREET
2014550,1,,,STANDARD SECURITY LIFE,40.860854,No,BROOKLYN,0,1,1,Kingsbridge Heights,0,AQUEDUCT AVENUE
3097891,0,,,METROPOLITAN LIFE INS.CO,40.657863,No,BROOKLYN,0,0,0,East New York,0,BARBEY STREET
1087170,0,,,SHELTERPOINT INS COMPANY,40.715847,No,LONG ISLAND CITY,0,0,0,SoHo-TriBeCa-Civic Center-Little Italy,0,WARREN STREET
3029709,0,,,SHELTERPOINT LIFE INS CO,40.668183,No,BROOKLYN,0,0,0,Crown Heights South,0,CARROLL STREET
2072912,0,,,ELECTRICAL EMPLOYERS SISP,40.836597,No,STATEN ISLAND,0,0,0,Pelham Bay-Country Club-City Island,0,THROGMORTON AVENUE
3000732,0,,,SHELTERPOINT LIFE INS CO,40.686524,No,NEW YORK,0,0,0,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,0,STATE STREET
3083185,2,,,STANDARD SECURITY LIFE,40.678604,No,BROOKLYN,0,0,2,Cypress Hills-City Line,0,BRADFORD STREET
3066783,0,,McGuire,Waived,40.723673,No,BROOKLYN,0,0,0,Greenpoint,0,ECKFORD STREET
1023158,0,,Osmundson,EESISP,40.760753,No,NEW YORK,0,0,0,Midtown-Midtown South,0,6 AVENUE
1008715,0,,Siegel,HARTFORD LIFE &amp; ACCIDENT,40.729086,No,NEW YORK,0,0,0,West Village,0,BLEEKER STREET
3422970,0,,,SHELTERPOINT LIFE INS CO,40.647949,No,BROOKLYN,0,0,0,Erasmus,0,ALBERMARLE ROAD
1089835,0,,,SHELTERPOINT INS COMPANY,40.798418,No,STATEN ISLAND,0,1,1,East Harlem North,0,EAST 120 STREET
3035241,5,,Goldshmid,STANDARD SECURITY LIFE IN,40.661782,No,BROOKLYN,0,5,5,Prospect Lefferts Gardens-Wingate,0,LEFFERTS AVENUE
1024831,0,,,SHELTERPOINT LIFE INS CO,40.762861,No,NEW YORK,0,0,0,Midtown-Midtown South,0,BROADWAY
3035011,2,,,Waived,40.662036,No,LONG ISLAND CITY,0,1,3,Prospect Lefferts Gardens-Wingate,0,LEFFERTS AVENUE
1057197,0,,,NEW YORK STATE INS. FUND,40.79986,No,STATEN ISLAND,0,0,0,Upper West Side,0,WEST END AVENUE
3039245,0,,,STANDARD SECURITY LIFE,40.67243,No,BROOKLYN,0,0,0,Ocean Hill,0,PROSPECT PLACE
3424477,0,,,FIRST UNUM LIFE INSURANCE,40.689011,No,STATEN ISLAND,0,2,2,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,0,FULTON STREET
4215614,0,,,SHELTERPOINT LIFE INS CO,40.703793,No,BRONX,0,0,0,Jamaica,0,JAMAICA AVENUE
1083691,0,,,SHELTERPOINT LIFE INS CO,40.734916,No,BROOKLYN,0,0,0,Stuyvesant Town-Cooper Village,0,PETER COOPER ROAD
5175051,0,540191610.0,,SHELTERPOINT LIFE INSURAN,40.547644,No,STATEN ISLAND,0,2,2,Arden Heights,0,BELFIELD AVENUE
5175229,0,540206793.0,,SHELTERPOINT LIFE INSURAN,40.54322,No,STATEN ISLAND,0,2,2,Annadale-Huguenot-Prince's Bay-Eltingville,0,EDGEGROVE AVENUE
1041904,0,,,FIRST UNUM LIFE INSURANCE,40.761894,No,STATEN ISLAND,0,0,0,Upper East Side-Carnegie Hill,0,3 AVENUE
3117313,1,,Joseph,SHELTERPOINT LIFE INS COM,40.648704,No,BRONX,0,0,1,Erasmus,0,SNYDER AVENUE
1080690,0,,Alpert,STATE FARM INSURANCE,40.791312,No,BRONX,0,0,0,East Harlem South,0,EAST 106 STREET
3033919,0,,,SHELTERPOINT LIFE INS,40.666957,No,BROOKLYN,0,1,1,Crown Heights South,0,CARROLL STREET
1028582,0,,,SHELTERPOINT INS COMPANY,40.776315,No,BRONX,0,0,0,Lincoln Square,0,WEST 71 STREET
3008770,0,,,NYS WORKERS COMP,40.673531,No,LONG ISLAND CITY,0,0,0,Carroll Gardens-Columbia Street-Red Hook,0,BAY STREET
3227917,2,,,STANDARD SECURITY LIFE,40.630484,No,BROOKLYN,0,0,2,Canarsie,0,EAST 88 STREET
4294101,0,,,HARTFORD INSURANCE COMPAN,40.652926,No,MASPETH,0,0,0,Lindenwood-Howard Beach,0,86 STREET
3254833,0,,,STANDARD SECURITY LIFE IN,40.637115,No,JAMAICA,0,0,0,Canarsie,0,AVENUE N
1083691,0,,,SHELTERPOINT LIFE INS CO,40.734916,No,BROOKLYN,0,0,0,Stuyvesant Town-Cooper Village,0,PETER COOPER ROAD
3017654,1,,,STANDARD SECURITY LIFE CO,40.659599,No,FAR ROCKAWAY,0,1,1,Sunset Park West,0,23 STREET
3328516,0,,,Waived,40.599332,No,STATEN ISLAND,0,0,0,Bath Beach,0,20 AVENUE
1077236,0,,,NYSIF,40.746712,No,OZONE PARK,0,0,0,Hudson Yards-Chelsea-Flatiron-Union Square,0,WEST 23 STREET
3104598,0,,,SHELTERPOINT LIFE INS CO,40.648657,No,LONG ISLAND CITY,0,0,0,Rugby-Remsen Village,0,TILDEN AVENUE
3093129,2,,,SHELTERPOINT LIFE INS CO,40.679058,No,QUEENS,0,1,3,East New York,0,MILFORD STREET
3125676,0,,,SHELTERPOINT LIFE INS CO,40.634875,No,LONG ISLAND CITY,0,0,0,Borough Park,0,16 AVENUE
3212591,1,,,SHELTERPOINT LIFE INSURAN,40.610023,No,STATEN ISLAND,0,0,1,Georgetown-Marine Park-Bergen Beach-Mill Basin,0,AVENUE R
3073188,7,,,SHELTERPOINT LIFE INS CO,40.700899,No,BROOKLYN,1,7,7,Bushwick North,0,HART STREET
1085692,6,,,SHELTERPOINT LIFE INS CO,40.868083,No,BROOKLYN,0,8,8,Marble Hill-Inwood,0,COOPER STREET
3429534,125,,,STANDARD SECURITY LIFE CO,40.678965,No,FAR ROCKAWAY,2,1,125,Crown Heights North,0,HERKIMER STREET
3008033,6,,Ceriello,STANDARD SECURITY LIFE,40.677583,No,BROOKLYN,0,6,6,Carroll Gardens-Columbia Street-Red Hook,0,4 PLACE
1052322,0,,,SHELTERPOINT LIFE INS CO,40.798878,No,BRONX,0,0,0,East Harlem North,0,LEXINGTON AVENUE
3208171,0,,,STANDARD SECURITY LIFE,40.626079,No,BROOKLYN,0,0,0,Flatlands,0,EAST 35 STREET
3140368,2,,,SHELTERPOINT LIFE INS COM,40.632261,No,BROOKLYN,0,3,3,Borough Park,0,58 STREET
2048491,1,,,SHELTERPOINT LIFE INS CO,40.852877,No,MASPETH,0,0,1,Pelham Parkway,0,TOMLINSON AVENUE
2069479,0,,,STANDARD SECURITY LIFE,40.89735,No,BROOKLYN,0,0,0,Woodlawn-Wakefield,0,PITMAN AVENUE
3052414,0,,SANCHEZ,STANDARD SECURITY LIFE IN,40.684014,No,JAMAICA,0,0,0,Bedford,0,JEFFERSON AVENUE
4436583,0,,,STANDARD INSURANCE CO,40.745191,No,BROOKLYN,0,5,5,Hunters Point-Sunnyside-West Maspeth,0,47 ROAD
3143109,0,,Hossain,NYS WORKERS COMP,40.62718,No,BRONX,0,0,0,Dyker Heights,0,OVINGTON AVENUE
3056911,0,,,STANDARD SECURITY LIFE,40.684281,No,BROOKLYN,0,0,0,Clinton Hill,0,IRVING PLACE
1087632,0,,,EESISP,40.749597,No,NEW YORK,0,0,0,Turtle Bay-East Midtown,0,EAST 41 STREET
3055133,0,,,NYS INS FUND,40.690375,No,BROOKLYN,0,0,0,Clinton Hill,0,DEKALB AVENUE
3019728,0,,,SHELTERPOINT LIFE INS CO,40.676969,No,BROOKLYN,0,0,0,Park Slope-Gowanus,0,UNION STREET
1040072,0,,,SHELTERPOINT LIFE INS CO,40.752699,No,ASTORIA,0,0,0,Turtle Bay-East Midtown,0,U N PLAZA
3041041,3,,PETERS,SHELTERPOINT INS COMPANY,40.681633,No,SPRINGFIELD GARDENS,0,1,4,Stuyvesant Heights,0,CHAUNCEY STREET
3151688,0,,,STANDARD SECURITY LIFE IN,40.626167,No,ASTORIA,0,0,0,Bay Ridge,0,82 STREET
3123171,0,321696330.0,,SHELTERPOINT LIFE INS CO,40.641678,No,BROOKLYN,0,5,5,Borough Park,0,38 STREET
1005974,0,,,SHELTERPOINT LIFE INS CO,40.729589,No,LONG ISLAND CITY,0,0,0,East Village,0,EAST 12 STREET
1036467,0,,,EESISP,40.758275,No,NEW YORK,0,0,0,Turtle Bay-East Midtown,0,LEXINGTON AVENUE
2016303,0,,,THE GUARDIAN LIFE INS,40.86185,No,JAMAICA,0,0,0,Bedford Park-Fordham North,0,EAST FORDHAM ROAD
1043780,0,,,SHELTERPOINT INS COMPANY,40.762992,No,BROOKLYN,0,0,0,Lenox Hill-Roosevelt Island,0,3 AVENUE
3098294,0,,,STANDARD SECURITY INS CO,40.64726,No,BROOKLYN,0,0,0,Starrett City,0,PENNSYLVANIA AVENUE
1009774,0,,,SHELTERPOINT LIFE INS COM,40.730485,No,STATEN ISLAND,0,0,0,West Village,0,HUDSON STREET
3135532,0,,,STD SEC LIFE INS CO OF NY,40.644648,No,BROOKLYN,0,0,0,Sunset Park East,0,9 AVENUE
3166727,0,,,SHELTERPOINT LIFE INS CO,40.603597,No,BROOKLYN,0,0,0,Bensonhurst West,0,BENSON AVENUE
3131068,0,,,SHELTERPOINT LIFE INS COM,40.620125,No,BROOKLYN,0,0,0,Ocean Parkway South,0,OCEAN PARKWAY
1009090,0,,,NYS WORKERS COMP,40.731416,No,FLUSHING,0,0,0,West Village,0,EAST 8 STREET
4615034,1,,,SHELTERPOINT LIFE INS COM,40.686732,No,QUEENS VILLAGE,0,3,3,St. Albans,0,LUCAS STREET
3071460,1,,,STANDARD SECURITY LIFE,40.703896,No,BROOKLYN,1,3,4,East Williamsburg,0,MOORE STREET
1017226,0,,,THE GUARDIAN LIFE INS. CO,40.751265,No,LONG ISLAND CITY,1,1,1,Murray Hill-Kips Bay,0,5 AVENUE
3326408,4,,,SHELTERPOINT LIFE INS CO,40.696539,No,BROOKLYN,1,0,4,Bushwick North,0,KNICKERBOCKER AVENUE
3050400,0,,,SHELTERPOINT LIFE INS CO,40.687378,No,BROOKLYN,0,0,0,Bedford,0,LEXINGTON AVENUE
3005045,5,,,SHELTERPOINT LIFE INS COM,40.681744,No,LONG ISLAND CITY,0,1,1,Carroll Gardens-Columbia Street-Red Hook,0,SUMMIT STREET
5000048,0,,,SHELTERPOINT LIFE INS COM,40.639202,No,STATEN ISLAND,0,0,0,West New Brighton-New Brighton-St. George,0,CENTRAL AVENUE
1083697,0,,,SHELTERPOINT LIFE INS CO,40.734466,No,BROOKLYN,0,0,0,Stuyvesant Town-Cooper Village,0,PETER COOPER ROAD
1046918,1,,,SHELTERPOINT LIFE INS CO,40.781041,No,BROOKLYN,0,1,1,Upper East Side-Carnegie Hill,0,PARK AVENUE
3076666,0,,,SHELTERPOINT LIFE INS CO,40.694829,No,BROOKLYN,0,0,0,Bushwick North,0,WOODBINE STREET
3342263,60,,Partosan,HARTFORD LIFE & ACC INS,40.696581,No,S.RICHMOND HILL,0,6,66,Bushwick South,0,MENAHAN STREET
3155697,0,,,Waived,40.616376,No,BROOKLYN,0,0,0,Bay Ridge,0,5 AVENUE
1048813,0,,,SHELTERPOINT INS COMPANY,40.778895,No,LONG ISLAND CITY,0,0,0,Yorkville,0,EAST   87 STREET
1041508,0,,,STANDARD SECURITY LIFE IN,40.772911,No,QUEENS,0,0,0,Upper East Side-Carnegie Hill,0,EAST   74 STREET
3077568,0,,,SHELTERPOINT LIFE INS CO,40.690416,No,BROOKLYN,0,0,0,Bushwick South,0,JEFFERSON AVENUE
3077614,0,,,METROPOLITAN LIFE INS CO,40.691979,No,BROOKLYN,0,0,0,Bushwick South,0,JEFFERSON AVENUE
3146221,2,,,SHELTERPOINT LIFE INS CO,40.635863,No,BROOKLYN,0,3,3,Bay Ridge,0,COLONIAL ROAD
3259489,0,,,HARTFORD LIFE AND ACCIDEN,40.649259,No,NEW YORK,0,0,0,East New York,0,ROCKAWAY AVENUE
2115841,0,,,STANDARD SECURITY LIFE,40.81565,No,BROOKLYN,0,0,0,Melrose South-Mott Haven North,0,CONCORD AVENUE
4218513,2,,,STANDARD SEC LIFE INS CO,40.702208,No,JACKSON HEIGHTS,0,3,3,South Jamaica,0,RUSCOE STREET
3006647,0,321932968.0,,NEW YORK STATE INS FUND,40.684118,No,MASPETH,0,0,0,Carroll Gardens-Columbia Street-Red Hook,0,DOUGLASS STREET
3337942,1,,,GUARDIAN LIFE INS CO.AMER,40.678951,No,BROOKLYN,0,0,1,Ocean Hill,0,ROCKAWAY AVENUE
5049017,0,,,STANDARD SECURITY LIFE,40.594223,No,BROOKLYN,0,0,0,Old Town-Dongan Hills-South Beach,0,SOUTH RAILROAD AVENUE
1009396,0,,,SHELTERPOINT LIFE INS CO,40.735423,No,BRONX,0,0,0,West Village,0,EAST 14 STREET
3169887,2,,,SHELTERPOINT LIFE INS COM,40.600473,No,BROOKLYN,0,2,2,Bath Beach,0,19 AVENUE
3108373,3,,,SHELTER POINT LIFE INS CO,40.65421,No,STATEN ISLAND,0,0,3,East Flatbush-Farragut,0,TROY AVENUE
3029639,0,,Burton,HARTFORD LIFE AND ACCIDEN,40.672485,No,NEW YORK,0,0,0,Prospect Heights,0,WASHINGTON AVENUE
1040039,0,,CROWMAN,SHELTERPOINT LIFE INS CO,40.759497,No,BROOKLYN,0,0,0,Turtle Bay-East Midtown,0,EAST 58 STREET
1091604,0,,,HARTFORD LIFE AND ACCIDEN,40.755342,No,NEW YORK,0,0,0,Hudson Yards-Chelsea-Flatiron-Union Square,0,WEST 35 STREET
3191220,0,,,SHELTERPOINT LIFE INS COM,40.597425,No,BROOKLYN,0,0,0,Bensonhurst East,0,WEST    6 STREET
3424218,0,,ilbay,HARTFORD LIFE AND ACCIDEN,40.677985,No,NEW YORK,0,0,0,Carroll Gardens-Columbia Street-Red Hook,0,DIKEMAN STREET
2059238,0,,,SHELTERPOINT LIFE INSURAN,40.875103,No,STATEN ISLAND,0,0,0,Williamsbridge-Olinville,0,EAST 211 STREET
4233528,0,,,STANDARD SECURITY LIFE,40.707913,No,BROOKLYN,0,0,0,Queens Village,0,FRANCIS LEWIS BOULEVARD
1049956,1,,Jacoby,SHELTERPOINT INS COMPANY,40.776379,No,BRONX,0,1,1,Yorkville,0,EAST   84 STREET
1086160,0,,,EESISP,40.761887,Yes,NEW YORK,0,0,0,Turtle Bay-East Midtown,0,LEXINGTON AVENUE
3172890,0,,GELLIS,Waived,40.615623,No,BROOKLYN,0,0,0,Ocean Parkway South,0,OCEAN PARKWAY
3084824,0,,,SHELTERPOINT LIFE INS CO,40.662285,No,MASPETH,0,0,0,Brownsville,0,MOTHER GASTON BOULEVARD
3076080,0,,,GUARDIAN LIFE INS COMPAN,40.692696,No,BROOKLYN,0,1,1,Bushwick South,0,EVERGREEN AVENUE
1006398,0,,,STANDARD SECURITY LIFE IN,40.72827,No,LONG ISLAND CITY,0,6,6,East Village,0,SAINT MARKS PLACE
3429421,0,302585343.0,,E.E.S.I.P,40.619709,No,WOODSIDE,1,1,1,Bensonhurst West,0,71 STREET
2028393,0,,,SHELTER POINT INS COMPANY,40.839833,No,BROOKLYN,0,0,0,Crotona Park East,0,EAST TREMONT AVENUE
1067979,0,,,NYSIF,40.747926,No,OZONE PARK,0,0,0,Hudson Yards-Chelsea-Flatiron-Union Square,0,WEST 24 STREET
5032508,0,,,STANDARD SECURITY LIFE,40.620469,No,BROOKLYN,0,0,0,Mariner's Harbor-Arlington-Port Ivory-Graniteville,0,REGIS DRIVE
3325688,0,,,HARTFORD LIFE AND ACCIDEN,40.697549,No,SOUTH OZONE PARK,0,0,0,Bushwick South,0,HARMAN STREET
3042657,3,,,STANDARD LIFE INSURANCE,40.677432,No,FLUSHING,0,0,3,Ocean Hill,0,HERKIMER STREET
3429479,0,,,SHELTEROINT INS COMPANY,40.668507,No,BROOKLYN,0,10,10,Brownsville,0,AMBOY STREET
5065417,1,,,NEW YORK STATE INS. FUND,40.550156,No,STATEN ISLAND,0,1,1,Great Kills,0,MIDLAND ROAD
3080990,3,,,SHELTERPOINT INS COMPANY,40.669138,No,SPRINGFIELD GARDENS,0,4,4,Brownsville,0,PITKIN AVENUE
3414228,0,,,SHELTERPOINT LIFE INS CO,40.677618,No,BROOKLYN,0,1,1,Carroll Gardens-Columbia Street-Red Hook,0,HUNTINGTON STREET
3086126,0,,,PRUDENTIAL INS COMANY,40.683985,No,BROOKLYN,0,0,0,Cypress Hills-City Line,0,BULWER PLACE
3147378,0,,,SHELTERPOINT LIFE INS CO,40.63262,No,BROOKLYN,0,0,0,Bay Ridge,0,73 STREET
1027366,0,,,HARTFORD LIFE INSURANCE,40.770709,No,LONG ISLAND CITY,0,0,0,Lincoln Square,0,COLUMBUS AVENUE
3030621,1,,,GUARDIAN LIFE INS CO.AMER,40.675721,No,BROOKLYN,0,1,1,Crown Heights North,0,SAINT MARKS AVENUE
3220178,0,,,STANDARD SECURITY LIFE,40.620024,No,BROOKLYN,0,0,0,Flatlands,0,EAST 54 STREET
1076307,0,,,HARTFORD LIFE AND ACCID,40.765162,No,BROOKLYN,0,0,0,Lenox Hill-Roosevelt Island,0,EAST   65 STREET
1005881,0,,,SHELTERPOINT LIFE INS CO,40.72682,No,BROOKLYN,0,0,0,East Village,0,AVENUE A
3224494,2,,,STANDARD SECURITY LIFE,40.638329,No,BROOKLYN,0,0,2,Canarsie,0,EAST   84 STREET
3171466,1,,,SHELTERPOINT LIFE INS CO,40.621096,No,MASPETH,1,1,1,Ocean Parkway South,0,EAST    8 STREET
1008117,0,,,SHELTERPOINT INS COMPANY,40.72748,No,LONG ISLAND CITY,0,0,0,SoHo-TriBeCa-Civic Center-Little Italy,0,VARICK STREET
4256646,1,,,NYS INS FUND,40.6701,No,WOODHAVEN,0,1,1,South Ozone Park,0,120 STREET
3024807,2,,,SHELTERPOINT LIFE INS COM,40.672384,No,LONG ISLAND CITY,0,2,2,Park Slope-Gowanus,0,PRESIDENT STREET
3117637,0,,,SHELTERPOINT LIFE INS CO,40.64688,No,BRONX,0,0,0,Flatbush,0,FLATBUSH AVENUE
3091046,0,,,STANDARD SECURITY LIFE,40.68763,No,BROOKLYN,0,0,0,Cypress Hills-City Line,0,CYPRESS COURT
1009208,0,,,NYS INSURANCE FUND,40.733326,No,OZONE PARK,0,0,0,West Village,0,BROADWAY
3098397,0,,,SHELTERPOINT INS COMPANY,40.667563,No,SPRINGFIELD GARDENS,0,0,0,East New York,0,BERRIMAN STREET
4206925,0,420570108.0,,SHELTERPOINT INS COMOPANY,40.704469,No,BROOKLYN,0,0,0,Briarwood-Jamaica Hills,0,HILLSIDE AVENUE
5106235,0,,,SHELTERPOINT LIFE INS CO,40.613847,No,BROOKLYN,0,0,0,Grymes Hill-Clifton-Fox Hills,0,PARK HILL AVENUE
3064804,0,,,STANDARD SECURITY LIFE IN,40.729278,No,CAMBRIA HEIGHTS,0,0,0,Greenpoint,0,FRANKLIN STREET
4051250,0,,,E.E.S.I.S.P,40.729265,No,LONG ISLAND CITY,0,0,0,Forest Hills,0,66 ROAD
1035762,0,,,EESISP,40.761559,No,LONG ISLAND CITY,0,0,0,Midtown-Midtown South,0,EAST 55 STREET
4846564,2,,,SHELTERPOINT LIFE INS. CO,40.782945,No,EAST ELMHURST,0,0,2,Whitestone,0,132 STREET
3002796,1,,,SHELTERPOINT LIFE INS COM,40.69025,No,STATEN ISLAND,0,1,1,Brooklyn Heights-Cobble Hill,0,COURT STREET
5168587,0,,NEU,NYS WORKER'S COMP,40.641761,No,STATEN ISLAND,0,0,0,West New Brighton-New Brighton-St. George,0,ELM STREET
3428948,0,,,SHELTEROINT INS COMPANY,40.659484,No,BROOKLYN,0,7,7,Prospect Lefferts Gardens-Wingate,0,FENIMORE STREET
3071198,0,,,STANDARD SECURITY LIFE IN,40.707354,No,NEW YORK,0,0,0,Bushwick South,0,JOHNSON AVENUE
3157049,0,,,THE GUARDIAN LIFE INS,40.623491,No,JAMAICA,0,0,0,Dyker Heights,0,71 STREET
3047702,5,,Napolitano,NYSIF,40.680515,No,BROOKLYN,0,5,5,Stuyvesant Heights,0,BAINBRIDGE STREET
3020549,0,,,SHELTERPOINT LIFE INS COM,40.672679,No,MIDDLE VILLAGE,0,0,0,Park Slope-Gowanus,0,GARFIELD PLACE
1088637,0,,,E.E.S.I.S.P,40.771205,No,LONG ISLAND CITY,0,0,0,park-cemetery-etc-Manhattan,0,EAST DRIVE
1026666,0,,CROWMAN,SHELTERPOINT LIFE INS CO,40.764169,No,BROOKLYN,0,0,0,Clinton,0,WEST 50 STREET
3039590,0,,,STANDARD SECURITY LIFE,40.66843,No,BROOKLYN,0,0,0,Ocean Hill,0,EASTERN PARKWAY
1019125,0,,,SHELTERPOINT LIFE INS CO,40.749367,No,NEW YORK,0,0,0,Murray Hill-Kips Bay,0,EAST   38 STREET
3043006,0,,Diguglielmo,WESCO INS COMPANY,40.694991,No,FLUSHING,0,0,0,Stuyvesant Heights,0,WILLOUGHBY AVENUE
