latitude,longitude,non_refrigerated_warehouse,distribution_center_gross,release_date,electricity_use_grid_purchase_2,retail_store_open_or_closed,convention_center_gross_floor,occupancy,office_percent_that_can_be_1,museum_gross_floor_area_ft,data_center_it_site_energy,third_party_certification,percent_of_electricity_that,office_percent_that_can_be,estimated_values_water,multifamily_housing_number,weather_normalized_source,national_median_reference,data_center_gross_floor_area,data_center_national_median,office_worker_density_number,hospital_general_medical_4,number_of_buildings,electricity_use_generated_1,largest_property_use_type_1,water_current_date,food_sales_gross_floor_area,estimated_data_flag_district,multifamily_housing_percent_1,repair_services_vehicle_shoe,property_gfa_self_reported,nta,financial_office_computer,retail_store_percent_that,natural_gas_use_kbtu,courthouse_gross_floor_area,parking_gross_floor_area,alert_energy_meter_has_less,leed_us_project_id,total_ghg_emissions_metric,multifamily_housing_government,hospital_general_medical_8,alert_data_center_issue_with,wholesale_club_supercenter,energy_star_certification_1,supermarket_grocery_open,property_gfa_calculated_1,alert_energy_meter_has,percent_of_total_electricity,last_modified_date_non,parent_property_name,enclosed_mall_gross_floor
40.726769,-73.806894,Not Available,Not Available,2019-05-01T15:32:48.000,1496912.6,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,94.6,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,91260.0,Not Available,Not Available,Not Available,Not Available,Not Available,91260,Kew Gardens Hills,Not Available,Not Available,3846799.9,Not Available,Not Available,Ok,Not Available,359.8,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,91260.0,Ok,Not Available,04/09/2019 02:10 PM EDT,Not Applicable: Standalone Property,Not Available
40.627029,-73.989672,Not Available,Not Available,2019-05-01T15:32:48.000,2165937.6,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,101,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,145200.0,Not Available,Not Available,Not Available,Not Available,Not Available,145200,Borough Park,Not Available,Not Available,6991100.1,Not Available,Not Available,Ok,Not Available,639.7,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,145200.0,Ok,Not Available,04/11/2019 11:58 AM EDT,Not Applicable: Standalone Property,Not Available
40.613721,-74.099626,Not Available,Not Available,2019-05-01T15:32:48.000,630537.6,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,114.3,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,31500.0,Not Available,Not Available,Not Available,Not Available,Not Available,31500,Grymes Hill-Clifton-Fox Hills,Not Available,Not Available,1748399.6,Not Available,Not Available,Ok,Not Available,146.3,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,31500.0,Ok,Not Available,04/11/2019 11:58 AM EDT,Not Applicable: Standalone Property,Not Available
40.788865,-73.971847,Not Available,Not Available,2019-05-01T15:32:48.000,1779699.2,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,108.6,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,87680.0,Not Available,Not Available,Not Available,Not Available,Not Available,87680,Upper West Side,Not Available,Not Available,4123400.2,Not Available,Not Available,Ok,Not Available,233.4,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,87680.0,Ok,Not Available,04/09/2019 04:47 PM EDT,Not Applicable: Standalone Property,Not Available
40.707229,-73.919805,Not Available,Not Available,2019-05-01T15:32:48.000,1150253.4,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,96.1,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,88800.0,Not Available,Not Available,Not Available,Not Available,Not Available,88800,Bushwick North,Not Available,Not Available,4088400.3,Not Available,Not Available,Ok,Not Available,381.9,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,88800.0,Ok,Not Available,04/09/2019 04:47 PM EDT,Not Applicable: Standalone Property,Not Available
40.73439,-73.821392,Not Available,Not Available,2019-05-01T15:32:48.000,7255276.8,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,126.8,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,210100.0,Not Available,Not Available,Not Available,Not Available,Not Available,210100,Kew Gardens Hills,Not Available,Not Available,5626399.9,Not Available,Not Available,Ok,Not Available,949.1,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,210100.0,Ok,Not Available,04/09/2019 02:10 PM EDT,Not Applicable: Standalone Property,Not Available
40.763736,-73.95815,Not Available,Not Available,2019-05-01T15:32:48.000,1464976.3,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,106.2,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,2,Not Available,65287.0,Not Available,Not Available,Not Available,Not Available,Not Available,65287,Lenox Hill-Roosevelt Island,Not Available,Not Available,296000,Not Available,Not Available,Ok,Not Available,321.1,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,65287.0,Ok,Not Available,04/09/2019 04:47 PM EDT,Not Applicable: Standalone Property,Not Available
40.754201,-73.760636,Not Available,Not Available,2019-05-01T15:32:48.000,1181916.8,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,91.4,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,94880.0,Not Available,Not Available,Not Available,Not Available,Not Available,94880,Oakland Gardens,Not Available,Not Available,227600,Not Available,Not Available,Ok,Not Available,481.4,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,94880.0,Ok,Not Available,04/09/2019 02:10 PM EDT,Not Applicable: Standalone Property,Not Available
40.611483,-73.994677,Not Available,Not Available,2019-05-01T15:32:48.000,1720739.8,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,121.6,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,92400.0,Not Available,Not Available,Not Available,Not Available,Not Available,92400,Bensonhurst West,Not Available,Not Available,5199400.1,Not Available,Not Available,Ok,Not Available,480.6,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,92400.0,Ok,Not Available,04/11/2019 11:58 AM EDT,Not Applicable: Standalone Property,Not Available
40.619931,-74.028086,Not Available,Not Available,2019-05-01T15:32:48.000,2947968,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,247.1,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,62180.0,Not Available,Not Available,Not Available,Not Available,Not Available,62180,Bay Ridge,Not Available,Not Available,6499900.3,Not Available,Not Available,Ok,Not Available,615.4,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,62180.0,Ok,Not Available,04/11/2019 11:58 AM EDT,Not Applicable: Standalone Property,Not Available
40.754757,-73.971554,Not Available,Not Available,2019-05-01T17:52:11.000,24666183.9,Not Available,Not Available,90,100,Not Available,Not Available,Not Available,0,100,No,Not Available,165.9,CBECS - Office & Bank/Financial,Not Available,Not Available,2.5089,Not Available,1,Not Available,251895.0,11/30/2018,Not Available,No,Not Available,Not Available,487501,Turtle Bay-East Midtown,5.02193,Not Available,1694558,Not Available,Not Available,Ok,Not Available,2738.4,Not Available,Not Available,Ok,Not Available,08/14/2018,Not Available,487501.0,Ok,Not Available,02/11/2019 10:21 AM EST,Not Applicable: Standalone Property,Not Available
40.62668,-74.01512,Not Available,Not Available,2019-05-01T15:32:48.000,5281776,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,153600.0,Not Available,Not Available,Not Available,Not Available,Not Available,153600,Dyker Heights,Not Available,Not Available,2119599.8,Not Available,Not Available,Ok,Not Available,1090.2,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,153600.0,Ok,Not Available,04/11/2019 11:58 AM EDT,Not Applicable: Standalone Property,Not Available
40.823526,-73.859662,Not Available,Not Available,2019-05-01T15:32:48.000,2752412.6,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,19.31892,Not Available,Unable to Check (not enough data),Not Available,36.8,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,182686,184975.0,Not Available,Not Available,Not Available,Not Available,Not Available,184975,Soundview-Castle Hill-Clason Point-Harding Park,Not Available,Not Available,64100,Not Available,Not Available,Ok,Not Available,191.5,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,184975.0,Ok,19.31892,04/09/2019 02:10 PM EDT,Not Applicable: Standalone Property,Not Available
40.751098,-73.992926,Not Available,Not Available,2019-06-12T12:20:25.000,116974960.8,0.1074,Not Available,100,100,Not Available,Not Available,Not Available,0,100,No,Not Available,206.7,CBECS - Office & Bank/Financial,Not Available,Not Available,3.04312,Not Available,1,Not Available,2300271.0,05/31/2019,Not Available,No,Not Available,Not Available,2462789,Midtown-Midtown South,Not Available,100,5618367.7,Not Available,114000,Ok,Not Available,20267.3,Not Available,Not Available,Ok,Not Available,09/28/2012,Not Available,2462789.0,Ok,Not Available,02/13/2019 04:51 PM EST,Not Applicable: Standalone Property,Not Available
40.665565,-73.926246,Not Available,Not Available,2019-05-01T15:32:48.000,1540859.2,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,91.1,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,118800.0,Not Available,Not Available,Not Available,Not Available,Not Available,118800,Brownsville,Not Available,Not Available,5558400.3,Not Available,Not Available,Ok,Not Available,484.2,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,118800.0,Ok,Not Available,04/11/2019 11:58 AM EDT,Not Applicable: Standalone Property,Not Available
40.68007,-74.001377,Not Available,Not Available,2019-05-01T15:32:48.000,1884788.8,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,90.3,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,165600.0,Not Available,Not Available,Not Available,Not Available,Not Available,165600,Carroll Gardens-Columbia Street-Red Hook,Not Available,Not Available,107200,Not Available,Not Available,Ok,Not Available,866.1,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,165600.0,Ok,Not Available,04/09/2019 04:47 PM EDT,Not Applicable: Standalone Property,Not Available
40.775589,-73.90509,Not Available,Not Available,2019-05-01T15:32:48.000,1280864.8,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,76.7,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,142925.0,Not Available,Not Available,Not Available,Not Available,Not Available,142925,Steinway,Not Available,Not Available,7061300.2,Not Available,Not Available,Ok,Not Available,483.5,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,142925.0,Ok,Not Available,04/09/2019 02:10 PM EDT,Not Applicable: Standalone Property,Not Available
40.737613,-73.86851,Not Available,Not Available,2019-05-01T15:32:48.000,7765712,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,129.7,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,214800.0,Not Available,Not Available,Not Available,Not Available,Not Available,214800,Elmhurst,Not Available,Not Available,4794000.2,Not Available,Not Available,Ok,Not Available,984,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,214800.0,Ok,Not Available,04/09/2019 02:10 PM EDT,Not Applicable: Standalone Property,Not Available
40.836536,-73.937159,Not Available,Not Available,2019-05-01T15:32:48.000,1658232,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,107.7,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,115200.0,Not Available,Not Available,Not Available,Not Available,Not Available,115200,Washington Heights South,Not Available,Not Available,6368900.1,Not Available,Not Available,Ok,Not Available,546.3,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,115200.0,Ok,Not Available,04/09/2019 04:47 PM EDT,Not Applicable: Standalone Property,Not Available
,,Not Available,Not Available,2019-05-01T15:32:48.000,3083083.5,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,102.3,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,171600.0,Not Available,Not Available,Not Available,Not Available,Not Available,171600,,Not Available,Not Available,449200,Not Available,Not Available,Ok,Not Available,895.5,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,171600.0,Ok,Not Available,04/09/2019 04:47 PM EDT,Not Applicable: Standalone Property,Not Available
40.576725,-74.100726,Not Available,Not Available,2019-05-01T15:32:48.000,1861587.2,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,57,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,182575.0,Not Available,Not Available,Not Available,Not Available,Not Available,182575,New Dorp-Midland Beach,Not Available,Not Available,4849000,Not Available,Not Available,Ok,Not Available,415.2,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,182575.0,Ok,Not Available,04/11/2019 11:58 AM EDT,Not Applicable: Standalone Property,Not Available
40.694507,-73.929107,Not Available,Not Available,2019-05-01T15:32:48.000,2430026.7,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,120.4,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,74830.0,Not Available,Not Available,Not Available,Not Available,Not Available,74830,Bushwick South,Not Available,Not Available,2078500.2,Not Available,Not Available,Ok,Not Available,316.2,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,74830.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,Not Available
40.618676,-74.012722,Not Available,Not Available,2019-05-01T15:32:48.000,1885471.2,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,90.2,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,128400.0,Not Available,Not Available,Not Available,Not Available,Not Available,128400,Dyker Heights,Not Available,Not Available,4987900.4,Not Available,Not Available,Ok,Not Available,491.1,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,128400.0,Ok,Not Available,04/11/2019 11:58 AM EDT,Not Applicable: Standalone Property,Not Available
40.756891,-73.934523,Not Available,Not Available,2019-05-01T15:32:48.000,1222860.8,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,105.7,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,79325.0,Not Available,Not Available,Not Available,Not Available,Not Available,79325,Queensbridge-Ravenswood-Long Island City,Not Available,Not Available,3768100.1,Not Available,Not Available,Ok,Not Available,378.4,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,79325.0,Ok,Not Available,04/09/2019 02:10 PM EDT,Not Applicable: Standalone Property,Not Available
