latitude,longitude,non_refrigerated_warehouse,distribution_center_gross,release_date,electricity_use_grid_purchase_2,retail_store_open_or_closed,convention_center_gross_floor,occupancy,office_percent_that_can_be_1,museum_gross_floor_area_ft,data_center_it_site_energy,third_party_certification,percent_of_electricity_that,office_percent_that_can_be,estimated_values_water,multifamily_housing_number,weather_normalized_source,national_median_reference,data_center_gross_floor_area,data_center_national_median,office_worker_density_number,hospital_general_medical_4,number_of_buildings,electricity_use_generated_1,largest_property_use_type_1,water_current_date,food_sales_gross_floor_area,estimated_data_flag_district,multifamily_housing_percent_1,repair_services_vehicle_shoe,property_gfa_self_reported,nta,financial_office_computer,retail_store_percent_that,natural_gas_use_kbtu,courthouse_gross_floor_area,parking_gross_floor_area,alert_energy_meter_has_less,leed_us_project_id,total_ghg_emissions_metric,multifamily_housing_government,hospital_general_medical_8,alert_data_center_issue_with,wholesale_club_supercenter,energy_star_certification_1,supermarket_grocery_open,property_gfa_calculated_1,alert_energy_meter_has,percent_of_total_electricity,last_modified_date_non,parent_property_name,enclosed_mall_gross_floor
40.713094,-73.780468,Not Available,Not Available,2019-05-01T15:32:48.000,2896105.6,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,67,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,240055.0,Not Available,Not Available,Not Available,Not Available,Not Available,240055,Jamaica,Not Available,Not Available,391900,Not Available,Not Available,Ok,Not Available,829.3,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,240055.0,Ok,Not Available,04/11/2019 11:58 AM EDT,Not Applicable: Standalone Property,Not Available
40.843546,-73.889755,Not Available,Not Available,2019-05-01T15:32:48.000,3949731.2,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,83.4,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,210175.0,Not Available,Not Available,Not Available,Not Available,Not Available,210175,East Tremont,Not Available,Not Available,108200,Not Available,Not Available,Ok,Not Available,813.3,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,210175.0,Ok,Not Available,04/09/2019 02:10 PM EDT,Not Applicable: Standalone Property,Not Available
40.758171,-73.973246,Not Available,Not Available,2019-04-30T19:13:14.000,118384833.3,Not Available,Not Available,100,100,Not Available,3740228.9,Not Available,0,100,No,Not Available,279.4,CBECS - Office & Bank/Financial,15012,Not Available,4.01894,Not Available,1,Not Available,1798735.0,01/31/2019,Not Available,Yes,Not Available,Not Available,1842494,Turtle Bay-East Midtown,1.7,Not Available,1572214.4,Not Available,47077,Ok,Not Available,20601.3,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,1842494.0,Ok,Not Available,04/29/2019 12:36 PM EDT,Not Applicable: Standalone Property,Not Available
40.828419,-73.900721,Not Available,Not Available,2019-05-01T15:32:48.000,2675008,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,100.4,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,122400.0,Not Available,Not Available,Not Available,Not Available,Not Available,122400,Morrisania-Melrose,Not Available,Not Available,53800,Not Available,Not Available,Ok,Not Available,577.6,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,122400.0,Ok,Not Available,04/09/2019 02:10 PM EDT,Not Applicable: Standalone Property,Not Available
40.903553,-73.905229,Not Available,Not Available,2019-05-01T15:32:48.000,1468661.3,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,113.8,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,74460.0,Not Available,Not Available,Not Available,Not Available,Not Available,74460,North Riverdale-Fieldston-Riverdale,Not Available,Not Available,3752500.5,Not Available,Not Available,Ok,Not Available,349.3,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,74460.0,Ok,Not Available,04/09/2019 02:10 PM EDT,Not Applicable: Standalone Property,Not Available
40.754162,-73.976557,Not Available,Not Available,2019-04-23T15:30:28.000,161546087.4,Not Available,Not Available,85,100,Not Available,Not Available,Not Available,0,100,No,Not Available,239.6,CBECS - Office & Bank/Financial,Not Available,Not Available,2.22503,Not Available,1,Not Available,2939280.3,09/30/2018,Not Available,No,Not Available,Not Available,2993388,Turtle Bay-East Midtown,Not Available,Not Available,7244369,Not Available,69235,Ok,1000101676,28262.9,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,2993388.0,Ok,Not Available,04/22/2019 03:34 PM EDT,Not Applicable: Standalone Property,Not Available
40.597679,-74.071529,Not Available,Not Available,2019-05-01T15:32:48.000,1136878.4,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,125.6,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,51680.0,Not Available,Not Available,Not Available,Not Available,Not Available,51680,Grasmere-Arrochar-Ft. Wadsworth,Not Available,Not Available,2278000.1,Not Available,Not Available,Ok,Not Available,275.7,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,51680.0,Ok,Not Available,04/11/2019 11:58 AM EDT,Not Applicable: Standalone Property,Not Available
40.675771,-73.816938,Not Available,Not Available,2019-05-01T15:32:48.000,5477117.4,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,9.321488,Not Available,Unable to Check (not enough data),Not Available,102.2,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,149850.7,250800.0,Not Available,Not Available,Not Available,Not Available,Not Available,250800,South Ozone Park,Not Available,Not Available,9659399.8,Not Available,Not Available,Ok,Not Available,1022.3,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,250800.0,Ok,9.321488,04/11/2019 11:57 AM EDT,Not Applicable: Standalone Property,Not Available
40.841794,-73.875366,Not Available,Not Available,2019-05-01T15:32:48.000,2968439.7,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,155.6,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,69080.0,Not Available,Not Available,Not Available,Not Available,Not Available,69080,East Tremont,Not Available,Not Available,2380399.7,Not Available,Not Available,Ok,Not Available,377.8,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,69080.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,Not Available
40.678488,-73.962105,Not Available,Not Available,2019-05-01T15:32:48.000,2344044,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,89.7,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,86330.0,Not Available,Not Available,Not Available,Not Available,Not Available,86330,Crown Heights North,Not Available,Not Available,546900,Not Available,Not Available,Ok,Not Available,273.6,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,86330.0,Ok,Not Available,04/09/2019 04:47 PM EDT,Not Applicable: Standalone Property,Not Available
40.654704,-73.941089,Not Available,Not Available,2019-05-01T15:32:48.000,2044470.4,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,116.8,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,104400.0,Not Available,Not Available,Not Available,Not Available,Not Available,104400,East Flatbush-Farragut,Not Available,Not Available,5149400,Not Available,Not Available,Ok,Not Available,529.6,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,104400.0,Ok,Not Available,04/11/2019 11:58 AM EDT,Not Applicable: Standalone Property,Not Available
40.680463,-73.922264,Not Available,Not Available,2019-05-01T15:32:48.000,1647996,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,86.9,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,121200.0,Not Available,Not Available,Not Available,Not Available,Not Available,121200,Stuyvesant Heights,Not Available,Not Available,528200,Not Available,Not Available,Ok,Not Available,566.9,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,121200.0,Ok,Not Available,04/09/2019 04:47 PM EDT,Not Applicable: Standalone Property,Not Available
40.854515,-73.896703,Not Available,Not Available,2019-05-01T15:32:48.000,7476374.4,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,116.6,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,237600.0,Not Available,Not Available,Not Available,Not Available,Not Available,237600,Mount Hope,Not Available,Not Available,6440299.8,Not Available,Not Available,Ok,Not Available,975.2,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,237600.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,Not Available
40.740724,-73.79283,Not Available,Not Available,2019-05-01T15:32:48.000,7693172.9,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,97.5,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,364800.0,Not Available,Not Available,Not Available,Not Available,Not Available,364800,Auburndale,Not Available,Not Available,741800,Not Available,Not Available,Ok,Not Available,1663.8,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,364800.0,Ok,Not Available,04/09/2019 02:10 PM EDT,Not Applicable: Standalone Property,Not Available
40.85294,-73.894742,Not Available,Not Available,2019-05-01T15:32:48.000,2281945.6,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,143.6,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,90031.0,Not Available,Not Available,Not Available,Not Available,Not Available,90031,Claremont-Bathgate,Not Available,Not Available,2804899.9,Not Available,Not Available,Ok,Not Available,618.8,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,90031.0,Ok,Not Available,04/09/2019 02:10 PM EDT,Not Applicable: Standalone Property,Not Available
40.688831,-73.920906,Not Available,Not Available,2019-05-01T15:32:48.000,2462099.2,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,212,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,48400.0,Not Available,Not Available,Not Available,Not Available,Not Available,48400,Stuyvesant Heights,Not Available,Not Available,3138499.9,Not Available,Not Available,Ok,Not Available,375.2,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,48400.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,Not Available
40.68832,-73.932275,Not Available,Not Available,2019-05-01T15:32:48.000,5841254.9,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,7.381766,Not Available,Unable to Check (not enough data),Not Available,98.7,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,126373.9,205200.0,Not Available,Not Available,Not Available,Not Available,Not Available,205200,Stuyvesant Heights,Not Available,Not Available,600,Not Available,Not Available,Ok,Not Available,801.1,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,205200.0,Ok,7.381766,04/09/2019 04:47 PM EDT,Not Applicable: Standalone Property,Not Available
40.620446,-73.981795,Not Available,Not Available,2019-05-01T15:32:48.000,4388906.8,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,31.37077,Not Available,Unable to Check (not enough data),Not Available,77.5,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,463915,339600.0,Not Available,Not Available,Not Available,Not Available,Not Available,339600,Borough Park,Not Available,Not Available,153400,Not Available,Not Available,Ok,Not Available,1428.1,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,339600.0,Ok,31.37077,04/11/2019 11:58 AM EDT,Not Applicable: Standalone Property,Not Available
40.574411,-73.99194,Not Available,Not Available,2019-05-01T15:32:48.000,1428945.6,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,101.1,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,98400.0,Not Available,Not Available,Not Available,Not Available,Not Available,98400,Seagate-Coney Island,Not Available,Not Available,5487600.2,Not Available,Not Available,Ok,Not Available,412.5,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,98400.0,Ok,Not Available,08/09/2018 01:32 PM EDT,Not Applicable: Standalone Property,Not Available
40.810431,-73.955809,Not Available,Not Available,2019-05-01T15:32:48.000,3085812.8,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,134.4,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,160925.0,Not Available,Not Available,Not Available,Not Available,Not Available,160925,Morningside Heights,Not Available,Not Available,1300,Not Available,Not Available,Ok,Not Available,1196.6,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,160925.0,Ok,Not Available,04/09/2019 04:47 PM EDT,Not Applicable: Standalone Property,Not Available
40.660024,-73.987637,Not Available,Not Available,2019-05-01T15:32:48.000,2691385.6,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,90.2,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,170400.0,Not Available,Not Available,Not Available,Not Available,Not Available,170400,Sunset Park West,Not Available,Not Available,1812700.1,Not Available,Not Available,Ok,Not Available,744.6,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,170400.0,Ok,Not Available,04/09/2019 04:47 PM EDT,Not Applicable: Standalone Property,Not Available
40.735275,-73.823778,Not Available,Not Available,2019-05-01T15:32:48.000,2138641.6,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,116.4,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,115450.0,Not Available,Not Available,Not Available,Not Available,Not Available,115450,Kew Gardens Hills,Not Available,Not Available,52500,Not Available,Not Available,Ok,Not Available,717.3,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,115450.0,Ok,Not Available,04/09/2019 02:10 PM EDT,Not Applicable: Standalone Property,Not Available
40.752925,-73.966834,Not Available,Not Available,2019-04-16T00:25:01.000,17436845.2,Not Available,Not Available,100,100,Not Available,Not Available,Not Available,0,100,Yes,Not Available,154.5,CBECS - Office & Bank/Financial,Not Available,Not Available,2.66583,Not Available,1,Not Available,370842.0,12/31/2018,Not Available,Yes,Not Available,Not Available,376326,Turtle Bay-East Midtown,2.18818,Not Available,Not Available,Not Available,42674,Ok,Not Available,2037.3,Not Available,Not Available,Ok,Not Available,10/27/2013,Not Available,376326.0,Ok,Not Available,04/12/2019 07:03 PM EDT,Not Applicable: Standalone Property,Not Available
40.859665,-73.861006,Not Available,Not Available,2019-05-01T15:32:48.000,5407337.6,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,112.4,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,314575.0,Not Available,Not Available,Not Available,Not Available,Not Available,314575,Bronxdale,Not Available,Not Available,16486100.7,Not Available,Not Available,Ok,Not Available,1538.5,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,314575.0,Ok,Not Available,04/09/2019 02:10 PM EDT,Not Applicable: Standalone Property,Not Available
40.839565,-73.880358,Not Available,Not Available,2019-05-01T15:32:48.000,3704067.2,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,72.5,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,207600.0,Not Available,Not Available,Not Available,Not Available,Not Available,207600,Crotona Park East,Not Available,Not Available,4500800,Not Available,Not Available,Ok,Not Available,552.8,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,207600.0,Ok,Not Available,06/22/2018 11:41 AM EDT,Not Applicable: Standalone Property,Not Available
40.789295,-73.939262,Not Available,Not Available,2019-05-01T15:32:48.000,1489269.8,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,69.4,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,109300.0,Not Available,Not Available,Not Available,Not Available,Not Available,109300,East Harlem South,Not Available,Not Available,3251300.1,Not Available,Not Available,Ok,Not Available,298.8,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,109300.0,Ok,Not Available,04/09/2019 04:47 PM EDT,Not Applicable: Standalone Property,Not Available
40.681572,-73.945446,Not Available,Not Available,2019-05-01T15:32:48.000,2820768.6,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,103,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,170400.0,Not Available,Not Available,Not Available,Not Available,Not Available,170400,Bedford,Not Available,Not Available,448200,Not Available,Not Available,Ok,Not Available,927.1,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,170400.0,Ok,Not Available,04/09/2019 04:47 PM EDT,Not Applicable: Standalone Property,Not Available
40.756139,-73.772862,Not Available,Not Available,2019-05-01T15:32:48.000,1727290.9,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,62.5,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,164525.0,Not Available,Not Available,Not Available,Not Available,Not Available,164525,Bayside-Bayside Hills,Not Available,Not Available,184200,Not Available,Not Available,Ok,Not Available,548,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,164525.0,Ok,Not Available,04/09/2019 02:10 PM EDT,Not Applicable: Standalone Property,Not Available
40.718895,-73.979308,Not Available,Not Available,2019-05-01T15:32:48.000,3051212.7,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,13.63659,Not Available,Unable to Check (not enough data),Not Available,137.5,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,125059.3,181200.0,Not Available,Not Available,No,Not Available,Not Available,181200,Lower East Side,Not Available,Not Available,63200,Not Available,Not Available,Ok,Not Available,1134.2,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,181200.0,Ok,13.63659,04/09/2019 04:46 PM EDT,Not Applicable: Standalone Property,Not Available
40.685492,-73.729982,Not Available,Not Available,2019-05-01T15:32:48.000,4043902.4,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,133.2,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,129600.0,Not Available,Not Available,Not Available,Not Available,Not Available,129600,Cambria Heights,Not Available,Not Available,1641700.1,Not Available,Not Available,Ok,Not Available,745.2,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,129600.0,Ok,Not Available,04/11/2019 11:58 AM EDT,Not Applicable: Standalone Property,Not Available
40.698279,-73.752654,Not Available,Not Available,2019-05-01T15:32:48.000,864737.3,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,78.4,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,85300.0,Not Available,Not Available,Not Available,Not Available,Not Available,85300,St. Albans,Not Available,Not Available,3261999.9,Not Available,Not Available,Ok,Not Available,312.1,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,85300.0,Ok,Not Available,04/11/2019 11:58 AM EDT,Not Applicable: Standalone Property,Not Available
40.821409,-73.862976,Not Available,Not Available,2019-05-01T15:32:48.000,1234461.6,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,76.9,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,97280.0,Not Available,Not Available,Not Available,Not Available,Not Available,97280,Soundview-Castle Hill-Clason Point-Harding Park,Not Available,Not Available,43400,Not Available,Not Available,Ok,Not Available,392.7,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,97280.0,Ok,Not Available,04/09/2019 02:10 PM EDT,Not Applicable: Standalone Property,Not Available
40.745537,-73.923776,Not Available,Not Available,2019-05-01T15:32:48.000,2809850.2,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,137.5,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,104500.0,Not Available,Not Available,Not Available,Not Available,Not Available,104500,Hunters Point-Sunnyside-West Maspeth,Not Available,Not Available,5735000.3,Not Available,Not Available,Ok,Not Available,583.5,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,104500.0,Ok,Not Available,04/09/2019 02:10 PM EDT,Not Applicable: Standalone Property,Not Available
40.693879,-73.913056,Not Available,Not Available,2019-05-01T15:32:48.000,1375309,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,91.8,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,99600.0,Not Available,Not Available,Not Available,Not Available,Not Available,99600,Bushwick North,Not Available,Not Available,3936499.9,Not Available,Not Available,Ok,Not Available,403.8,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,99600.0,Ok,Not Available,04/09/2019 04:47 PM EDT,Not Applicable: Standalone Property,Not Available
40.762621,-73.973128,Not Available,Not Available,2019-04-22T11:06:04.000,7965587,Not Available,Not Available,100,100,Not Available,Not Available,Not Available,0,100,No,Not Available,Not Available,CBECS - Office & Bank/Financial,Not Available,Not Available,3.1895,Not Available,1,Not Available,97821.0,02/28/2019,Not Available,No,Not Available,Not Available,100994,Midtown-Midtown South,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,930.1,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,100994.0,Ok,Not Available,03/25/2019 05:18 PM EDT,Not Applicable: Standalone Property,Not Available
40.57752,-73.969517,Not Available,Not Available,2019-05-01T15:32:48.000,1639807.2,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,137.5,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,52800.0,Not Available,Not Available,Not Available,Not Available,Not Available,52800,West Brighton,Not Available,Not Available,2465799.9,Not Available,Not Available,Ok,Not Available,281.1,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,52800.0,Ok,Not Available,04/11/2019 11:58 AM EDT,Not Applicable: Standalone Property,Not Available
40.751356,-73.937445,Not Available,Not Available,2019-05-01T15:32:48.000,2578107.2,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,98,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,146778.0,Not Available,Not Available,Not Available,Not Available,Not Available,146778,Queensbridge-Ravenswood-Long Island City,Not Available,Not Available,382700,Not Available,Not Available,Ok,Not Available,724.9,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,146778.0,Ok,Not Available,04/09/2019 02:10 PM EDT,Not Applicable: Standalone Property,Not Available
40.752265,-73.884759,Not Available,Not Available,2019-05-01T15:32:48.000,3723174.4,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,151.3,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,94900.0,Not Available,Not Available,Not Available,Not Available,Not Available,94900,Jackson Heights,Not Available,Not Available,3160399.9,Not Available,Not Available,Ok,Not Available,527.2,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,94900.0,Ok,Not Available,04/09/2019 02:10 PM EDT,Not Applicable: Standalone Property,Not Available
40.817721,-73.902421,Not Available,Not Available,2019-05-01T15:32:48.000,1168268.8,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,107.1,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,81680.0,Not Available,Not Available,Not Available,Not Available,Not Available,81680,Longwood,Not Available,Not Available,1400,Not Available,Not Available,Ok,Not Available,491.6,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,81680.0,Ok,Not Available,04/09/2019 02:10 PM EDT,Not Applicable: Standalone Property,Not Available
40.809714,-73.907324,Not Available,Not Available,2019-05-01T15:32:48.000,3603072,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,102.7,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,196860.0,Not Available,Not Available,Not Available,Not Available,Not Available,196860,Mott Haven-Port Morris,Not Available,Not Available,9629599.8,Not Available,Not Available,Ok,Not Available,816.6,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,196860.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,Not Available
40.752236,-73.979712,Not Available,Not Available,2019-04-18T12:38:30.000,88032807.3,0,Not Available,100,100,Not Available,3634037.9,Not Available,0,100,No,Not Available,260.6,CBECS - Office & Bank/Financial,12000,Not Available,4.94291,Not Available,1,Not Available,1052012.0,03/31/2019,Not Available,No,Not Available,Not Available,1071012,Murray Hill-Kips Bay,Not Available,100,517200,Not Available,Not Available,Ok,Not Available,9322.5,Not Available,Not Available,Ok,Not Available,07/16/2018,Not Available,1071012.0,Ok,Not Available,04/04/2019 11:44 AM EDT,Not Applicable: Standalone Property,Not Available
40.777455,-73.960713,Not Available,Not Available,2019-05-01T15:32:48.000,1484356.5,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,95,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,91300.0,Not Available,Not Available,No,Not Available,Not Available,91300,Upper East Side-Carnegie Hill,Not Available,Not Available,108000,Not Available,Not Available,Ok,Not Available,371.7,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,91300.0,Ok,Not Available,04/09/2019 04:46 PM EDT,Not Applicable: Standalone Property,Not Available
40.711549,-73.986542,Not Available,Not Available,2019-05-01T15:32:48.000,2060848,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,82.3,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,99700.0,Not Available,Not Available,No,Not Available,Not Available,99700,Lower East Side,Not Available,Not Available,51400,Not Available,Not Available,Ok,Not Available,312.8,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,99700.0,Ok,Not Available,04/09/2019 04:46 PM EDT,Not Applicable: Standalone Property,Not Available
40.711425,-74.015442,Not Available,Not Available,2019-04-18T12:38:30.000,78242448.6,Not Available,Not Available,100,100,Not Available,2117980.1,Not Available,0,100,No,Not Available,212.1,CBECS - Office & Bank/Financial,40000,Not Available,3.25122,Not Available,1,Not Available,1445610.0,01/31/2019,Not Available,No,Not Available,Not Available,1485610,Battery Park City-Lower Manhattan,Not Available,Not Available,449570.6,Not Available,50000,Ok,Not Available,5470.9,Not Available,Not Available,Ok,Not Available,07/15/2018,Not Available,1485610.0,Ok,Not Available,03/28/2019 11:15 AM EDT,Not Applicable: Standalone Property,Not Available
