property_id,latitude,longitude,weather_normalized_site_eui,multifamily_housing_number_3,medical_office_number_of_1,urgent_care_clinic_other,census_tract,alert_energy_meter_has_gaps,national_median_site_eui,college_university_gross,annual_maximum_demand_meter,restaurant_gross_floor_area,net_emissions_metric_tons,multifamily_housing_total,community_board,indoor_water_use_intensity,multifamily_housing_number_7,data_center_it_source_energy,site_energy_use_kbtu,multifamily_housing_resident,county,estimated_data_flag_fuel,medical_office_percent_that_1,year_ending,fuel_oil_1_use_kbtu,bank_branch_number_of,temporary_values,alert_energy_no_meters,_3rd_largest_property_use,list_of_all_property_use,retail_store_number_of_open,metered_areas_water,fitness_center_health_club,parking_open_parking_lot,medical_office_number_of,financial_office_number_of_1,hotel_gross_floor_area_ft,financial_office_weekly,diesel_2_use_kbtu,multifamily_housing_number_4,refrigerated_warehouse_gross,estimated_data_flag_natural,egrid_output_emissions_rate,convenience_store_with_gas_1
1634313,40.722707,-73.851699,51.2,Not Available,Not Available,Not Available,71305.0,Ok,72.0,Not Available,0400197E (8015812),Not Available,576.2,Not Available,406.0,Not Available,Not Available,Not Available,7522356.4,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1633726,40.814031,-73.900609,93.8,Not Available,Not Available,Not Available,83.0,Ok,75.9,Not Available,0200097E (8052421),Not Available,670.2,Not Available,202.0,Not Available,Not Available,Not Available,8730051.5,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1633034,40.783625,-73.945637,56.8,Not Available,Not Available,Not Available,15601.0,Ok,83.9,Not Available,0100132E (7978009),Not Available,443.7,Not Available,108.0,Not Available,Not Available,Not Available,5794787,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1633693,40.732593,-74.006466,72.6,Not Available,Not Available,Not Available,73.0,Ok,68.7,Not Available,0100028E (7934497),Not Available,520.3,Not Available,102.0,Not Available,Not Available,Not Available,8651303,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1633903,40.71457,-73.983724,46,Not Available,Not Available,Not Available,202.0,Ok,76.2,Not Available,0100121E (7935659),Not Available,350.4,Not Available,103.0,Not Available,Not Available,Not Available,4802445.9,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1634153,40.859752,-73.900161,79.3,Not Available,Not Available,Not Available,23703.0,Ok,61.2,Not Available,0200118E (8080118),Not Available,670.3,Not Available,205.0,Not Available,Not Available,Not Available,10514755.8,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1634448,40.693161,-73.935765,64,Not Available,Not Available,Not Available,289.0,Ok,88.4,Not Available,0300095E (7877793),Not Available,484.9,Not Available,303.0,Not Available,Not Available,Not Available,8143132.4,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1633112,40.678296,-73.79562,49,Not Available,Not Available,Not Available,18402.0,Ok,80.5,Not Available,0400109E (8013720),Not Available,409.3,Not Available,412.0,Not Available,Not Available,Not Available,6604272.9,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1634637,40.852092,-73.885891,76.7,Not Available,Not Available,Not Available,391.0,Ok,68.3,Not Available,0200070E (8032696),Not Available,526.1,Not Available,206.0,Not Available,Not Available,Not Available,8225943.8,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,"K-12 School, Swimming Pool",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1633132,40.577217,-74.000194,87.2,Not Available,Not Available,Not Available,328.0,Ok,71.4,Not Available,0300190E (7896900),Not Available,536.4,Not Available,313.0,Not Available,Not Available,Not Available,8169994.4,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1633565,40.697033,-73.839213,59.7,Not Available,Not Available,Not Available,128.0,Ok,66.4,Not Available,0400082E (8011395),Not Available,386.6,Not Available,409.0,Not Available,Not Available,Not Available,5764889.9,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1634460,40.693293,-73.90864,75.6,Not Available,Not Available,Not Available,437.0,Ok,66.5,Not Available,0300153E (7896406),Not Available,320.6,Not Available,304.0,Not Available,Not Available,Not Available,5186005.9,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1634083,40.59377,-74.08058,38.4,Not Available,Not Available,Not Available,64.0,Ok,70.9,Not Available,0500069E (8027106),Not Available,206.1,Not Available,502.0,Not Available,Not Available,Not Available,3283075,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1633547,40.696733,-73.943652,71.5,Not Available,Not Available,Not Available,28502.0,Ok,79.4,Not Available,0300079E (7875864),Not Available,614.6,Not Available,303.0,Not Available,Not Available,Not Available,8083839.6,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1203624,40.750561,-73.939315,54.5,Not Available,Not Available,Not Available,33.0,Ok,70.0,Not Available,Not Available,7060,8423.7,Not Available,401.0,11.95,Not Available,Not Available,43182638.2,Not Available,USA,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Restaurant,"Office, Other, Restaurant",Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,215.7,Not Available
1429866,40.753612,-73.992417,58.2,Not Available,Not Available,Not Available,109.0,Ok,82.3,Not Available,Not Available,26313,3847.7,Not Available,105.0,31.54,Not Available,Not Available,47494609.8,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Other,"Office, Other, Restaurant",Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1633663,40.755366,-73.927169,86.9,Not Available,Not Available,Not Available,55.0,Ok,64.2,Not Available,0401494E (8032142),Not Available,284.6,Not Available,401.0,Not Available,Not Available,Not Available,4000310.4,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1634596,40.807987,-73.940061,80,Not Available,Not Available,Not Available,206.0,Ok,95.2,Not Available,0100045E (7978037),Not Available,327.2,Not Available,111.0,Not Available,Not Available,Not Available,4265220.1,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1633804,40.637711,-73.948159,71.8,Not Available,Not Available,Not Available,788.0,Ok,78.4,Not Available,0300270E (7934757),Not Available,515.7,Not Available,317.0,Not Available,Not Available,Not Available,6975243.2,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1634521,40.692179,-73.852636,57,Not Available,Not Available,Not Available,18.0,Ok,71.7,Not Available,0400053E (7978852),Not Available,413.6,Not Available,409.0,Not Available,Not Available,Not Available,6198023.5,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1634020,40.67146,-73.977783,64.6,Not Available,Not Available,Not Available,155.0,Ok,78.2,Not Available,0300309E (7935442),Not Available,525.4,Not Available,306.0,Not Available,Not Available,Not Available,6899853.9,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1634543,40.759404,-73.731299,55.3,Not Available,Not Available,Not Available,152901.0,Ok,60.4,Not Available,0400189E (8025673),Not Available,383.5,Not Available,411.0,Not Available,Not Available,Not Available,5099785.9,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1634614,40.794869,-73.938711,90.1,Not Available,Not Available,Not Available,180.0,Ok,75.6,Not Available,0100097E (7935684),Not Available,551.5,Not Available,111.0,Not Available,Not Available,Not Available,7183996.1,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1633819,40.669629,-73.979287,102,Not Available,Not Available,Not Available,155.0,Ok,89.8,Not Available,0300369E (7943413),Not Available,1818.8,Not Available,306.0,Not Available,Not Available,Not Available,31239787.2,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,"K-12 School, Swimming Pool",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1634299,40.720924,-73.86135,67.6,Not Available,Not Available,Not Available,69702.0,Ok,81.2,Not Available,0400156E (8015799),Not Available,445.2,Not Available,406.0,Not Available,Not Available,Not Available,5777848.2,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1634719,40.658893,-73.942458,82,Not Available,Not Available,Not Available,810.0,Ok,87.1,Not Available,0300360E (7943439),Not Available,1480.4,Not Available,309.0,Not Available,Not Available,Not Available,24680957.2,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1633618,40.702427,-73.952985,57,Not Available,Not Available,Not Available,531.0,Ok,87.0,Not Available,0301169E (7935432),Not Available,584.2,Not Available,301.0,Not Available,Not Available,Not Available,7945404.8,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1633612,40.627898,-74.039985,87.7,Not Available,Not Available,Not Available,46.0,Ok,96.6,Not Available,0301534E (7943407),Not Available,1831.9,Not Available,310.0,Not Available,Not Available,Not Available,29221110.5,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,"K-12 School, Swimming Pool",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1463980,40.758224,-73.973231,Not Available,Not Available,Not Available,Not Available,102.0,Ok,88.5,Not Available,Not Available,Not Available,4046.2,Not Available,105.0,13.94,Not Available,Not Available,52097458,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,35,No,Ok,Other,"Bank Branch, Fast Food Restaurant, Office, Other",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,84.7,Not Available
1634353,40.793763,-73.949381,62.5,Not Available,Not Available,Not Available,17401.0,Ok,83.2,Not Available,0100036E (7934700),Not Available,850.7,Not Available,111.0,Not Available,Not Available,Not Available,10994340.3,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1633395,40.712184,-73.939722,49.4,Not Available,Not Available,Not Available,485.0,Ok,86.0,Not Available,0301161E (7943401),Not Available,1945.2,Not Available,301.0,Not Available,Not Available,Not Available,24939994.6,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1633128,40.624611,-74.005378,63.2,Not Available,Not Available,Not Available,196.0,Ok,86.4,Not Available,0300179E (7896896),Not Available,430.9,Not Available,310.0,Not Available,Not Available,Not Available,6837494.9,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1634511,40.672713,-73.936924,71.2,Not Available,Not Available,Not Available,343.0,Ok,76.1,Not Available,0301274E (7935452),Not Available,960.2,Not Available,308.0,Not Available,Not Available,Not Available,12837362,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1575272,40.760354,-73.973454,79.3,Not Available,Not Available,Not Available,102.0,Ok,81.1,Not Available,Not Available,Not Available,2851.4,Not Available,105.0,13.78,Not Available,Not Available,35370615.2,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Other,"Financial Office, Office, Other",Not Available,Whole Building,Not Available,Not Available,Not Available,909,Not Available,54.4,Not Available,Not Available,Not Available,Not Available,84.7,Not Available
1633659,40.745948,-73.727456,117.8,Not Available,Not Available,Not Available,1567.0,Ok,89.9,Not Available,0401481E (8025647),Not Available,723.5,Not Available,413.0,Not Available,Not Available,Not Available,10630370.9,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1045358,40.75745,-73.973798,88.3,Not Available,Not Available,Not Available,102.0,Ok,100.0,Not Available,Not Available,Not Available,5138.6,Not Available,105.0,7.83,Not Available,12640171.3,64087144.2,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,12,No,Ok,Data Center,"Bank Branch, Data Center, Financial Office",Not Available,Whole Building,Not Available,Not Available,Not Available,2000,Not Available,89,Not Available,Not Available,Not Available,Not Available,84.7,Not Available
1633283,40.832706,-73.926838,82.1,Not Available,Not Available,Not Available,189.0,Ok,80.2,Not Available,0200110E (8052703),Not Available,618.0,Not Available,204.0,Not Available,Not Available,Not Available,8224119.9,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1633911,40.802207,-73.954142,80.5,Not Available,Not Available,Not Available,218.0,Ok,79.5,Not Available,0100176E (7935354),Not Available,1330.1,Not Available,110.0,Not Available,Not Available,Not Available,16974210.7,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1634564,40.752748,-73.893367,81.4,Not Available,Not Available,Not Available,289.0,Ok,62.2,Not Available,0401421E (8025675),Not Available,589.1,Not Available,403.0,Not Available,Not Available,Not Available,8220476.9,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1390799,40.759789,-73.976544,71.3,Not Available,Not Available,Not Available,104.0,Ok,105.2,Not Available,Not Available,Not Available,2172.1,Not Available,105.0,Not Available,Not Available,Not Available,27661446.1,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Fast Food Restaurant,"Fast Food Restaurant, Food Sales, Office, Retail Store",0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,84.7,Not Available
1634433,40.677343,-74.011558,66.7,Not Available,Not Available,Not Available,53.0,Ok,86.3,Not Available,0300019E (7836169),Not Available,384.1,Not Available,306.0,Not Available,Not Available,Not Available,6206607.2,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1634483,40.63694,-73.937339,67.5,Not Available,Not Available,Not Available,836.0,Ok,60.7,Not Available,0300200E (7896934),Not Available,356.4,Not Available,317.0,Not Available,Not Available,Not Available,5476693.2,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1633326,40.63402,-74.029036,73.7,Not Available,Not Available,Not Available,68.0,Ok,92.7,Not Available,0300113E (7877761),Not Available,534.7,Not Available,310.0,Not Available,Not Available,Not Available,8418777.7,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1634295,40.771336,-73.929086,39.2,Not Available,Not Available,Not Available,83.0,Ok,80.8,Not Available,0400154E (8015795),Not Available,478.7,Not Available,401.0,Not Available,Not Available,Not Available,6192364.7,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1633122,40.630843,-74.01913,89.7,Not Available,Not Available,Not Available,134.0,Ok,64.3,Not Available,0300173E (7896354),Not Available,738.5,Not Available,310.0,Not Available,Not Available,Not Available,10941824,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1634620,40.860412,-73.927936,79.2,Not Available,Not Available,Not Available,283.0,Ok,68.3,Not Available,0100134E (7936413),Not Available,720.4,Not Available,112.0,Not Available,Not Available,Not Available,9484325.7,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1633990,40.66051,-73.890288,109.6,Not Available,Not Available,Not Available,1104.0,Ok,66.5,Not Available,0300216E (7898982),Not Available,821.2,Not Available,305.0,Not Available,Not Available,Not Available,10980697.8,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1634030,40.656183,-73.951583,90.7,Not Available,Not Available,Not Available,802.0,Ok,75.9,Not Available,0301578E (7836167),Not Available,910.3,Not Available,309.0,Not Available,Not Available,Not Available,13973129.4,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1633407,40.711753,-73.736624,74.1,Not Available,Not Available,Not Available,582.0,Ok,58.8,Not Available,0400032E (7978311),Not Available,338.0,Not Available,413.0,Not Available,Not Available,Not Available,5378963.2,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1633850,40.715128,-73.887356,38,Not Available,Not Available,Not Available,659.0,Ok,105.8,Not Available,Not Available,Not Available,40.7,Not Available,405.0,Not Available,Not Available,Not Available,765400,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1634000,40.648423,-73.925948,65.2,Not Available,Not Available,Not Available,946.0,Ok,68.9,Not Available,0300248E (7899896),Not Available,669.2,Not Available,317.0,Not Available,Not Available,Not Available,10186953,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1634181,40.709941,-73.943641,54.8,Not Available,Not Available,Not Available,505.0,Ok,81.5,Not Available,0300069E (7875872),Not Available,633.0,Not Available,301.0,Not Available,Not Available,Not Available,10004573.3,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1633986,40.708723,-73.940002,66.4,Not Available,Not Available,Not Available,485.0,Ok,94.0,Not Available,0300198E (7896918),Not Available,532.7,Not Available,301.0,Not Available,Not Available,Not Available,8390933.1,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1634099,40.851414,-73.918533,94.4,Not Available,Not Available,Not Available,20502.0,Ok,84.3,Not Available,0200152E (8080106),Not Available,711.9,Not Available,205.0,Not Available,Not Available,Not Available,9395336.2,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1633649,40.752333,-73.75599,73,Not Available,Not Available,Not Available,138501.0,Ok,87.9,Not Available,0400242E (8030718),Not Available,1912.8,Not Available,411.0,Not Available,Not Available,Not Available,24763402,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1634508,40.663559,-73.926959,57.7,Not Available,Not Available,Not Available,882.0,Ok,65.5,Not Available,0301263E (8315288),Not Available,642.0,Not Available,317.0,Not Available,Not Available,Not Available,8197704,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1634582,40.862109,-73.864577,64.1,Not Available,Not Available,Not Available,330.0,Ok,86.6,Not Available,0200179E (8080130),Not Available,788.1,Not Available,211.0,Not Available,Not Available,Not Available,10211534.4,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1634343,40.852398,-73.866617,61.6,Not Available,Not Available,Not Available,22404.0,Ok,64.3,Not Available,0200148E (8080120),Not Available,536.1,Not Available,211.0,Not Available,Not Available,Not Available,6958055.5,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1634535,40.656126,-73.753207,66.3,Not Available,Not Available,Not Available,694.0,Ok,68.8,Not Available,0400162E (8015822),Not Available,439.7,Not Available,413.0,Not Available,Not Available,Not Available,5760353.4,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
