school_name,q117_in_planning_my_last_1,q69_the_principal_assistant_1,q75_the_performance_of_the_1,q154_how_many_adults_at_this,q106_in_planning_my_last,q100_in_planning_my_last_1,q10_i_am_able_to_empower_1,q4_how_many_teachers_at_this,q36_the_principal_school,q80_in_planning_my_last_1,q128_in_planning_my_last,q169_it_s_a_priority_at_this_1,q88_in_planning_my_last,q125_in_planning_my_last_1,q47_at_this_school_once_we,q46_at_this_school_the_1,q81_in_planning_my_last_1,q29_i_would_recommend_this_1,q8_i_am_able_to_ensure_1,q52_at_this_school_teachers_1,q49_at_this_school_teachers,q134_in_planning_my_last_1,q142_how_many_students_in_1,q46_at_this_school_the,q135_how_many_students_in_1,q8_i_am_able_to_ensure,q121_in_planning_my_last_1,q130_in_planning_my_last_1,q136_how_many_students_in_1,q57_overall_my_professional_1,q131_in_planning_my_last_1,q135_how_many_students_in,q111_in_planning_my_last,q108_in_planning_my_last,q30_i_feel_respected_by_the_1,q123_in_planning_my_last_1,q106_in_planning_my_last_1,q43_at_this_school_there_1,q115_in_planning_my_last,q70_the_principal_school_1,q48_at_this_school_it_is,q31_the_principal_school_1,q87_in_planning_my_last_1,q127_in_planning_my_last_1,q48_at_this_school_it_is_1,q34_at_this_school_it_s_ok,q43_at_this_school_there,q17_central_doe_employees,q165_my_students_are_safe_1,q100_in_planning_my_last,q125_in_planning_my_last,q7_i_am_able_to_modify,q165_my_students_are_safe,q90_in_planning_my_last,q61_the_principal_school_1,q117_in_planning_my_last,q38_the_principal_and,q101_in_planning_my_last,q1_how_many_teachers_at_this,q126_in_planning_my_last,q130_in_planning_my_last,q57_overall_my_professional,q145_how_many_students_in_1,q61_the_principal_school,q14_i_am_able_to_monitor,q103_in_planning_my_last_1,q45_at_this_school_students_1,q44_this_school_has_well_1,q85_in_planning_my_last_1,q129_in_planning_my_last,q169_it_s_a_priority_at_this,q38_the_principal_and_1,q173_adults_at_this_school,q15_i_am_able_to_distinguish,q112_in_planning_my_last_1,q86_in_planning_my_last,q131_in_planning_my_last,q79_in_planning_my_last,q114_in_planning_my_last,q91_in_planning_my_last,q60_overall_my_professional,q122_in_planning_my_last,q143_how_many_students_in,q101_in_planning_my_last_1,q72_how_much_influence_do_1,q147_how_many_students_in_1,q2_how_many_teachers_at_this_1,q40_i_feel_respected_by_1,q140_discipline_is_applied,q146_how_many_students_in,q150_how_many_adults_at_this,q110_in_planning_my_last_1,q171_adults_at_this_school_1,q33_i_trust_the_principal_1,q105_in_planning_my_last,q132_in_planning_my_last_1,total_teacher_response_rate,q56_at_this_school_school_1,q86_in_planning_my_last_1,q23_teachers_in_this_school,q34_at_this_school_it_s_ok_1,q63_the_principal_school_1,q21_i_usually_look_forward,q62_the_principal_school,q12_i_am_able_to_apply_my,q23_teachers_in_this_school_1,q154_how_many_adults_at_this_1,q114_in_planning_my_last_1,q14_i_am_able_to_monitor_1,q27_i_feel_respected_by_other_1,q40_i_feel_respected_by,q175_adults_at_this_school_1,q11_i_am_able_to_design_1,q78_in_planning_my_last_1,q110_in_planning_my_last,q167_my_students_are_safe_1,q45_at_this_school_students,q88_in_planning_my_last_1,q3_how_many_teachers_at_this,q11_i_am_able_to_design,q65_the_principal_assistant,q129_in_planning_my_last_1,q32_the_principal_school_1,q104_in_planning_my_last_1
P.S. 230 Doris L. Cohen,,0.08,0.23,0.91,1.0,,0.0,0.95,0.95,0.1,0.95,0.02,1.0,0.03,0.95,0.03,0.0,0.03,0.0,0.05,1.0,0.05,0.14,0.97,0.31,1.0,,0.08,0.39,0.08,0.05,0.69,1.0,1.0,0.05,,0.0,0.02,,0.03,0.97,0.03,0.0,0.03,0.03,0.86,0.98,,0.0,,0.97,1.0,1.0,1.0,0.02,,0.98,,0.91,0.97,0.92,0.92,0.07,0.98,1.0,0.0,0.0,0.0,0.0,0.92,0.98,0.02,0.0,1.0,0.17,1.0,0.95,0.8,,1.0,0.92,,0.73,,0.13,0.17,0.16,0.1,1.0,0.76,0.98,0.0,0.0,0.03,1.0,0.03,0.76,0.07,0.0,0.94,0.14,0.02,0.94,1.0,0.97,0.06,0.09,,0.0,0.02,0.9,0.0,0.0,0.1,1.0,0.0,1.0,0.0,0.83,1.0,0.95,0.08,0.02,0.0
Park East High School,,0.31,0.5,0.62,1.0,0.33,0.06,0.62,0.62,0.0,1.0,0.0,,0.0,0.44,0.31,,0.43,0.06,0.25,0.88,0.11,0.31,0.69,0.44,0.94,,0.11,0.44,0.25,0.0,0.56,1.0,1.0,0.25,,0.0,0.25,,0.38,0.62,0.44,,0.0,0.38,0.62,0.75,,0.0,0.67,1.0,1.0,0.0,,0.38,,0.4,0.67,0.67,1.0,0.89,0.75,0.06,0.62,0.94,0.0,0.06,0.19,,0.89,0.0,0.6,0.94,0.93,0.0,,1.0,0.0,,,0.56,,0.69,0.33,0.06,0.12,0.31,0.38,0.62,0.62,0.69,0.0,0.0,0.25,1.0,0.11,0.48,0.25,,0.43,0.38,0.19,0.86,0.75,0.79,0.57,0.38,,0.06,0.36,0.62,0.19,0.06,0.0,1.0,0.0,0.94,,0.44,0.94,0.69,0.11,0.19,0.0
A. Philip Randolph Campus High School,0.29,0.16,0.26,0.71,0.9,0.0,0.02,0.82,0.87,0.0,1.0,0.0,0.86,0.0,0.78,0.07,0.29,0.22,0.02,0.13,0.93,0.08,0.2,0.93,0.27,0.98,0.0,0.0,0.41,0.27,0.08,0.73,0.9,0.6,0.11,0.0,0.1,0.13,1.0,0.16,0.8,0.11,0.29,0.0,0.2,0.8,0.87,,0.0,1.0,1.0,0.95,0.0,0.86,0.07,0.71,0.91,1.0,0.82,1.0,1.0,0.73,0.11,0.93,0.93,0.2,0.38,0.18,0.29,1.0,0.0,0.09,0.95,0.93,0.2,0.71,0.92,0.0,1.0,0.86,0.87,1.0,0.89,0.0,0.11,0.2,0.27,0.02,0.89,0.77,0.83,0.1,0.02,0.16,0.8,0.0,0.49,0.11,0.29,0.84,0.2,0.14,0.93,0.87,0.9,0.16,0.29,0.0,0.07,0.11,0.98,0.08,0.07,0.0,0.9,0.0,0.62,0.14,0.77,0.93,0.91,0.0,0.14,0.3
High School For Dual Language And Asian Studies,,0.25,0.2,0.82,,,0.0,1.0,0.75,0.0,,0.0,,,0.75,0.17,,0.33,0.0,0.0,0.83,,0.08,0.83,0.25,1.0,,,0.08,0.55,,0.75,,,0.17,,,0.17,,0.33,0.67,0.33,,,0.33,0.67,0.83,,0.0,,,1.0,0.0,,0.08,,0.91,,0.92,,,0.45,0.0,0.92,0.75,,0.08,0.08,,,0.0,0.09,1.0,0.91,,,,0.0,,,0.55,,0.83,,0.17,0.08,0.42,0.17,1.0,1.0,0.92,,0.0,0.33,,,0.6,0.08,,0.83,0.33,0.25,0.75,0.75,0.91,0.17,0.18,,0.25,0.0,0.83,0.08,0.0,0.0,,0.0,0.92,,0.67,1.0,0.75,,0.25,
Bronx High School Of Business,,0.11,0.3,0.71,0.0,,0.0,0.95,0.85,0.0,1.0,0.0,,0.12,0.68,0.11,,0.3,0.0,0.16,0.89,0.12,0.12,0.89,0.65,1.0,,0.12,0.71,0.22,0.0,0.35,0.0,0.0,0.0,,0.0,0.0,,0.17,0.84,0.16,,0.11,0.16,0.9,1.0,,0.0,,0.88,1.0,0.0,,0.11,,0.95,,0.9,0.75,0.88,0.78,0.12,0.89,0.86,0.0,0.16,0.26,,0.88,0.0,0.05,1.0,0.95,0.0,,1.0,0.0,,,0.88,,0.76,,0.17,0.29,0.24,0.05,0.73,0.27,0.82,0.0,0.0,0.25,0.0,0.12,0.64,0.05,,0.75,0.1,0.0,0.7,0.89,1.0,0.25,0.29,,0.14,0.2,0.95,0.06,0.1,0.0,0.0,0.0,0.84,,0.86,0.9,0.89,0.12,0.15,0.0
River East Elementary,,0.04,0.4,0.96,,0.0,0.04,0.93,1.0,0.2,1.0,0.0,,0.0,0.85,0.04,,0.11,0.0,0.04,0.96,0.05,0.15,0.96,0.37,1.0,,0.05,0.56,0.15,0.1,0.63,,,0.07,,,0.04,,0.07,0.93,0.0,,0.06,0.07,0.93,0.96,,0.3,0.0,1.0,0.96,0.7,,0.04,,,0.0,0.93,1.0,0.95,0.85,0.11,0.96,0.88,,0.22,0.04,,0.95,1.0,,0.0,0.96,,,0.9,0.8,,,0.89,,0.85,0.0,0.04,0.26,0.11,,0.91,0.61,0.96,,0.0,0.07,,0.05,0.96,0.04,,0.89,0.07,0.04,0.85,0.96,0.92,0.11,0.04,,0.12,0.07,,0.0,0.04,0.2,,0.0,0.78,,0.89,0.96,0.96,0.05,0.04,
Fordham Leadership Academy,,0.29,0.59,0.81,1.0,0.0,0.07,0.97,0.57,0.0,0.83,0.0,,0.0,0.71,0.21,,0.39,0.1,0.07,0.93,0.17,0.19,0.79,0.59,0.9,,0.17,0.37,0.29,0.17,0.41,0.86,1.0,0.29,,0.0,0.11,,0.29,0.75,0.29,,0.08,0.25,0.64,0.89,,0.0,1.0,1.0,0.86,0.0,,0.18,,0.75,0.8,0.97,1.0,0.83,0.71,0.3,0.82,0.74,0.0,0.07,0.21,,0.83,0.0,0.25,0.96,0.81,0.29,,0.83,0.0,,,0.75,,0.48,0.2,0.29,0.48,0.17,0.32,0.71,0.6,0.88,0.29,0.07,0.36,1.0,0.25,1.0,0.07,,0.86,0.36,0.21,0.71,0.82,0.79,0.14,0.19,,0.26,0.07,0.68,0.08,0.11,0.0,0.71,0.0,0.93,,0.86,0.89,0.68,0.17,0.39,0.0
M.S. K394,,0.12,0.12,0.91,1.0,,0.05,1.0,0.92,,1.0,0.0,,0.0,0.96,0.0,,0.04,0.0,0.0,1.0,0.0,0.35,1.0,0.17,1.0,,0.0,0.22,0.13,0.0,0.83,1.0,1.0,0.0,,0.0,0.0,,0.04,0.96,0.0,,0.0,0.04,0.96,1.0,,0.0,,1.0,1.0,1.0,,0.08,,0.96,,0.96,1.0,1.0,0.87,0.18,0.92,0.96,0.0,0.08,0.04,,1.0,1.0,0.04,0.0,0.96,0.14,,1.0,,,,0.96,,0.74,,0.21,0.22,0.04,0.0,1.0,0.77,0.91,0.14,0.0,0.0,1.0,0.0,1.0,0.0,,0.96,0.04,0.04,0.92,0.92,0.96,0.04,0.09,,0.04,0.0,1.0,0.0,0.0,,0.86,0.0,0.92,,0.92,1.0,1.0,0.0,0.0,0.0
P.S. 107 John W. Kimball,0.0,0.0,0.33,0.94,,0.0,0.0,0.95,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,1.0,0.0,0.06,1.0,0.17,0.95,0.0,0.0,0.11,0.33,0.0,0.83,,,0.0,0.0,,0.0,0.0,0.11,1.0,0.0,0.0,0.0,0.0,0.95,1.0,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.95,0.0,1.0,1.0,1.0,0.67,0.0,1.0,0.95,,0.05,0.0,0.0,1.0,1.0,0.05,0.0,1.0,,0.0,1.0,0.0,0.0,0.0,0.78,0.0,0.89,0.0,0.05,0.11,0.1,0.0,0.89,0.89,1.0,,0.0,0.0,,0.0,0.56,0.0,0.0,1.0,0.05,0.0,0.95,1.0,1.0,0.0,0.06,0.0,0.05,0.0,1.0,0.0,0.0,0.0,,0.0,0.95,0.0,0.84,1.0,1.0,0.0,0.0,
P.S./I.S. 157 The Benjamin Franklin Health & Science Academy,,0.0,0.0,1.0,,0.0,0.0,0.95,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.05,1.0,,0.0,0.0,0.0,0.0,0.95,,,0.0,,,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,0.18,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,0.0,1.0,,,0.0,1.0,,1.0,0.0,0.0,0.0,0.05,0.0,1.0,1.0,1.0,,0.0,0.0,,0.0,0.58,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,,,0.0,0.82,0.0,0.95,1.0,1.0,0.0,0.0,
P.S. 065,,0.03,0.12,0.97,,,0.0,0.97,0.93,,1.0,0.0,,0.0,0.97,0.0,,0.06,0.0,0.0,1.0,0.04,0.1,1.0,0.16,1.0,,0.04,0.13,0.03,0.04,0.84,,,0.03,,,0.0,,0.0,0.97,0.03,,0.04,0.03,0.9,1.0,,0.0,,1.0,1.0,1.0,,0.0,,1.0,,0.97,1.0,0.96,0.97,0.03,1.0,1.0,,0.0,0.0,,0.96,1.0,0.0,0.0,0.97,,,0.96,,,,0.94,,0.9,,0.19,0.13,0.06,0.06,1.0,0.93,0.97,,0.0,0.03,,0.0,0.84,0.0,,1.0,0.1,0.1,0.97,1.0,0.94,0.0,0.03,,0.0,0.03,0.94,0.0,0.0,,,0.0,1.0,,0.97,1.0,1.0,0.04,0.0,
Free Greek Community Of The Three Hierarchs,0.0,,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,,,,,0.0,,,,,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,,0.0,0.0,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,,,,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,1.0,,0.0,,,,,,,,,0.0,,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,0.0
Independence High School,,0.17,0.09,0.79,1.0,0.2,0.0,0.89,0.74,0.0,,0.0,,,0.78,0.05,,0.11,0.0,0.05,0.83,,0.16,0.95,0.74,1.0,0.0,,0.53,0.17,,0.26,1.0,1.0,0.21,0.0,0.0,0.0,1.0,0.16,0.83,0.26,,,0.17,0.74,1.0,,0.0,0.8,,0.95,0.0,,0.22,,0.83,0.8,0.94,,,0.83,0.26,0.78,0.94,0.0,0.11,0.21,,,0.0,0.17,1.0,1.0,0.12,,,0.0,1.0,,0.94,1.0,0.26,0.2,0.0,0.37,0.32,0.05,0.94,0.61,0.89,0.12,0.0,0.26,0.88,,0.86,0.0,,0.89,0.26,0.22,0.89,0.72,0.83,0.11,0.21,0.0,0.06,0.0,0.95,0.0,0.0,0.0,0.88,0.0,0.89,,0.74,1.0,0.89,,0.06,0.0
The Math & Science Exploratory School,0.1,0.2,0.39,0.88,1.0,,0.05,0.93,0.81,0.0,0.93,0.03,0.6,0.0,0.77,0.07,0.0,0.11,0.04,0.13,0.98,0.0,0.26,0.93,0.31,0.96,0.1,0.08,0.31,0.2,0.0,0.69,1.0,0.88,0.09,0.1,0.0,0.07,0.8,0.16,0.8,0.11,0.0,0.0,0.2,0.86,0.93,,0.0,,1.0,0.98,0.0,0.8,0.09,0.9,0.91,,0.93,1.0,0.92,0.8,0.12,0.91,0.98,0.0,0.36,0.09,0.0,1.0,0.97,0.09,0.0,0.95,0.0,0.8,1.0,0.0,0.9,1.0,0.88,0.8,0.74,,0.02,0.17,0.2,0.09,0.76,0.71,0.88,0.0,0.0,0.11,1.0,0.0,0.79,0.05,0.2,0.84,0.14,0.02,0.93,0.91,0.93,0.16,0.12,0.1,0.02,0.11,0.91,0.0,0.05,0.0,1.0,0.0,0.64,0.4,0.78,0.95,0.89,0.0,0.04,0.0
Soundview Academy For Culture And Scholarship,,0.67,0.5,0.57,0.8,,0.05,0.72,0.31,0.0,,0.09,,,0.38,0.5,,0.62,0.06,0.0,0.88,,0.2,0.5,0.47,0.94,,,0.67,0.4,,0.53,0.8,0.8,0.56,,0.2,0.06,,0.47,0.5,0.69,,,0.5,0.25,0.94,,0.0,,,0.95,0.0,,0.47,,0.44,,0.68,,,0.6,0.27,0.53,0.89,0.0,0.75,0.44,,,0.91,0.56,0.0,0.94,0.2,,,0.0,,,0.67,,0.47,,0.33,0.4,0.42,0.06,0.8,0.6,0.71,0.2,0.0,0.62,1.0,,0.61,0.06,,0.13,0.75,0.47,0.69,0.4,1.0,0.87,0.43,,0.11,0.31,0.94,0.0,0.06,0.0,0.8,0.0,0.25,,0.63,0.94,0.6,,0.56,0.0
P.S. 89,0.0,0.44,0.67,0.94,,,0.05,0.89,0.95,0.0,0.88,0.08,0.0,0.0,0.74,0.11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.89,0.06,1.0,0.0,0.0,0.24,0.5,0.0,0.94,,,0.05,0.0,,0.0,0.0,0.39,0.84,0.21,0.0,0.0,0.16,0.84,1.0,,0.0,,1.0,1.0,1.0,0.0,0.22,0.0,0.63,,0.89,1.0,1.0,0.5,0.0,0.78,0.89,,0.0,0.11,0.0,1.0,0.92,0.37,0.0,0.89,,0.0,1.0,0.0,0.0,0.0,0.61,0.0,0.89,,0.05,0.0,0.32,0.16,0.94,1.0,0.94,,0.0,0.11,,0.0,0.68,0.05,0.0,1.0,0.16,0.0,0.95,0.78,1.0,0.0,0.06,0.0,0.11,0.0,0.84,0.0,0.05,0.0,,0.0,1.0,0.0,0.89,0.95,0.78,0.0,0.05,
P.S. 207,0.0,0.04,0.19,0.96,1.0,,0.07,0.93,0.96,,1.0,0.0,1.0,0.0,0.82,0.0,0.0,0.1,0.03,0.0,1.0,0.0,0.18,1.0,0.29,0.97,0.0,0.0,0.39,0.07,0.0,0.71,1.0,1.0,0.07,0.0,0.0,0.0,1.0,0.18,1.0,0.07,0.0,0.0,0.0,0.9,1.0,,0.0,,1.0,0.97,1.0,1.0,0.04,1.0,0.96,,0.96,1.0,1.0,0.93,0.07,0.96,0.9,0.0,0.0,0.03,0.0,1.0,1.0,0.04,0.0,0.9,0.0,1.0,1.0,,1.0,1.0,0.9,1.0,0.86,,0.11,0.14,0.07,0.07,0.96,0.72,0.92,0.0,0.0,0.07,1.0,0.0,1.0,0.0,0.0,0.97,0.1,0.04,0.97,1.0,0.93,0.03,0.04,0.0,0.1,0.03,0.93,0.0,0.07,,1.0,0.0,1.0,0.0,0.93,0.93,0.97,0.0,0.07,0.0
P.S. 110 Florence Nightingale,,0.14,0.33,0.83,,,0.11,0.86,0.85,,0.75,0.0,,0.06,0.48,0.14,,0.14,0.05,0.1,0.9,0.12,0.21,0.86,0.42,0.95,,0.0,0.37,0.35,0.12,0.58,,,0.24,,,0.1,,0.1,0.81,0.1,,0.06,0.19,0.81,0.9,,0.07,,0.94,0.91,0.93,,0.14,,1.0,,0.81,1.0,1.0,0.65,0.11,0.86,0.9,,0.24,0.1,,0.94,1.0,0.0,0.0,0.95,,,0.88,,,,0.75,,0.58,,0.25,0.21,0.32,0.05,0.83,0.53,0.83,,0.0,0.24,,0.0,0.85,0.1,,0.86,0.19,0.19,0.81,0.86,0.95,0.14,0.17,,0.1,0.05,0.95,0.0,0.1,,,0.0,0.76,,0.68,0.9,0.81,0.06,0.24,
P.S. 161 Pedro Albizu Campos,0.0,0.33,0.39,0.96,1.0,0.0,0.03,0.97,0.58,,0.88,0.0,0.83,0.0,0.63,0.3,0.17,0.29,0.09,0.1,0.87,0.0,0.1,0.7,0.55,0.91,0.0,0.06,0.55,0.27,0.0,0.45,1.0,0.88,0.26,0.0,0.0,0.07,1.0,0.23,0.55,0.39,0.0,0.0,0.45,0.58,0.93,,0.23,1.0,1.0,0.94,0.77,0.83,0.21,1.0,0.77,1.0,0.9,0.94,0.94,0.73,0.28,0.79,0.87,0.0,0.55,0.17,0.17,0.89,1.0,0.23,0.0,0.87,0.12,1.0,1.0,,1.0,1.0,0.76,1.0,0.55,0.0,0.5,0.52,0.22,0.07,0.72,0.45,0.96,0.12,0.0,0.45,1.0,0.06,0.46,0.1,0.0,0.84,0.42,0.27,0.81,0.67,0.9,0.16,0.04,0.0,0.13,0.03,0.93,0.0,0.12,,0.88,0.08,0.45,0.17,0.72,0.88,0.63,0.11,0.35,0.0
Comprehensive Model School Project M.S. 327,0.18,0.04,0.27,0.84,1.0,0.29,0.04,0.91,1.0,0.0,0.93,0.05,1.0,0.0,0.92,0.0,0.0,0.0,0.04,0.02,0.94,0.0,0.12,1.0,0.35,0.96,0.0,0.07,0.23,0.15,0.08,0.65,1.0,0.85,0.02,0.0,0.0,0.0,1.0,0.1,0.94,0.0,0.0,0.0,0.06,0.98,1.0,,0.0,0.71,1.0,1.0,0.0,1.0,0.06,0.82,0.94,1.0,0.89,1.0,0.93,0.85,0.06,0.94,0.95,0.15,0.23,0.08,0.0,1.0,0.95,0.06,1.0,1.0,0.15,1.0,0.92,0.0,1.0,1.0,0.94,1.0,0.79,0.0,0.0,0.12,0.18,0.0,0.94,0.77,0.94,0.0,0.0,0.0,0.85,0.0,1.0,0.02,0.0,0.92,0.02,0.0,1.0,0.98,0.96,0.08,0.16,0.0,0.05,0.04,1.0,0.0,0.02,0.0,1.0,0.0,0.77,0.0,0.86,0.98,0.94,0.0,0.0,0.08
NY Child Learning Institute,0.0,,,0.0,0.0,0.0,,,,0.0,,0.0,0.0,,,,0.0,,,,,,,,,,0.0,,,,,,0.0,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,0.0,0.0,,,0.0,0.0,,0.0,,0.0,,,,,,,,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,,,,,,0.0,0.0,0.0,,0.0,,0.25,,0.0,,,,,,,,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,,,,,,0.0
Superior,0.0,,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,,,,,0.0,,,,,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,,0.0,0.0,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,,,,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.5,,0.0,,,,,,,,,0.0,,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,0.0
High School Of Economics And Finance,0.2,0.16,0.28,0.95,,,0.04,0.92,0.76,0.0,,0.0,1.0,,0.8,0.12,0.0,0.21,0.04,0.04,0.92,,0.41,0.88,0.5,0.96,0.0,,0.38,0.12,,0.5,,,0.16,0.2,,0.16,1.0,0.16,0.8,0.2,0.0,,0.2,0.72,0.84,,0.0,,,0.96,0.0,1.0,0.16,0.8,0.8,,0.92,,,0.88,0.09,0.84,0.96,,0.04,0.16,0.0,,0.0,0.2,1.0,0.96,,1.0,,0.0,0.8,1.0,0.84,0.8,0.82,,0.04,0.09,0.23,0.12,0.91,0.76,0.9,,0.0,0.2,,,0.55,0.08,0.0,0.83,0.28,0.2,0.83,0.84,0.92,0.17,0.05,0.2,0.04,0.04,0.88,0.0,0.04,0.0,,0.0,0.96,0.0,0.81,0.96,0.88,,0.16,
Al Noor School,0.0,,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,,,,,0.0,,,,,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,,0.0,0.0,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,,,,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,1.0,,0.0,,,,,,,,,0.0,,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,0.0
"Brooklyn Treehouse Preeschool, Inc.",0.0,,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,,,,,0.0,,,,,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,,0.0,0.0,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,,,,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,1.0,,0.0,,,,,,,,,0.0,,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,0.0
M.S. 594,0.17,0.1,0.0,0.95,1.0,,0.08,0.88,0.9,0.0,,0.05,,,0.95,0.05,,0.1,0.08,0.1,0.95,,0.05,0.95,0.25,0.92,0.17,0.0,0.2,0.1,0.2,0.75,1.0,1.0,0.1,0.17,0.0,0.05,0.83,0.1,0.95,0.1,,,0.05,0.86,0.95,,0.0,,,0.96,0.0,,0.05,0.83,0.9,,0.96,,1.0,0.9,0.1,0.95,0.92,0.0,0.14,0.05,,1.0,0.95,0.1,0.0,0.96,0.0,,0.8,0.0,0.83,,0.9,0.83,0.8,,0.0,0.25,0.17,0.1,1.0,0.65,0.95,0.0,0.0,0.1,1.0,0.0,0.96,0.05,,0.9,0.14,0.05,0.95,0.9,0.96,0.1,0.05,0.17,0.08,0.1,0.9,0.0,0.04,0.0,1.0,0.0,0.86,,0.83,0.96,0.95,0.0,0.1,0.0
Landmark High School,0.0,0.05,0.5,0.89,1.0,,0.0,1.0,1.0,0.0,,0.0,0.67,,0.79,0.05,0.0,0.0,0.0,0.0,1.0,,0.32,0.95,0.53,1.0,0.0,,0.42,0.05,,0.47,1.0,1.0,0.05,0.0,0.0,0.05,1.0,0.0,0.84,0.05,0.0,,0.16,0.95,0.95,,0.0,,,1.0,0.0,0.83,0.05,1.0,0.89,,0.95,,,0.95,0.26,0.95,0.85,0.0,0.26,0.16,0.0,,0.0,0.11,1.0,0.95,0.0,1.0,,0.0,1.0,0.83,0.95,1.0,0.42,,0.0,0.42,0.15,0.11,0.89,0.53,0.89,0.17,0.0,0.05,1.0,,0.71,0.0,0.0,1.0,0.05,0.05,0.95,0.84,0.95,0.0,0.11,0.0,0.15,0.05,0.89,0.0,0.05,0.0,0.83,0.0,0.74,0.33,0.85,0.95,0.84,,0.05,0.0
Hamilton Grange Middle School,,0.14,0.29,0.73,1.0,,0.13,0.87,0.87,0.0,0.83,0.07,0.8,0.17,0.87,0.13,0.0,0.13,0.2,0.07,0.93,0.17,0.14,0.87,0.27,0.8,,0.17,0.27,0.13,0.17,0.73,1.0,1.0,0.13,,0.0,0.13,,0.27,0.86,0.13,0.0,0.4,0.14,0.87,0.87,,0.0,,0.83,0.87,0.0,1.0,0.13,,0.87,,0.87,0.83,0.83,0.87,0.29,0.87,0.87,0.0,0.29,0.13,0.0,0.83,0.93,0.13,0.0,0.8,0.0,1.0,0.83,0.0,,1.0,0.87,,0.64,,0.13,0.29,0.13,0.14,0.79,0.71,0.87,0.0,0.0,0.13,1.0,0.17,0.45,0.13,0.0,0.87,0.13,0.13,0.87,0.87,0.79,0.13,0.27,,0.13,0.13,0.86,0.0,0.13,0.0,1.0,0.0,0.71,0.2,0.87,0.87,0.87,0.17,0.13,0.0
P.S. 206 Jose Celso Barbosa,0.3,0.19,0.27,0.86,0.91,0.06,0.01,0.84,0.91,,0.87,0.03,0.85,0.08,0.78,0.08,0.08,0.11,0.02,0.09,0.87,0.11,0.19,0.92,0.55,0.98,0.05,0.14,0.51,0.08,0.13,0.45,0.91,0.91,0.11,0.05,0.09,0.06,0.9,0.25,0.88,0.11,0.08,0.08,0.12,0.93,0.94,,0.17,0.94,0.92,0.99,0.83,0.92,0.06,0.7,0.89,0.88,0.91,0.89,0.86,0.92,0.16,0.94,0.96,0.09,0.52,0.09,0.08,0.89,0.97,0.11,0.0,0.95,0.18,0.92,0.87,,0.9,1.0,0.91,0.85,0.63,0.12,0.25,0.38,0.19,0.12,0.8,0.56,0.88,0.09,0.0,0.1,0.86,0.08,0.9,0.08,0.08,0.84,0.07,0.04,0.89,0.94,0.95,0.16,0.14,0.1,0.04,0.09,0.88,0.0,0.05,,0.91,0.0,0.48,0.15,0.82,0.95,0.88,0.11,0.05,0.09
