parid,tenactextot,tentrntot,period,tentrnextot,uaf_land,num_bldgs,cbntrnland,pytrnextot,curactextot,cbntrnextot,gross_sqft,secvol,yralt2,pymkttot,condo_sfx1,tentxbtot,cbnmktland,bld_frt,fintxbtot,boro,pyactland,housenum_lo,extracrdt,storage_area_gross,loft_area_gross,appt_lot,pytxbtot,curactland,coop_apts,aptno,cbnactland,rectype,curmktland,reuc_ref,easement,corner,yralt2_range,yrbuilt_range,tenmktland,fintrnextot
5000011282,0,38232,1,0,0.911,1,0,0,0,0,1299,101,0,85180,R,38232,0,0.0,0,5,2017,90,2023-01-09T00:00:00.000,0,0,275.0,32770,2017,1,7K,0,1,4482,,,,0,0,4482,0
5000180083,0,23786,1,0,0.0,1,0,0,0,0,2430,101,0,374000,,23786,0,22.0,0,5,13500,165,2023-01-09T00:00:00.000,0,0,83.0,22440,13500,2,,0,1,225000,,,,0,0,225000,0
5000230061,0,12010,1,0,0.0,1,0,0,0,0,3200,101,0,473000,,12010,0,22.0,0,5,5340,87,2023-01-09T00:00:00.000,0,0,59.0,11918,5340,2,,0,1,89000,,,,0,0,89000,0
5000011100,6634,27922,1,6578,0.7195,1,0,6442,6634,0,900,101,0,63712,R,27922,0,20.0,0,5,4128,80,2023-01-09T00:00:00.000,0,0,245.0,27010,4128,1,8K,0,1,9174,,,,0,0,9174,0
5000020759,0,300870,1,0,0.0,1,0,0,0,0,450,101,0,761000,,300870,0,15.0,0,5,342000,7,2023-01-09T00:00:00.000,0,0,,259020,342000,0,,0,1,760000,,,,0,0,760000,0
5000240008,0,21067,1,0,0.0,1,0,0,0,0,2311,101,0,672000,,21067,0,22.0,0,5,6540,107,2023-01-09T00:00:00.000,0,0,,20862,6540,1,,0,1,109000,,,,0,0,109000,0
5000160028,0,60210,1,0,0.0,0,0,0,0,0,0,101,0,140000,,60210,0,0.0,0,5,62100,93,2023-01-09T00:00:00.000,0,0,,57690,62100,0,,0,1,138000,,,,0,0,138000,0
5000060143,0,188799,1,0,0.0,1,0,0,0,0,3588,101,0,444000,,188799,0,26.0,0,5,5400,136,2023-01-09T00:00:00.000,0,0,,183789,5400,6,,0,1,12000,,,,0,0,12000,0
5000011226,0,26188,1,0,0.624,1,0,0,0,0,890,101,0,58345,R,26188,0,0.0,0,5,1382,90,2023-01-09T00:00:00.000,0,0,275.0,22446,1382,1,3G,0,1,3070,,,,0,0,3070,0
5000170019,0,26205,1,0,0.0,0,0,0,0,0,0,101,0,547000,,26205,0,0.0,0,5,32820,93,2023-01-09T00:00:00.000,0,0,,24722,38400,0,,0,1,640000,,,,0,0,640000,0
5000170095,0,11957,1,0,0.0,1,0,0,0,0,0,101,0,188000,,11957,0,0.0,0,5,11280,82,2023-01-09T00:00:00.000,0,0,,11280,12600,0,,0,1,210000,,,,0,0,210000,0
5000160032,0,51105,1,0,0.0,1,0,0,0,0,3948,101,0,837000,,51105,0,25.0,0,5,12120,83,2023-01-09T00:00:00.000,0,0,,48212,12120,3,,0,1,202000,,,,0,0,202000,0
3012440002,0,28241,1,0,0.0,1,0,0,0,0,4400,502,0,1926000,,28241,0,20.0,0,3,9900,229,2025-01-07T00:00:00.000,0,0,,27565,9900,2,,0,1,165000,,,,0,0,165000,0
5000180006,1741950,1693710,1,1693710,0.0,1,0,1655730,1741950,0,16236,101,0,3650000,,1741950,0,66.0,0,5,708750,211,2023-01-09T00:00:00.000,0,0,,1642500,708750,0,,0,1,1575000,,,,0,0,1575000,0
5000190042,0,21293,1,0,0.0,1,0,0,0,0,1510,101,0,560000,,21293,0,23.0,0,5,8280,308,2023-01-09T00:00:00.000,0,0,37.0,20088,8280,2,,0,1,138000,,,,0,0,138000,0
5000011242,0,36428,1,0,0.868,1,0,0,0,0,1238,101,0,81160,R,36428,0,0.0,0,5,1922,90,2023-01-09T00:00:00.000,0,0,275.0,31222,1922,1,4J,0,1,4271,,,,0,0,4271,0
5000011403,1451843,2183993,1,2183993,5.365,0,0,2659518,1451843,0,77513,101,0,4198000,C,1451843,0,220.0,0,5,81143,50,2023-01-09T00:00:00.000,0,0,58.0,1889100,81143,0,PARK,0,1,180318,,,,0,0,180318,0
5000260042,0,25597,1,0,0.0,1,0,0,0,0,3750,101,0,910000,,25597,0,24.0,0,5,7920,140,2023-01-09T00:00:00.000,0,0,,25482,7920,2,,0,1,132000,,,,0,0,132000,0
5000020767,0,90900,1,0,0.0,0,0,0,0,0,0,101,0,213000,,90900,0,0.0,0,5,95850,,2023-01-09T00:00:00.000,0,0,,95850,90900,0,,0,1,202000,,,,0,0,202000,0
5000200074,0,34836,1,0,0.0,1,0,0,0,0,2920,101,0,843000,,34836,0,23.0,0,5,17280,27,2023-01-09T00:00:00.000,0,0,,34571,17280,3,,0,1,288000,,,NW,0,0,288000,0
5000011239,0,26188,1,0,0.624,1,0,0,0,0,890,101,0,58345,R,26188,0,0.0,0,5,1382,90,2023-01-09T00:00:00.000,0,0,275.0,22446,1382,1,4G,0,1,3070,,,,0,0,3070,0
5000170023,0,10247,1,0,0.0,0,0,0,0,0,0,101,0,202000,,10247,0,0.0,0,5,12120,,2023-01-09T00:00:00.000,0,0,,9667,11520,0,,0,1,192000,,,,0,0,192000,0
5000050057,0,1229940,1,0,0.0,1,0,0,0,0,73417,101,0,2721000,,1129950,0,150.0,0,5,337500,33,2023-01-09T00:00:00.000,0,0,,1204830,337500,55,,0,1,750000,,,,0,0,750000,0
5000250062,1460,22438,1,1460,0.0,1,0,1460,1460,0,1370,101,0,440000,,22438,0,20.0,0,5,8220,104,2023-01-09T00:00:00.000,0,0,,21168,8220,1,,0,1,137000,,,,0,0,137000,0
5000011035,0,25115,1,0,0.6472,1,0,0,0,0,900,101,0,57310,R,25115,0,20.0,0,5,3713,80,2023-01-09T00:00:00.000,0,0,245.0,24296,3713,1,4E,0,1,8252,,,,0,0,8252,0
5000230060,0,11837,1,0,0.0,1,0,0,0,0,3200,101,0,465000,,11837,0,20.0,0,5,5340,89,2023-01-09T00:00:00.000,0,0,59.0,11747,5340,2,,0,1,89000,,,,0,0,89000,0
5000110004,0,28088,1,0,0.0,1,0,0,0,0,1943,101,0,818000,,28088,0,25.0,0,5,11100,251,2023-01-09T00:00:00.000,0,0,,28088,11100,2,,0,1,185000,,,,0,0,185000,0
5000012043,7688,38919,1,7345,1.282,1,0,13618,7688,0,1008,101,0,93289,R,38919,0,0.0,0,5,6721,155,2023-01-09T00:00:00.000,0,0,1.0,36241,6721,1,5G,0,1,14935,,,CR,0,0,14935,0
5000012044,7118,36035,1,6800,1.187,1,0,12608,7118,0,1008,101,0,86377,R,36035,0,0.0,0,5,6223,155,2023-01-09T00:00:00.000,0,0,1.0,33553,6223,1,5H,0,1,13829,,,CR,0,0,13829,0
5000011278,0,26021,1,0,0.62,1,0,0,0,0,884,101,0,57971,R,26021,0,0.0,0,5,1373,90,2023-01-09T00:00:00.000,0,0,275.0,22302,1373,1,7G,0,1,3050,,,,0,0,3050,0
5000180132,0,29203,1,0,0.0,1,0,0,0,0,2496,101,0,781000,,29203,0,22.0,0,5,5760,46,2023-01-09T00:00:00.000,0,0,,28800,5760,2,,0,1,96000,,,,0,0,96000,0
5000210038,0,25757,1,0,0.0,1,0,0,0,0,1648,101,0,683000,,25757,0,29.0,0,5,10740,5,2023-01-09T00:00:00.000,0,0,,25561,10740,1,,0,1,179000,,,,0,0,179000,0
5000230004,0,44100,1,0,0.0,0,0,0,0,0,0,101,0,107000,,44100,0,0.0,0,5,48150,,2023-01-09T00:00:00.000,0,0,,36810,62550,0,,0,1,139000,,,,0,0,139000,0
5000080043,0,227487,1,0,0.0,1,0,0,0,0,4488,101,0,736000,,227487,0,22.0,0,5,8100,50,2023-01-09T00:00:00.000,0,0,,213331,8100,8,,0,1,18000,,,,0,0,18000,0
5000011087,5960,26543,1,5960,0.684,1,0,5960,5960,0,900,101,0,60568,R,26543,0,20.0,0,5,3924,80,2023-01-09T00:00:00.000,0,0,245.0,25677,3924,1,7M,0,1,8721,,,,0,0,8721,0
5000050001,0,360360,1,0,0.0,1,0,0,0,0,4800,101,0,813000,,355500,0,44.0,0,5,66150,150,2023-01-09T00:00:00.000,0,0,,358830,66150,0,,0,1,147000,,,NW,0,0,147000,0
5000050115,0,144090,1,0,0.0,1,0,0,0,0,2760,101,0,307000,,144090,0,40.0,0,5,56250,80,2023-01-09T00:00:00.000,0,0,,138150,56250,0,,0,1,125000,,,,0,0,125000,0
5000190035,0,27626,1,0,0.0,1,0,0,0,0,2480,101,0,619000,,27626,0,25.0,0,5,9720,298,2023-01-09T00:00:00.000,0,0,,27144,9720,3,,0,1,162000,,,,0,0,162000,0
5000080060,0,2374650,1,0,0.0,1,0,0,0,0,79150,101,0,5193000,,2374650,0,135.0,0,5,866250,120,2023-01-09T00:00:00.000,0,0,,2336850,866250,0,,0,1,1925000,,,,0,0,1925000,0
5000012036,8384,42440,1,8009,1.398,1,0,14850,8384,0,1008,101,0,101731,R,42440,0,0.0,0,5,7329,155,2023-01-09T00:00:00.000,0,0,1.0,39519,7329,1,4L,0,1,16287,,,CR,0,0,16287,0
5000230013,0,18937,1,0,0.0,0,0,0,0,0,0,101,0,351000,,18937,0,0.0,0,5,21060,455,2023-01-09T00:00:00.000,0,0,,17865,27360,0,,0,1,456000,,,CR,0,0,456000,0
5000180073,0,22378,1,0,0.0,1,0,0,0,0,2450,101,0,553000,,22378,0,25.0,0,5,10260,15,2023-01-09T00:00:00.000,0,0,,21904,10260,2,,0,1,171000,,,,0,0,171000,0
5000160013,0,3798,1,0,0.0,1,0,0,0,0,0,101,0,67720,,3798,0,0.0,0,5,1260,119,2023-01-09T00:00:00.000,0,0,,3583,1260,0,,0,1,21000,,,,0,0,21000,0
5000160014,0,21067,1,0,0.0,1,0,0,0,0,1960,101,0,591000,,21067,0,22.0,0,5,5460,117,2023-01-09T00:00:00.000,0,0,,20862,5460,2,,0,1,91000,,,,0,0,91000,0
5000250003,0,53518,1,0,0.0,1,0,0,0,0,2880,101,0,635000,,53518,0,20.0,0,5,103500,415,2023-01-09T00:00:00.000,0,0,,49568,103500,4,,0,1,230000,,,,0,0,230000,0
5000020015,36698850,39262860,1,39262860,0.0,1,0,40384710,36698850,0,492962,101,0,81549000,,36698850,0,550.0,0,5,4774050,55,2023-01-09T00:00:00.000,0,0,1.0,36697050,4774050,0,,0,1,10609000,,,,0,0,10609000,0
5000110008,0,798570,1,0,0.0,0,0,0,0,0,0,101,0,1629000,,798570,0,0.0,0,5,733050,22,2023-01-09T00:00:00.000,0,0,8.0,733050,813150,0,,0,1,1807000,,,,0,0,1807000,0
5000180080,0,27667,1,0,0.0,1,0,0,0,0,2352,101,0,673000,,27667,0,20.0,0,5,6240,171,2023-01-09T00:00:00.000,0,0,,26330,6240,2,,0,1,104000,,,NE,0,0,104000,0
5000161002,21963,38464,1,23000,10.1,1,0,28388,21963,0,426,101,0,82787,R,36735,0,0.0,0,5,1954,55,2023-01-09T00:00:00.000,0,0,242.0,35615,1954,1,1A,0,1,4343,,,,0,0,4343,0
5000150064,0,24538,1,0,0.0,1,0,0,0,0,1755,101,0,549000,,24538,0,22.0,0,5,5460,31,2023-01-09T00:00:00.000,0,0,,24336,5460,1,,0,1,91000,,,,0,0,91000,0
5000011238,0,25809,1,0,0.615,1,0,0,0,0,878,101,0,57504,R,25809,0,0.0,0,5,1362,90,2023-01-09T00:00:00.000,0,0,275.0,22121,1362,1,4F,0,1,3026,,,,0,0,3026,0
5000050051,0,5217570,1,0,0.0,1,0,0,0,0,168722,101,0,10693000,,4837050,0,160.0,0,5,945000,60,2023-01-09T00:00:00.000,0,0,,4811850,945000,0,,0,1,2100000,,,,0,0,2100000,0
5000011002,2390,36866,1,2390,0.95,1,0,2390,2390,0,900,101,0,84123,R,36866,0,20.0,0,5,5451,80,2023-01-09T00:00:00.000,0,0,245.0,35664,5450,1,1B,0,1,12112,,,,0,0,12112,0
5000230074,6791,33491,1,6791,0.0,1,0,6791,6791,0,3250,101,0,711000,,33491,0,20.0,0,5,4560,119,2023-01-09T00:00:00.000,0,0,,31596,4560,2,,0,1,76000,,,,0,0,76000,0
5000170006,1460,18317,1,1460,0.0,1,0,1460,1460,0,1520,101,0,481000,,18317,0,20.0,0,5,4980,121,2023-01-09T00:00:00.000,0,0,,17280,4980,2,,0,1,83000,,,,0,0,83000,0
5000250069,0,19872,1,0,0.0,1,0,0,0,0,1332,101,0,500000,,19872,0,20.0,0,5,6960,116,2023-01-09T00:00:00.000,0,0,,18835,6960,1,,0,1,116000,,,,0,0,116000,0
5000150065,1460,26582,1,1460,0.0,1,0,1460,1460,0,2074,101,0,543000,,26582,0,22.0,0,5,7500,29,2023-01-09T00:00:00.000,0,0,,25081,7500,2,,0,1,125000,,,,0,0,125000,0
5000170116,0,13674,1,0,0.0,0,0,0,0,0,0,101,0,215000,,13674,0,0.0,0,5,12900,130,2023-01-09T00:00:00.000,0,0,,12900,14580,0,,0,1,243000,,,,0,0,243000,0
5000011029,2390,18026,1,2390,0.4645,1,0,2390,2390,0,900,101,0,41131,R,18026,0,20.0,0,5,2665,80,2023-01-09T00:00:00.000,0,0,245.0,17438,2665,1,3O,0,1,5922,,,,0,0,5922,0
5000011271,0,47760,1,0,1.138,1,0,0,0,0,1624,101,0,106405,R,47760,0,0.0,0,5,2520,90,2023-01-09T00:00:00.000,0,0,275.0,40936,2520,1,6M,0,1,5599,,,,0,0,5599,0
5000140099,0,29290,1,0,0.0,1,0,0,0,0,2208,101,0,603000,,29290,0,33.0,0,5,7140,248,2023-01-09T00:00:00.000,0,0,,29290,7140,2,,0,1,119000,,,,0,0,119000,0
5000010060,3865050,3679560,1,3679560,0.0,4,0,3468060,3865050,0,34941,101,0,8339000,,3865050,0,241.0,0,5,3538800,5,2023-01-09T00:00:00.000,0,0,60.0,3752550,3538800,0,,0,1,7864000,,,,0,0,7864000,0
5000010070,5422950,5642100,1,5642100,0.0,1,0,5744610,5422950,0,87875,101,0,11700000,,5422950,0,0.0,0,5,413550,15,2023-01-09T00:00:00.000,0,0,,5265000,413550,0,,0,1,919000,,,,0,0,919000,0
5000160030,0,26483,1,0,0.0,1,0,0,0,0,3120,101,0,965000,,26483,0,20.0,0,5,6240,87,2023-01-09T00:00:00.000,0,0,,24984,6240,3,,0,1,104000,,,,0,0,104000,0
5000011076,0,36172,1,0,0.9321,1,0,0,0,0,900,101,0,82537,R,36172,0,20.0,0,5,5348,80,2023-01-09T00:00:00.000,0,0,245.0,34993,5348,1,7A,0,1,11884,,,,0,0,11884,0
5000020021,450,447,1,447,0.0,0,0,446,450,0,0,101,0,1000,,450,0,0.0,0,5,450,,2023-01-09T00:00:00.000,0,0,,450,450,0,,0,1,1000,,,,0,0,1000,0
5000012053,9014,45629,1,8611,1.503,1,0,15965,9014,0,1218,101,0,109371,R,45629,0,0.0,0,5,7880,155,2023-01-09T00:00:00.000,0,0,1.0,42487,7880,1,6E,0,1,17510,,,CR,0,0,17510,0
5000040021E,0,0,1,0,0.0,0,0,0,0,0,0,101,0,0,,0,0,0.0,0,5,0,,2023-01-09T00:00:00.000,0,0,,0,0,0,,0,1,0,A203,E,,0,0,0,0
5000260021,0,1197400,1,0,0.0,3,0,0,0,0,42374,101,0,2841000,,1197400,0,164.0,0,5,587700,78,2023-01-09T00:00:00.000,0,0,,1160230,587700,0,,0,1,1306000,,,,0,0,1306000,0
5000080014,0,168030,1,0,0.0,0,0,0,0,0,0,101,0,343000,,168030,0,0.0,0,5,154350,,2023-01-09T00:00:00.000,0,0,,154350,171450,0,,0,1,381000,,,,0,0,381000,0
5000160045,0,34344,1,0,0.0,1,0,0,0,0,2806,101,0,604000,,34344,0,23.0,0,5,7200,49,2023-01-09T00:00:00.000,0,0,,33264,7200,2,,0,1,120000,,,,0,0,120000,0
5000011073,2390,25768,1,2390,0.664,1,0,2390,2390,0,900,101,0,58797,R,25768,0,20.0,0,5,3810,80,2023-01-09T00:00:00.000,0,0,245.0,24927,3810,1,6N,0,1,8466,,,,0,0,8466,0
5000150023,0,37854,1,0,0.0,1,0,0,0,0,3369,101,0,723000,,37854,0,45.0,0,5,15180,103,2023-01-09T00:00:00.000,0,0,,35712,15180,2,,0,1,253000,,,,0,0,253000,0
5000011109,0,23901,1,0,0.6159,1,0,0,0,0,900,101,0,54538,R,23901,0,20.0,0,5,3534,80,2023-01-09T00:00:00.000,0,0,245.0,23121,3534,1,9D,0,1,7853,,,,0,0,7853,0
5000130060,3074382,3982320,1,3173958,0.0,1,0,3980318,3074382,0,58792,101,0,8525000,,3857850,0,80.0,0,5,419400,224,2023-01-09T00:00:00.000,0,0,60.0,3836250,419400,40,,0,1,932000,,,SE,0,0,932000,0
5000011247,0,46837,1,0,1.116,1,0,0,0,0,1592,101,0,104348,R,46837,0,0.0,0,5,2471,90,2023-01-09T00:00:00.000,0,0,275.0,40144,2471,1,5B,0,1,5491,,,,0,0,5491,0
5000020950,48600,34830,1,34830,0.0,0,0,29340,48600,0,0,101,0,85000,,48600,0,0.0,0,5,38250,,2023-01-09T00:00:00.000,0,0,,38250,48600,0,,0,1,108000,,,,0,0,108000,0
5000030055,0,26712,1,0,0.0,1,0,0,0,0,3200,101,0,820000,,26712,0,20.0,0,5,8400,376,2023-01-09T00:00:00.000,0,0,,25200,8400,2,,0,1,140000,,,,0,0,140000,0
5000011032,0,19834,1,0,0.5111,1,0,0,0,0,900,101,0,45258,R,19834,0,20.0,0,5,2933,80,2023-01-09T00:00:00.000,0,0,245.0,19187,2933,1,4B,0,1,6517,,,,0,0,6517,0
5000140009,1460,21280,1,1460,0.0,1,0,1460,1460,0,1746,101,0,651000,,21280,0,22.0,0,5,11520,147,2023-01-09T00:00:00.000,0,0,,20098,11520,1,,0,1,192000,,,,0,0,192000,0
5000011079,6536,25802,1,6451,0.6649,1,0,6240,6536,0,900,101,0,58876,R,25802,0,20.0,0,5,3815,80,2023-01-09T00:00:00.000,0,0,245.0,24961,3815,1,7D,0,1,8477,,,,0,0,8477,0
5000010060E,0,0,1,0,0.0,0,0,0,0,0,0,101,0,0,,0,0,0.0,0,5,0,,2023-01-09T00:00:00.000,0,0,,0,0,0,,0,1,0,MA219-E2,E,,0,0,0,0
5000012002,7748,39222,1,7402,1.292,1,0,13724,7748,0,1047,101,0,94017,R,39222,0,0.0,0,5,6773,155,2023-01-09T00:00:00.000,0,0,1.0,36522,6773,1,2B,0,1,15052,,,CR,0,0,15052,0
5000011252,0,26188,1,0,0.624,1,0,0,0,0,890,101,0,58345,R,26188,0,0.0,0,5,1382,90,2023-01-09T00:00:00.000,0,0,275.0,22446,1382,1,5G,0,1,3070,,,,0,0,3070,0
5000200053,0,27043,1,0,0.0,1,0,0,0,0,1008,101,0,503000,,27043,0,12.0,0,5,8340,82,2023-01-09T00:00:00.000,0,0,19.0,26839,8340,1,,0,1,139000,,,,0,0,139000,0
5000130068,0,220680,1,0,0.0,0,0,0,0,0,0,101,0,472000,,209700,0,0.0,0,5,212400,208,2023-01-09T00:00:00.000,0,0,,212400,209700,0,,0,1,466000,,,,0,0,466000,0
5000010260,0,447300,1,0,0.0,0,0,0,0,0,0,101,0,994000,,447300,0,0.0,0,5,447300,,2023-01-09T00:00:00.000,0,0,275.0,447300,447300,0,,0,1,994000,,,,0,0,994000,0
5000060152,0,192602,1,0,0.0,1,0,0,0,0,6954,101,0,482000,,192602,0,25.0,0,5,57600,37,2023-01-09T00:00:00.000,0,0,,178335,57600,4,,0,1,128000,,,,0,0,128000,0
5000050065,0,185490,1,0,0.0,1,0,0,0,0,5341,101,0,379000,,180900,0,32.0,0,5,101250,25,2023-01-09T00:00:00.000,0,0,,170550,101250,0,,0,1,225000,,,,0,0,225000,0
5000010021,0,156690,1,0,0.0,0,0,0,0,0,0,101,0,404000,,156690,0,0.0,0,5,181800,,2023-01-09T00:00:00.000,0,0,,139140,187200,0,,0,1,416000,,,,0,0,416000,0
5000140024,643050,631170,1,631170,0.0,1,0,630360,643050,0,11160,101,0,1347000,,643050,0,76.0,0,5,154800,280,2023-01-09T00:00:00.000,0,0,,606150,154800,0,,0,1,344000,,,,0,0,344000,0
5000130116,0,49682,1,0,0.0,0,0,0,0,0,0,101,0,475000,,49682,0,0.0,0,5,28500,,2023-01-09T00:00:00.000,0,0,,11365,202950,0,,0,1,451000,,,,0,0,451000,0
5000230057,0,15925,1,0,0.0,1,0,0,0,0,2050,101,0,495000,,15925,0,25.0,0,5,14760,95,2023-01-09T00:00:00.000,0,0,,15024,14760,2,,0,1,246000,,,,0,0,246000,0
5000011283,0,62743,1,0,1.495,1,0,0,0,0,2132,101,0,139785,R,62743,0,0.0,0,5,3310,90,2023-01-09T00:00:00.000,0,0,275.0,53778,3310,1,7L,0,1,7355,,,,0,0,7355,0
5000012046,9235,46750,1,8823,1.54,1,0,16358,9235,0,1248,101,0,112064,R,46750,0,0.0,0,5,8073,155,2023-01-09T00:00:00.000,0,0,1.0,43533,8073,1,5J,0,1,17941,,,CR,0,0,17941,0
5000180090,0,458470,1,0,0.0,1,0,0,0,0,16575,101,0,899000,,458470,0,65.0,0,5,146250,151,2023-01-09T00:00:00.000,0,0,,404550,146250,19,,0,1,325000,,,,0,0,325000,0
5000011250,0,37352,1,0,0.89,1,0,0,0,0,1270,101,0,83217,R,37352,0,0.0,0,5,1971,90,2023-01-09T00:00:00.000,0,0,275.0,32015,1971,1,5E,0,1,4379,,,,0,0,4379,0
5000250074,0,23886,1,0,0.0,1,0,0,0,0,2500,101,0,712000,,23886,0,22.0,0,5,6840,71,2023-01-09T00:00:00.000,0,0,,23705,6840,2,,0,1,114000,,,,0,0,114000,0
5000220093,0,17196,1,0,0.0,1,0,0,0,0,2678,101,0,670000,,17196,0,24.0,0,5,14160,10,2023-01-09T00:00:00.000,0,0,,17196,14160,1,,0,1,236000,,,,0,0,236000,0
