parid,tenactextot,tentrntot,period,tentrnextot,uaf_land,num_bldgs,cbntrnland,pytrnextot,curactextot,cbntrnextot,gross_sqft,secvol,yralt2,pymkttot,condo_sfx1,tentxbtot,cbnmktland,bld_frt,fintxbtot,boro,pyactland,housenum_lo,extracrdt,storage_area_gross,loft_area_gross,appt_lot,pytxbtot,curactland,coop_apts,aptno,cbnactland,rectype,curmktland,reuc_ref,easement,corner,yralt2_range,yrbuilt_range,tenmktland,fintrnextot
5000210030,0,25478,1,0,0.0,1,0,0,0,0,2040,101,0,680000,,25478,0,30.0,0,5,10560,19,2023-01-09T00:00:00.000,0,0,,25283,10560,1,,0,1,176000,,,,0,0,176000,0
5000170007,0,18270,1,0,0.0,1,0,0,0,0,1500,101,0,419000,,18270,0,19.0,0,5,5040,119,2023-01-09T00:00:00.000,0,0,,17267,5040,2,,0,1,84000,,,,0,0,84000,0
5000011051,2390,16732,1,2390,0.4312,1,0,2390,2390,0,900,101,0,38183,R,16732,0,20.0,0,5,2474,80,2023-01-09T00:00:00.000,0,0,245.0,16187,2474,1,5F,0,1,5498,,,,0,0,5498,0
3012440066,0,28483,1,0,0.0,1,0,0,0,0,3240,502,0,1829000,,28483,0,18.0,0,3,20460,15,2025-01-07T00:00:00.000,0,0,,26873,20460,2,,0,1,341000,,,,0,0,341000,0
5000011273,0,46837,1,0,1.116,1,0,0,0,0,1592,101,0,104348,R,46837,0,0.0,0,5,2471,90,2023-01-09T00:00:00.000,0,0,275.0,40144,2471,1,7B,0,1,5491,,,,0,0,5491,0
5000220101,0,23856,1,0,0.0,1,0,0,0,0,1330,101,0,477000,,23856,0,16.0,0,5,11580,253,2023-01-09T00:00:00.000,0,0,,23677,11580,2,,0,1,193000,,,,0,0,193000,0
5000150095,0,20808,1,0,0.0,1,0,0,0,0,1312,101,0,396000,,20808,0,19.0,0,5,5340,28,2023-01-09T00:00:00.000,0,0,,19766,5340,1,,0,1,89000,,,,0,0,89000,0
5000170070,0,23090,1,0,0.0,1,0,0,0,0,1944,101,0,597000,,23090,0,22.0,0,5,6780,20,2023-01-09T00:00:00.000,0,0,,22913,6780,2,,0,1,113000,,,,0,0,113000,0
5000160007,0,577350,1,0,0.0,1,0,0,0,0,8927,101,0,1238000,,577350,0,109.0,0,5,162900,450,2023-01-09T00:00:00.000,0,0,,557100,162900,0,,0,1,362000,,,,0,0,362000,0
5000011274,0,28203,1,0,0.672,1,0,0,0,0,958,101,0,62833,R,28203,0,0.0,0,5,1488,90,2023-01-09T00:00:00.000,0,0,275.0,24173,1488,1,7C,0,1,3306,,,,0,0,3306,0
5000150074,0,101650,1,0,0.0,1,0,0,0,0,5390,101,0,620000,,101650,0,45.0,0,5,193500,11,2023-01-09T00:00:00.000,0,0,,94120,193500,4,,0,1,430000,,,,0,0,430000,0
5000210047,0,25578,1,0,0.0,1,0,0,0,0,1798,101,0,672000,,25578,0,25.0,0,5,11280,122,2023-01-09T00:00:00.000,0,0,,25381,11280,1,,0,1,188000,,,,0,0,188000,0
5000210045,0,26275,1,0,0.0,1,0,0,0,0,1912,101,0,591000,,26275,0,34.0,0,5,16500,126,2023-01-09T00:00:00.000,0,0,,26074,16500,2,,0,1,275000,,,SE,0,0,275000,0
5000011009,0,57055,1,0,1.4702,1,0,0,0,0,900,101,0,130186,R,57055,0,20.0,0,5,8435,80,2023-01-09T00:00:00.000,0,0,245.0,55194,8435,1,1J,0,1,18745,,,,0,0,18745,0
5000160050,0,1035180,1,0,0.0,1,0,0,0,0,24730,101,0,2126000,,931950,0,75.0,0,5,315450,358,2023-01-09T00:00:00.000,0,0,,956700,315450,0,,0,1,701000,,,,0,0,701000,0
5000011105,2390,30074,1,2390,0.775,1,0,2390,2390,0,900,101,0,68626,R,30074,0,20.0,0,5,4446,80,2023-01-09T00:00:00.000,0,0,245.0,29093,4446,1,8P,0,1,9881,,,,0,0,9881,0
5000160118,0,24283,1,0,0.0,1,0,0,0,0,2360,101,0,652000,,24283,0,22.0,0,5,6360,424,2023-01-09T00:00:00.000,0,0,,24283,6360,2,,0,1,106000,,,,0,0,106000,0
5000160120,0,134262,1,0,0.0,1,0,0,0,0,10068,101,0,267000,,124650,0,32.0,0,5,120150,430,2023-01-09T00:00:00.000,0,0,,85419,120150,8,,0,1,267000,,,,0,0,267000,0
5000220135,0,3547,1,0,0.0,0,0,0,0,0,0,101,0,173000,,3547,0,0.0,0,5,10380,,2023-01-09T00:00:00.000,0,0,,3349,10200,0,,0,1,170000,,,,0,0,170000,0
5000260048,0,33043,1,0,0.0,1,0,0,0,0,4773,101,0,1122000,,33043,0,34.0,0,5,11100,150,2023-01-09T00:00:00.000,0,0,,32791,11100,2,,0,1,185000,,,,0,0,185000,0
5000170039,1460,23426,1,1460,0.0,1,0,1460,1460,0,2000,101,0,608000,,23426,0,22.0,0,5,5700,43,2023-01-09T00:00:00.000,0,0,,22104,5700,1,,0,1,95000,,,,0,0,95000,0
5000140096,0,234360,1,0,0.0,1,0,0,0,0,7700,101,0,546000,,234360,0,42.0,0,5,80100,250,2023-01-09T00:00:00.000,0,0,,217170,80100,12,,0,1,178000,,,,0,0,178000,0
5000200083,1460,29447,1,1460,0.0,1,0,1460,1460,0,2330,101,0,583000,,29447,0,15.86,0,5,7440,43,2023-01-09T00:00:00.000,0,0,79.0,27780,7440,2,,0,1,124000,,,,0,0,124000,0
5000050111,0,431460,1,0,0.0,1,0,0,0,0,4612,101,0,884000,,431460,0,46.0,0,5,168750,70,2023-01-09T00:00:00.000,0,0,,397800,168750,0,,0,1,375000,,,,0,0,375000,0
5000011061,2390,36172,1,2390,0.9321,1,0,2390,2390,0,900,101,0,82537,R,36172,0,20.0,0,5,5348,80,2023-01-09T00:00:00.000,0,0,245.0,34993,5348,1,6A,0,1,11884,,,,0,0,11884,0
