source_relation,criterion_id,ad_group_id,base_campaign_id,updated_at,type,status,keyword_match_type,keyword_text,is_most_recent_record
"",10015351,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,oracle,t
"",10015351,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,oracle,f
"",10015351,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,oracle,f
"",10070072,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,lever,t
"",10070072,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,lever,f
"",10070072,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,lever,f
"",10105176,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,connectors,t
"",10105176,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,connectors,f
"",10105176,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,connectors,f
"",10146441,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,quickbooks,t
"",10146441,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,quickbooks,f
"",10146441,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,quickbooks,f
"",10151641,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,directory,t
"",10151641,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,directory,f
"",10151641,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,directory,f
"",10165911,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,greenhouse,t
"",10165911,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,greenhouse,f
"",10165911,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,greenhouse,f
"",10204651,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,lightspeed,t
"",10204651,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,lightspeed,f
"",10204651,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,lightspeed,f
"",10282601,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,intercom,t
"",10282601,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,intercom,f
"",10282601,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,intercom,f
"",10437471,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,front,t
"",10437471,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,front,f
"",10437471,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,front,f
"",10444791,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,adobe,t
"",10444791,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,adobe,f
"",10444791,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,adobe,f
"",10529770,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,recharge,t
"",10529770,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,recharge,f
"",10529770,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,recharge,f
"",10640661,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,salesforce,t
"",10640661,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,salesforce,f
"",10640661,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,salesforce,f
"",10939631,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,doubleclick,t
"",10939631,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,doubleclick,f
"",10939631,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,doubleclick,f
"",11487266,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,square,t
"",11487266,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,square,f
"",11487266,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,square,f
"",12316460,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,segment,t
"",12316460,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,segment,f
"",12316460,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,segment,f
"",12317130,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,heap,t
"",12317130,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,heap,f
"",12317130,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,heap,f
"",12723076,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,marin,t
"",12723076,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,marin,f
"",12723076,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,marin,f
"",12731656,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,height,t
"",12731656,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,height,f
"",12731656,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,height,f
