source_relation,criterion_id,ad_group_id,base_campaign_id,updated_at,type,status,keyword_match_type,keyword_text,is_most_recent_record
"",13769582,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,dropbox,t
"",13769582,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,dropbox,f
"",13769582,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,dropbox,f
"",14393133,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,braze,t
"",14393133,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,braze,f
"",14393133,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,braze,f
"",14865056,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,amplitude,t
"",14865056,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,amplitude,f
"",14865056,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,amplitude,f
"",16944061,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,xero,t
"",16944061,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,xero,f
"",16944061,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,xero,f
"",17877963,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,mandrill,t
"",17877963,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,mandrill,f
"",17877963,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,mandrill,f
"",20085841,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,oscommerce,t
"",20085841,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,oscommerce,f
"",20085841,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,oscommerce,f
"",30000730,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,stripe,t
"",30000730,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,stripe,f
"",30000730,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,stripe,f
"",31149141,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,asana,t
"",31149141,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,asana,f
"",31149141,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,asana,f
"",39555491,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,panoply,t
"",39555491,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,panoply,f
"",39555491,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,panoply,f
"",61486671,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,netsuite,t
"",61486671,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,netsuite,f
"",61486671,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,netsuite,f
"",113584990,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,jira,t
"",113584990,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,jira,f
"",113584990,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,jira,f
"",123025260,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,integrations,t
"",123025260,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,integrations,f
"",123025260,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,integrations,f
"",155083469,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,linkedin,t
"",155083469,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,linkedin,f
"",155083469,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,linkedin,f
"",247685503,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,workday,t
"",247685503,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,workday,f
"",247685503,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,workday,f
"",267812676,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,mailchimp,t
"",267812676,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,mailchimp,f
"",267812676,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,mailchimp,f
"",350797407,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,coupa,t
"",350797407,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,coupa,f
"",350797407,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,coupa,f
"",392817066,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,mixpanel,t
"",392817066,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,mixpanel,f
"",392817066,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,mixpanel,f
"",417393029,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,youtube,t
"",417393029,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,youtube,f
"",417393029,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,youtube,f
"",694745596,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,splunk,t
"",694745596,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,splunk,f
"",694745596,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,splunk,f
"",781375988,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,iterable,t
"",781375988,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,iterable,f
"",781375988,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,iterable,f
"",1521992189,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,shopify,t
"",1521992189,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,shopify,f
"",1521992189,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,shopify,f
"",2419951708,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,marketo,t
"",2419951708,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,marketo,f
"",2419951708,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,marketo,f
"",2700821930,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,zuora,t
"",2700821930,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,zuora,f
"",2700821930,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,zuora,f
"",2862698955,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,adroll,t
"",2862698955,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,adroll,f
"",2862698955,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,adroll,f
"",3220233629,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,criteo,t
"",3220233629,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,criteo,f
"",3220233629,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,criteo,f
"",4063410482,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,servicenow,t
"",4063410482,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,servicenow,f
"",4063410482,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,servicenow,f
"",4748807689,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,hubspot,t
"",4748807689,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,hubspot,f
"",4748807689,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,hubspot,f
"",4792586681,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,outbrain,t
"",4792586681,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,outbrain,f
"",4792586681,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,outbrain,f
"",5483704468,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,prestashop,t
"",5483704468,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,prestashop,f
"",5483704468,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,prestashop,f
"",6236558781,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,zendesk,t
"",6236558781,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,zendesk,f
"",6236558781,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,zendesk,f
"",8418297211,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,github,t
"",8418297211,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,github,f
"",8418297211,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,github,f
"",9908452921,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,uservoice,t
"",9908452921,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,uservoice,f
"",9908452921,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,uservoice,f
"",11419721426,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,taboola,t
"",11419721426,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,taboola,f
"",11419721426,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,taboola,f
"",11433857964,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,webhooks,t
"",11433857964,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,webhooks,f
"",11433857964,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,webhooks,f
"",11482822234,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,twilio,t
"",11482822234,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,twilio,f
"",11482822234,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,twilio,f
"",12642339858,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,mavenlink,t
"",12642339858,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,mavenlink,f
"",12642339858,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,mavenlink,f
"",12731454078,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,mariadb,t
"",12731454078,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,mariadb,f
"",12731454078,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,mariadb,f
"",13515897041,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,mongodb,t
"",13515897041,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,mongodb,f
"",13515897041,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,mongodb,f
"",17241249491,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,sendgrid,t
"",17241249491,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,sendgrid,f
"",17241249491,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,sendgrid,f
"",18291556250,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,recurly,t
"",18291556250,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,recurly,f
"",18291556250,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,recurly,f
"",26363340791,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,optimizely,t
"",26363340791,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,optimizely,f
"",26363340791,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,optimizely,f
"",26844044425,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,freshdesk,t
"",26844044425,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,freshdesk,f
"",26844044425,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,freshdesk,f
"",27737579167,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,anaplan,t
"",27737579167,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,anaplan,f
"",27737579167,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,anaplan,f
"",30697700748,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,pipedrive,t
"",30697700748,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,pipedrive,f
"",30697700748,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,pipedrive,f
"",37989324332,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,woocommerce,t
"",37989324332,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,woocommerce,f
"",37989324332,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,woocommerce,f
"",59276813430,23289504013,,2022-05-31 17:55:44.964,KEYWORD,REMOVED,BROAD,fivetran,t
"",59276813430,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,fivetran,f
"",59276813430,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,fivetran,f
"",59284563270,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,EXACT,fivetran,t
"",59284563270,23289504013,344106493,2021-08-25 20:21:09.602,,,EXACT,fivetran,f
"",59284563270,23289504013,344106493,2021-06-29 17:19:05.102,,,EXACT,fivetran,f
"",166149589501,23289504013,,2022-05-31 17:55:44.964,KEYWORD,REMOVED,PHRASE,fivetran,t
"",166149589501,23289504013,344106493,2021-08-25 20:21:09.602,,,PHRASE,fivetran,f
"",166149589501,23289504013,344106493,2021-06-29 17:19:05.102,,,PHRASE,fivetran,f
"",166149592141,23289504013,,2022-05-31 17:55:44.964,KEYWORD,REMOVED,EXACT,five tran,t
"",166149592141,23289504013,344106493,2021-08-25 20:21:09.602,,,EXACT,five tran,f
"",166149592141,23289504013,344106493,2021-06-29 17:19:05.102,,,EXACT,five tran,f
"",175227036493,23289504013,,2022-05-31 17:55:44.964,KEYWORD,REMOVED,BROAD,+fivetran,t
"",175227036493,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,+fivetran,f
"",175227036493,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,+fivetran,f
"",175231962493,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,PHRASE,five tran,t
"",175231962493,23289504013,344106493,2021-08-25 20:21:09.602,,,PHRASE,five tran,f
"",175231962493,23289504013,344106493,2021-06-29 17:19:05.102,,,PHRASE,five tran,f
"",295542631093,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,appsflyer,t
"",295542631093,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,appsflyer,f
"",295542631093,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,appsflyer,f
"",300055655251,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,klaviyo,t
"",300055655251,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,klaviyo,f
"",300055655251,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,klaviyo,f
"",300523358625,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,data sources,t
"",300523358625,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,data sources,f
"",300523358625,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,data sources,f
"",300658895711,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,sailthru,t
"",300658895711,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,sailthru,f
"",300658895711,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,sailthru,f
"",303376179543,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,data connectors,t
"",303376179543,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,data connectors,f
"",303376179543,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,data connectors,f
"",312922420265,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,+5tran,t
"",312922420265,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,+5tran,f
"",312922420265,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,+5tran,f
"",314873420304,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,databricks,t
"",314873420304,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,databricks,f
"",314873420304,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,databricks,f
"",320537653594,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,airtable,t
"",320537653594,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,airtable,f
"",320537653594,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,airtable,f
"",364770272637,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,pendo,t
"",364770272637,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,pendo,f
"",364770272637,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,pendo,f
"",374189247735,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,kustomer,t
"",374189247735,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,kustomer,f
"",374189247735,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,kustomer,f
"",377284760822,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,source catalog,t
"",377284760822,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,source catalog,f
"",377284760822,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,source catalog,f
"",410613989703,23289504013,,2022-05-31 17:55:44.964,KEYWORD,REMOVED,BROAD,+five +tran,t
"",410613989703,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,+five +tran,f
"",410613989703,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,+five +tran,f
"",507485869872,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,cloudtrail,t
"",507485869872,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,cloudtrail,f
"",507485869872,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,cloudtrail,f
"",541728948378,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,+5 +tran,t
"",541728948378,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,+5 +tran,f
"",541728948378,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,+5 +tran,f
"",600577402478,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,EXACT,5tran,t
"",600577402478,23289504013,344106493,2021-08-25 20:21:09.602,,,EXACT,5tran,f
"",600577402478,23289504013,344106493,2021-06-29 17:19:05.102,,,EXACT,5tran,f
"",961011620844,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,BROAD,connector directory,t
"",961011620844,23289504013,344106493,2021-08-25 20:21:09.602,,,BROAD,connector directory,f
"",961011620844,23289504013,344106493,2021-06-29 17:19:05.102,,,BROAD,connector directory,f
"",961011621004,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,PHRASE,list of connectors,t
"",961011621004,23289504013,344106493,2021-08-25 20:21:09.602,,,PHRASE,list of connectors,f
"",961011621004,23289504013,344106493,2021-06-29 17:19:05.102,,,PHRASE,list of connectors,f
"",1240011294409,23289504013,,2022-05-31 17:55:44.964,KEYWORD,ENABLED,EXACT,5 tran,t
"",1240011294409,23289504013,344106493,2021-08-25 20:21:09.602,,,EXACT,5 tran,f
"",1240011294409,23289504013,344106493,2021-06-29 17:19:05.102,,,EXACT,5 tran,f
