num_vehicles,res_type,reduced_vehicle_nyc_driving,increased_vehicle_flexibility,rent_own,num_days_complete,missing_home_location,bicycle_store_docking_station,first_travel_date
1,2,995,995,1,7,0.0,0,2019-06-08T00:00:00.000
2,6,995,995,2,7,0.0,0,2019-06-12T00:00:00.000
0,5,995,995,2,7,0.0,995,2019-06-09T00:00:00.000
0,5,995,995,2,6,0.0,995,2019-06-21T00:00:00.000
0,6,995,995,1,7,0.0,0,2019-06-02T00:00:00.000
1,5,995,995,2,1,0.0,0,2019-05-26T00:00:00.000
0,5,995,995,2,2,0.0,0,2019-06-09T00:00:00.000
0,-9998,995,995,-9998,3,0.0,995,2019-05-31T00:00:00.000
0,5,995,995,2,5,0.0,0,2019-06-22T00:00:00.000
0,5,0,995,2,5,0.0,995,2019-06-20T00:00:00.000
0,5,995,995,2,2,1.0,995,2019-06-04T00:00:00.000
1,6,995,995,2,7,0.0,995,2019-06-18T00:00:00.000
1,5,995,995,2,7,0.0,0,2019-06-11T00:00:00.000
0,3,995,995,2,6,0.0,0,2019-05-24T00:00:00.000
0,6,995,995,1,6,0.0,995,2019-06-08T00:00:00.000
0,5,995,995,2,4,0.0,995,2019-05-30T00:00:00.000
2,6,995,995,2,7,0.0,0,2019-06-01T00:00:00.000
0,5,995,995,2,7,0.0,995,2019-06-21T00:00:00.000
2,1,995,995,1,5,0.0,0,2019-06-11T00:00:00.000
0,6,995,995,1,7,0.0,995,2019-06-04T00:00:00.000
0,6,995,995,2,6,0.0,0,2019-06-08T00:00:00.000
0,5,995,995,2,6,0.0,0,2019-06-14T00:00:00.000
1,6,995,995,2,5,0.0,995,2019-06-14T00:00:00.000
1,5,995,995,2,7,0.0,995,2019-06-22T00:00:00.000
0,5,995,995,2,5,0.0,995,2019-06-09T00:00:00.000
1,3,995,995,997,7,0.0,995,2019-06-08T00:00:00.000
1,5,995,995,2,7,0.0,0,2019-06-08T00:00:00.000
1,2,0,995,1,7,0.0,0,2019-06-11T00:00:00.000
1,4,0,995,999,6,0.0,0,2019-06-07T00:00:00.000
0,6,995,995,2,7,0.0,0,2019-06-09T00:00:00.000
0,5,995,995,2,7,0.0,995,2019-06-09T00:00:00.000
1,3,995,995,1,6,0.0,995,2019-06-03T00:00:00.000
0,6,995,995,2,6,0.0,995,2019-05-31T00:00:00.000
1,5,995,995,1,3,0.0,1,2019-06-12T00:00:00.000
0,5,995,995,2,7,0.0,995,2019-06-02T00:00:00.000
1,5,995,995,1,6,0.0,0,2019-06-10T00:00:00.000
1,6,995,995,2,5,0.0,0,2019-06-14T00:00:00.000
0,5,995,995,2,7,0.0,995,2019-06-18T00:00:00.000
0,5,995,995,2,7,0.0,0,2019-05-29T00:00:00.000
1,3,0,995,1,6,0.0,0,2019-06-02T00:00:00.000
0,6,995,995,2,7,0.0,0,2019-06-08T00:00:00.000
0,6,995,995,2,7,0.0,0,2019-06-04T00:00:00.000
2,2,995,995,1,6,0.0,0,2019-06-07T00:00:00.000
2,2,995,995,1,3,0.0,0,2019-06-07T00:00:00.000
0,4,995,995,2,7,0.0,995,2019-06-07T00:00:00.000
0,6,995,995,2,6,0.0,0,2019-06-07T00:00:00.000
0,-9998,995,995,-9998,3,0.0,0,2019-06-09T00:00:00.000
1,4,995,995,2,6,0.0,995,2019-05-25T00:00:00.000
0,5,0,995,2,7,0.0,995,2019-06-13T00:00:00.000
0,6,995,995,2,6,0.0,0,2019-06-10T00:00:00.000
1,5,995,995,1,6,0.0,995,2019-06-06T00:00:00.000
1,-9998,995,995,-9998,1,0.0,995,2019-05-27T00:00:00.000
0,4,995,995,2,7,0.0,995,2019-06-22T00:00:00.000
0,6,1,995,2,3,0.0,995,2019-06-22T00:00:00.000
0,6,995,995,2,7,0.0,995,2019-06-08T00:00:00.000
0,-9998,995,995,-9998,4,0.0,995,2019-06-05T00:00:00.000
1,-9998,995,995,-9998,1,0.0,-9998,2019-06-11T00:00:00.000
0,6,995,995,1,5,0.0,995,2019-06-04T00:00:00.000
0,5,995,995,2,6,0.0,995,2019-06-07T00:00:00.000
1,5,995,1,2,7,0.0,0,2019-06-15T00:00:00.000
0,5,995,995,2,4,0.0,0,2019-05-28T00:00:00.000
1,6,995,995,1,7,0.0,0,2019-06-01T00:00:00.000
0,5,995,995,2,5,0.0,995,2019-06-01T00:00:00.000
0,6,995,995,2,7,0.0,995,2019-06-12T00:00:00.000
2,1,995,995,1,6,0.0,0,2019-05-28T00:00:00.000
1,4,995,0,999,7,0.0,995,2019-06-09T00:00:00.000
2,1,995,995,1,6,0.0,995,2019-06-04T00:00:00.000
0,1,995,995,2,7,0.0,0,2019-06-10T00:00:00.000
0,5,995,995,2,7,0.0,995,2019-06-03T00:00:00.000
0,4,995,995,2,4,0.0,995,2019-06-10T00:00:00.000
0,5,995,995,1,7,0.0,995,2019-06-07T00:00:00.000
0,6,995,995,2,7,0.0,0,2019-06-12T00:00:00.000
3,1,995,995,1,6,0.0,0,2019-06-09T00:00:00.000
0,6,995,995,2,5,0.0,995,2019-06-21T00:00:00.000
0,4,995,995,2,6,0.0,995,2019-06-22T00:00:00.000
0,6,1,995,2,4,0.0,995,2019-06-06T00:00:00.000
0,3,995,995,1,7,0.0,0,2019-06-09T00:00:00.000
0,4,995,995,2,6,0.0,0,2019-06-07T00:00:00.000
0,4,995,995,2,5,0.0,0,2019-06-07T00:00:00.000
0,6,995,995,1,3,0.0,0,2019-06-09T00:00:00.000
0,5,995,995,1,7,0.0,995,2019-06-07T00:00:00.000
0,6,0,995,2,6,0.0,995,2019-06-02T00:00:00.000
0,6,995,995,2,6,0.0,995,2019-06-01T00:00:00.000
4,3,0,995,2,7,0.0,0,2019-06-01T00:00:00.000
1,1,995,995,1,7,0.0,995,2019-06-07T00:00:00.000
1,2,995,995,1,7,0.0,0,2019-06-23T00:00:00.000
1,1,995,995,1,7,0.0,0,2019-06-07T00:00:00.000
0,4,995,995,2,4,1.0,0,2019-06-07T00:00:00.000
0,6,995,995,2,7,0.0,995,2019-06-07T00:00:00.000
0,3,995,995,2,7,0.0,0,2019-06-18T00:00:00.000
1,6,995,995,2,7,0.0,995,2019-06-03T00:00:00.000
0,5,995,995,2,6,0.0,995,2019-06-05T00:00:00.000
0,5,995,0,2,2,0.0,995,2019-06-07T00:00:00.000
0,6,995,995,1,4,0.0,995,2019-06-21T00:00:00.000
3,1,995,995,1,7,0.0,0,2019-06-07T00:00:00.000
0,6,995,995,2,4,0.0,995,2019-06-04T00:00:00.000
1,3,995,995,1,7,0.0,995,2019-06-24T00:00:00.000
1,3,0,995,1,7,0.0,995,2019-05-24T00:00:00.000
2,6,995,1,2,5,1.0,995,2019-06-01T00:00:00.000
0,6,995,995,2,5,0.0,995,2019-06-21T00:00:00.000
1,4,0,995,2,7,0.0,0,2019-05-27T00:00:00.000
1,3,995,995,1,7,0.0,0,2019-05-27T00:00:00.000
0,-9998,995,995,-9998,1,0.0,995,2019-06-07T00:00:00.000
2,1,995,995,1,6,0.0,0,2019-06-08T00:00:00.000
0,-9998,995,995,-9998,1,0.0,-9998,2019-05-26T00:00:00.000
1,4,995,995,2,5,1.0,995,2019-06-17T00:00:00.000
0,3,995,995,2,7,0.0,0,2019-06-10T00:00:00.000
0,5,995,995,2,7,0.0,0,2019-05-24T00:00:00.000
0,4,0,995,2,7,1.0,995,2019-06-01T00:00:00.000
0,6,995,995,2,7,0.0,995,2019-06-03T00:00:00.000
1,6,995,995,1,6,0.0,0,2019-06-21T00:00:00.000
0,5,995,995,2,6,0.0,995,2019-06-02T00:00:00.000
0,5,995,995,997,5,0.0,0,2019-06-02T00:00:00.000
2,5,995,995,1,7,0.0,0,2019-06-07T00:00:00.000
0,6,995,995,2,6,0.0,995,2019-06-10T00:00:00.000
0,3,995,995,2,6,0.0,0,2019-06-13T00:00:00.000
0,6,995,995,1,7,0.0,995,2019-06-02T00:00:00.000
1,1,995,995,2,3,0.0,0,2019-05-29T00:00:00.000
0,6,995,995,2,7,1.0,995,2019-06-01T00:00:00.000
0,6,995,995,1,7,0.0,995,2019-06-04T00:00:00.000
1,5,995,995,1,7,0.0,0,2019-06-02T00:00:00.000
0,6,995,995,2,3,0.0,0,2019-05-24T00:00:00.000
0,4,995,995,2,6,0.0,995,2019-06-08T00:00:00.000
0,-9998,995,995,-9998,4,0.0,995,2019-06-15T00:00:00.000
0,5,995,995,2,7,0.0,0,2019-06-01T00:00:00.000
0,4,995,995,2,7,0.0,0,2019-06-02T00:00:00.000
1,-9998,995,995,-9998,1,0.0,995,2019-06-11T00:00:00.000
2,3,995,995,2,7,0.0,995,2019-06-01T00:00:00.000
0,-9998,995,995,-9998,1,1.0,995,2019-06-08T00:00:00.000
0,6,995,995,2,4,0.0,0,2019-06-22T00:00:00.000
0,5,995,995,2,7,0.0,995,2019-06-05T00:00:00.000
0,6,995,995,1,4,0.0,995,2019-06-07T00:00:00.000
0,3,995,995,2,7,1.0,0,2019-05-25T00:00:00.000
0,-9998,995,995,-9998,1,0.0,-9998,2019-06-04T00:00:00.000
0,4,995,995,2,7,0.0,995,2019-06-11T00:00:00.000
0,6,995,995,2,7,0.0,995,2019-06-24T00:00:00.000
0,4,995,995,2,5,0.0,995,2019-05-25T00:00:00.000
0,2,995,995,1,7,0.0,0,2019-06-07T00:00:00.000
0,3,995,995,2,2,0.0,995,2019-06-04T00:00:00.000
1,3,995,995,999,7,0.0,995,2019-05-31T00:00:00.000
1,1,995,995,2,7,0.0,995,2019-06-01T00:00:00.000
1,5,995,995,2,7,0.0,995,2019-06-04T00:00:00.000
1,6,995,995,999,4,0.0,995,2019-06-05T00:00:00.000
1,6,995,995,1,7,0.0,995,2019-05-25T00:00:00.000
0,5,995,995,2,6,0.0,995,2019-06-02T00:00:00.000
1,-9998,995,995,-9998,1,0.0,995,2019-06-04T00:00:00.000
2,2,995,1,2,7,0.0,0,2019-05-24T00:00:00.000
1,6,995,995,1,7,0.0,995,2019-06-08T00:00:00.000
1,5,995,995,2,7,0.0,995,2019-06-08T00:00:00.000
1,5,0,995,2,7,0.0,995,2019-06-07T00:00:00.000
1,6,995,995,999,5,0.0,995,2019-05-28T00:00:00.000
0,4,995,995,2,7,0.0,995,2019-06-08T00:00:00.000
2,1,0,995,1,1,0.0,995,2019-05-24T00:00:00.000
1,5,995,0,2,5,0.0,0,2019-06-23T00:00:00.000
1,5,995,995,2,6,0.0,995,2019-06-05T00:00:00.000
0,6,995,995,1,6,0.0,0,2019-06-14T00:00:00.000
0,4,995,995,2,5,0.0,995,2019-06-03T00:00:00.000
0,6,995,995,2,1,1.0,0,2019-06-13T00:00:00.000
5,2,995,0,1,7,0.0,0,2019-06-02T00:00:00.000
0,4,995,995,2,5,0.0,1,2019-06-07T00:00:00.000
0,5,995,995,2,7,0.0,0,2019-06-03T00:00:00.000
1,2,995,995,1,3,0.0,0,2019-06-01T00:00:00.000
0,-9998,995,995,-9998,1,0.0,995,2019-06-09T00:00:00.000
0,6,995,995,2,7,0.0,0,2019-06-10T00:00:00.000
1,7,995,995,997,5,1.0,0,2019-06-02T00:00:00.000
0,6,995,995,2,2,1.0,0,2019-05-25T00:00:00.000
2,5,995,995,2,7,0.0,0,2019-06-12T00:00:00.000
0,997,995,995,1,7,0.0,995,2019-06-03T00:00:00.000
0,5,0,995,2,6,0.0,995,2019-06-08T00:00:00.000
1,2,995,995,2,7,0.0,995,2019-06-12T00:00:00.000
0,5,995,995,2,7,1.0,995,2019-06-01T00:00:00.000
1,-9998,995,995,-9998,2,0.0,-9998,2019-05-31T00:00:00.000
0,3,995,995,2,7,0.0,995,2019-06-21T00:00:00.000
2,-9998,995,995,-9998,1,0.0,995,2019-06-09T00:00:00.000
0,5,995,995,2,6,0.0,995,2019-06-10T00:00:00.000
2,2,995,995,1,6,0.0,995,2019-06-10T00:00:00.000
1,3,995,995,1,5,0.0,1,2019-06-07T00:00:00.000
3,1,995,1,1,5,0.0,0,2019-05-24T00:00:00.000
1,2,995,995,2,4,0.0,995,2019-05-26T00:00:00.000
1,5,995,995,2,4,0.0,0,2019-06-02T00:00:00.000
0,6,995,995,997,4,0.0,0,2019-06-15T00:00:00.000
0,3,995,995,2,6,0.0,995,2019-06-09T00:00:00.000
0,3,995,995,2,7,0.0,995,2019-06-07T00:00:00.000
0,6,995,995,2,2,0.0,995,2019-06-07T00:00:00.000
0,5,995,995,2,7,0.0,0,2019-05-25T00:00:00.000
1,4,0,995,2,7,0.0,995,2019-05-29T00:00:00.000
1,6,995,995,2,7,0.0,0,2019-06-24T00:00:00.000
1,2,995,995,3,7,0.0,0,2019-06-02T00:00:00.000
0,4,0,995,2,6,0.0,995,2019-06-06T00:00:00.000
0,6,995,995,2,7,0.0,995,2019-05-24T00:00:00.000
0,3,995,995,2,7,0.0,0,2019-05-24T00:00:00.000
2,1,995,995,1,7,0.0,0,2019-06-07T00:00:00.000
3,1,995,995,1,7,0.0,995,2019-06-10T00:00:00.000
1,-9998,995,995,-9998,1,0.0,995,2019-06-08T00:00:00.000
1,6,995,995,2,4,0.0,995,2019-06-04T00:00:00.000
1,997,0,995,999,7,1.0,0,2019-06-03T00:00:00.000
0,4,995,995,2,5,0.0,995,2019-06-17T00:00:00.000
1,1,0,995,1,5,0.0,995,2019-05-24T00:00:00.000
0,3,1,995,2,7,0.0,0,2019-06-11T00:00:00.000
0,6,995,1,1,5,0.0,995,2019-06-08T00:00:00.000
1,6,995,995,1,6,0.0,1,2019-06-03T00:00:00.000
0,5,995,995,2,5,0.0,995,2019-05-30T00:00:00.000
0,6,995,995,2,7,1.0,0,2019-06-16T00:00:00.000
1,6,995,995,2,7,0.0,0,2019-06-18T00:00:00.000
2,6,995,995,1,6,0.0,0,2019-06-07T00:00:00.000
1,1,0,995,1,5,1.0,995,2019-06-01T00:00:00.000
0,6,995,995,997,7,0.0,995,2019-06-14T00:00:00.000
2,3,995,995,2,7,0.0,0,2019-06-11T00:00:00.000
2,6,995,995,2,7,0.0,995,2019-06-08T00:00:00.000
1,1,995,995,1,6,0.0,995,2019-06-10T00:00:00.000
0,4,995,995,2,6,0.0,995,2019-06-08T00:00:00.000
0,1,995,995,2,7,0.0,995,2019-05-25T00:00:00.000
2,-9998,995,995,-9998,1,0.0,-9998,2019-06-11T00:00:00.000
0,4,995,995,2,7,0.0,0,2019-06-14T00:00:00.000
0,-9998,995,995,-9998,3,1.0,995,2019-06-08T00:00:00.000
2,2,995,995,2,4,0.0,0,2019-05-28T00:00:00.000
0,3,995,995,1,7,0.0,0,2019-06-07T00:00:00.000
0,6,995,995,2,7,0.0,995,2019-05-24T00:00:00.000
0,6,995,995,1,5,0.0,995,2019-06-12T00:00:00.000
0,-9998,995,995,-9998,4,0.0,0,2019-06-11T00:00:00.000
