source_relation,date_day,organization_id,organization_name,campaign_id,campaign_name,ad_group_id,ad_group_name,keyword_id,keyword_text,match_type,currency,keyword_status,taps,new_downloads,tap_new_downloads,redownloads,tap_redownloads,total_downloads,tap_total_downloads,conversions,tap_installs,impressions,spend
"",2021-12-14,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093307,kitty,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,8,0
"",2021-12-14,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093310,tap tap,BROAD,USD,ACTIVE,1,1,1,0,0,1,1,1,1,29,0.38
"",2021-12-16,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093309,cat games for cats,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,49,0
"",2021-12-10,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093309,cat games for cats,BROAD,USD,ACTIVE,1,0,0,0,0,0,0,0,0,23,0.77
"",2021-12-12,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093312,games for cats,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,6,0
"",2021-12-12,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093306,kitty games,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,2,0
"",2021-12-19,3219110,Tip Tap Cat,973923054,Tap Away,983960442,Bored Ad Group,983951492,relax games,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,1,0
"",2021-12-14,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093304,kitten,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,6,0
"",2021-12-17,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093312,games for cats,BROAD,USD,ACTIVE,1,0,0,0,0,0,0,0,0,8,0.13
"",2021-12-19,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093310,tap tap,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,57,0
"",2021-12-16,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093305,pet cat,BROAD,USD,ACTIVE,1,0,0,0,0,0,0,0,0,27,0.48
"",2021-12-12,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093308,cat,BROAD,USD,ACTIVE,1,1,1,0,0,1,1,1,1,16,0.12
"",2021-12-12,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093304,kitten,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,18,0
"",2021-12-12,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093311,cat game,BROAD,USD,ACTIVE,1,0,0,0,0,0,0,0,0,5,1.39
"",2021-12-18,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093310,tap tap,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,38,0
"",2021-12-18,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093307,kitty,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,1,0
"",2021-12-10,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093307,kitty,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,3,0
"",2021-12-15,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093314,tip tap cat,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,1,0
"",2021-12-15,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093310,tap tap,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,45,0
"",2021-12-13,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093305,pet cat,BROAD,USD,ACTIVE,1,0,0,0,0,0,0,0,0,41,0.9
"",2021-12-09,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093305,pet cat,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,23,0
"",2021-12-14,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093308,cat,BROAD,USD,ACTIVE,1,1,1,0,0,1,1,1,1,15,0.12
"",2021-12-12,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093310,tap tap,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,30,0
"",2021-12-13,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093304,kitten,BROAD,USD,ACTIVE,1,0,0,0,0,0,0,0,0,45,0.16
"",2021-12-14,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093312,games for cats,BROAD,USD,ACTIVE,1,0,0,0,0,0,0,0,0,29,0.05
"",2021-12-19,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093309,cat games for cats,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,11,0
"",2021-12-15,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093307,kitty,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,2,0
"",2021-12-10,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093308,cat,BROAD,USD,ACTIVE,4,1,1,0,0,1,1,1,1,188,2.53
"",2021-12-20,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093308,cat,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,6,0
"",2021-12-09,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093312,games for cats,BROAD,USD,ACTIVE,4,0,0,0,0,0,0,0,0,199,4.24
"",2021-12-18,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093308,cat,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,29,0
"",2021-12-16,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093308,cat,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,18,0
"",2021-12-19,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093311,cat game,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,2,0
"",2021-12-09,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093307,kitty,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,3,0
"",2021-12-09,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093309,cat games for cats,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,10,0
"",2021-12-12,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093305,pet cat,BROAD,USD,ACTIVE,1,0,0,0,0,0,0,0,0,19,0.91
"",2021-12-11,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093312,games for cats,BROAD,USD,ACTIVE,1,0,0,0,0,0,0,0,0,13,0.56
"",2021-12-19,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093304,kitten,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,33,0
"",2021-12-20,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093305,pet cat,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,3,0
"",2021-12-11,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093304,kitten,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,3,0
"",2021-12-13,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093307,kitty,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,21,0
"",2021-12-10,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093312,games for cats,BROAD,USD,ACTIVE,2,2,2,0,0,2,2,2,2,139,0.86
"",2021-12-17,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093304,kitten,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,12,0
"",2021-12-19,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093305,pet cat,BROAD,USD,ACTIVE,1,0,0,0,0,0,0,0,0,38,0.49
"",2021-12-20,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093310,tap tap,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,9,0
"",2021-12-17,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093308,cat,BROAD,USD,ACTIVE,1,0,0,0,0,0,0,0,0,7,1.49
"",2021-12-17,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093305,pet cat,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,6,0
"",2021-12-09,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093304,kitten,BROAD,USD,ACTIVE,5,0,0,0,0,0,0,0,0,101,3.03
"",2021-12-18,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093312,games for cats,BROAD,USD,ACTIVE,4,2,2,0,0,2,2,2,2,49,0.5
"",2021-12-10,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093311,cat game,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,7,0
"",2021-12-10,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093305,pet cat,BROAD,USD,ACTIVE,1,0,0,0,0,0,0,0,0,49,1.47
"",2021-12-11,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093311,cat game,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,1,0
"",2021-12-11,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093306,kitty games,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,1,0
"",2021-12-17,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093310,tap tap,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,5,0
"",2021-12-19,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093308,cat,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,25,0
"",2021-12-20,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093307,kitty,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,1,0
"",2021-12-09,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093308,cat,BROAD,USD,ACTIVE,4,0,0,0,0,0,0,0,0,119,2.47
"",2021-12-15,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093305,pet cat,BROAD,USD,ACTIVE,1,0,0,0,0,0,0,0,0,39,1.47
"",2021-12-09,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093311,cat game,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,14,0
"",2021-12-16,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093306,kitty games,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,1,0
"",2021-12-19,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093306,kitty games,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,5,0
"",2021-12-09,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093310,tap tap,BROAD,USD,ACTIVE,2,0,0,0,0,0,0,0,0,134,0.78
"",2021-12-11,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093309,cat games for cats,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,15,0
"",2021-12-11,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093305,pet cat,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,19,0
"",2021-12-15,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093304,kitten,BROAD,USD,ACTIVE,3,2,2,0,0,2,2,2,2,33,0.84
"",2021-12-13,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093312,games for cats,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,38,0
"",2021-12-19,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093312,games for cats,BROAD,USD,ACTIVE,5,3,3,0,0,3,3,3,3,56,1.49
"",2021-12-16,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093311,cat game,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,4,0
"",2021-12-20,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093312,games for cats,BROAD,USD,ACTIVE,1,0,0,0,0,0,0,0,0,10,0.13
"",2021-12-15,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093309,cat games for cats,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,34,0
"",2021-12-15,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093308,cat,BROAD,USD,ACTIVE,1,0,0,0,0,0,0,0,0,56,0.82
"",2021-12-13,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093308,cat,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,49,0
"",2021-12-11,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093310,tap tap,BROAD,USD,ACTIVE,1,0,0,0,0,0,0,0,0,28,1.14
